rank_overall,rank_profit_potential,rank_risk_control,rank_upside,experiment_id,display_name,evidence_tier,run_status,p_90d_target_300_before_stop,p_90d_target_400_before_stop,p_90d_target_600_before_stop,p_90d_target_900_before_stop,p_90d_target_1200_before_stop,p_90d_any_stop_hit,median_90d_stop_enforced_final_equity,p95_90d_stop_enforced_final_equity,worst_90d_max_drawdown,expected_profit_90d,stress_degradation,profit_score,risk_penalty,final_score,profit_verdict,ranking_notes
11,11,10,10,SPY_GLD_IEF_dual_momentum_v1,SPY GLD IEF Dual Momentum,tier2_credible_prototype,completed,0.75,0.75,0.6666666666666666,0.625,0.4166666666666667,0.20833333333333334,4022.5536870694477,10430.622774699075,-2233.1068250419885,1920.6306181833934,4.694672629672368,847.8637174242983,644.8796292417363,202.984088182562,high_upside_high_risk,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier"
12,13,1,13,BIL_cash_proxy,BIL Cash Proxy,benchmark,completed,0.20833333333333334,0.20833333333333334,0.16666666666666666,0.0,0.0,0.0,3129.305956061048,3869.528286215564,-14.453947793279895,250.83354418948193,1.936397592126923,145.0644951379699,0.15491180737015384,144.90958333059976,watchlist,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier"
13,1,26,1,GLD_buy_hold,GLD Buy And Hold,benchmark,completed,1.0,0.92,0.92,0.92,0.8,0.52,6093.259796969255,21422.219290000252,-4586.3133139167585,5387.534176048242,2.087834438797472,1675.3103846996128,1577.3766866259691,97.93369807364365,high_upside_high_risk,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier"
14,14,15,14,A_ETF_sector_momentum,A ETF Sector Momentum,tier2_credible_prototype,incomplete_evidence,,,,,,,,,,,,0.0,1000.0,-1000.0,incomplete_evidence,not runnable or excluded; no performance metrics used
15,15,16,15,current_no_cash_proxy_alpha_AB,Current No-Cash-Proxy Alpha A/B,tier3_candidate_validation_if_exhaustive,incomplete_evidence,,,,,,,,,,,,0.0,1000.0,-1000.0,incomplete_evidence,not runnable or excluded; no performance metrics used
16,16,7,16,combo_SPY200d_crypto_tsmom_90_10_v1,Combo SPY200d Crypto TSMOM 90/10,tier1_exploratory,excluded_by_flag,,,,,,,,,,,,0.0,500.0,-1000.0,reject_for_now,not runnable or excluded; no performance metrics used
17,17,8,17,crypto_time_series_momentum,Crypto Time Series Momentum,tier1_exploratory,excluded_by_flag,,,,,,,,,,,,0.0,500.0,-1000.0,reject_for_now,not runnable or excluded; no performance metrics used
18,18,9,18,crypto_buy_hold_equal_weight,Crypto Buy Hold Equal Weight,tier1_exploratory,excluded_by_flag,,,,,,,,,,,,0.0,500.0,-1000.0,reject_for_now,not runnable or excluded; no performance metrics used
19,19,17,19,individual_stock_momentum,Individual Stock Momentum,blocked,blocked_by_gate,,,,,,,,,,,,0.0,1000.0,-1000.0,blocked_by_gate,not runnable or excluded; no performance metrics used
20,20,18,20,options_directional,Options Directional,blocked,blocked_by_gate,,,,,,,,,,,,0.0,1000.0,-1000.0,blocked_by_gate,not runnable or excluded; no performance metrics used
21,21,19,21,options_premium,Options Premium,blocked,blocked_by_gate,,,,,,,,,,,,0.0,1000.0,-1000.0,blocked_by_gate,not runnable or excluded; no performance metrics used
22,22,20,22,futures_trend_following,Futures Trend Following,blocked,blocked_by_gate,,,,,,,,,,,,0.0,1000.0,-1000.0,blocked_by_gate,not runnable or excluded; no performance metrics used
23,23,21,23,forex_momentum_carry,Forex Momentum Carry,blocked,blocked_by_gate,,,,,,,,,,,,0.0,1000.0,-1000.0,blocked_by_gate,not runnable or excluded; no performance metrics used
24,24,22,24,intraday_orb,Intraday ORB,blocked,blocked_by_gate,,,,,,,,,,,,0.0,1000.0,-1000.0,blocked_by_gate,not runnable or excluded; no performance metrics used
25,25,23,25,volatility_products,Volatility Products,blocked,blocked_by_gate,,,,,,,,,,,,0.0,1000.0,-1000.0,blocked_by_gate,not runnable or excluded; no performance metrics used
26,26,24,26,event_news_momentum,Event News Momentum,blocked,blocked_by_gate,,,,,,,,,,,,0.0,1000.0,-1000.0,blocked_by_gate,not runnable or excluded; no performance metrics used
