rank_overall,rank_profit_potential,rank_risk_control,rank_upside,experiment_id,display_name,evidence_tier,run_status,p_90d_target_300_before_stop,p_90d_target_400_before_stop,p_90d_target_600_before_stop,p_90d_target_900_before_stop,p_90d_target_1200_before_stop,p_90d_any_stop_hit,median_90d_stop_enforced_final_equity,p95_90d_stop_enforced_final_equity,worst_90d_max_drawdown,expected_profit_90d,stress_degradation,profit_score,risk_penalty,final_score,profit_verdict,ranking_notes,accounting_integrity_status,profit_results_usable,ranking_blocked_reason,canonical_rule_hash,duplicate_of,candidate_exhaustive_queue_rank,deserves_candidate_exhaustive,queue_reason
11,15,7,16,multi_asset_top2_momentum_v1,Multi-Asset Top 2 Momentum,tier2_credible_prototype,completed,0.05,0.0,0.0,0.0,0.0,0.0,3065.5619898429986,3173.223474362965,-420.4439915702369,42.2373637885521,129.18030360965622,18.129779278755084,10.334424288772498,7.795354989982586,watchlist,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier",passed,True,,,,,False,
12,16,2,5,BIL_cash_proxy,BIL Cash Proxy,benchmark,completed,0.0,0.0,0.0,0.0,0.0,0.0,3011.453615848295,3044.366763528651,-23.453516626707824,14.688634902643571,1.936397592126923,2.902546539123059,0.15491180737015384,2.7476347317529055,benchmark_only,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier",passed,True,,,,,False,
13,6,11,14,SPY_GLD_dual_momentum_v1,SPY GLD Dual Momentum,tier2_credible_prototype,completed,0.35,0.15,0.0,0.0,0.0,0.175,3013.250972906153,3242.243498413356,-678.3449214264192,-1.392881304615912,4.694672629672368,76.44301187176494,89.04629630962052,-12.603284437855578,too_risky,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier",passed,True,,,,,False,
14,13,9,13,IEF_200d_trend_model_v1,IEF 200-Day Trend Model,tier2_credible_prototype,completed,0.15,0.125,0.0,0.0,0.0,0.0,3003.6615732855444,3275.84697158505,-207.24160214662288,33.2444462340809,978.0884645795923,50.250906647557095,78.24707716636738,-27.99617051881028,watchlist,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier",passed,True,,,,,False,
15,9,14,8,GLD_200d_trend_model_v1,GLD 200-Day Trend Model,tier2_credible_prototype,completed,0.25,0.15,0.0,0.0,0.0,0.175,2999.6723219636615,3226.0844218206926,-743.2605182177258,-16.03583310101385,5.090032503574548,62.54264119761697,111.79838397649,-49.25574277887303,too_risky,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier",passed,True,,,,,False,
16,5,16,2,SPY_buy_hold,SPY Buy And Hold,benchmark,completed,0.275,0.1,0.025,0.0,0.0,0.2,3133.002565870957,3495.721006540399,-1315.8647168692105,27.484980260026532,0.0,83.13354362167418,320.5526509042237,-237.41910728254953,too_risky,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier",passed,True,,,,,False,
17,17,20,6,A_ETF_sector_momentum,A ETF Sector Momentum,tier2_credible_prototype,incomplete_evidence,,,,,,,,,,,,0.0,1000.0,-1000.0,incomplete_evidence,not runnable or excluded; no performance metrics used,not_applicable,False,incomplete_evidence,,,,False,
18,18,21,7,current_no_cash_proxy_alpha_AB,Current No-Cash-Proxy Alpha A/B,tier3_candidate_validation_if_exhaustive,incomplete_evidence,,,,,,,,,,,,0.0,1000.0,-1000.0,incomplete_evidence,not runnable or excluded; no performance metrics used,not_applicable,False,incomplete_evidence,,,,False,
19,19,22,12,dual_momentum_SPY_GLD_IEF_v1,Dual Momentum SPY GLD IEF,tier2_credible_prototype,duplicate_skipped,,,,,,,,,,,,0.0,1000.0,-1000.0,duplicate_skipped,not runnable or excluded; no performance metrics used,not_applicable,False,duplicate_skipped,235c97bf8a90cbc0064fa0406435a98d4cbad891d2f425030572d4d77e2118f0,asset_class_tsmom_top1_v1,,False,
20,20,17,20,combo_SPY200d_crypto_tsmom_90_10_v1,Combo SPY200d Crypto TSMOM 90/10,tier1_exploratory,excluded_by_flag,,,,,,,,,,,,0.0,500.0,-1000.0,reject_for_now,not runnable or excluded; no performance metrics used,not_applicable,False,excluded_by_flag,,,,False,
21,21,18,21,crypto_time_series_momentum,Crypto Time Series Momentum,tier1_exploratory,excluded_by_flag,,,,,,,,,,,,0.0,500.0,-1000.0,reject_for_now,not runnable or excluded; no performance metrics used,not_applicable,False,excluded_by_flag,,,,False,
22,22,19,22,crypto_buy_hold_equal_weight,Crypto Buy Hold Equal Weight,tier1_exploratory,excluded_by_flag,,,,,,,,,,,,0.0,500.0,-1000.0,reject_for_now,not runnable or excluded; no performance metrics used,not_applicable,False,excluded_by_flag,,,,False,
23,23,23,23,individual_stock_momentum,Individual Stock Momentum,blocked,blocked_by_gate,,,,,,,,,,,,0.0,1000.0,-1000.0,blocked_by_gate,not runnable or excluded; no performance metrics used,not_applicable,False,blocked_by_gate,,,,False,
24,24,24,24,options_directional,Options Directional,blocked,blocked_by_gate,,,,,,,,,,,,0.0,1000.0,-1000.0,blocked_by_gate,not runnable or excluded; no performance metrics used,not_applicable,False,blocked_by_gate,,,,False,
25,25,25,25,options_premium,Options Premium,blocked,blocked_by_gate,,,,,,,,,,,,0.0,1000.0,-1000.0,blocked_by_gate,not runnable or excluded; no performance metrics used,not_applicable,False,blocked_by_gate,,,,False,
26,26,26,26,futures_trend_following,Futures Trend Following,blocked,blocked_by_gate,,,,,,,,,,,,0.0,1000.0,-1000.0,blocked_by_gate,not runnable or excluded; no performance metrics used,not_applicable,False,blocked_by_gate,,,,False,
27,27,27,27,forex_momentum_carry,Forex Momentum Carry,blocked,blocked_by_gate,,,,,,,,,,,,0.0,1000.0,-1000.0,blocked_by_gate,not runnable or excluded; no performance metrics used,not_applicable,False,blocked_by_gate,,,,False,
28,28,28,28,intraday_orb,Intraday ORB,blocked,blocked_by_gate,,,,,,,,,,,,0.0,1000.0,-1000.0,blocked_by_gate,not runnable or excluded; no performance metrics used,not_applicable,False,blocked_by_gate,,,,False,
29,29,29,29,volatility_products,Volatility Products,blocked,blocked_by_gate,,,,,,,,,,,,0.0,1000.0,-1000.0,blocked_by_gate,not runnable or excluded; no performance metrics used,not_applicable,False,blocked_by_gate,,,,False,
30,30,30,30,event_news_momentum,Event News Momentum,blocked,blocked_by_gate,,,,,,,,,,,,0.0,1000.0,-1000.0,blocked_by_gate,not runnable or excluded; no performance metrics used,not_applicable,False,blocked_by_gate,,,,False,
