experiment_id,horizon,standard_or_stress,rolling_method,number_of_windows,possible_window_count,p_target_300_before_stop,p_target_400_before_stop,p_target_600_before_stop,p_target_900_before_stop,p_target_1200_before_stop,p_any_project_stop_hit,median_stop_enforced_final_equity,mean_stop_enforced_final_equity,p25_stop_enforced_final_equity,p75_stop_enforced_final_equity,p90_stop_enforced_final_equity,p95_stop_enforced_final_equity,max_stop_enforced_final_equity,median_max_drawdown,worst_max_drawdown,expected_profit_dollars,expected_profit_pct,evidence_finality,notes,window_start_equity_min,window_start_equity_max,window_start_equity_violation_count,high_water_start_violation_count,target_state_start_violation_count,stop_state_start_violation_count,reference_check_available,reference_median_abs_error,reference_max_abs_error,reference_error_status,accounting_integrity_status
SPY_buy_hold,90,standard,deterministic_stratified_sample,40,4793,0.275,0.1,0.025,0.0,0.0,0.2,3133.002565870957,3027.4849802600265,2857.500577740183,3245.2554033776214,3348.6051762728775,3495.721006540399,3610.7915098821945,-274.4681082763791,-1315.8647168692105,27.484980260026532,0.009161660086675516,sampled_non_final,computed from cached adjusted SPY prices,3000.0,3000.0,0,0,0,0,True,4.547473508864641e-13,3.637978807091713e-12,passed,passed
SPY_buy_hold,180,standard,deterministic_stratified_sample,40,4703,0.65,0.4,0.075,0.0,0.0,0.25,3270.190681331519,3117.720066588724,2829.0789050161566,3461.761742142563,3502.341144855606,3544.3881448556667,3731.1034550188037,-341.7865586974831,-1453.5431889282313,117.72006658872397,0.03924002219624123,sampled_non_final,computed from cached adjusted SPY prices,3000.0,3000.0,0,0,0,0,True,1.3642420526593924e-12,7.73070496506989e-12,passed,passed
SPY_buy_hold,30,stress,deterministic_stratified_sample,40,4853,0.05,0.025,0.0,0.0,0.0,0.15,3068.2198947176485,2986.527966879529,2919.427297026793,3142.096066509871,3227.9616849267472,3261.2896665562744,3361.4729099888345,-86.260171610837,-804.4696449158359,-13.472033120471224,-0.004490677706823765,sampled_non_final,computed from cached adjusted SPY prices,3000.0,3000.0,0,0,0,0,True,4.547473508864641e-13,2.7284841053187847e-12,passed,passed
SPY_buy_hold,60,stress,deterministic_stratified_sample,40,4823,0.15,0.025,0.0,0.0,0.0,0.175,3046.3891291961218,2998.7011697216976,2837.0237269025056,3247.246556994557,3320.1620848792368,3337.578663975547,3403.446898702606,-226.01054171872943,-1076.7253981252495,-1.2988302783023755,-0.00043294342610078473,sampled_non_final,computed from cached adjusted SPY prices,3000.0,3000.0,0,0,0,0,True,4.547473508864641e-13,4.547473508864641e-12,passed,passed
SPY_buy_hold,90,stress,deterministic_stratified_sample,40,4793,0.275,0.1,0.025,0.0,0.0,0.2,3133.002565870957,3027.4849802600265,2857.500577740183,3245.2554033776214,3348.6051762728775,3495.721006540399,3610.7915098821945,-274.4681082763791,-1315.8647168692105,27.484980260026532,0.009161660086675516,sampled_non_final,computed from cached adjusted SPY prices,3000.0,3000.0,0,0,0,0,True,4.547473508864641e-13,3.637978807091713e-12,passed,passed
SPY_buy_hold,180,stress,deterministic_stratified_sample,40,4703,0.65,0.4,0.075,0.0,0.0,0.25,3270.190681331519,3117.720066588724,2829.0789050161566,3461.761742142563,3502.341144855606,3544.3881448556667,3731.1034550188037,-341.7865586974831,-1453.5431889282313,117.72006658872397,0.03924002219624123,sampled_non_final,computed from cached adjusted SPY prices,3000.0,3000.0,0,0,0,0,True,1.3642420526593924e-12,7.73070496506989e-12,passed,passed
GLD_buy_hold,30,standard,deterministic_stratified_sample,40,4853,0.125,0.1,0.0,0.0,0.0,0.0,2979.9888713437495,3026.1025873311564,2880.1085818598785,3126.489086247726,3333.418576606367,3402.583791511304,3520.4668979658654,-213.34813841014852,-584.4892875800592,26.10258733115643,0.008700862443718815,sampled_non_final,computed from cached adjusted GLD prices,3000.0,3000.0,0,0,0,0,True,4.547473508864641e-13,3.183231456205249e-12,passed,passed
GLD_buy_hold,60,standard,deterministic_stratified_sample,40,4823,0.25,0.2,0.125,0.0,0.0,0.05,3017.7452351900074,3034.8815275880306,2797.5489793975275,3173.1007184934006,3610.12696023427,3661.7492011713684,3776.371389061678,-269.936577531289,-762.3815600743019,34.88152758803062,0.01162717586267692,sampled_non_final,computed from cached adjusted GLD prices,3000.0,3000.0,0,0,0,0,True,6.821210263296962e-13,4.092726157978177e-12,passed,passed
GLD_buy_hold,90,standard,deterministic_stratified_sample,40,4793,0.475,0.325,0.15,0.15,0.0,0.2,3074.219478192749,3109.8056118240615,2871.9567463094554,3207.6401208396546,3681.3000636849038,3716.464996043193,3852.320886546392,-321.45375389016067,-842.6148956076154,109.80561182406154,0.03660187060802045,sampled_non_final,computed from cached adjusted GLD prices,3000.0,3000.0,0,0,0,0,True,9.094947017729282e-13,5.002220859751105e-12,passed,passed
GLD_buy_hold,180,standard,deterministic_stratified_sample,40,4703,0.55,0.55,0.475,0.375,0.175,0.225,3480.6281608061045,3338.6167683282315,2901.865909449861,3827.272567604714,3916.91891561869,3948.7187521995183,4296.2152226294365,-416.68802437019804,-874.774053715942,338.6167683282315,0.11287225610941043,sampled_non_final,computed from cached adjusted GLD prices,3000.0,3000.0,0,0,0,0,True,1.3642420526593924e-12,6.366462912410498e-12,passed,passed
GLD_buy_hold,30,stress,deterministic_stratified_sample,40,4853,0.125,0.1,0.0,0.0,0.0,0.0,2979.9888713437495,3026.1025873311564,2880.1085818598785,3126.489086247726,3333.418576606367,3402.583791511304,3520.4668979658654,-213.34813841014852,-584.4892875800592,26.10258733115643,0.008700862443718815,sampled_non_final,computed from cached adjusted GLD prices,3000.0,3000.0,0,0,0,0,True,4.547473508864641e-13,3.183231456205249e-12,passed,passed
GLD_buy_hold,60,stress,deterministic_stratified_sample,40,4823,0.25,0.2,0.125,0.0,0.0,0.05,3017.7452351900074,3034.8815275880306,2797.5489793975275,3173.1007184934006,3610.12696023427,3661.7492011713684,3776.371389061678,-269.936577531289,-762.3815600743019,34.88152758803062,0.01162717586267692,sampled_non_final,computed from cached adjusted GLD prices,3000.0,3000.0,0,0,0,0,True,6.821210263296962e-13,4.092726157978177e-12,passed,passed
GLD_buy_hold,90,stress,deterministic_stratified_sample,40,4793,0.475,0.325,0.15,0.15,0.0,0.2,3074.219478192749,3109.8056118240615,2871.9567463094554,3207.6401208396546,3681.3000636849038,3716.464996043193,3852.320886546392,-321.45375389016067,-842.6148956076154,109.80561182406154,0.03660187060802045,sampled_non_final,computed from cached adjusted GLD prices,3000.0,3000.0,0,0,0,0,True,9.094947017729282e-13,5.002220859751105e-12,passed,passed
GLD_buy_hold,180,stress,deterministic_stratified_sample,40,4703,0.55,0.55,0.475,0.375,0.175,0.225,3480.6281608061045,3338.6167683282315,2901.865909449861,3827.272567604714,3916.91891561869,3948.7187521995183,4296.2152226294365,-416.68802437019804,-874.774053715942,338.6167683282315,0.11287225610941043,sampled_non_final,computed from cached adjusted GLD prices,3000.0,3000.0,0,0,0,0,True,1.3642420526593924e-12,6.366462912410498e-12,passed,passed
IEF_buy_hold,30,standard,deterministic_stratified_sample,40,4853,0.1,0.0,0.0,0.0,0.0,0.0,2993.819081459531,3037.6616126776053,2970.0881600964813,3051.8099969686127,3276.284721618538,3325.957674951018,3345.6270840960774,-59.157984271091664,-178.7746422062737,37.66161267760526,0.012553870892535013,sampled_non_final,computed from cached adjusted IEF prices,3000.0,3000.0,0,0,0,0,True,4.547473508864641e-13,2.2737367544323206e-12,passed,passed
IEF_buy_hold,60,standard,deterministic_stratified_sample,40,4823,0.15,0.125,0.0,0.0,0.0,0.0,3006.419242538718,3036.6633107440116,2954.7272093140245,3082.058842344003,3264.9104125795407,3293.220772792399,3326.243645288269,-101.09665154998265,-250.30610098642683,36.663310744011596,0.0122211035813371,sampled_non_final,computed from cached adjusted IEF prices,3000.0,3000.0,0,0,0,0,True,4.547473508864641e-13,4.092726157978177e-12,passed,passed
IEF_buy_hold,90,standard,deterministic_stratified_sample,40,4793,0.175,0.125,0.0,0.0,0.0,0.0,3006.2410168279494,3041.3990862037817,2958.7600109537807,3119.146177458456,3253.759031549591,3280.191579315572,3317.151826936807,-126.1251886758073,-316.1995631787454,41.399086203781735,0.01379969540126047,sampled_non_final,computed from cached adjusted IEF prices,3000.0,3000.0,0,0,0,0,True,4.547473508864641e-13,4.547473508864641e-12,passed,passed
IEF_buy_hold,180,standard,deterministic_stratified_sample,40,4703,0.225,0.2,0.0,0.0,0.0,0.0,2996.1698207182044,3057.567643664805,2937.6810736745647,3167.018285202581,3257.447690346669,3334.0153113296087,3384.681769611245,-150.95372091716126,-458.7925217896259,57.56764366480502,0.019189214554935052,sampled_non_final,computed from cached adjusted IEF prices,3000.0,3000.0,0,0,0,0,True,9.094947017729282e-13,7.275957614183426e-12,passed,passed
IEF_buy_hold,30,stress,deterministic_stratified_sample,40,4853,0.1,0.0,0.0,0.0,0.0,0.0,2993.819081459531,3037.6616126776053,2970.0881600964813,3051.8099969686127,3276.284721618538,3325.957674951018,3345.6270840960774,-59.157984271091664,-178.7746422062737,37.66161267760526,0.012553870892535013,sampled_non_final,computed from cached adjusted IEF prices,3000.0,3000.0,0,0,0,0,True,4.547473508864641e-13,2.2737367544323206e-12,passed,passed
IEF_buy_hold,60,stress,deterministic_stratified_sample,40,4823,0.15,0.125,0.0,0.0,0.0,0.0,3006.419242538718,3036.6633107440116,2954.7272093140245,3082.058842344003,3264.9104125795407,3293.220772792399,3326.243645288269,-101.09665154998265,-250.30610098642683,36.663310744011596,0.0122211035813371,sampled_non_final,computed from cached adjusted IEF prices,3000.0,3000.0,0,0,0,0,True,4.547473508864641e-13,4.092726157978177e-12,passed,passed
IEF_buy_hold,90,stress,deterministic_stratified_sample,40,4793,0.175,0.125,0.0,0.0,0.0,0.0,3006.2410168279494,3041.3990862037817,2958.7600109537807,3119.146177458456,3253.759031549591,3280.191579315572,3317.151826936807,-126.1251886758073,-316.1995631787454,41.399086203781735,0.01379969540126047,sampled_non_final,computed from cached adjusted IEF prices,3000.0,3000.0,0,0,0,0,True,4.547473508864641e-13,4.547473508864641e-12,passed,passed
IEF_buy_hold,180,stress,deterministic_stratified_sample,40,4703,0.225,0.2,0.0,0.0,0.0,0.0,2996.1698207182044,3057.567643664805,2937.6810736745647,3167.018285202581,3257.447690346669,3334.0153113296087,3384.681769611245,-150.95372091716126,-458.7925217896259,57.56764366480502,0.019189214554935052,sampled_non_final,computed from cached adjusted IEF prices,3000.0,3000.0,0,0,0,0,True,9.094947017729282e-13,7.275957614183426e-12,passed,passed
BIL_cash_proxy,30,standard,deterministic_stratified_sample,40,4853,0.0,0.0,0.0,0.0,0.0,0.0,3002.983351863544,3004.794866122834,3000.150988903876,3007.698523942903,3012.4818699314865,3015.15765223879,3017.110945233058,-0.6577377888547744,-18.986740424813433,4.79486612283381,0.0015982887076113617,sampled_non_final,computed from cached adjusted BIL prices,3000.0,3000.0,0,0,0,0,True,4.547473508864641e-13,4.092726157978177e-12,passed,passed
BIL_cash_proxy,60,standard,deterministic_stratified_sample,40,4823,0.0,0.0,0.0,0.0,0.0,0.0,3006.26280374888,3009.6423350376754,3000.70881489452,3016.5475386699427,3024.8880918983527,3029.4270221065435,3035.2148314418228,-0.985196264523438,-23.40959257643999,9.642335037675366,0.003214111679225029,sampled_non_final,computed from cached adjusted BIL prices,3000.0,3000.0,0,0,0,0,True,4.547473508864641e-13,3.637978807091713e-12,passed,passed
BIL_cash_proxy,90,standard,deterministic_stratified_sample,40,4793,0.0,0.0,0.0,0.0,0.0,0.0,3011.453615848295,3014.6886349026436,3001.802893873465,3022.4560784151327,3038.3019527658926,3044.366763528651,3054.2239646256276,-1.1470903140898372,-23.453516626707824,14.688634902643571,0.004896211634214609,sampled_non_final,computed from cached adjusted BIL prices,3000.0,3000.0,0,0,0,0,True,9.094947017729282e-13,5.4569682106375694e-12,passed,passed
BIL_cash_proxy,180,standard,deterministic_stratified_sample,40,4703,0.0,0.0,0.0,0.0,0.0,0.0,3025.6744541335083,3031.198674962503,3002.8213090537415,3050.6083322937734,3079.063111725019,3080.0733550846344,3110.8198778706837,-1.3137455010710255,-23.453516626707824,31.19867496250299,0.010399558320834279,sampled_non_final,computed from cached adjusted BIL prices,3000.0,3000.0,0,0,0,0,True,1.3642420526593924e-12,9.094947017729282e-12,passed,passed
BIL_cash_proxy,30,stress,deterministic_stratified_sample,40,4853,0.0,0.0,0.0,0.0,0.0,0.0,3002.983351863544,3004.794866122834,3000.150988903876,3007.698523942903,3012.4818699314865,3015.15765223879,3017.110945233058,-0.6577377888547744,-18.986740424813433,4.79486612283381,0.0015982887076113617,sampled_non_final,computed from cached adjusted BIL prices,3000.0,3000.0,0,0,0,0,True,4.547473508864641e-13,4.092726157978177e-12,passed,passed
BIL_cash_proxy,60,stress,deterministic_stratified_sample,40,4823,0.0,0.0,0.0,0.0,0.0,0.0,3006.26280374888,3009.604769547179,3000.70881489452,3016.5475386699427,3024.8880918983527,3029.4270221065435,3035.2148314418228,-0.985196264523438,-23.40959257643999,9.604769547178876,0.003201589849059605,sampled_non_final,computed from cached adjusted BIL prices,3000.0,3000.0,0,0,0,0,True,4.547473508864641e-13,3.637978807091713e-12,passed,passed
BIL_cash_proxy,90,stress,deterministic_stratified_sample,40,4793,0.0,0.0,0.0,0.0,0.0,0.0,3011.453615848295,3014.650837118933,3001.802893873465,3021.322144903803,3038.3019527658926,3044.366763528651,3054.2239646256276,-1.1470903140898372,-23.453516626707824,14.650837118932941,0.00488361237297763,sampled_non_final,computed from cached adjusted BIL prices,3000.0,3000.0,0,0,0,0,True,9.094947017729282e-13,5.4569682106375694e-12,passed,passed
BIL_cash_proxy,180,stress,deterministic_stratified_sample,40,4703,0.0,0.0,0.0,0.0,0.0,0.0,3025.6744541335083,3031.1222637275314,3002.8213090537415,3050.224859266903,3079.063111725019,3080.0733550846344,3110.8198778706837,-1.3137455010710255,-23.453516626707824,31.12226372753139,0.010374087909177154,sampled_non_final,computed from cached adjusted BIL prices,3000.0,3000.0,0,0,0,0,True,1.3642420526593924e-12,9.094947017729282e-12,passed,passed
GLD_200d_trend_model_v1,30,standard,deterministic_stratified_sample,40,4853,0.0,0.0,0.0,0.0,0.0,0.0,2985.762497694232,2958.543886238939,2885.3983343159844,3002.863066447203,3047.9434022518244,3196.4335798526954,3225.671231120585,-85.40331968121177,-321.99359061833457,-41.456113761060806,-0.01381870458702028,sampled_non_final,predeclared GLD 200-day trend model,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
GLD_200d_trend_model_v1,60,standard,deterministic_stratified_sample,40,4823,0.075,0.025,0.0,0.0,0.0,0.0,2951.7017910225786,2921.6763580142365,2781.162656327386,3043.3292384959777,3103.046033857723,3299.543869000307,3416.6251014578397,-210.90188484693613,-561.4474949452147,-78.32364198576352,-0.026107880661921157,sampled_non_final,predeclared GLD 200-day trend model,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
GLD_200d_trend_model_v1,90,standard,deterministic_stratified_sample,40,4793,0.25,0.15,0.0,0.0,0.0,0.175,2999.6723219636615,2983.964166898986,2896.928569020892,3060.170730662803,3191.0946582867205,3226.0844218206926,3531.219548112645,-221.45219220436047,-743.2605182177258,-16.03583310101385,-0.005345277700337991,sampled_non_final,predeclared GLD 200-day trend model,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
GLD_200d_trend_model_v1,180,standard,deterministic_stratified_sample,40,4703,0.35,0.3,0.275,0.225,0.175,0.2,3068.4177709046407,3206.126836468292,2961.9781351358483,3595.568075803476,3839.295646884249,3929.45852422818,4296.2152226294365,-332.69132277160315,-902.8530048823282,206.1268364682919,0.06870894548943074,sampled_non_final,predeclared GLD 200-day trend model,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
GLD_200d_trend_model_v1,30,stress,deterministic_stratified_sample,40,4853,0.0,0.0,0.0,0.0,0.0,0.0,2985.762497694232,2957.381470681766,2880.1085818598785,3002.863066447203,3047.9434022518244,3196.4335798526954,3222.4809161627963,-85.40331968121177,-324.70733584274785,-42.61852931823387,-0.014206176439411244,sampled_non_final,predeclared GLD 200-day trend model,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
GLD_200d_trend_model_v1,60,stress,deterministic_stratified_sample,40,4823,0.075,0.025,0.0,0.0,0.0,0.0,2934.78183610172,2914.3127789263685,2755.4300432214536,3037.259967764841,3097.1709793819105,3296.4474550261984,3416.6251014578397,-221.35726160060358,-561.4474949452147,-85.68722107363146,-0.028562407024543823,sampled_non_final,predeclared GLD 200-day trend model,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
GLD_200d_trend_model_v1,90,stress,deterministic_stratified_sample,40,4793,0.25,0.15,0.0,0.0,0.0,0.175,2993.6880839712494,2975.6542726117555,2882.5601394249707,3054.0667844404143,3191.0946582867205,3225.9166774028567,3531.219548112645,-220.8752704042936,-760.3980165223611,-24.34572738824454,-0.008115242462748196,sampled_non_final,predeclared GLD 200-day trend model,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
GLD_200d_trend_model_v1,180,stress,deterministic_stratified_sample,40,4703,0.325,0.3,0.275,0.225,0.175,0.2,3060.758660695846,3194.1569900422837,2947.209389243845,3595.568075803476,3839.295646884249,3929.45852422818,4296.2152226294365,-367.1479842473036,-934.6781472927528,194.15699004228372,0.06471899668076131,sampled_non_final,predeclared GLD 200-day trend model,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
asset_class_tsmom_equal_weight_v1,30,standard,deterministic_stratified_sample,40,4853,0.1,0.0,0.0,0.0,0.0,0.0,3006.088059988609,3032.820303458436,2967.90089279324,3099.3730096179956,3276.284721618538,3325.957674951018,3345.6270840960774,-62.71488422687571,-501.53283066985887,32.820303458435774,0.010940101152811854,sampled_non_final,predeclared asset-class TSMOM equal-weight eligible SPY/GLD/IEF with BIL fallback,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
asset_class_tsmom_equal_weight_v1,60,standard,deterministic_stratified_sample,40,4823,0.15,0.125,0.0,0.0,0.0,0.0,3033.4306730246226,3028.041563413338,2901.789901979001,3144.0338560186447,3264.9104125795407,3293.220772792399,3326.243645288269,-125.79117700005918,-512.2339339953478,28.041563413337826,0.009347187804445989,sampled_non_final,predeclared asset-class TSMOM equal-weight eligible SPY/GLD/IEF with BIL fallback,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
asset_class_tsmom_equal_weight_v1,90,standard,deterministic_stratified_sample,40,4793,0.175,0.125,0.0,0.0,0.0,0.0,3089.105650308349,3061.0987314375843,2967.324329387542,3161.5950183984432,3243.476749094466,3265.464351465729,3283.7138112476878,-202.94547963789273,-539.082920535167,61.09873143758432,0.02036624381252805,sampled_non_final,predeclared asset-class TSMOM equal-weight eligible SPY/GLD/IEF with BIL fallback,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
asset_class_tsmom_equal_weight_v1,180,standard,deterministic_stratified_sample,40,4703,0.525,0.45,0.025,0.0,0.0,0.0,3210.8683302914346,3178.271981626721,3081.304456722106,3306.049760304029,3369.744860003952,3481.3987348967253,3561.33892085677,-204.55190286216407,-592.6782931110265,178.27198162672084,0.05942399387557362,sampled_non_final,predeclared asset-class TSMOM equal-weight eligible SPY/GLD/IEF with BIL fallback,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
asset_class_tsmom_equal_weight_v1,30,stress,deterministic_stratified_sample,40,4853,0.1,0.0,0.0,0.0,0.0,0.0,3006.088059988609,3032.065062687268,2966.398402741598,3099.182110769578,3276.284721618538,3325.957674951018,3345.6270840960774,-62.71488422687571,-502.81792060755106,32.06506268726798,0.010688354229089425,sampled_non_final,predeclared asset-class TSMOM equal-weight eligible SPY/GLD/IEF with BIL fallback,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
asset_class_tsmom_equal_weight_v1,60,stress,deterministic_stratified_sample,40,4823,0.15,0.125,0.0,0.0,0.0,0.0,3031.3946786096967,3026.1084924540583,2897.914189644155,3140.5402275528854,3264.9104125795407,3293.220772792399,3326.243645288269,-125.79117700005918,-513.5464436339339,26.10849245405825,0.00870283081801948,sampled_non_final,predeclared asset-class TSMOM equal-weight eligible SPY/GLD/IEF with BIL fallback,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
asset_class_tsmom_equal_weight_v1,90,stress,deterministic_stratified_sample,40,4793,0.175,0.125,0.0,0.0,0.0,0.0,3086.5263626296814,3058.4749205589474,2964.824766684347,3159.883173309254,3241.7921108781934,3259.201437970952,3282.0619946254355,-202.88262311317476,-542.9317188083915,58.47492055894736,0.019491640186315884,sampled_non_final,predeclared asset-class TSMOM equal-weight eligible SPY/GLD/IEF with BIL fallback,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
asset_class_tsmom_equal_weight_v1,180,stress,deterministic_stratified_sample,40,4703,0.5,0.425,0.025,0.0,0.0,0.025,3206.583273955607,3173.2296619299823,3078.0984905040127,3303.264868004282,3368.5727159661556,3476.226395837885,3560.154556326827,-205.0158940314809,-601.9271147834843,173.22966192998229,0.057743220643327486,sampled_non_final,predeclared asset-class TSMOM equal-weight eligible SPY/GLD/IEF with BIL fallback,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
asset_class_tsmom_top1_v1,30,standard,deterministic_stratified_sample,40,4853,0.1,0.0,0.0,0.0,0.0,0.0,2999.25,3003.287489662332,2859.227927082702,3099.833733780899,3276.284721618538,3325.957674951018,3345.6270840960774,-107.57041555912633,-584.4892875800592,3.2874896623320637,0.0010958298874439443,sampled_non_final,predeclared asset-class TSMOM top-1 SPY/GLD/IEF with BIL fallback,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
asset_class_tsmom_top1_v1,60,standard,deterministic_stratified_sample,40,4823,0.175,0.125,0.0,0.0,0.0,0.025,2995.4468175416587,2981.0192404313034,2826.5680029063446,3220.500515663665,3280.5364730512615,3312.3895650201102,3326.7336805401555,-171.81125800829932,-612.150587419711,-18.980759568696612,-0.006326919856232238,sampled_non_final,predeclared asset-class TSMOM top-1 SPY/GLD/IEF with BIL fallback,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
asset_class_tsmom_top1_v1,90,standard,deterministic_stratified_sample,40,4793,0.475,0.275,0.0,0.0,0.0,0.175,3044.423325128223,3027.5439462859695,2872.3805138243497,3211.167236733779,3249.2902872123104,3278.593172514395,3383.11229464485,-265.0573496069935,-678.3449214264192,27.54394628596947,0.009181315428656411,sampled_non_final,predeclared asset-class TSMOM top-1 SPY/GLD/IEF with BIL fallback,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
