strategy,slippage_label,horizon,start_date,end_date,credibility_tier,final_validation,candidate_validation,paper_forward_ready,sampled_results_are_final,rolling_method,possible_window_count,final_equity,total_return,max_equity,min_equity,max_drawdown_dollars,max_drawdown_pct,number_of_rebalances,target_300_hit,target_300_before_stop,target_300_first_date,time_to_target_300_days,target_400_hit,target_400_before_stop,target_400_first_date,time_to_target_400_days,absolute_floor_stop_hit,trailing_drawdown_stop_hit,any_project_stop_hit,first_project_stop_date
crypto_dual_momentum_cash_filter,standard,90,2018-01-01,2018-03-31,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,3000.0,0.0,3000.0,3000.0,0.0,0.0,0,False,False,,,False,False,,,False,False,False,
crypto_dual_momentum_cash_filter,standard,90,2018-09-29,2018-12-27,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,3000.0,0.0,3000.0,3000.0,0.0,0.0,0,False,False,,,False,False,,,False,False,False,
crypto_dual_momentum_cash_filter,standard,90,2019-06-27,2019-09-24,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,2787.250201059399,-0.07091659964686703,3483.622171569956,2625.816347857653,-857.8058237123032,-0.24623962687828393,2,True,True,2019-07-03,6,True,True,2019-07-08,11,False,True,True,2019-07-14
crypto_dual_momentum_cash_filter,standard,90,2020-03-24,2020-06-21,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,3008.1046597008617,0.002701553233620535,3580.2039057440547,2843.084350964241,-596.4217330683091,-0.16658876107905868,4,True,True,2020-04-29,36,True,True,2020-04-29,36,False,False,False,
crypto_dual_momentum_cash_filter,standard,90,2020-12-20,2021-03-19,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,6737.371536507677,1.2457905121692257,7265.725716072848,2910.8470305626906,-2016.8694467905952,-0.2775867856295463,2,True,True,2020-12-26,6,True,True,2020-12-28,8,False,True,True,2021-01-11
crypto_dual_momentum_cash_filter,standard,90,2021-09-17,2021-12-15,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,3616.696099855256,0.2055653666184185,4331.05385301082,2488.088680166134,-960.0211081941543,-0.22165993330394085,1,True,True,2021-10-14,27,True,True,2021-10-14,27,False,True,True,2021-11-18
crypto_dual_momentum_cash_filter,standard,90,2022-06-15,2022-09-12,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,3000.0,0.0,3000.0,3000.0,0.0,0.0,0,False,False,,,False,False,,,False,False,False,
crypto_dual_momentum_cash_filter,standard,90,2023-03-13,2023-06-10,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,2763.1621927560486,-0.07894593574798381,3258.5257317353307,2753.420233618226,-505.1054981171046,-0.1550104371427229,1,False,False,,,False,False,,,False,False,False,
crypto_dual_momentum_cash_filter,standard,90,2023-12-09,2024-03-07,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,4338.601706431016,0.44620056881033876,4338.601706431016,2561.431895481442,-653.8011647771109,-0.20334487501336387,4,True,False,2024-02-20,73,True,False,2024-02-25,78,False,True,True,2024-01-23
crypto_dual_momentum_cash_filter,standard,90,2024-09-05,2024-12-03,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,3982.591375593115,0.32753045853103835,4106.857870854853,2755.8992101577655,-290.90281468304056,-0.08136692994741149,3,True,True,2024-11-10,66,True,True,2024-11-11,67,False,False,False,
crypto_dual_momentum_cash_filter,standard,90,2025-06-03,2025-08-31,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,5272.78788886681,0.7575959629556033,5802.862426938296,2860.9545752117288,-820.115262194161,-0.14356016870391117,2,True,True,2025-07-09,36,True,True,2025-07-10,37,False,True,True,2025-08-19
crypto_dual_momentum_cash_filter,standard,90,2026-03-02,2026-05-31,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,3000.0,0.0,3000.0,3000.0,0.0,0.0,0,False,False,,,False,False,,,False,False,False,
cash_flat,standard,90,2018-01-01,2018-03-31,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,3000.0,0.0,3000.0,3000.0,0.0,0.0,0,False,False,,,False,False,,,False,False,False,
cash_flat,standard,90,2018-09-29,2018-12-27,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,3000.0,0.0,3000.0,3000.0,0.0,0.0,0,False,False,,,False,False,,,False,False,False,
cash_flat,standard,90,2019-06-27,2019-09-24,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,3000.0,0.0,3000.0,3000.0,0.0,0.0,0,False,False,,,False,False,,,False,False,False,
cash_flat,standard,90,2020-03-24,2020-06-21,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,3000.0,0.0,3000.0,3000.0,0.0,0.0,0,False,False,,,False,False,,,False,False,False,
cash_flat,standard,90,2020-12-20,2021-03-19,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,3000.0,0.0,3000.0,3000.0,0.0,0.0,0,False,False,,,False,False,,,False,False,False,
cash_flat,standard,90,2021-09-17,2021-12-15,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,3000.0,0.0,3000.0,3000.0,0.0,0.0,0,False,False,,,False,False,,,False,False,False,
cash_flat,standard,90,2022-06-15,2022-09-12,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,3000.0,0.0,3000.0,3000.0,0.0,0.0,0,False,False,,,False,False,,,False,False,False,
cash_flat,standard,90,2023-03-13,2023-06-10,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,3000.0,0.0,3000.0,3000.0,0.0,0.0,0,False,False,,,False,False,,,False,False,False,
cash_flat,standard,90,2023-12-09,2024-03-07,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,3000.0,0.0,3000.0,3000.0,0.0,0.0,0,False,False,,,False,False,,,False,False,False,
cash_flat,standard,90,2024-09-05,2024-12-03,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,3000.0,0.0,3000.0,3000.0,0.0,0.0,0,False,False,,,False,False,,,False,False,False,
cash_flat,standard,90,2025-06-03,2025-08-31,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,3000.0,0.0,3000.0,3000.0,0.0,0.0,0,False,False,,,False,False,,,False,False,False,
cash_flat,standard,90,2026-03-02,2026-05-31,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,3000.0,0.0,3000.0,3000.0,0.0,0.0,0,False,False,,,False,False,,,False,False,False,
BTC_buy_hold,standard,90,2018-01-01,2018-03-31,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,1530.4395132298355,-0.48985349559005487,3846.5474694718505,1512.22184883169,-2334.32562064016,-0.6068625538009217,1,True,True,2018-01-03,2,True,True,2018-01-04,3,True,True,True,2018-01-09
BTC_buy_hold,standard,90,2018-09-29,2018-12-27,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,1659.1398778408452,-0.4469533740530516,3019.831149342464,1469.3529673476123,-1550.4781819948516,-0.5134320779267582,1,False,False,,,False,False,,,True,True,True,2018-11-19
BTC_buy_hold,standard,90,2019-06-27,2019-09-24,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,2310.546067407665,-0.22981797753077837,3370.1234530405195,2310.546067407665,-1059.5773856328547,-0.31440313697615613,1,True,True,2019-06-28,1,False,False,,,True,True,True,2019-07-14
BTC_buy_hold,standard,90,2020-03-24,2020-06-21,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,4140.0990210914315,0.38003300703047715,4524.416719134412,2635.2987604416066,-600.6242206828083,-0.13562981858826295,1,True,True,2020-04-23,30,True,True,2020-04-26,33,False,True,True,2020-05-11
BTC_buy_hold,standard,90,2020-12-20,2021-03-19,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,7448.036168327041,1.4826787227756806,7817.770185598697,2910.8470305626906,-1583.1560179406642,-0.2540605358693271,1,True,True,2020-12-26,6,True,True,2020-12-28,8,False,True,True,2021-01-11
BTC_buy_hold,standard,90,2021-09-17,2021-12-15,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,3100.3647034289484,0.033454901142982774,4284.16870623586,2580.2391078830788,-1328.6298959614883,-0.3101254845607712,1,True,True,2021-10-06,19,True,True,2021-10-06,19,False,True,True,2021-11-18
BTC_buy_hold,standard,90,2022-06-15,2022-09-12,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,2969.8089283055,-0.01006369056483325,3242.4389680301974,2500.81140414284,-741.6275638873576,-0.2287252192561395,1,False,False,,,False,False,,,False,True,True,2022-08-28
BTC_buy_hold,standard,90,2023-03-13,2023-06-10,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,3201.891922165431,0.06729730738847706,3775.9083581716804,3000.0,-585.305205211052,-0.15501043714272256,1,True,True,2023-03-17,4,True,True,2023-03-19,6,False,False,False,
BTC_buy_hold,standard,90,2023-12-09,2024-03-07,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,4587.110522003552,0.5290368406678507,4683.40519678089,2707.857274621916,-511.5276084952393,-0.15888985848748688,1,True,True,2024-02-11,64,True,True,2024-02-12,65,False,False,False,
BTC_buy_hold,standard,90,2024-09-05,2024-12-03,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,5122.937622384631,0.7076458741282103,5282.785682037357,2878.852823433958,-374.19781073457216,-0.08519272687087216,1,True,True,2024-09-19,14,True,True,2024-09-24,19,False,False,False,
BTC_buy_hold,standard,90,2025-06-03,2025-08-31,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,3076.6921684552485,0.025564056151749615,3506.127522096802,2870.6188684451085,-429.4353536415533,-0.12248138464305888,1,True,True,2025-07-11,38,True,True,2025-07-14,41,False,False,False,
BTC_buy_hold,standard,90,2026-03-02,2026-05-31,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,3217.3332874076755,0.07244442913589189,3579.288759033543,2874.0538909901184,-388.09530433735426,-0.11896920744558255,1,True,True,2026-04-17,46,True,True,2026-04-22,51,False,False,False,
ETH_buy_hold,standard,90,2018-01-01,2018-03-31,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,1538.0131182023463,-0.48732896059921793,5417.26427365607,1497.3220959867103,-3919.94217766936,-0.7236017996633236,1,True,True,2018-01-02,1,True,True,2018-01-02,1,True,True,True,2018-01-16
ETH_buy_hold,standard,90,2018-09-29,2018-12-27,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,1508.3205900141043,-0.4972264699952986,3012.7102258822565,1090.8251659582702,-1921.8850599239863,-0.6379256270360925,1,False,False,,,False,False,,,True,True,True,2018-11-14
ETH_buy_hold,standard,90,2019-06-27,2019-09-24,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,1712.23498785091,-0.42925500404969663,3259.8516170214243,1712.23498785091,-1547.6166291705142,-0.47475063622208513,1,False,False,,,False,False,,,True,True,True,2019-07-14
ETH_buy_hold,standard,90,2020-03-24,2020-06-21,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,4945.6789787233365,0.6485596595744456,5344.269262680125,2712.3337619892327,-670.7284409036297,-0.1431333482896046,1,True,True,2020-04-06,13,True,True,2020-04-06,13,False,True,True,2020-05-10
ETH_buy_hold,standard,90,2020-12-20,2021-03-19,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,8533.985899372656,1.844661966457552,9203.233111560836,2740.617291333706,-2554.6958968375793,-0.2775867856295462,1,True,True,2020-12-28,8,True,True,2020-12-28,8,False,True,True,2021-01-11
ETH_buy_hold,standard,90,2021-09-17,2021-12-15,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,3543.6489303091344,0.18121631010304484,4243.578650124151,2437.8362313432563,-940.6313605565474,-0.22165993330394104,1,True,True,2021-10-14,27,True,True,2021-10-15,28,False,True,True,2021-11-18
ETH_buy_hold,standard,90,2022-06-15,2022-09-12,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,4164.232038783951,0.38807734626131696,4814.3963065320895,2414.411245691354,-1338.3478030264437,-0.27798870674825765,1,True,True,2022-07-18,33,True,True,2022-07-18,33,False,True,True,2022-08-19
ETH_buy_hold,standard,90,2023-03-13,2023-06-10,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,3125.597053228198,0.04186568440939942,3781.2951795011195,2954.0048071682513,-655.6981262729214,-0.17340569702877048,1,True,True,2023-04-04,22,True,True,2023-04-05,23,False,True,True,2023-06-10
ETH_buy_hold,standard,90,2023-12-09,2024-03-07,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,4959.678042557837,0.6532260141859458,4959.678042557837,2787.9652696943444,-514.4966584307499,-0.15342265954393144,1,True,True,2024-01-10,32,True,True,2024-02-12,65,False,False,False,
ETH_buy_hold,standard,90,2024-09-05,2024-12-03,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,4582.67438292023,0.5275581276400765,4697.159703873311,2814.7233569798605,-442.15083372494246,-0.12838358006844347,1,True,True,2024-09-21,16,True,True,2024-09-27,22,False,False,False,
ETH_buy_hold,standard,90,2025-06-03,2025-08-31,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,5073.483482484312,0.6911611608281041,5583.521904297095,2575.114691767513,-789.115990283005,-0.208032979040222,1,True,False,2025-07-10,37,True,False,2025-07-10,37,False,True,True,2025-06-22
ETH_buy_hold,standard,90,2026-03-02,2026-05-31,Tier 1 exploratory screen,False,False,False,False,deterministic_sample,2983,2995.1160011525894,-0.0016279996158035104,3579.095516600258,2862.902865615739,-611.3094896930625,-0.1707999931428872,1,True,True,2026-03-16,14,True,True,2026-03-16,14,False,True,True,2026-05-28
