variant_name,slippage_label,horizon_trading_days,number_of_windows,median_final_equity,mean_final_equity,pct_windows_positive_return,pct_windows_loss,pct_windows_target_300_hit,pct_windows_target_300_before_stop,pct_windows_target_400_hit,pct_windows_target_400_before_stop,pct_windows_absolute_stop_hit,pct_windows_trailing_stop_hit,pct_windows_any_stop_hit,median_max_drawdown,worst_max_drawdown,median_number_of_trades,pct_windows_above_3300,pct_windows_above_3400,pct_windows_below_2400,possible_window_count,window_sampling_method
momentum_only_A,stress,60,12,2981.340461318762,3004.5914818831407,0.3333333333333333,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.90419615687938,-209.00979251024364,8.0,0.0,0.0,0.0,4571,deterministic_even_sample_12
momentum_only_A,stress,90,12,3002.4612675309018,3020.6193491618214,0.5,0.4166666666666667,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,-101.80907920252548,-219.02557359662933,10.5,0.08333333333333333,0.0,0.0,4541,deterministic_even_sample_12
momentum_only_A,stress,180,12,2959.7442089324486,3017.751058361742,0.4166666666666667,0.5833333333333334,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,-191.23363512848846,-268.21160614260225,24.5,0.08333333333333333,0.08333333333333333,0.0,4451,deterministic_even_sample_12
no_cash_proxy_alpha_AB,standard,30,12,3068.142516782705,3061.3334258584387,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,-74.38841812872693,-220.03671986033896,6.0,0.0,0.0,0.0,4601,deterministic_even_sample_12
no_cash_proxy_alpha_AB,standard,60,12,3054.0391267578934,3050.129299373228,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,-134.57088462975162,-274.0997050949836,11.5,0.0,0.0,0.0,4571,deterministic_even_sample_12
no_cash_proxy_alpha_AB,standard,90,12,3103.7313157805856,3116.9824828538694,0.75,0.25,0.3333333333333333,0.3333333333333333,0.25,0.25,0.0,0.0,0.0,-204.8227193972166,-272.89309466649183,18.0,0.25,0.08333333333333333,0.0,4541,deterministic_even_sample_12
no_cash_proxy_alpha_AB,standard,180,12,3128.0505113417466,3118.8464126327813,0.6666666666666666,0.3333333333333333,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,-222.47612071328717,-390.0113858805953,30.5,0.16666666666666666,0.16666666666666666,0.0,4451,deterministic_even_sample_12
no_cash_proxy_alpha_AB,stress,30,12,3064.198274280113,3057.3645979388607,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,-75.82578849751621,-222.29423955234006,6.0,0.0,0.0,0.0,4601,deterministic_even_sample_12
no_cash_proxy_alpha_AB,stress,60,12,3051.3898361468887,3044.0433663477293,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,-137.89632656299136,-276.0364333129687,12.0,0.0,0.0,0.0,4571,deterministic_even_sample_12
no_cash_proxy_alpha_AB,stress,90,12,3104.1286405871006,3106.5316906123203,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.25,0.0,0.0,0.0,-207.58733418084125,-274.4963590775674,18.5,0.25,0.08333333333333333,0.0,4541,deterministic_even_sample_12
no_cash_proxy_alpha_AB,stress,180,12,3093.886295521622,3094.806590187445,0.6666666666666666,0.3333333333333333,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,-234.59334311775046,-409.7919872255138,30.5,0.16666666666666666,0.08333333333333333,0.0,4451,deterministic_even_sample_12
original_full_tournament,standard,30,12,3015.9923162033697,3043.1628656234097,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-79.5246669458702,-206.397378768816,15.0,0.0,0.0,0.0,4601,deterministic_even_sample_12
original_full_tournament,standard,60,12,3104.1173595162736,3050.932079773765,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-102.09105096381154,-256.04735375029986,29.0,0.0,0.0,0.0,4571,deterministic_even_sample_12
original_full_tournament,standard,90,12,3108.887819642211,3089.181410034067,0.75,0.25,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,-140.77758384448134,-346.90788329018596,41.0,0.08333333333333333,0.0,0.0,4541,deterministic_even_sample_12
original_full_tournament,standard,180,12,3016.9655417149934,3046.573398906126,0.5833333333333334,0.4166666666666667,0.25,0.25,0.0,0.0,0.0,0.0,0.0,-255.79874179484955,-387.7935745576983,83.0,0.0,0.0,0.0,4451,deterministic_even_sample_12
original_full_tournament,stress,30,12,3024.8990452558382,3040.8017607271463,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-78.76011054138189,-206.30461241661305,13.5,0.0,0.0,0.0,4601,deterministic_even_sample_12
original_full_tournament,stress,60,12,3062.1114522603707,3019.984410936082,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-114.59896014928859,-281.9698740701833,33.5,0.0,0.0,0.0,4571,deterministic_even_sample_12
original_full_tournament,stress,90,12,3068.5188479415574,3042.526975374312,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-163.69639175342172,-340.75264725425995,45.5,0.0,0.0,0.0,4541,deterministic_even_sample_12
original_full_tournament,stress,180,12,2939.5162791887283,2950.1282728765727,0.4166666666666667,0.5833333333333334,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,-344.6312116018212,-491.1759216680093,78.5,0.0,0.0,0.0,4451,deterministic_even_sample_12
