run_id,experiment_id,display_name,experiment_type,family_group,strategy_family,evidence_tier,run_status,starting_equity,independent_account,shared_capital,standard_or_stress,final_validation_completed,sampled_results_are_final,unconditional_final_equity,stop_enforced_final_equity,total_return_unconditional,total_return_stop_enforced,max_equity,min_equity,max_drawdown_dollars,max_drawdown_pct,any_project_stop_hit,first_project_stop_date,target_300_before_stop,target_400_before_stop,target_600_before_stop,target_900_before_stop,target_1200_before_stop,days_to_target_300,days_to_target_400,days_to_target_600,days_to_target_900,days_to_target_1200,stress_degradation,run_validation_scope,selected_horizons,omitted_horizons,selected_horizons_completed,full_horizon_validation_completed,reduced_validation,reduced_validation_reason,evidence_finality,risk_framework_verdict,profit_verdict,promotion_blockers,notes,accounting_integrity_status,rolling_rebase_check_passed,buy_hold_reference_check_passed,combination_return_check_passed,profit_results_usable,integrity_error_count,integrity_notes,canonical_rule_hash,duplicate_of
20260602_235606,asset_class_tsmom_equal_weight_v1,Asset Class TSMOM Equal Weight,strategy_variant,multi_asset_etf,asset_class_time_series_momentum,tier2_credible_prototype,completed,3000.0,True,False,standard,False,False,13425.71644256472,2972.6836808407793,3.4752388141882404,-0.009105439719740205,14215.15532962619,2878.00354529066,-1713.5722522015349,0.12054544691680101,True,2008-08-14,True,True,False,False,False,259.0,285.0,701.0,826.0,969.0,6.924255805282883,reduced_horizon_validation,90,"30,60,180",False,False,True,runtime_control_2_to_3_hours,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared asset-class TSMOM equal-weight eligible SPY/GLD/IEF with BIL fallback; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",53e5237d0853d047a69f1dee02befbba0092e80aff46cadff10fef41b12b23ef,
20260602_235606,asset_class_tsmom_equal_weight_v1,Asset Class TSMOM Equal Weight,strategy_variant,multi_asset_etf,asset_class_time_series_momentum,tier2_credible_prototype,completed,3000.0,True,False,stress,False,False,12875.327713556271,2965.7594250354964,3.291775904518757,-0.011413524988167834,13643.896572871037,2868.432701513959,-1697.221433450195,0.12439418786161721,True,2008-08-14,True,True,False,False,False,259.0,289.0,704.0,838.0,1038.0,6.924255805282883,reduced_horizon_validation,90,"30,60,180",False,False,True,runtime_control_2_to_3_hours,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared asset-class TSMOM equal-weight eligible SPY/GLD/IEF with BIL fallback; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",53e5237d0853d047a69f1dee02befbba0092e80aff46cadff10fef41b12b23ef,
20260602_235606,asset_class_tsmom_top1_v1,Asset Class TSMOM Top 1,strategy_variant,multi_asset_etf,asset_class_time_series_momentum,tier2_credible_prototype,completed,3000.0,True,False,standard,False,False,9778.224972443206,3178.702825215407,2.2594083241477354,0.05956760840513553,11625.0042216047,2998.5,-3014.183003771257,0.25928446530535393,True,2008-08-11,True,True,True,False,False,251.0,255.0,270.0,726.0,1167.0,4.694672629672368,reduced_horizon_validation,90,"30,60,180",False,False,True,runtime_control_2_to_3_hours,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared asset-class TSMOM top-1 SPY/GLD/IEF with BIL fallback; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",235c97bf8a90cbc0064fa0406435a98d4cbad891d2f425030572d4d77e2118f0,
20260602_235606,asset_class_tsmom_top1_v1,Asset Class TSMOM Top 1,strategy_variant,multi_asset_etf,asset_class_time_series_momentum,tier2_credible_prototype,completed,3000.0,True,False,stress,False,False,9185.049167307348,3174.0081525857345,2.061683055769116,0.05800271752857822,10919.797370842785,2878.893296053457,-2929.5862642641373,0.2682821086118774,True,2008-08-11,True,True,True,False,False,251.0,257.0,270.0,728.0,1168.0,4.694672629672368,reduced_horizon_validation,90,"30,60,180",False,False,True,runtime_control_2_to_3_hours,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared asset-class TSMOM top-1 SPY/GLD/IEF with BIL fallback; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",235c97bf8a90cbc0064fa0406435a98d4cbad891d2f425030572d4d77e2118f0,
20260602_235606,asset_class_tsmom_top2_v1,Asset Class TSMOM Top 2,strategy_variant,multi_asset_etf,asset_class_time_series_momentum,tier2_credible_prototype,completed,3000.0,True,False,standard,False,False,15163.63526117489,3014.744249794655,4.054545087058297,0.00491474993155161,16522.085161762247,2918.7244828550492,-2129.0798296959856,0.1288626592134632,True,2008-08-14,True,True,True,False,False,255.0,267.0,301.0,731.0,941.0,6.014355715166403,reduced_horizon_validation,90,"30,60,180",False,False,True,runtime_control_2_to_3_hours,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared asset-class TSMOM top-2 SPY/GLD/IEF with BIL fallback; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",d03c7e83b354051ab0ccde6b79b46577eb8f5a2592a21bff790cf944a2fb458a,
20260602_235606,asset_class_tsmom_top2_v1,Asset Class TSMOM Top 2,strategy_variant,multi_asset_etf,asset_class_time_series_momentum,tier2_credible_prototype,completed,3000.0,True,False,stress,False,False,14575.877789350745,3008.7298940794885,3.8586259297835817,0.0029099646931627365,15897.737576711044,2909.9930174197916,-2048.62473961278,0.128862659213463,True,2008-08-14,True,True,True,False,False,255.0,267.0,301.0,734.0,944.0,6.014355715166403,reduced_horizon_validation,90,"30,60,180",False,False,True,runtime_control_2_to_3_hours,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared asset-class TSMOM top-2 SPY/GLD/IEF with BIL fallback; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",d03c7e83b354051ab0ccde6b79b46577eb8f5a2592a21bff790cf944a2fb458a,
20260602_235606,dual_momentum_SPY_GLD_IEF_v1,Dual Momentum SPY GLD IEF,strategy_variant,multi_asset_etf,dual_momentum,tier2_credible_prototype,duplicate_skipped,3000.0,True,False,standard,False,False,,,,,,,,,,,,,,,,,,,,,,reduced_horizon_validation,90,"30,60,180",,False,True,runtime_control_2_to_3_hours,duplicate_skipped,duplicate_skipped,duplicate_skipped,duplicate canonical rule hash; duplicate_of=asset_class_tsmom_top1_v1,duplicate canonical rule hash; duplicate_of=asset_class_tsmom_top1_v1,not_applicable,False,False,False,False,0,duplicate canonical rule hash; duplicate_of=asset_class_tsmom_top1_v1,235c97bf8a90cbc0064fa0406435a98d4cbad891d2f425030572d4d77e2118f0,asset_class_tsmom_top1_v1
20260602_235606,combo_SPY200d_GLD_50_50_v1,Combo SPY200d GLD 50/50,fixed_combination,fixed_combination_etf,fixed_weight_combination,tier2_credible_prototype,completed,3000.0,True,False,standard,False,False,18895.17314966897,3053.1441467787595,5.298391049889657,0.017714715592919816,20026.67931100568,2948.998972070111,-2537.967490208597,0.12672932196072342,True,2008-11-12,True,True,True,False,False,187.0,209.0,292.0,680.0,721.0,22.032430724469577,reduced_horizon_validation,90,"30,60,180",False,False,True,runtime_control_2_to_3_hours,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared fixed monthly combination account using window-local sleeve returns; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",,
20260602_235606,combo_SPY200d_GLD_50_50_v1,Combo SPY200d GLD 50/50,fixed_combination,fixed_combination_etf,fixed_weight_combination,tier2_credible_prototype,completed,3000.0,True,False,stress,False,False,17924.325871733927,3031.11171605429,4.974775290577975,0.010370572018096658,19016.760127630176,2948.998972070111,-2418.3831675161164,0.12717114541516225,True,2008-11-12,True,True,True,False,False,195.0,209.0,292.0,681.0,724.0,22.032430724469577,reduced_horizon_validation,90,"30,60,180",False,False,True,runtime_control_2_to_3_hours,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared fixed monthly combination account using window-local sleeve returns; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",,
20260602_235606,individual_stock_momentum,Individual Stock Momentum,blocked_family,individual_stock_momentum,momentum,blocked,blocked_by_gate,3000.0,True,False,standard,False,False,,,,,,,,,,,,,,,,,,,,,,reduced_horizon_validation,90,"30,60,180",,False,True,runtime_control_2_to_3_hours,blocked_by_gate,blocked_by_gate,blocked_by_gate,Gate 1A continue_defer; no survivorship-free data/delisting treatment.,Gate 1A continue_defer; no survivorship-free data/delisting treatment.,not_applicable,False,False,False,False,0,Gate 1A continue_defer; no survivorship-free data/delisting treatment.,,
