run_id,lane,strategy,role,credibility_tier,leverage_multiplier,exposure_multiplier,standard_or_stress,horizon,rolling_method,number_of_windows,possible_window_count,sampled_results_are_final,final_validation_completed,pct_target_300_hit,pct_target_300_before_stop,pct_target_400_hit,pct_target_400_before_stop,pct_any_project_stop_hit,pct_absolute_floor_stop_hit,pct_trailing_drawdown_stop_hit,median_final_equity,median_stop_enforced_final_equity,mean_stop_enforced_final_equity,median_max_drawdown,worst_max_drawdown,pct_positive_return,pct_loss,pct_below_2400,pct_above_3300,pct_above_3400,worst_stop_enforced_loss,pct_windows_stop_overshoot_gt_50,pct_windows_stop_overshoot_gt_100,stop_enforced_metric_quality,notes,rolling_metric_quality,rolling_notes
20260531_223719,etf_benchmark,SPY_buy_hold,benchmark,benchmark,1.0,1.0,standard,30,all_possible,4601,4601,True,True,0.04781569224081721,0.04781569224081721,0.015648772006085634,0.015648772006085634,0.019995653118887197,0.014562051727885243,0.019995653118887197,3062.711702706585,3062.626852102572,3039.462004488343,-112.6219359341776,-1038.9222145998228,0.6796348619865247,0.3203651380134753,0.011519234948924147,0.0319495761790915,0.010215170615083678,-801.1575717527398,0.009345794392523364,0.005216257335361878,exact,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260531_223719,etf_benchmark,SPY_buy_hold,benchmark,benchmark,1.0,1.0,standard,60,all_possible,4571,4571,True,True,0.17173485014220083,0.17151607963246554,0.05819295558958652,0.05819295558958652,0.04397287245679282,0.034128199518704876,0.04397287245679282,3117.571367434065,3116.872264003597,3079.718022156548,-171.19224229156362,-1258.7595438343915,0.7366003062787136,0.26339969372128635,0.02340844454167578,0.1152920586304966,0.03828483920367534,-801.1575717527398,0.019689345876175893,0.009188361408882083,exact,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260531_223719,etf_benchmark,SPY_buy_hold,benchmark,benchmark,1.0,1.0,stress,90,all_possible,4541,4541,True,True,0.3305439330543933,0.3270204800704691,0.1570138735961242,0.15503193129266682,0.06782646994054173,0.05175071570138736,0.06782646994054173,3163.3955017952567,3160.59811913949,3119.7010062978547,-217.65282831751847,-1328.929268823561,0.7467518167804449,0.25324818321955517,0.027747192248403437,0.2288042281435807,0.11164941642809954,-802.2620828345111,0.022902444395507596,0.009249064082801146,exact,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260531_223719,etf_benchmark,SPY_buy_hold,benchmark,benchmark,1.0,1.0,stress,180,all_possible,4451,4451,True,True,0.6928780049427095,0.6690631318804763,0.5093237474724781,0.4940462817344417,0.16513143113906986,0.10626825432487082,0.16513143113906986,3325.107880498213,3311.483882088812,3234.1588313937054,-320.2593057233562,-1571.474610522894,0.7499438328465513,0.25005616715344864,0.03347562345540328,0.5180858234104696,0.3673331835542575,-802.2620828345111,0.06425522354527073,0.01011008762075938,exact,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260531_223719,etf_benchmark,SPY_buy_hold,benchmark,benchmark,1.0,1.0,stress,30,all_possible,4601,4601,True,True,0.0469463160182569,0.0469463160182569,0.014996739839165399,0.014996739839165399,0.019995653118887197,0.014562051727885243,0.019995653118887197,3061.18838121115,3061.087668062799,3037.9422385720823,-113.00128338553395,-1038.4174775258734,0.6755053249293632,0.32449467507063684,0.011519234948924147,0.03129754401217127,0.009997826559443599,-802.2620828345111,0.009345794392523364,0.005216257335361878,exact,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260531_223719,etf_benchmark,SPY_buy_hold,benchmark,benchmark,1.0,1.0,stress,60,all_possible,4571,4571,True,True,0.16954714504484794,0.16932837453511268,0.057317873550645375,0.057317873550645375,0.04397287245679282,0.034346970028440164,0.04397287245679282,3116.0202487969987,3115.324268750857,3078.1537246106154,-171.13734034293748,-1258.148003720961,0.7348501422008313,0.26514985779916866,0.02362721505141107,0.11397943557208488,0.03806606869394006,-802.2620828345111,0.019908116385911178,0.009188361408882083,exact,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260531_223719,etf_benchmark,SPY_200d_trend_model,benchmark,benchmark,1.0,1.0,standard,90,all_possible,4541,4541,True,True,0.2512662409160978,0.2512662409160978,0.10416207883726052,0.10416207883726052,0.004844747852895838,0.0028628055494384495,0.004844747852895838,3114.121454836779,3114.121454836779,3103.447585273134,-170.9181748242131,-661.4912486768249,0.7115172869412024,0.28848271305879764,0.0026425897379431843,0.17441092270425015,0.06980841224399911,-641.9013683895955,0.001101079057476327,0.0,exact,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260531_223719,etf_benchmark,SPY_200d_trend_model,benchmark,benchmark,1.0,1.0,standard,180,all_possible,4451,4451,True,True,0.5661649067625253,0.5661649067625253,0.4048528420579645,0.4048528420579645,0.05167378117277016,0.0029206919793304874,0.05167378117277016,3227.873519252734,3227.873519252734,3212.2369505122933,-245.03184600596705,-743.032223591701,0.7238822736463716,0.2761177263536284,0.0026960233655358348,0.4183329588856437,0.30262862278139746,-641.9013683895955,0.0022466861379465287,0.0,exact,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260531_223719,etf_benchmark,SPY_200d_trend_model,benchmark,benchmark,1.0,1.0,standard,30,all_possible,4601,4601,True,True,0.007824386003042817,0.007824386003042817,0.0013040643338404696,0.0013040643338404696,0.0,0.0,0.0,3032.1637112393178,3032.1637112393178,3032.4780864119057,-80.67608053583808,-561.003611999457,0.6546402955879157,0.34535970441208436,0.0,0.005433601391001956,0.0006520321669202348,-532.811782459773,0.0,0.0,exact,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260531_223719,etf_benchmark,SPY_200d_trend_model,benchmark,benchmark,1.0,1.0,standard,60,all_possible,4571,4571,True,True,0.10150951651717348,0.10150951651717348,0.017501640778823015,0.017501640778823015,0.0,0.0,0.0,3076.929935995264,3076.929935995264,3067.1635125749194,-129.3591990971663,-578.5049525173449,0.7068475169547145,0.2931524830452855,0.0,0.063880988842704,0.010938525486764383,-533.4585089283496,0.0,0.0,exact,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260531_223719,etf_benchmark,SPY_200d_trend_model,benchmark,benchmark,1.0,1.0,stress,90,all_possible,4541,4541,True,True,0.24950451442413565,0.24950451442413565,0.1010790574763268,0.1010790574763268,0.012111869632239595,0.004404316229905308,0.012111869632239595,3109.1378878080923,3109.1378878080923,3097.1162674700154,-171.78509644460837,-687.7452304026879,0.7024884386698965,0.2975115613301035,0.0015415106804668576,0.17198854877780226,0.06694560669456066,-657.8085205587222,0.00022021581149526536,0.0,exact,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260531_223719,etf_benchmark,SPY_200d_trend_model,benchmark,benchmark,1.0,1.0,stress,180,all_possible,4451,4451,True,True,0.5580768366659178,0.5580768366659178,0.4010334756234554,0.4010334756234554,0.057964502359020446,0.00471804088968771,0.057964502359020446,3215.184499509588,3215.184499509588,3200.006844176485,-252.54932399633708,-772.4956231342135,0.7045607728600315,0.29543922713996856,0.0015726802965625702,0.41002022017524153,0.2972365760503258,-657.8085205587222,0.0006740058413839587,0.0,exact,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260531_223719,etf_benchmark,SPY_200d_trend_model,benchmark,benchmark,1.0,1.0,stress,30,all_possible,4601,4601,True,True,0.007607041947402739,0.007607041947402739,0.0013040643338404696,0.0013040643338404696,0.0,0.0,0.0,3029.7834681504946,3029.7834681504946,3029.3672614512343,-80.82307731677747,-573.8314854051082,0.6352966746359487,0.3647033253640513,0.0,0.005433601391001956,0.0006520321669202348,-546.5248512701041,0.0,0.0,exact,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260531_223719,etf_benchmark,SPY_200d_trend_model,benchmark,benchmark,1.0,1.0,stress,60,all_possible,4571,4571,True,True,0.09800918836140889,0.09800918836140889,0.017064099759352438,0.017064099759352438,0.0,0.0,0.0,3074.0540148960404,3074.0540148960404,3062.349003228155,-130.16946839034108,-591.7316642831893,0.695033909429009,0.30496609057099106,0.0,0.06234959527455699,0.010719754977029096,-549.7945570797779,0.0,0.0,exact,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260531_223719,simulated_etf_exposure_frontier,SPY_200d_exposure_frontier_1_00x,risk_budget_diagnostic,tier1_exploratory,1.0,1.0,standard,90,all_possible,4541,4541,True,True,0.2512662409160978,0.2512662409160978,0.10416207883726052,0.10416207883726052,0.004844747852895838,0.0028628055494384495,0.004844747852895838,3114.121454836779,3114.121454836779,3103.447585273134,-170.9181748242131,-661.4912486768249,0.7115172869412024,0.28848271305879764,0.0026425897379431843,0.17441092270425015,0.06980841224399911,-641.9013683895955,0.001101079057476327,0.0,exact,"SPY_200d exposure frontier diagnostic at 1.00x with 0.0% annual financing; catastrophic_loss=False. Diagnostic only, not paper-forward ready.",exact_frontier_1x,"Approximate exposure frontier; no real margin, liquidation, or leveraged ETF path dependency model."
20260531_223719,simulated_etf_exposure_frontier,SPY_200d_exposure_frontier_1_00x,risk_budget_diagnostic,tier1_exploratory,1.0,1.0,standard,180,all_possible,4451,4451,True,True,0.5661649067625253,0.5661649067625253,0.4048528420579645,0.4048528420579645,0.05167378117277016,0.0029206919793304874,0.05167378117277016,3227.873519252734,3227.873519252734,3212.2369505122933,-245.03184600596705,-743.032223591701,0.7238822736463716,0.2761177263536284,0.0026960233655358348,0.4183329588856437,0.30262862278139746,-641.9013683895955,0.0022466861379465287,0.0,exact,"SPY_200d exposure frontier diagnostic at 1.00x with 0.0% annual financing; catastrophic_loss=False. Diagnostic only, not paper-forward ready.",exact_frontier_1x,"Approximate exposure frontier; no real margin, liquidation, or leveraged ETF path dependency model."
20260531_223719,simulated_etf_exposure_frontier,SPY_200d_exposure_frontier_1_00x,risk_budget_diagnostic,tier1_exploratory,1.0,1.0,standard,30,all_possible,4601,4601,True,True,0.007824386003042817,0.007824386003042817,0.0013040643338404696,0.0013040643338404696,0.0,0.0,0.0,3032.1637112393178,3032.1637112393178,3032.4780864119057,-80.67608053583808,-561.003611999457,0.6546402955879157,0.34535970441208436,0.0,0.005433601391001956,0.0006520321669202348,-532.811782459773,0.0,0.0,exact,"SPY_200d exposure frontier diagnostic at 1.00x with 0.0% annual financing; catastrophic_loss=False. Diagnostic only, not paper-forward ready.",exact_frontier_1x,"Approximate exposure frontier; no real margin, liquidation, or leveraged ETF path dependency model."
20260531_223719,simulated_etf_exposure_frontier,SPY_200d_exposure_frontier_1_00x,risk_budget_diagnostic,tier1_exploratory,1.0,1.0,standard,60,all_possible,4571,4571,True,True,0.10150951651717348,0.10150951651717348,0.017501640778823015,0.017501640778823015,0.0,0.0,0.0,3076.929935995264,3076.929935995264,3067.1635125749194,-129.3591990971663,-578.5049525173449,0.7068475169547145,0.2931524830452855,0.0,0.063880988842704,0.010938525486764383,-533.4585089283496,0.0,0.0,exact,"SPY_200d exposure frontier diagnostic at 1.00x with 0.0% annual financing; catastrophic_loss=False. Diagnostic only, not paper-forward ready.",exact_frontier_1x,"Approximate exposure frontier; no real margin, liquidation, or leveraged ETF path dependency model."
20260531_223719,simulated_etf_exposure_frontier,SPY_200d_exposure_frontier_1_05x,risk_budget_diagnostic,tier1_exploratory,1.05,1.05,standard,90,all_possible,4541,4541,True,True,0.2728473904426338,0.2728473904426338,0.12155912794538648,0.12155912794538648,0.01761726491962123,0.004404316229905308,0.01761726491962123,3117.2208151099685,3117.2208151099685,3106.766256767277,-179.9985908806043,-693.5770743523262,0.7053512442193349,0.2946487557806651,0.0015415106804668576,0.19026646113190926,0.08544373486016296,-662.8961620035257,0.0004404316229905307,0.0,approximate,"SPY_200d exposure frontier diagnostic at 1.05x with 4.0% annual financing; catastrophic_loss=False. Diagnostic only, not paper-forward ready.",approximate_exposure_frontier,"Approximate exposure frontier; no real margin, liquidation, or leveraged ETF path dependency model."
20260531_223719,simulated_etf_exposure_frontier,SPY_200d_exposure_frontier_1_05x,risk_budget_diagnostic,tier1_exploratory,1.05,1.05,standard,180,all_possible,4451,4451,True,True,0.5823410469557403,0.5823410469557403,0.4284430465064031,0.4284430465064031,0.0620085374073242,0.00471804088968771,0.0620085374073242,3234.0751016804725,3234.0751016804725,3216.8741865793936,-259.6897135516765,-783.725273165428,0.7139968546394069,0.2860031453605931,0.0015726802965625702,0.4300157268029656,0.31296337901595145,-662.8961620035257,0.007638732869018198,0.0,approximate,"SPY_200d exposure frontier diagnostic at 1.05x with 4.0% annual financing; catastrophic_loss=False. Diagnostic only, not paper-forward ready.",approximate_exposure_frontier,"Approximate exposure frontier; no real margin, liquidation, or leveraged ETF path dependency model."
20260531_223719,simulated_etf_exposure_frontier,SPY_200d_exposure_frontier_1_05x,risk_budget_diagnostic,tier1_exploratory,1.05,1.05,standard,30,all_possible,4601,4601,True,True,0.010432514670723756,0.010432514670723756,0.0021734405564007822,0.0021734405564007822,0.0,0.0,0.0,3033.0048398418357,3033.0048398418357,3033.4076830118365,-84.87434183834785,-588.3612837626811,0.6465985655292328,0.3534014344707672,0.0,0.007172353836122582,0.0010867202782003911,-557.801197352132,0.0,0.0,approximate,"SPY_200d exposure frontier diagnostic at 1.05x with 4.0% annual financing; catastrophic_loss=False. Diagnostic only, not paper-forward ready.",approximate_exposure_frontier,"Approximate exposure frontier; no real margin, liquidation, or leveraged ETF path dependency model."
20260531_223719,simulated_etf_exposure_frontier,SPY_200d_exposure_frontier_1_05x,risk_budget_diagnostic,tier1_exploratory,1.05,1.05,standard,60,all_possible,4571,4571,True,True,0.12513673156858454,0.12513673156858454,0.02450229709035222,0.02450229709035222,0.0008750820389411508,0.0,0.0008750820389411508,3079.08138725978,3079.08138725978,3069.1148488290364,-136.58189004010865,-607.4574123989282,0.6998468606431854,0.3001531393568147,0.0,0.08028877707285058,0.015095165171734851,-559.0546666211976,0.0,0.0,approximate,"SPY_200d exposure frontier diagnostic at 1.05x with 4.0% annual financing; catastrophic_loss=False. Diagnostic only, not paper-forward ready.",approximate_exposure_frontier,"Approximate exposure frontier; no real margin, liquidation, or leveraged ETF path dependency model."
20260531_223719,simulated_etf_exposure_frontier,SPY_200d_exposure_frontier_1_10x,risk_budget_diagnostic,tier1_exploratory,1.1,1.1,standard,90,all_possible,4541,4541,True,True,0.29530940321515087,0.29530940321515087,0.13917639286500771,0.13917639286500771,0.02950891874036556,0.004844747852895838,0.02950891874036556,3119.1332422346118,3119.1332422346118,3108.776478390908,-188.93634793202455,-726.0958217769776,0.6972032591940102,0.3027967408059899,0.0013212948689715921,0.2078837260515305,0.09689495705791676,-614.0472289446657,0.001101079057476327,0.0,approximate,"SPY_200d exposure frontier diagnostic at 1.10x with 5.0% annual financing; catastrophic_loss=False. Diagnostic only, not paper-forward ready.",approximate_exposure_frontier,"Approximate exposure frontier; no real margin, liquidation, or leveraged ETF path dependency model."
20260531_223719,simulated_etf_exposure_frontier,SPY_200d_exposure_frontier_1_10x,risk_budget_diagnostic,tier1_exploratory,1.1,1.1,standard,180,all_possible,4451,4451,True,True,0.5937991462592676,0.5937991462592676,0.4425971691754662,0.4425971691754662,0.08312738710402157,0.006740058413839587,0.08312738710402157,3237.889528631563,3237.889528631563,3217.2143372597225,-275.409442651709,-825.3974594899896,0.706133453156594,0.29386654684340596,0.0015726802965625702,0.4374297910581892,0.32554482138845203,-614.0472289446657,0.021568186924286678,0.0011233430689732643,approximate,"SPY_200d exposure frontier diagnostic at 1.10x with 5.0% annual financing; catastrophic_loss=False. Diagnostic only, not paper-forward ready.",approximate_exposure_frontier,"Approximate exposure frontier; no real margin, liquidation, or leveraged ETF path dependency model."
20260531_223719,simulated_etf_exposure_frontier,SPY_200d_exposure_frontier_1_10x,risk_budget_diagnostic,tier1_exploratory,1.1,1.1,standard,30,all_possible,4601,4601,True,True,0.013910019560965008,0.013910019560965008,0.002825472723321017,0.002825472723321017,0.001738752445120626,0.0,0.001738752445120626,3033.5209312361217,3033.5209312361217,3033.9894312269403,-89.22187231159296,-615.7221382639318,0.6363833949141491,0.3636166050858509,0.0,0.009780482503803522,0.0021734405564007822,-582.858839545398,0.0,0.0,approximate,"SPY_200d exposure frontier diagnostic at 1.10x with 5.0% annual financing; catastrophic_loss=False. Diagnostic only, not paper-forward ready.",approximate_exposure_frontier,"Approximate exposure frontier; no real margin, liquidation, or leveraged ETF path dependency model."
20260531_223719,simulated_etf_exposure_frontier,SPY_200d_exposure_frontier_1_10x,risk_budget_diagnostic,tier1_exploratory,1.1,1.1,standard,60,all_possible,4571,4571,True,True,0.14132574928899586,0.14132574928899586,0.030190330343469702,0.030190330343469702,0.008313279369940932,0.0,0.008313279369940932,3080.468861920922,3080.468861920922,3070.357655050378,-143.92055614587252,-636.3924791557552,0.6908772697440385,0.3091227302559615,0.0,0.09582148326405601,0.01903303434697003,-584.9938302166306,0.0,0.0,approximate,"SPY_200d exposure frontier diagnostic at 1.10x with 5.0% annual financing; catastrophic_loss=False. Diagnostic only, not paper-forward ready.",approximate_exposure_frontier,"Approximate exposure frontier; no real margin, liquidation, or leveraged ETF path dependency model."
20260531_223719,simulated_etf_exposure_frontier,SPY_200d_exposure_frontier_1_15x,risk_budget_diagnostic,tier1_exploratory,1.15,1.15,standard,90,all_possible,4541,4541,True,True,0.31072451001981943,0.31072451001981943,0.16229905307201056,0.16229905307201056,0.034133450781766134,0.006826690156353226,0.034133450781766134,3120.0265143797965,3120.0265143797965,3109.7473796624136,-197.90181491884414,-759.0187540107313,0.6899361374146664,0.31006386258533364,0.0026425897379431843,0.22153710636423696,0.11010790574763268,-637.3833728706245,0.008147985025324819,0.0,approximate,"SPY_200d exposure frontier diagnostic at 1.15x with 6.0% annual financing; catastrophic_loss=False. Diagnostic only, not paper-forward ready.",approximate_exposure_frontier,"Approximate exposure frontier; no real margin, liquidation, or leveraged ETF path dependency model."
20260531_223719,simulated_etf_exposure_frontier,SPY_200d_exposure_frontier_1_15x,risk_budget_diagnostic,tier1_exploratory,1.15,1.15,standard,180,all_possible,4451,4451,True,True,0.6009885419006965,0.6009885419006965,0.4583239721410919,0.4583239721410919,0.09391148056616491,0.012132105144911256,0.09391148056616491,3239.308311563362,3239.308311563362,3217.7622868498006,-291.25755735810844,-868.001527720965,0.6931026735565041,0.3068973264434958,0.004493372275893057,0.4434958436306448,0.33655358346439,-637.3833728706245,0.02426421028982251,0.007863401482812851,approximate,"SPY_200d exposure frontier diagnostic at 1.15x with 6.0% annual financing; catastrophic_loss=False. Diagnostic only, not paper-forward ready.",approximate_exposure_frontier,"Approximate exposure frontier; no real margin, liquidation, or leveraged ETF path dependency model."
