run_id,lane,strategy,instrument_family,credibility_tier,data_source,start_date,end_date,starting_equity,target_300_equity,target_400_equity,absolute_stop_equity,trailing_drawdown_dollars,project_stop_mode,leverage_model,leverage_multiplier,standard_or_stress,cost_model,spread_slippage_per_side,financing_cost_assumption,unconditional_final_equity,stop_enforced_final_equity,total_return_unconditional,total_return_stop_enforced,max_equity,min_equity,max_drawdown_dollars,max_drawdown_pct,absolute_floor_stop_hit,trailing_drawdown_stop_hit,any_project_stop_hit,first_project_stop_date,first_project_stop_type,equity_at_first_project_stop,target_300_hit,target_300_before_stop,target_300_first_date,target_400_hit,target_400_before_stop,target_400_first_date,days_to_target_300,days_to_target_400,days_to_first_stop,time_in_market,number_of_trades_or_rebalances,turnover_estimate,benchmark_name,benchmark_stop_enforced_final_equity,benchmark_target_300_before_stop,benchmark_target_400_before_stop,result_status,audit_verdict,main_failure_mode,stop_enforced_metric_quality,stop_enforced_metric_source,stop_enforced_metric_notes,notes
20260531_151622,etf_benchmark,BIL_cash_proxy,daily_etf_benchmark,ETF benchmark,data/cache adjusted OHLCV,2007-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,standard,spread_slippage_per_side,0.0005,0.0,3870.8587865925588,3870.8587865925588,0.2902862621975195,0.2902862621975195,3870.8587865925588,2998.5,-24.50801348259529,-0.007800799339387976,False,False,False,,,,True,True,2022-11-09,True,True,2023-07-19,3992.0,4163.0,,0.9791069233920524,1.0,1.0,,,False,False,benchmark,benchmark_only,benchmark,exact,computed_from_cached_adjusted_benchmark_equity_curve,Computed by challenge audit from cached adjusted SPY/BIL prices; raw OHLCV not copied into evidence.,ETF benchmark computed directly for compact challenge audit.
20260531_151622,etf_benchmark,BIL_cash_proxy,daily_etf_benchmark,ETF benchmark,data/cache adjusted OHLCV,2007-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,stress,spread_slippage_per_side,0.001,0.0,3868.922389000432,3868.922389000432,0.2896407963334773,0.2896407963334773,3868.922389000432,2997.0,-24.495753345813227,-0.007800799339396774,False,False,False,,,,True,True,2022-11-16,True,True,2023-07-20,3997.0,4164.0,,0.9791069233920524,1.0,1.0,,,False,False,benchmark,benchmark_only,benchmark,exact,computed_from_cached_adjusted_benchmark_equity_curve,Computed by challenge audit from cached adjusted SPY/BIL prices; raw OHLCV not copied into evidence.,ETF benchmark computed directly for compact challenge audit.
20260531_151622,crypto_spot_momentum,BTC_buy_hold,crypto_spot,Tier 1 exploratory screen,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,standard,spread_slippage_per_side,0.001,0.0,16203.613106028823,3203.1665680656724,4.401204368676274,0.06772218935522423,27378.703337131115,710.3530323809648,-13617.84323156678,-0.8153271113852913,True,True,True,2018-01-09,trailing_drawdown,3203.1665680656724,True,True,2018-01-03,True,True,2018-01-04,2.0,3.0,8.0,0.9996744791666666,1.0,1.0,BTC_buy_hold,3203.1665680656724,True,True,non_final,exploratory_only,project stop hit in exploratory lane,exact,computed_from_crypto_equity_curve,Exact within the simulated curve. The crypto lane itself remains Tier 1 exploratory; leverage rows are approximate scenarios.,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_151622,simulated_leverage_scenario,BTC_buy_hold,crypto_spot,Tier 1 exploratory screen; approximate simulated leverage,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_simulated_leverage,1.5,standard,spread_slippage_per_side_plus_financing,0.0015,0.05,7762.493487394988,3462.17330909362,1.5874978291316628,0.15405776969787333,18327.616971705353,264.0600401292972,-12063.841022983666,-0.9388519030145902,True,True,True,2018-01-08,trailing_drawdown,3462.17330909362,True,True,2018-01-02,True,True,2018-01-02,1.0,1.0,7.0,0.9996744791666666,1.0,1.0,BTC_buy_hold,3203.1665680656724,True,True,exploratory,too_risky,simulated leverage increased stop risk,exact,computed_from_crypto_equity_curve,Exact within the simulated curve. The crypto lane itself remains Tier 1 exploratory; leverage rows are approximate scenarios.,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_151622,simulated_leverage_scenario,BTC_buy_hold,crypto_spot,Tier 1 exploratory screen; approximate simulated leverage,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_simulated_leverage,2.0,standard,spread_slippage_per_side_plus_financing,0.002,0.08,1012.8060508815314,3569.8225009649327,-0.6623979830394895,0.1899408336549775,5693.366598397999,63.74915819212379,-5562.15697622001,-0.9867820255409341,True,True,True,2018-01-08,trailing_drawdown,3569.8225009649327,True,True,2018-01-02,True,True,2018-01-02,1.0,1.0,7.0,0.9996744791666666,1.0,1.0,BTC_buy_hold,3203.1665680656724,True,True,exploratory,too_risky,simulated leverage increased stop risk,exact,computed_from_crypto_equity_curve,Exact within the simulated curve. The crypto lane itself remains Tier 1 exploratory; leverage rows are approximate scenarios.,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_151622,crypto_spot_momentum,ETH_buy_hold,crypto_spot,Tier 1 exploratory screen,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,standard,spread_slippage_per_side,0.001,0.0,7859.808635803201,4087.6789901723732,1.6199362119344003,0.36255966339079104,18742.707436486246,327.0651427390527,-14813.276440707225,-0.9396254038538313,True,True,True,2018-01-16,trailing_drawdown,4087.6789901723732,True,True,2018-01-02,True,True,2018-01-02,1.0,1.0,15.0,0.9996744791666666,1.0,1.0,BTC_buy_hold,3203.1665680656724,True,True,non_final,exploratory_only,project stop hit in exploratory lane,exact,computed_from_crypto_equity_curve,Exact within the simulated curve. The crypto lane itself remains Tier 1 exploratory; leverage rows are approximate scenarios.,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_151622,simulated_leverage_scenario,ETH_buy_hold,crypto_spot,Tier 1 exploratory screen; approximate simulated leverage,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_simulated_leverage,1.5,standard,spread_slippage_per_side_plus_financing,0.0015,0.05,953.4569387549438,5350.308214579455,-0.6821810204150187,0.783436071526485,9374.991359878153,59.577596522501786,-8671.554621772693,-0.9915699850444797,True,True,True,2018-01-11,trailing_drawdown,5350.308214579455,True,True,2018-01-02,True,True,2018-01-02,1.0,1.0,10.0,0.9996744791666666,1.0,1.0,BTC_buy_hold,3203.1665680656724,True,True,exploratory,too_risky,simulated leverage increased stop risk,exact,computed_from_crypto_equity_curve,Exact within the simulated curve. The crypto lane itself remains Tier 1 exploratory; leverage rows are approximate scenarios.,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_151622,simulated_leverage_scenario,ETH_buy_hold,crypto_spot,Tier 1 exploratory screen; approximate simulated leverage,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_simulated_leverage,2.0,standard,spread_slippage_per_side_plus_financing,0.002,0.08,12.742557190502593,6298.698288895799,-0.9957524809364992,1.0995660962985996,9054.287767652095,2.974823330075175,-9051.31294432202,-0.9996714459042596,True,True,True,2018-01-11,trailing_drawdown,6298.698288895799,True,True,2018-01-02,True,True,2018-01-02,1.0,1.0,10.0,0.9996744791666666,1.0,1.0,BTC_buy_hold,3203.1665680656724,True,True,exploratory,too_risky,simulated leverage increased stop risk,exact,computed_from_crypto_equity_curve,Exact within the simulated curve. The crypto lane itself remains Tier 1 exploratory; leverage rows are approximate scenarios.,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_151622,crypto_spot_momentum,crypto_buy_hold_equal_weight,crypto_spot,Tier 1 exploratory screen,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,standard,spread_slippage_per_side,0.001,0.0,13631.22962097375,2332.791886831467,3.54374320699125,-0.22240270438951104,26753.55271440317,477.8800798579503,-14868.296730511116,-0.8407066400473499,True,True,True,2018-02-04,absolute_floor,2332.791886831467,True,False,2020-11-30,True,False,2020-12-16,1064.0,1080.0,34.0,0.9899088541666666,2.0,1.0,BTC_buy_hold,3203.1665680656724,True,True,non_final,exploratory_only,project stop hit in exploratory lane,exact,computed_from_crypto_equity_curve,Exact within the simulated curve. The crypto lane itself remains Tier 1 exploratory; leverage rows are approximate scenarios.,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_151622,simulated_leverage_scenario,crypto_buy_hold_equal_weight,crypto_spot,Tier 1 exploratory screen; approximate simulated leverage,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_simulated_leverage,1.5,standard,spread_slippage_per_side_plus_financing,0.0015,0.05,4570.157519361164,2298.0070766397916,0.5233858397870548,-0.2339976411200695,14599.66847736238,146.28388280320627,-13288.646008103164,-0.9512387057322645,True,True,True,2018-02-02,absolute_floor,2298.0070766397916,True,False,2021-01-05,True,False,2021-01-05,1100.0,1100.0,32.0,0.9899088541666666,2.0,1.0,BTC_buy_hold,3203.1665680656724,True,True,exploratory,too_risky,simulated leverage increased stop risk,exact,computed_from_crypto_equity_curve,Exact within the simulated curve. The crypto lane itself remains Tier 1 exploratory; leverage rows are approximate scenarios.,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_151622,simulated_leverage_scenario,crypto_buy_hold_equal_weight,crypto_spot,Tier 1 exploratory screen; approximate simulated leverage,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_simulated_leverage,2.0,standard,spread_slippage_per_side_plus_financing,0.002,0.08,321.5051537993657,2081.4604296319267,-0.8928316154002114,-0.3061798567893578,4668.194670683028,20.511893691307996,-4552.076768380889,-0.9931627021028973,True,True,True,2018-02-02,absolute_floor,2081.4604296319267,True,False,2021-05-01,True,False,2021-05-01,1216.0,1216.0,32.0,0.9899088541666666,2.0,1.0,BTC_buy_hold,3203.1665680656724,True,True,exploratory,too_risky,simulated leverage increased stop risk,exact,computed_from_crypto_equity_curve,Exact within the simulated curve. The crypto lane itself remains Tier 1 exploratory; leverage rows are approximate scenarios.,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_151622,crypto_spot_momentum,crypto_time_series_momentum,crypto_spot,Tier 1 exploratory screen,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,standard,spread_slippage_per_side,0.001,0.0,28885.46845298727,4238.299992532238,8.628489484329089,0.4127666641774128,37109.70345498121,2372.276450408637,-19215.844050937,-0.6424906679166281,True,True,True,2019-06-09,trailing_drawdown,4238.299992532238,True,True,2019-05-10,True,True,2019-05-11,494.0,495.0,524.0,0.5172526041666666,65.0,50.0,BTC_buy_hold,3203.1665680656724,True,True,non_final,exploratory_only,project stop hit in exploratory lane,exact,computed_from_crypto_equity_curve,Exact within the simulated curve. The crypto lane itself remains Tier 1 exploratory; leverage rows are approximate scenarios.,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_151622,simulated_leverage_scenario,crypto_time_series_momentum,crypto_spot,Tier 1 exploratory screen; approximate simulated leverage,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_simulated_leverage,1.5,standard,spread_slippage_per_side_plus_financing,0.0015,0.05,29208.740318658627,4912.532363143406,8.73624677288621,0.6375107877144686,52850.511928378735,1505.9015083862453,-44297.151838284524,-0.8398114985756611,True,True,True,2019-05-17,trailing_drawdown,4912.532363143406,True,True,2019-05-09,True,True,2019-05-10,493.0,494.0,501.0,0.5172526041666666,65.0,50.0,BTC_buy_hold,3203.1665680656724,True,True,exploratory,too_risky,simulated leverage increased stop risk,exact,computed_from_crypto_equity_curve,Exact within the simulated curve. The crypto lane itself remains Tier 1 exploratory; leverage rows are approximate scenarios.,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_151622,simulated_leverage_scenario,crypto_time_series_momentum,crypto_spot,Tier 1 exploratory screen; approximate simulated leverage,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_simulated_leverage,2.0,standard,spread_slippage_per_side_plus_financing,0.002,0.08,9549.458097841138,5605.7279817354,2.183152699280379,0.8685759939118001,46152.92327186635,563.7714583896491,-43451.60538029736,-0.9562061070980945,True,True,True,2019-05-17,trailing_drawdown,5605.7279817354,True,True,2019-05-08,True,True,2019-05-10,492.0,494.0,501.0,0.5172526041666666,65.0,50.0,BTC_buy_hold,3203.1665680656724,True,True,exploratory,too_risky,simulated leverage increased stop risk,exact,computed_from_crypto_equity_curve,Exact within the simulated curve. The crypto lane itself remains Tier 1 exploratory; leverage rows are approximate scenarios.,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_151622,crypto_spot_momentum,crypto_cross_sectional_momentum,crypto_spot,Tier 1 exploratory screen,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,standard,spread_slippage_per_side,0.001,0.0,35275.74280980671,2349.3803323063958,10.758580936602236,-0.21687322256453478,61409.19455225453,2161.1960355064493,-48034.4874644582,-0.7822035090133698,True,True,True,2018-11-14,absolute_floor,2349.3803323063958,True,False,2019-05-08,True,False,2019-05-09,492.0,493.0,317.0,0.5784505208333334,65.0,81.0,BTC_buy_hold,3203.1665680656724,True,True,non_final,exploratory_only,project stop hit in exploratory lane,exact,computed_from_crypto_equity_curve,Exact within the simulated curve. The crypto lane itself remains Tier 1 exploratory; leverage rows are approximate scenarios.,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_151622,simulated_leverage_scenario,crypto_cross_sectional_momentum,crypto_spot,Tier 1 exploratory screen; approximate simulated leverage,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_simulated_leverage,1.5,standard,spread_slippage_per_side_plus_financing,0.0015,0.05,31265.628567486747,2374.148620929997,9.42187618916225,-0.20861712635666774,135567.64447605706,1787.2835262792935,-125617.09640066442,-0.9266008632528093,True,True,True,2018-07-10,absolute_floor,2374.148620929997,True,False,2019-05-08,True,False,2019-05-09,492.0,493.0,190.0,0.5784505208333334,65.0,81.0,BTC_buy_hold,3203.1665680656724,True,True,exploratory,too_risky,simulated leverage increased stop risk,exact,computed_from_crypto_equity_curve,Exact within the simulated curve. The crypto lane itself remains Tier 1 exploratory; leverage rows are approximate scenarios.,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_151622,simulated_leverage_scenario,crypto_cross_sectional_momentum,crypto_spot,Tier 1 exploratory screen; approximate simulated leverage,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_simulated_leverage,2.0,standard,spread_slippage_per_side_plus_financing,0.002,0.08,7626.2718472160805,2264.391030923097,1.5420906157386933,-0.24520298969230103,134783.27271693893,883.5594777182903,-132207.7500625906,-0.9808913776729756,True,True,True,2018-05-11,absolute_floor,2264.391030923097,True,False,2019-05-08,True,False,2019-05-09,492.0,493.0,130.0,0.5784505208333334,65.0,81.0,BTC_buy_hold,3203.1665680656724,True,True,exploratory,too_risky,simulated leverage increased stop risk,exact,computed_from_crypto_equity_curve,Exact within the simulated curve. The crypto lane itself remains Tier 1 exploratory; leverage rows are approximate scenarios.,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_151622,crypto_spot_momentum,crypto_dual_momentum_cash_filter,crypto_spot,Tier 1 exploratory screen,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,standard,spread_slippage_per_side,0.001,0.0,63227.353034982625,4443.36308966382,20.075784344994208,0.4811210298879398,85350.67928411315,2919.5675557479417,-36248.198429371245,-0.6405730186573844,False,True,True,2019-06-04,trailing_drawdown,4443.36308966382,True,True,2019-05-03,True,True,2019-05-08,487.0,492.0,519.0,0.5172526041666666,42.0,56.0,BTC_buy_hold,3203.1665680656724,True,True,non_final,exploratory_only,project stop hit in exploratory lane,exact,computed_from_crypto_equity_curve,Exact within the simulated curve. The crypto lane itself remains Tier 1 exploratory; leverage rows are approximate scenarios.,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_151622,simulated_leverage_scenario,crypto_dual_momentum_cash_filter,crypto_spot,Tier 1 exploratory screen; approximate simulated leverage,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_simulated_leverage,1.5,standard,spread_slippage_per_side_plus_financing,0.0015,0.05,83631.71756156973,4917.6354212486995,26.87723918718991,0.6392118070828998,137215.11500392068,2473.621768096226,-105292.17455085076,-0.83243552691817,False,True,True,2019-05-17,trailing_drawdown,4917.6354212486995,True,True,2019-04-23,True,True,2019-05-03,477.0,487.0,501.0,0.5172526041666666,42.0,56.0,BTC_buy_hold,3203.1665680656724,True,True,exploratory,too_risky,simulated leverage increased stop risk,exact,computed_from_crypto_equity_curve,Exact within the simulated curve. The crypto lane itself remains Tier 1 exploratory; leverage rows are approximate scenarios.,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_151622,simulated_leverage_scenario,crypto_dual_momentum_cash_filter,crypto_spot,Tier 1 exploratory screen; approximate simulated leverage,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_simulated_leverage,2.0,standard,spread_slippage_per_side_plus_financing,0.002,0.08,32975.76759064743,5623.519967726846,9.991922530215811,0.8745066559089485,132266.8878613962,1076.574710621686,-124244.00276056278,-0.9393432080352517,True,True,True,2019-05-17,trailing_drawdown,5623.519967726846,True,True,2019-04-23,True,True,2019-05-03,477.0,487.0,501.0,0.5172526041666666,42.0,56.0,BTC_buy_hold,3203.1665680656724,True,True,exploratory,too_risky,simulated leverage increased stop risk,exact,computed_from_crypto_equity_curve,Exact within the simulated curve. The crypto lane itself remains Tier 1 exploratory; leverage rows are approximate scenarios.,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
