experiment_id,horizon,standard_or_stress,rolling_method,number_of_windows,possible_window_count,p_target_300_before_stop,p_target_400_before_stop,p_target_600_before_stop,p_target_900_before_stop,p_target_1200_before_stop,p_any_project_stop_hit,median_stop_enforced_final_equity,mean_stop_enforced_final_equity,p25_stop_enforced_final_equity,p75_stop_enforced_final_equity,p90_stop_enforced_final_equity,p95_stop_enforced_final_equity,max_stop_enforced_final_equity,median_max_drawdown,worst_max_drawdown,expected_profit_dollars,expected_profit_pct,evidence_finality,notes
GLD_200d_trend_model_v1,180,stress,deterministic_stratified_sample,500,4703,0.918,0.858,0.838,0.732,0.57,0.404,4168.934982107862,4639.229663026779,3643.240749518811,5177.994403096174,7582.224009530444,7582.224009530444,8003.263649390646,-481.1718046671631,-1968.0185351434066,1639.2296630267792,0.5464098876755932,sampled_non_final,predeclared GLD 200-day trend model
IEF_200d_trend_model_v1,30,standard,deterministic_stratified_sample,500,4853,0.804,0.75,0.7,0.406,0.222,0.0,3751.3773260120784,3733.166428484898,3337.1715836033923,4097.183744892816,4333.047289509793,4604.568935438895,4656.618267409776,-47.29136177942564,-263.45803890408433,733.166428484898,0.244388809494966,sampled_non_final,predeclared IEF 200-day trend model
IEF_200d_trend_model_v1,60,standard,deterministic_stratified_sample,500,4823,0.81,0.784,0.736,0.42,0.246,0.0,3754.7192907493027,3741.067804629842,3401.0352963341234,4094.8834502435175,4331.628450230378,4604.078991225912,4671.841552037506,-77.34303705661841,-302.4923111976177,741.0678046298422,0.24702260154328082,sampled_non_final,predeclared IEF 200-day trend model
IEF_200d_trend_model_v1,90,standard,deterministic_stratified_sample,500,4793,0.818,0.796,0.742,0.436,0.254,0.0,3757.8823944996566,3741.3208862584165,3406.9964117880495,4094.8834502435175,4332.377726673622,4623.575348504319,4687.839751003533,-90.84517458127357,-303.28223157539605,741.3208862584165,0.2471069620861388,sampled_non_final,predeclared IEF 200-day trend model
IEF_200d_trend_model_v1,180,standard,deterministic_stratified_sample,500,4703,0.864,0.826,0.776,0.464,0.28,0.0,3772.158097136896,3760.2644349205793,3338.759110843198,4095.2214446312846,4343.255992554086,4512.141791884456,4650.06595484862,-140.95742241946482,-409.81501349918153,760.2644349205793,0.2534214783068598,sampled_non_final,predeclared IEF 200-day trend model
IEF_200d_trend_model_v1,30,stress,deterministic_stratified_sample,500,4853,0.78,0.712,0.29,0.098,0.004,0.0,3467.3595417989463,3459.1745792200313,3304.0319553878726,3563.950230854294,3850.3424018719775,4150.769205527415,4194.69423164132,-45.951757174515706,-254.79960018557176,459.1745792200313,0.15305819307334367,sampled_non_final,predeclared IEF 200-day trend model
IEF_200d_trend_model_v1,60,stress,deterministic_stratified_sample,500,4823,0.794,0.76,0.338,0.096,0.01,0.0,3472.0155031955865,3465.450883418779,3344.6968373648733,3565.4474727851366,3850.102695999673,4150.760446305824,4211.851091729844,-76.04623371328671,-314.9424096964699,465.4508834187791,0.1551502944729264,sampled_non_final,predeclared IEF 200-day trend model
IEF_200d_trend_model_v1,90,stress,deterministic_stratified_sample,500,4793,0.812,0.778,0.374,0.106,0.05,0.0,3472.0155031955865,3471.5132528825216,3362.976686869021,3564.893423514413,3847.761669404666,4168.33718831926,4226.274104803005,-87.02382080079246,-315.70626936277813,471.51325288252156,0.1571710842941738,sampled_non_final,predeclared IEF 200-day trend model
IEF_200d_trend_model_v1,180,stress,deterministic_stratified_sample,500,4703,0.864,0.824,0.47,0.12,0.064,0.0,3459.9008616393144,3483.286028942581,3307.2616232328287,3584.593319222845,3858.337072872999,4031.811365929212,4192.219524226642,-144.34492972998305,-438.8321336759641,483.2860289425812,0.16109534298086037,sampled_non_final,predeclared IEF 200-day trend model
SPY_GLD_dual_momentum_v1,30,standard,deterministic_stratified_sample,482,4853,0.7717842323651453,0.7655601659751037,0.7468879668049793,0.6929460580912863,0.6514522821576764,0.22199170124481327,5380.216082499452,6440.5485518319865,3479.400166785672,6744.925658995631,14076.848259980014,14083.495846222002,14817.502575286795,-194.99647283861168,-2828.4098168124547,3440.5485518319865,1.146849517277329,sampled_non_final,predeclared SPY/GLD dual momentum
SPY_GLD_dual_momentum_v1,60,standard,deterministic_stratified_sample,496,4823,0.7883064516129032,0.782258064516129,0.7600806451612904,0.6995967741935484,0.6512096774193549,0.27419354838709675,5313.006584934026,6378.11296418668,3523.9160038854106,6816.722846941171,12543.948873600026,14083.495846222002,14817.502575286795,-288.4339278570842,-3015.1556023035446,3378.11296418668,1.1260376547288935,sampled_non_final,predeclared SPY/GLD dual momentum
SPY_GLD_dual_momentum_v1,90,standard,deterministic_stratified_sample,500,4793,0.8,0.794,0.772,0.712,0.644,0.32,5281.727446261868,6141.922575098205,3518.6474743258623,6664.219651441272,12543.948873600026,12701.889022361278,14083.495846222002,-401.0131204647853,-3015.1556023035446,3141.922575098205,1.047307525032735,sampled_non_final,predeclared SPY/GLD dual momentum
SPY_GLD_dual_momentum_v1,180,standard,deterministic_stratified_sample,500,4703,0.884,0.874,0.828,0.7,0.638,0.424,5384.8032732039765,5889.779884614981,3559.0137483356425,6423.311262316133,12701.889022361278,12701.889022361278,12701.889022361278,-590.2142166169606,-3015.1556023035446,2889.779884614981,0.9632599615383268,sampled_non_final,predeclared SPY/GLD dual momentum
SPY_GLD_dual_momentum_v1,30,stress,deterministic_stratified_sample,485,4853,0.7649484536082474,0.7649484536082474,0.7443298969072165,0.6824742268041237,0.6474226804123712,0.21649484536082475,5234.419991615438,6244.419833056694,3473.491040477811,6556.112973219656,13450.483013261006,13456.834807652456,14158.181079102516,-187.7630898932748,-2702.5565306214776,3244.419833056694,1.0814732776855647,sampled_non_final,predeclared SPY/GLD dual momentum
SPY_GLD_dual_momentum_v1,60,stress,deterministic_stratified_sample,487,4823,0.7823408624229979,0.7782340862422998,0.75564681724846,0.6940451745379876,0.6509240246406571,0.27720739219712526,5191.834499195082,6200.188417640623,3462.0771200864738,6535.589353880778,12055.980534100716,13456.834807652456,14158.181079102516,-283.54397401609003,-2880.9928516754608,3200.188417640623,1.0667294725468741,sampled_non_final,predeclared SPY/GLD dual momentum
SPY_GLD_dual_momentum_v1,90,stress,deterministic_stratified_sample,500,4793,0.796,0.794,0.766,0.7,0.64,0.312,5108.921475052959,5898.203839202761,3496.994883840366,6366.831171780357,11985.791714700996,12161.263763200282,13456.834807652456,-390.56180030481573,-2880.9928516754608,2898.2038392027607,0.9660679464009203,sampled_non_final,predeclared SPY/GLD dual momentum
SPY_GLD_dual_momentum_v1,180,stress,deterministic_stratified_sample,500,4703,0.882,0.87,0.826,0.7,0.632,0.428,5248.983212964153,5702.3527319979485,3523.264475970749,6268.340716499174,12161.263763200282,12161.263763200282,12161.263763200282,-574.4081435422486,-2880.9928516754608,2702.3527319979485,0.9007842439993161,sampled_non_final,predeclared SPY/GLD dual momentum
SPY_GLD_IEF_dual_momentum_v1,30,standard,deterministic_stratified_sample,485,4853,0.8041237113402062,0.7835051546391752,0.6701030927835051,0.5938144329896907,0.5402061855670103,0.20412371134020618,4332.616335314338,5219.284728203566,3350.112683394813,5547.959806291877,10430.622774699075,10430.622774699075,10803.119517744066,-163.03648258970043,-2094.7977812867084,2219.2847282035664,0.7397615760678555,sampled_non_final,predeclared SPY/GLD/IEF dual momentum
SPY_GLD_IEF_dual_momentum_v1,60,standard,deterministic_stratified_sample,494,4823,0.8178137651821862,0.8137651821862348,0.6963562753036437,0.6174089068825911,0.5506072874493927,0.242914979757085,4327.681464477126,5265.853805564759,3388.479260357421,5497.696621053132,10430.622774699075,10759.845207630364,11625.0042216047,-253.93214127067222,-2233.1068250419885,2265.8538055647587,0.7552846018549195,sampled_non_final,predeclared SPY/GLD/IEF dual momentum
SPY_GLD_IEF_dual_momentum_v1,90,standard,deterministic_stratified_sample,500,4793,0.826,0.826,0.764,0.67,0.548,0.298,4179.963585286856,5095.972437572535,3415.376652048554,5401.138459190698,10430.622774699075,10430.622774699075,10430.622774699075,-317.6295985227232,-2233.1068250419885,2095.9724375725345,0.6986574791908449,sampled_non_final,predeclared SPY/GLD/IEF dual momentum
SPY_GLD_IEF_dual_momentum_v1,180,standard,deterministic_stratified_sample,500,4703,0.896,0.888,0.824,0.696,0.564,0.446,4133.220388004293,4891.052346335346,3458.9686700177026,5201.05167588724,9407.366918340993,9407.366918340993,9407.366918340993,-482.31018541354797,-2233.1068250419885,1891.0523463353456,0.630350782111782,sampled_non_final,predeclared SPY/GLD/IEF dual momentum
SPY_GLD_IEF_dual_momentum_v1,30,stress,deterministic_stratified_sample,484,4853,0.7706611570247934,0.7169421487603306,0.6590909090909091,0.5723140495867769,0.5227272727272727,0.20041322314049587,4160.524656064125,5005.263261499033,3200.728127769883,5301.823704650884,9797.87060547744,9797.87060547744,10147.770603603092,-160.37816280898846,-1967.7212040946924,2005.2632614990334,0.6684210871663445,sampled_non_final,predeclared SPY/GLD/IEF dual momentum
SPY_GLD_IEF_dual_momentum_v1,60,stress,deterministic_stratified_sample,492,4823,0.8130081300813008,0.75,0.6849593495934959,0.5853658536585366,0.5304878048780488,0.23577235772357724,4156.6539371073,5045.530023604428,3286.1516736372782,5278.973731822966,9797.87060547744,10113.375157527333,10919.797370842785,-247.68667759253822,-2097.640015612702,2045.5300236044277,0.6818433412014759,sampled_non_final,predeclared SPY/GLD/IEF dual momentum
SPY_GLD_IEF_dual_momentum_v1,90,stress,deterministic_stratified_sample,500,4793,0.826,0.816,0.748,0.588,0.528,0.276,4016.293169957347,4859.759750539161,3363.4651358182305,5184.740957816402,9797.87060547744,9797.87060547744,9797.87060547744,-297.3520603015911,-2097.640015612702,1859.7597505391614,0.6199199168463871,sampled_non_final,predeclared SPY/GLD/IEF dual momentum
SPY_GLD_IEF_dual_momentum_v1,180,stress,deterministic_stratified_sample,500,4703,0.896,0.884,0.826,0.63,0.538,0.42,3914.021964448572,4699.675575528298,3447.6700586957527,4973.501240411762,8854.570220566191,8854.570220566191,8854.570220566191,-458.6510723022957,-2097.640015612702,1699.6755755282984,0.5665585251760994,sampled_non_final,predeclared SPY/GLD/IEF dual momentum
multi_asset_top2_momentum_v1,30,standard,deterministic_stratified_sample,486,4853,0.8024691358024691,0.7880658436213992,0.7613168724279835,0.7530864197530864,0.7325102880658436,0.1337448559670782,6365.448499332924,6693.160194508877,3934.9269823973273,7343.759005836851,12756.407614386986,12787.212255307393,12787.212255307393,-134.50176242459565,-1625.415292960848,3693.160194508877,1.2310533981696254,sampled_non_final,predeclared multi-asset top-2 momentum
