combination_id,horizon,cost_mode,rolling_method,possible_window_count,window_start,window_end,target_300_hit,target_400_hit,target_600_hit,target_900_hit,target_1200_hit,stop_hit,final_equity,worst_drawdown,combo_benchmark_target_300_hit,combo_benchmark_target_400_hit,top2_benchmark_target_300_hit,top2_benchmark_target_400_hit,incremental_target_300_vs_combo,incremental_target_400_vs_combo,incremental_target_300_vs_top2,incremental_target_400_vs_top2,primary_component_id,secondary_component_id,component_primary_return_contribution_if_available,component_secondary_return_contribution_if_available,component_primary_share_of_profit_if_available,component_secondary_share_of_profit_if_available,turnover_cost_total,component_contribution_status,combo_benchmark_final_equity,top2_benchmark_final_equity,spy200d_benchmark_final_equity,combo_benchmark_worst_drawdown,top2_benchmark_worst_drawdown,spy200d_benchmark_worst_drawdown,combo_drawdown_overlap_flags_if_available,top2_drawdown_overlap_flags_if_available,spy200d_drawdown_overlap_flags_if_available
combo_plus_top2_50_50_v1,30,standard,deterministic_stratified_sample,4853,2009-05-28,2009-07-09,False,False,False,False,False,False,2841.7749131306723,-212.92233254176244,False,False,False,False,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,-67.8612630702206,-90.36382379910548,0.42889066716875773,0.571109332831232,0.0,available_final_equity_window_contribution,2862.7581013382533,2820.64848379686,2872.606271306905,-214.49451524936376,-233.96772947920044,-213.2678546773932,True,True,True
combo_plus_top2_50_50_v1,30,standard,deterministic_stratified_sample,4853,2010-03-19,2010-04-30,False,False,False,False,False,False,3135.896236241124,-58.344634674889676,False,False,False,False,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,67.94811812056167,67.94811812056201,0.4999999999999979,0.5000000000000004,0.0,available_final_equity_window_contribution,3135.896236241124,3135.8962362411244,3073.4665624651097,-58.344634674889676,-58.344634674889676,-86.14281304796077,False,False,False
combo_plus_top2_50_50_v1,30,standard,deterministic_stratified_sample,4853,2011-10-25,2011-12-06,False,False,False,False,False,False,2972.2176772638786,-138.64837706446724,False,False,False,False,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,-46.040950130559054,18.258627394437962,1.6572030556213566,-0.6572030556213674,0.0,available_final_equity_window_contribution,2908.953553204875,3035.976890486551,2773.5195604674423,-179.90277610187286,-96.49608553862754,-233.33603355048763,False,False,False
combo_plus_top2_50_50_v1,30,standard,deterministic_stratified_sample,4853,2012-05-03,2012-06-14,False,False,False,False,False,False,2952.387260152231,-111.37952738985405,False,False,False,False,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,-35.33090036906472,-12.281839478704267,0.742047201694913,0.2579527983050908,0.0,available_final_equity_window_contribution,2929.3013152649755,2974.963423724671,2875.4752095460144,-158.71368558743643,-78.7918892397256,-240.21595684392787,False,False,False
combo_plus_top2_50_50_v1,30,standard,deterministic_stratified_sample,4853,2013-06-06,2013-07-18,False,False,False,False,False,False,3026.024380207021,-153.79093651111498,False,False,False,False,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,-36.71497631936798,62.73935652638931,-1.4107915741817758,2.4107915741817947,0.0,available_final_equity_window_contribution,2923.982569359786,3129.6672273495055,3129.6672273495055,-239.7119973760805,-144.69785385805335,-144.69785385805335,True,False,False
combo_plus_top2_50_50_v1,30,standard,deterministic_stratified_sample,4853,2015-01-13,2015-02-25,False,False,False,False,False,False,3053.7865370975214,-51.028577521165516,False,False,False,False,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,20.52644327623921,33.2600938212827,0.3816279014025817,0.6183720985974273,0.0,available_final_equity_window_contribution,3040.6794827473923,3066.3970276895666,3141.776482070292,-95.30255599682141,-28.682216191646148,-98.72390197361256,False,False,False
combo_plus_top2_50_50_v1,30,standard,deterministic_stratified_sample,4853,2015-05-08,2015-06-19,False,False,False,False,False,False,3004.188693077472,-75.2978154424377,False,False,False,False,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,8.596765719843889,-4.408072642370602,2.0523742276748336,-1.0523742276745696,0.0,available_final_equity_window_contribution,3017.165995764541,2990.878685367526,3003.0536909232083,-97.45909620077282,-64.02912172127435,-71.59023800135401,False,False,False
combo_plus_top2_50_50_v1,30,standard,deterministic_stratified_sample,4853,2016-01-12,2016-02-24,False,False,False,False,False,False,3143.21884398,-46.756610253968574,False,False,False,False,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,94.70395986858064,48.514884111420336,0.6612534861809496,0.3387465138190558,0.0,available_final_equity_window_contribution,3189.31208999376,3097.066272632093,3000.0009325635333,-58.30275931466804,-40.60386336904912,-10.141939278301834,False,False,False
combo_plus_top2_50_50_v1,30,standard,deterministic_stratified_sample,4853,2016-08-22,2016-10-03,False,False,False,False,False,False,2960.352858547092,-74.34708356868623,False,False,False,False,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,-19.82357072645412,-19.823570726453458,0.5000000000000053,0.4999999999999886,0.0,available_final_equity_window_contribution,2960.3528585470917,2960.3528585470926,2977.2107002519897,-74.34708356868623,-74.34708356868623,-80.72087216309137,False,False,False
combo_plus_top2_50_50_v1,30,standard,deterministic_stratified_sample,4853,2017-08-09,2017-09-20,False,False,False,False,False,False,3054.4127490115497,-28.27832587752846,False,False,False,False,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,27.206374505775106,27.206374505774768,0.5000000000000042,0.49999999999999806,0.0,available_final_equity_window_contribution,3054.41274901155,3054.4127490115497,3049.151264291228,-28.278325877528005,-28.27832587752846,-55.08649686782337,False,False,False
combo_plus_top2_50_50_v1,30,standard,deterministic_stratified_sample,4853,2017-10-09,2017-11-17,False,False,False,False,False,False,3033.101949546721,-38.86475918620863,False,False,False,False,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,16.550974773360625,16.55097477336046,0.500000000000007,0.5000000000000019,0.0,available_final_equity_window_contribution,3033.101949546721,3033.1019495467203,3046.189410038017,-38.86475918620863,-38.864759186209085,-31.541190847530743,False,False,False
combo_plus_top2_50_50_v1,30,standard,deterministic_stratified_sample,4853,2017-10-10,2017-11-20,False,False,False,False,False,False,3008.645312019226,-38.76282680324675,False,False,False,False,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,4.322656009613478,4.322656009613144,0.5000000000000604,0.5000000000000218,0.0,available_final_equity_window_contribution,3008.6453120192264,3008.645312019226,3043.3588866798873,-38.7628268032463,-38.76282680324721,-31.458202351873297,False,False,False
combo_plus_top2_50_50_v1,30,standard,deterministic_stratified_sample,4853,2017-10-11,2017-11-21,False,False,False,False,False,False,3013.798856134131,-38.67084185539943,False,False,False,False,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,6.899428067064695,6.899428067064858,0.4999999999999488,0.4999999999999607,0.0,available_final_equity_window_contribution,3013.7988561341303,3013.7988561341303,3058.465320441664,-38.670841855399885,-38.67084185539943,-31.408857185531815,False,False,False
combo_plus_top2_50_50_v1,30,standard,deterministic_stratified_sample,4853,2017-10-19,2017-11-30,False,False,False,False,False,False,3038.120284424591,-26.225488752432284,False,False,False,False,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,19.060142212295712,19.060142212295546,0.5000000000000073,0.500000000000003,0.0,available_final_equity_window_contribution,3038.1202844245913,3038.120284424591,3108.135496764451,-26.22548875243183,-26.225488752432284,-31.31430913262284,False,False,False
combo_plus_top2_50_50_v1,30,standard,deterministic_stratified_sample,4853,2017-10-20,2017-12-01,False,False,False,False,False,False,3042.958674708442,-24.421760806550992,False,False,False,False,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,21.479337354220828,21.479337354220156,0.4999999999999986,0.49999999999998296,0.0,available_final_equity_window_contribution,3042.9586747084422,3042.9586747084404,3085.7602061355396,-24.421760806550992,-24.421760806550992,-31.15353492362783,False,False,False
combo_plus_top2_50_50_v1,30,standard,deterministic_stratified_sample,4853,2018-04-02,2018-05-11,False,False,False,False,False,False,3062.112817940551,-91.32524961983927,False,False,False,False,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,31.05640897027547,31.056408970275132,0.5,0.49999999999999456,0.0,available_final_equity_window_contribution,3062.1128179405514,3062.112817940551,3179.205437809552,-91.32524961983881,-91.32524961983927,-90.53555347446718,False,False,False
combo_plus_top2_50_50_v1,30,standard,deterministic_stratified_sample,4853,2018-09-24,2018-11-02,False,False,False,False,False,False,2864.4116313831846,-185.97816568794997,False,False,False,False,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,-38.070708443221676,-97.51766017359323,0.2807815215390107,0.7192184784609857,0.0,available_final_equity_window_contribution,2923.327096944763,2803.936366558684,2767.203823896327,-104.08945016817506,-288.34690326173495,-241.62846092684777,False,True,True
combo_plus_top2_50_50_v1,30,standard,deterministic_stratified_sample,4853,2019-11-06,2019-12-18,False,False,False,False,False,False,3032.755739419959,-39.45116146137116,False,False,False,False,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,22.63919457969045,10.116544840268727,0.6911519929205389,0.3088480070794696,0.0,available_final_equity_window_contribution,3045.5301381445197,3019.950255396019,3122.0127487814298,-30.235598990842846,-48.667401147059536,-57.928453053586054,False,False,False
combo_plus_top2_50_50_v1,30,standard,deterministic_stratified_sample,4853,2021-06-17,2021-07-29,False,False,False,False,False,False,3114.611256924671,-66.34886611311231,False,False,False,False,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,60.04389550023625,54.567361424436974,0.5238917808893802,0.4761082191106382,0.0,available_final_equity_window_contribution,3120.183201346548,3108.804818442165,3143.055041052206,-53.06898256137674,-85.43654783416014,-86.37781657029745,False,False,False
combo_plus_top2_50_50_v1,30,standard,deterministic_stratified_sample,4853,2022-05-18,2022-06-30,False,False,False,False,False,False,2988.517496864409,-79.61487963883383,False,False,False,False,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,-3.380245732713126,-8.102257402877543,0.294382304345802,0.7056176956541838,0.0,available_final_equity_window_contribution,2993.6331732342837,2983.000977473967,3002.65862323969,-52.24491360105321,-107.66119651712006,-9.161692093105557,False,False,False
combo_plus_top2_50_50_v1,30,standard,deterministic_stratified_sample,4853,2023-01-20,2023-03-03,False,False,False,False,False,False,2944.769438440858,-166.02905139113773,False,False,False,False,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,-13.217260698379462,-42.0133008607636,0.23931063391825388,0.760689366081762,0.0,available_final_equity_window_contribution,2973.2538752195496,2916.3971337122825,3059.9468097435383,-166.253436723282,-165.793868509596,-166.85585977044184,True,True,False
combo_plus_top2_50_50_v1,30,standard,deterministic_stratified_sample,4853,2023-01-25,2023-03-08,False,False,False,False,False,False,2855.45865333742,-171.25941824334814,False,False,False,False,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,-54.44426571965397,-90.0970809429268,0.3766691467649714,0.6233308532350336,0.0,available_final_equity_window_contribution,2890.2183393158366,2820.9755231708186,2989.283786320755,-164.56875541023282,-188.30056688560853,-165.15607246939862,True,True,False
combo_plus_top2_50_50_v1,30,standard,deterministic_stratified_sample,4853,2024-09-04,2024-10-15,False,False,False,False,False,False,3185.0638836200364,-36.45641621594268,False,False,False,False,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,92.53194181001813,92.53194181001865,0.49999999999999944,0.5000000000000023,0.0,available_final_equity_window_contribution,3185.0638836200364,3185.0638836200374,3166.667119117994,-36.45641621594223,-36.45641621594268,-57.664468884356666,False,False,False
combo_plus_top2_50_50_v1,30,standard,deterministic_stratified_sample,4853,2026-04-07,2026-05-18,False,False,False,False,False,False,3036.063335238337,-111.72534806990461,False,False,False,False,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,43.1540101403649,-7.090674902029553,1.1966172805473128,-0.1966172805473587,0.0,available_final_equity_window_contribution,3086.4871847849804,2986.355659994803,3274.7249328827847,-98.09716134291875,-128.82642234441164,-42.205705566580946,False,False,False
combo_plus_top2_50_50_v1,30,standard,deterministic_stratified_sample,4853,2026-04-10,2026-05-21,False,False,False,False,False,False,3017.392525784954,-110.9229178282153,False,False,False,False,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,32.17828119877626,-14.785755413822725,1.8501212300408312,-0.8501212300408669,0.0,available_final_equity_window_contribution,3064.5368914380015,2970.872219530325,3279.3098049248333,-97.29833347771728,-128.0253511771666,-63.75652124233784,False,False,False
combo_plus_top2_50_50_v1,30,standard,deterministic_stratified_sample,4853,2026-04-13,2026-05-22,False,False,False,False,False,False,3008.937384190637,-110.81547122717302,False,False,False,False,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,25.09270145942078,-16.1553172687849,2.8076113686270614,-1.8076113686272093,0.0,available_final_equity_window_contribution,3050.1842622135273,2968.1577724279973,3260.341238221087,-97.02069834641316,-128.14355189989465,-63.13949696212012,False,False,False
combo_plus_top2_50_50_v1,30,standard,deterministic_stratified_sample,4853,2026-04-14,2026-05-26,False,False,False,False,False,False,2974.8595691478104,-109.174301491611,False,False,False,False,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,4.446170724212423,-29.586601576402973,-0.17685340201021965,1.176853402010256,0.0,available_final_equity_window_contribution,3009.0150920108813,2941.0163242558174,3242.4761819551773,-95.37386696806243,-126.52429202406074,-62.37941127433896,False,False,False
combo_plus_top2_50_50_v1,30,standard,deterministic_stratified_sample,4853,2026-04-15,2026-05-27,False,False,False,False,False,False,2966.006596458896,-109.58816249996335,False,False,False,False,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,-3.711356283672435,-30.2820472574312,0.10917871990031164,0.890821280099683,0.0,available_final_equity_window_contribution,2992.4883882902172,2939.702585957266,3216.532928629747,-95.49377882683712,-127.32610532982744,-61.89102947840911,False,False,False
combo_plus_top2_50_50_v1,30,standard,deterministic_stratified_sample,4853,2026-04-16,2026-05-28,False,False,False,False,False,False,2990.508604122802,-109.6168489709712,False,False,False,False,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,6.95423834992496,-16.44563422712487,-0.7326886835087822,1.7326886835089728,0.0,available_final_equity_window_contribution,3014.0165396588636,2967.1302538889677,3226.3489630346994,-95.41770390854708,-127.49448453390323,-61.73931673781772,False,False,False
combo_plus_top2_50_50_v1,30,standard,deterministic_stratified_sample,4853,2026-04-17,2026-05-29,False,False,False,False,False,False,2977.152304909604,-108.42091458596997,False,False,False,False,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,-2.3127485705122357,-20.534946519884016,0.10122459011125369,0.8987754098887585,0.0,available_final_equity_window_contribution,2995.640023508585,2958.7330361296636,3195.76406707593,-94.22208514764725,-126.31075256465328,-61.00206498807847,False,False,False
combo_plus_top2_50_50_v1,60,standard,deterministic_stratified_sample,4823,2007-01-03,2007-03-29,False,False,False,False,False,False,3041.5073864826536,-59.07158123438239,False,False,False,False,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,42.25738648265014,-0.7499999999999174,1.018069073086786,-0.01806907308686734,0.0,available_final_equity_window_contribution,3083.457686939983,2998.5,3000.0,-120.28986809024218,-1.5,0.0,False,False,False
combo_plus_top2_50_50_v1,60,standard,deterministic_stratified_sample,4823,2007-03-21,2007-06-14,False,False,False,False,False,False,2997.3768459672983,-44.35397455140583,False,False,False,False,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,-9.665961154427444,7.042807121725064,3.684862205545793,-2.684862205545525,0.0,available_final_equity_window_contribution,2979.9403876288725,3014.087014547832,3012.57997136538,-99.01761279135599,-2.628463882168944,-2.627149650511001,False,False,False
combo_plus_top2_50_50_v1,60,standard,deterministic_stratified_sample,4823,2008-07-08,2008-09-30,False,False,False,False,False,False,2768.1911319149785,-418.0314389058667,False,False,False,False,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,-35.97240267814085,-195.83646540687857,0.15518130507822983,0.8448186949217614,0.0,available_final_equity_window_contribution,2926.3775362883343,2613.462294826128,3024.20032367003,-389.7062421458122,-512.2339339953478,-19.036505654130906,True,True,False
combo_plus_top2_50_50_v1,60,standard,deterministic_stratified_sample,4823,2008-08-06,2008-10-29,False,False,False,False,False,False,2763.630472734198,-252.31861107953046,False,False,False,False,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,-96.71459394219411,-139.65493332360896,0.4091669305300795,0.5908330694699253,0.0,available_final_equity_window_contribution,2794.34549784148,2723.9034518982453,3010.8623585010428,-346.0612737865508,-339.93430454963755,-21.43927548544525,True,True,False
combo_plus_top2_50_50_v1,60,standard,deterministic_stratified_sample,4823,2008-10-28,2009-01-23,True,False,False,False,False,False,3303.805802074202,-75.95846353131037,True,False,True,True,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,158.88835110248652,144.917450971714,0.5229931423879767,0.47700685761201883,0.0,available_final_equity_window_contribution,3305.7259253937136,3292.2502659445922,3012.1822832833154,-126.29755468917665,-117.35880088287558,-19.70013970432592,False,False,False
combo_plus_top2_50_50_v1,60,standard,deterministic_stratified_sample,4823,2008-10-29,2009-01-26,True,False,False,False,False,False,3299.557505372773,-75.86949333411349,True,False,True,True,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,161.11974036688986,138.43776500588132,0.5378591338126898,0.4621408661873041,0.0,available_final_equity_window_contribution,3310.298166811495,3279.234940507558,3014.8071076849224,-126.18663138380452,-124.69968540393529,-19.721593214855147,False,False,False
combo_plus_top2_50_50_v1,60,standard,deterministic_stratified_sample,4823,2008-10-30,2009-01-27,True,False,False,False,False,False,3330.928777631081,-76.47073967812094,True,False,True,True,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,168.89587478862128,162.03290284246032,0.5103692582967387,0.48963074170326254,0.0,available_final_equity_window_contribution,3325.7844947913536,3326.243645288269,3009.558146580366,-127.21229762153598,-125.66254182168996,-19.695847273072104,False,False,False
combo_plus_top2_50_50_v1,60,standard,deterministic_stratified_sample,4823,2008-10-31,2009-01-28,True,False,False,False,False,False,3328.371177532409,-76.9326483906757,True,False,True,True,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,173.03063781506282,155.34053971734502,0.5269361309824011,0.47306386901759506,0.0,available_final_equity_window_contribution,3335.3546638542566,3311.6604029007335,3002.68269759388,-128.49272815453696,-125.9198121784284,-19.717299591593928,False,False,False
combo_plus_top2_50_50_v1,60,standard,deterministic_stratified_sample,4823,2008-11-03,2009-01-29,True,False,False,False,False,False,3329.321956585534,-76.94129307000048,True,False,True,True,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,198.03578021733492,131.28617636819666,0.6013439925797953,0.3986560074201979,0.0,available_final_equity_window_contribution,3386.1178814495906,3263.3187983653165,3012.373957451389,-128.727458780083,-168.43514431178028,-19.7228771754053,False,False,False
combo_plus_top2_50_50_v1,60,standard,deterministic_stratified_sample,4823,2008-11-05,2009-02-02,True,False,False,False,False,False,3287.5180266576535,-75.78604180761522,True,False,True,False,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,171.20457354424425,116.31345311340897,0.5954568328618115,0.40454316713818744,0.0,available_final_equity_window_contribution,3333.459793808707,3232.388172024482,3014.213467581635,-127.08293585496631,-166.9195542544062,-19.705697393432274,False,False,False
combo_plus_top2_50_50_v1,60,standard,deterministic_stratified_sample,4823,2009-05-19,2009-08-12,False,False,False,False,False,False,3132.1926117653516,-215.31488532597177,False,False,False,False,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,87.52274199716376,44.669869768185904,0.6620849745560741,0.33791502544391167,0.0,available_final_equity_window_contribution,3176.2608522286264,3088.3348934920914,3284.0948146920728,-218.34424824134067,-235.03115622333098,-214.5709490495783,True,True,True
combo_plus_top2_50_50_v1,60,standard,deterministic_stratified_sample,4823,2010-03-12,2010-06-07,False,False,False,False,False,False,3049.642106455791,-209.5138633146148,False,False,False,False,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,-0.11027824367612915,49.75238469946644,-0.00222146583917301,1.0022214658391635,0.0,available_final_equity_window_contribution,2999.571548668764,3099.7010557043363,2652.722059166285,-243.3818398950475,-209.5138633146148,-525.3043186051846,True,True,True
combo_plus_top2_50_50_v1,60,standard,deterministic_stratified_sample,4823,2011-10-13,2012-01-09,False,False,False,False,False,False,2901.3904894665557,-272.9145268670791,False,False,False,False,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,-92.84716383120744,-5.762346702237407,0.9415639863633383,0.05843601363666696,0.0,available_final_equity_window_contribution,2818.5101458819313,2985.221740536031,2739.0024540225277,-341.36308219659713,-206.80362903054174,-338.08143896131287,True,True,True
combo_plus_top2_50_50_v1,60,standard,deterministic_stratified_sample,4823,2012-04-27,2012-07-23,False,False,False,False,False,False,2948.454517106472,-136.87557327037985,False,False,False,False,False,False,False,False,combo_SPY200d_GLD_50_50_v1,asset_class_tsmom_top2_v1,-61.28874818277472,9.743265289245645,1.1890226794338559,-0.18902267943383627,0.0,available_final_equity_window_contribution,2877.2721200728297,3020.0088844662628,2901.7009056770494,-194.66090224370782,-93.33409157348933,-270.1049468388819,False,False,False
