window_start,window_end,final_equity,profit_dollars,total_return,max_drawdown,absolute_600_stop_hit,target_300_before_stop,target_400_before_stop,days_to_300,days_to_400,bil_weight_average,strategy_id,horizon,sampled_results_are_final,exploratory_results_are_final
2009-06-16,2009-07-29,3278.582437334587,278.5824373345872,0.09286081244486244,-196.24287094416604,False,True,False,37,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2009-07-14,2009-08-25,3466.182468420691,466.18246842069084,0.15539415614023033,-266.7046884017436,False,True,True,6,13,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2009-08-10,2009-09-22,3260.8276832070947,260.82768320709465,0.08694256106903153,-171.01085449081893,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2009-09-03,2009-10-16,3421.698887034663,421.69888703466313,0.140566295678221,-120.07390938501203,False,True,True,33,41,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2009-10-01,2009-11-12,3101.647937965151,101.64793796515096,0.03388264598838364,-315.29844059584184,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2009-10-28,2009-12-10,3147.79344303625,147.7934430362502,0.04926448101208347,-146.19037890398022,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2009-11-24,2010-01-08,3164.99800974639,164.99800974638993,0.054999336582129965,-117.70187863803676,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2009-12-22,2010-02-05,2820.5359433133876,-179.46405668661237,-0.05982135222887075,-393.32360817469134,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2010-01-21,2010-03-05,3011.4232795894154,11.423279589415415,0.0038077598631385268,-208.93015367559337,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2010-02-18,2010-04-01,3138.3747936840387,138.37479368403865,0.04612493122801298,-92.08947275079572,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2010-03-17,2010-04-29,3107.5236172693517,107.52361726935169,0.035841205756450556,-85.62081271072475,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2010-04-13,2010-05-25,2697.9738549244266,-302.02614507557337,-0.10067538169185775,-357.07798511070587,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2010-05-10,2010-06-22,2820.4031472435354,-179.5968527564646,-0.05986561758548825,-265.3626860168024,False,False,False,,,0.5333333333333333,dm_global_dual_momentum_top1_v1,30,False,False
2010-06-07,2010-07-20,2997.8440410067437,-2.155958993256263,-0.0007186529977520895,-2.155958993256263,False,False,False,,,1.0,dm_global_dual_momentum_top1_v1,30,False,False
2010-07-02,2010-08-16,2970.250831703005,-29.749168296994867,-0.00991638943233164,-150.46569553109157,False,False,False,,,0.6333333333333333,dm_global_dual_momentum_top1_v1,30,False,False
2010-07-30,2010-09-13,2898.5461623939195,-101.45383760608047,-0.033817945868693466,-206.41872794310257,False,False,False,,,0.26666666666666666,dm_global_dual_momentum_top1_v1,30,False,False
2010-08-26,2010-10-08,3093.1880581478513,93.18805814785128,0.03106268604928375,-28.770244172229923,False,False,False,,,0.8,dm_global_dual_momentum_top1_v1,30,False,False
2010-09-23,2010-11-04,3362.5843652644544,362.5843652644544,0.12086145508815149,-110.74798444750104,False,True,False,42,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2010-10-20,2010-12-02,3063.060373390796,63.06037339079603,0.021020124463598577,-247.8102568103668,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2010-11-15,2010-12-29,3067.9343301069807,67.93433010698072,0.022644776702327007,-111.8224951483403,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2010-12-13,2011-01-26,3028.77282752438,28.772827524379863,0.009590942508126643,-118.64898550814132,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2011-01-10,2011-02-23,2988.0083219745834,-11.991678025416604,-0.003997226008472188,-184.68044301824602,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2011-02-07,2011-03-22,2950.3683208410553,-49.631679158944735,-0.01654389305298154,-189.7203418574536,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2011-03-07,2011-04-18,2991.5929242042057,-8.407075795794299,-0.0028023585985981203,-146.012534211397,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2011-04-01,2011-05-16,2999.400510514652,-0.5994894853479309,-0.00019982982844934938,-72.96467168018125,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2011-04-29,2011-06-13,2806.6289257604312,-193.37107423956877,-0.06445702474652293,-195.5695388359086,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2011-05-26,2011-07-11,2990.0286635235702,-9.97133647642977,-0.003323778825476631,-177.6562972002257,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2011-06-23,2011-08-05,2729.1954558575558,-270.80454414244423,-0.09026818138081472,-434.30331904575314,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2011-07-20,2011-08-31,2650.2359108476553,-349.7640891523447,-0.1165880297174482,-622.5081415585487,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2011-08-16,2011-09-28,2997.844041006746,-2.1559589932539893,-0.0007186529977513123,-2.8094415014015794,False,False,False,,,1.0,dm_global_dual_momentum_top1_v1,30,False,False
2011-09-13,2011-10-25,2999.15376800788,-0.8462319921200105,-0.00028207733070662044,-1.5000000000031832,False,False,False,,,1.0,dm_global_dual_momentum_top1_v1,30,False,False
2011-10-10,2011-11-21,2999.1537680078795,-0.8462319921204653,-0.0002820773307068425,-2.1546970955332654,False,False,False,,,1.0,dm_global_dual_momentum_top1_v1,30,False,False
2011-11-04,2011-12-19,2998.4999999999977,-1.5000000000022737,-0.0005000000000007221,-2.1546970955332654,False,False,False,,,1.0,dm_global_dual_momentum_top1_v1,30,False,False
2011-12-02,2012-01-18,2997.3222265589857,-2.677773441014324,-0.0008925911470047954,-2.677773441014324,False,False,False,,,1.0,dm_global_dual_momentum_top1_v1,30,False,False
2011-12-30,2012-02-14,3083.104043608041,83.10404360804114,0.02770134786934708,-22.806715106563388,False,False,False,,,0.6666666666666666,dm_global_dual_momentum_top1_v1,30,False,False
2012-01-30,2012-03-13,3196.846470978048,196.84647097804782,0.06561549032601599,-68.01788634610466,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2012-02-24,2012-04-09,3040.013523979387,40.01352397938717,0.01333784132646243,-79.61775996334154,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2012-03-22,2012-05-04,2951.1097598627653,-48.89024013723474,-0.016296746712411547,-127.95278708501473,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2012-04-19,2012-06-01,2790.356239018519,-209.64376098148114,-0.06988125366049369,-273.89896073301907,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2012-05-16,2012-06-28,3013.129217560319,13.12921756031892,0.00437640585343968,-126.41428898243475,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2012-06-13,2012-07-26,3107.603599987418,107.60359998741797,0.03586786666247255,-99.95735083086083,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2012-07-11,2012-08-22,3169.702086068213,169.7020860682128,0.0565673620227376,-84.93014700059939,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2012-08-07,2012-09-19,3134.8346660571224,134.83466605712238,0.04494488868570756,-36.32701071689644,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2012-09-04,2012-10-16,3110.908758017882,110.90875801788206,0.036969586005960675,-76.27040236256153,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2012-09-28,2012-11-13,2881.708138983065,-118.29186101693494,-0.03943062033897826,-163.23657314980574,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2012-10-25,2012-12-11,3121.7617018921815,121.76170189218146,0.0405872339640605,-126.27867397041746,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2012-11-26,2013-01-09,3186.2204322945604,186.2204322945604,0.06207347743152014,-47.35606809944511,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2012-12-21,2013-02-06,3111.5212472427916,111.52124724279156,0.03717374908093052,-56.77628583309115,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2013-01-22,2013-03-06,3044.8851031505037,44.88510315050371,0.01496170105016792,-121.63029597901277,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2013-02-19,2013-04-03,2968.0684701419036,-31.931529858096383,-0.010643843286032073,-104.45933374044853,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2013-03-18,2013-04-30,3136.752717337854,136.75271733785394,0.045584239112618,-97.73882307636222,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2013-04-15,2013-05-28,3119.5126878126857,119.51268781268573,0.03983756260422866,-105.31734136510704,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2013-05-09,2013-06-21,2811.314830432766,-188.68516956723397,-0.06289505652241134,-239.7551644651603,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2013-06-06,2013-07-19,3133.6582219159177,133.6582219159177,0.04455274063863923,-144.62687729631352,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2013-07-03,2013-08-15,3093.3183283244794,93.31832832447935,0.031106109441493057,-84.9649654173677,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2013-07-31,2013-09-12,3002.7661308376614,2.7661308376614215,0.00092204361255388,-135.43101697001248,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2013-08-27,2013-10-09,3056.071086216099,56.07108621609905,0.018690362072033118,-133.97718332025897,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2013-09-24,2013-11-05,3084.685391884125,84.68539188412478,0.028228463961375017,-83.6678902867643,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2013-10-21,2013-12-03,3023.2404452254736,23.24044522547365,0.007746815075157842,-61.06830435216534,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2013-11-15,2013-12-31,3076.837395091195,76.83739509119505,0.02561246503039838,-103.66316928352808,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2013-12-13,2014-01-29,2996.432396345627,-3.5676036543732152,-0.0011892012181243805,-129.72302536679808,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2014-01-10,2014-02-25,2958.6291673265137,-41.37083267348635,-0.0137902775578288,-225.02106986931858,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2014-02-07,2014-03-24,3108.1138817856463,108.1138817856463,0.03603796059521547,-60.07609150100052,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2014-03-07,2014-04-21,2992.217032369424,-7.782967630575968,-0.002594322543525318,-117.90400611957011,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2014-04-03,2014-05-16,2989.2794116859673,-10.720588314032739,-0.003573529438010925,-114.68217154221566,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2014-05-01,2014-06-13,3090.8450261594485,90.84502615944848,0.030281675386482743,-40.76040382168367,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2014-05-29,2014-07-11,3079.275490005443,79.27549000544286,0.02642516333514755,-32.10846134401527,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2014-06-25,2014-08-07,2923.6200920116007,-76.37990798839928,-0.02545996932946648,-121.94686383698308,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2014-07-23,2014-09-04,3045.3941982221218,45.39419822212176,0.015131399407373847,-118.57421250891184,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2014-08-18,2014-09-30,2772.978431437035,-227.02156856296506,-0.07567385618765499,-286.23867808871455,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2014-09-15,2014-10-27,2844.838270474374,-155.16172952562601,-0.051720576508542004,-336.3200736624226,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2014-10-10,2014-11-21,3252.493126499539,252.4931264995389,0.08416437549984623,-68.69610386579689,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2014-11-06,2014-12-19,3065.0658434694024,65.06584346940235,0.02168861448980075,-148.92918268232415,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2014-12-04,2015-01-20,2933.7415290907484,-66.25847090925163,-0.02208615696975058,-145.6947217543725,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2015-01-02,2015-02-17,3066.8103078189665,66.81030781896652,0.022270102606322117,-100.42017046252113,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2015-01-30,2015-03-16,3135.758735460069,135.75873546006915,0.04525291182002311,-112.60345311152014,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2015-02-27,2015-04-13,2989.4377494990235,-10.562250500976461,-0.0035207501669921593,-106.61139491519498,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2015-03-25,2015-05-07,3017.471038139855,17.471038139854954,0.005823679379951541,-66.8621928643197,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2015-04-22,2015-06-04,2960.6289106388954,-39.37108936110462,-0.013123696453701594,-89.1485228994834,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2015-05-19,2015-07-01,2868.2366234434394,-131.76337655656062,-0.04392112551885352,-170.29534914340002,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2015-06-16,2015-07-29,2987.4793585760995,-12.520641423900543,-0.004173547141300138,-237.3002767970961,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2015-07-14,2015-08-25,2690.7255189464327,-309.27448105356734,-0.10309149368452242,-350.62370317069417,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2015-08-10,2015-09-22,2746.1900732667227,-253.80992673327728,-0.08460330891109247,-347.65757789685995,False,False,False,,,0.5,dm_global_dual_momentum_top1_v1,30,False,False
2015-09-04,2015-10-19,2997.8448789320732,-2.155121067926757,-0.0007183736893089376,-2.155121067928576,False,False,False,,,1.0,dm_global_dual_momentum_top1_v1,30,False,False
2015-10-02,2015-11-13,2997.1885153395947,-2.8114846604053128,-0.0009371615534684574,-2.8114846604053128,False,False,False,,,1.0,dm_global_dual_momentum_top1_v1,30,False,False
2015-10-28,2015-12-10,2980.8787021542958,-19.121297845704248,-0.006373765948568089,-19.774089701695175,False,False,False,,,0.9333333333333333,dm_global_dual_momentum_top1_v1,30,False,False
2015-11-24,2016-01-08,2998.5,-1.5,-0.0004999999999999449,-2.156650798563078,False,False,False,,,1.0,dm_global_dual_momentum_top1_v1,30,False,False
2015-12-22,2016-02-05,2999.156650798563,-0.8433492014369222,-0.000281116400479009,-2.156650798563078,False,False,False,,,1.0,dm_global_dual_momentum_top1_v1,30,False,False
2016-01-21,2016-03-04,2998.4999999999986,-1.5000000000013642,-0.0005000000000005,-2.8130140561138433,False,False,False,,,1.0,dm_global_dual_momentum_top1_v1,30,False,False
2016-02-18,2016-04-01,3015.9067789894507,15.906778989450686,0.005302259663150233,-2.1565070280562395,False,False,False,,,0.9666666666666667,dm_global_dual_momentum_top1_v1,30,False,False
2016-03-16,2016-04-28,3074.884233969287,74.88423396928692,0.024961411323095595,-44.02227446516963,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2016-04-13,2016-05-25,2970.798625602923,-29.20137439707696,-0.00973379146569231,-58.62343063181561,False,False,False,,,0.6,dm_global_dual_momentum_top1_v1,30,False,False
2016-05-10,2016-06-22,3009.032267861818,9.032267861818127,0.0030107559539394035,-68.70039671820814,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2016-06-07,2016-07-20,3133.145124877405,133.14512487740512,0.04438170829246846,-221.2965624475696,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2016-07-01,2016-08-15,3273.37013580041,273.37013580041,0.09112337860013664,-81.02214021496138,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2016-07-29,2016-09-12,3060.606640865912,60.60664086591214,0.02020221362197061,-124.2132817318211,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2016-08-25,2016-10-07,3047.827931599962,47.827931599962085,0.015942643866654116,-176.28736432317328,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2016-09-22,2016-11-03,2855.3392033436407,-144.66079665635925,-0.04822026555211978,-144.66079665635925,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2016-10-19,2016-12-01,2788.6370520908545,-211.36294790914553,-0.07045431596971519,-278.2274016420438,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2016-11-15,2016-12-29,3056.1863322046347,56.18633220463471,0.018728777401544994,-161.99328855735394,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2016-12-13,2017-01-27,3032.196649317969,32.19664931796888,0.010732216439322873,-39.84334929267834,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2017-01-11,2017-02-24,3125.7809975416126,125.78099754161258,0.04192699918053755,-26.935161040289586,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2017-02-07,2017-03-22,3081.7890304478874,81.7890304478874,0.027263010149295885,-65.92138966012135,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2017-03-07,2017-04-19,2966.3086247682986,-33.691375231701386,-0.011230458410567135,-68.68035987628127,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2017-04-03,2017-05-16,3059.022261459871,59.02226145987106,0.01967408715329033,-37.84230444938339,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2017-05-01,2017-06-13,3053.5330751554234,53.533075155423376,0.01784435838514109,-56.281667626077706,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2017-05-26,2017-07-11,2996.1769312035085,-3.823068796491498,-0.0012743562654972118,-70.46894106016589,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2017-06-23,2017-08-07,3197.1963548097633,197.1963548097633,0.06573211826992109,-61.414137826522165,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2017-07-21,2017-09-01,3103.6503323979086,103.65033239790864,0.034550110799302924,-98.96473528956494,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2017-08-17,2017-09-29,3103.0670377438482,103.06703774384823,0.034355679247949356,-107.335777945671,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2017-09-13,2017-10-25,3037.6394406649047,37.63944066490467,0.012546480221634848,-102.82385969095822,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2017-10-10,2017-11-21,3105.2867524519684,105.28675245196837,0.03509558415065617,-79.43921510672817,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2017-11-06,2017-12-19,2971.837232777374,-28.162767222625916,-0.009387589074208669,-161.89166159376373,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2017-12-04,2018-01-18,3315.662356221973,315.6623562219729,0.10522078540732438,-43.935108607636266,False,True,False,44,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2018-01-02,2018-02-14,3041.5942974062505,41.59429740625046,0.0138647658020834,-399.092205134943,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2018-01-30,2018-03-14,2881.5319573939805,-118.46804260601948,-0.039489347535339836,-316.50510401336805,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2018-02-27,2018-04-11,2871.336096881822,-128.66390311817804,-0.04288796770605929,-234.81181315276854,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2018-03-26,2018-05-08,2875.239949102444,-124.76005089755608,-0.04158668363251872,-140.86441784958333,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2018-04-20,2018-06-04,2933.361709501968,-66.63829049803189,-0.02221276349934398,-134.9136753411517,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2018-05-17,2018-06-29,3003.8812106541013,3.8812106541013236,0.0012937368847003583,-92.16182171717446,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2018-06-14,2018-07-27,3041.0326447386606,41.032644738660565,0.01367754824622014,-89.39544938874315,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2018-07-12,2018-08-23,3067.406599798042,67.40659979804195,0.022468866599347326,-43.5761236778294,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2018-08-08,2018-09-20,3083.791283475121,83.79128347512096,0.027930427825040294,-40.75449907387292,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2018-09-05,2018-10-17,2922.658864551785,-77.34113544821503,-0.025780378482738397,-209.33294723468453,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2018-10-02,2018-11-13,2782.5951699304655,-217.40483006953446,-0.07246827668984479,-286.5224377387335,False,False,False,,,0.3,dm_global_dual_momentum_top1_v1,30,False,False
2018-10-29,2018-12-12,2890.444680157812,-109.55531984218806,-0.03651843994739601,-171.27485058428147,False,False,False,,,0.7666666666666667,dm_global_dual_momentum_top1_v1,30,False,False
2018-11-26,2019-01-10,2731.1095808379578,-268.89041916204224,-0.08963013972068079,-473.86749675766623,False,False,False,,,0.36666666666666664,dm_global_dual_momentum_top1_v1,30,False,False
2018-12-21,2019-02-06,3006.668302880346,6.668302880345891,0.002222767626781863,-1.5,False,False,False,,,1.0,dm_global_dual_momentum_top1_v1,30,False,False
2019-01-22,2019-03-06,3006.3371294140165,6.337129414016545,0.0021123764713388837,-1.5,False,False,False,,,1.0,dm_global_dual_momentum_top1_v1,30,False,False
2019-02-19,2019-04-02,3038.987034339989,38.987034339988895,0.012995678113329578,-79.34019604144487,False,False,False,,,0.7,dm_global_dual_momentum_top1_v1,30,False,False
2019-03-18,2019-04-30,3023.9691894567886,23.969189456788627,0.007989729818929536,-103.9425483068485,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2019-04-12,2019-05-28,2709.8709789844984,-290.1290210155016,-0.09670967367183392,-316.34279534010966,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2019-05-10,2019-06-24,2866.35777001592,-133.64222998408013,-0.04454740999469342,-138.023878929464,False,False,False,,,0.5333333333333333,dm_global_dual_momentum_top1_v1,30,False,False
2019-06-07,2019-07-22,3120.4505414899695,120.45054148996951,0.04015018049665642,-41.45910183186561,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2019-07-05,2019-08-16,2901.9527760611522,-98.04722393884776,-0.03268240797961597,-182.74647352291458,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2019-07-31,2019-09-12,3037.4144745112008,37.41447451120075,0.012471491503733612,-138.7068557269813,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2019-08-27,2019-10-09,3058.549110283899,58.549110283899154,0.01951637009463303,-124.38250935020187,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2019-09-24,2019-11-05,3111.6015654906087,111.60156549060866,0.03720052183020295,-96.88720883109863,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2019-10-21,2019-12-03,3094.054224797678,94.05422479767822,0.03135140826589278,-59.27309642869977,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2019-11-15,2019-12-31,3110.5623281211188,110.56232812111875,0.036854109373706256,-57.02985045952164,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2019-12-13,2020-01-29,3101.55378292643,101.5537829264299,0.03385126097547664,-80.24123844340284,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2020-01-13,2020-02-26,2848.0944939064716,-151.9055060935284,-0.05063516869784279,-245.40266758921098,False,False,False,,,0.0,dm_global_dual_momentum_top1_v1,30,False,False
2020-02-10,2020-03-24,2657.344158546062,-342.65584145393814,-0.11421861381797938,-378.8776487504806,False,False,False,,,0.5666666666666667,dm_global_dual_momentum_top1_v1,30,False,False
2020-03-06,2020-04-20,3000.202598840401,0.2025988404011514,6.75329468002861e-05,-2.555230034422493,False,False,False,,,1.0,dm_global_dual_momentum_top1_v1,30,False,False
2020-04-02,2020-05-15,2997.32139978055,-2.6786002194498906,-0.000892866739816589,-3.1360248404944286,False,False,False,,,1.0,dm_global_dual_momentum_top1_v1,30,False,False
2020-04-30,2020-06-12,2998.3030308768925,-1.6969691231074648,-0.0005656563743691168,-2.352054119630793,False,False,False,,,1.0,dm_global_dual_momentum_top1_v1,30,False,False
