strategy_id,family,instrument_lane,registry_lane,evidence_tier,current_status,implementation_status,paper_forward_active,real_money_recommendation,candidate_exhaustive_run,candidate_exhaustive_recommended,promotion_review_required,promotion_decision,promotion_reason,primary_failure_mode,duplication_risk,risk_budget_status,latest_evidence_path,metrics_source,target_300_evidence,target_400_evidence,drawdown_evidence,stop_hit_evidence,stress_evidence,missing_evidence,evidence_needed,blocked_reason,duplicate_of,recommended_next_action,candidate_exhaustive_allowed,paper_forward_allowed,allowed_next_actions,forbidden_next_actions
SPY_200d_vol_target_12_cap_1_10_v1,SPY_200d volatility-control diagnostic,ETF,compact_challenge,tier1_exploratory,exploratory_only,implemented_exploratory,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/challenge_runs/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,tier1_exploratory;risk_control_diagnostic;exposure_above_1x;not_paper_forward_allowed,,resolve_blocker_before_review,False,False,run_challenge_audit,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated;tune_target_vol;tune_vol_window
portfolio_spy200d_100_v1,fixed_weight_portfolio,diversified ETF portfolio,compact_challenge,tier3_candidate_validation,watchlist_diagnostic,implemented_exploratory,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/challenge_runs/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,diagnostic_only;not_paper_forward_allowed;requires_separate_promotion,,resolve_blocker_before_review,False,False,run_challenge_audit,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated_without_exhaustive;tune_weights
portfolio_spy200d_80_bil_20_v1,fixed_weight_portfolio,diversified ETF portfolio,compact_challenge,tier3_candidate_validation,duplicate_or_near_duplicate,implemented_exploratory,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/challenge_runs/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,diagnostic_only;not_paper_forward_allowed;requires_separate_promotion,,resolve_blocker_before_review,False,False,run_challenge_audit,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated_without_exhaustive;tune_weights
portfolio_spy200d_70_bil_30_v1,fixed_weight_portfolio,diversified ETF portfolio,compact_challenge,tier3_candidate_validation,duplicate_or_near_duplicate,implemented_exploratory,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/challenge_runs/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,diagnostic_only;not_paper_forward_allowed;requires_separate_promotion,,resolve_blocker_before_review,False,False,run_challenge_audit,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated_without_exhaustive;tune_weights
portfolio_spy200d_60_ief_20_bil_20_v1,fixed_weight_portfolio,diversified ETF portfolio,compact_challenge,tier3_candidate_validation,too_slow,implemented_exploratory,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/challenge_runs/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,diagnostic_only;not_paper_forward_allowed;requires_separate_promotion,,resolve_blocker_before_review,False,False,run_challenge_audit,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated_without_exhaustive;tune_weights
portfolio_spy200d_70_gld_15_bil_15_v1,fixed_weight_portfolio,diversified ETF portfolio,compact_challenge,tier3_candidate_validation,too_slow,implemented_exploratory,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/challenge_runs/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,diagnostic_only;not_paper_forward_allowed;requires_separate_promotion,,resolve_blocker_before_review,False,False,run_challenge_audit,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated_without_exhaustive;tune_weights
portfolio_spy200d_60_ief_20_gld_10_bil_10_v1,fixed_weight_portfolio,diversified ETF portfolio,compact_challenge,tier3_candidate_validation,too_slow,implemented_exploratory,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/challenge_runs/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,diagnostic_only;not_paper_forward_allowed;requires_separate_promotion,,resolve_blocker_before_review,False,False,run_challenge_audit,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated_without_exhaustive;tune_weights
portfolio_spy200d_80_ab_20_v1,fixed_weight_portfolio,diversified ETF portfolio,compact_challenge,tier2_credible_prototype,incomplete_evidence,implemented_exploratory,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/challenge_runs/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,diagnostic_only;not_paper_forward_allowed;requires_separate_promotion,,resolve_blocker_before_review,False,False,run_challenge_audit,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated_without_exhaustive;tune_weights
portfolio_spy200d_70_ab_20_bil_10_v1,fixed_weight_portfolio,diversified ETF portfolio,compact_challenge,tier2_credible_prototype,incomplete_evidence,implemented_exploratory,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/challenge_runs/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,diagnostic_only;not_paper_forward_allowed;requires_separate_promotion,,resolve_blocker_before_review,False,False,run_challenge_audit,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated_without_exhaustive;tune_weights
portfolio_spy200d_80_crypto_tsmom_10_bil_10_v1,fixed_weight_portfolio,diversified ETF plus crypto portfolio,compact_challenge,tier1_exploratory,exploratory_only,implemented_exploratory,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/challenge_runs/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,tier1_exploratory;crypto_sleeve;not_paper_forward_allowed,,resolve_blocker_before_review,False,False,run_challenge_audit,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated;tune_crypto_weight;tune_weights
portfolio_spy200d_70_crypto_tsmom_10_ief_10_bil_10_v1,fixed_weight_portfolio,diversified ETF plus crypto portfolio,compact_challenge,tier1_exploratory,exploratory_only,implemented_exploratory,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/challenge_runs/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,tier1_exploratory;crypto_sleeve;not_paper_forward_allowed,,resolve_blocker_before_review,False,False,run_challenge_audit,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated;tune_crypto_weight;tune_weights
family_etf_sector_momentum_A_v1,independent_family_challenge,etf_sector_momentum,compact_challenge,tier2_credible_prototype,incomplete_evidence,implemented,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/challenge_runs/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,exact_daily_stream_unavailable;requires_audit_harden,,resolve_blocker_before_review,False,False,audit_harden,treat_as_portfolio_allocation;promote_to_real_money;add_broker_integration;treat_as_validated_without_exhaustive
family_etf_ab_no_cash_v1,independent_family_challenge,etf_ab_strategy,compact_challenge,tier3_candidate_validation,incomplete_evidence,implemented,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/challenge_runs/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,exact_daily_stream_unavailable;requires_audit_harden,,resolve_blocker_before_review,False,False,audit_harden,treat_as_portfolio_allocation;promote_to_real_money;add_broker_integration;treat_as_validated_without_exhaustive
family_crypto_spot_time_series_momentum_v1,independent_family_challenge,crypto_spot_momentum,compact_challenge,tier1_exploratory,exploratory_only,implemented_exploratory,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/challenge_runs/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,tier1_exploratory;crypto_execution_model_missing;not_paper_forward_allowed,,resolve_blocker_before_review,False,False,audit_harden,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated;crypto_leverage;perps;futures
family_crypto_spot_buy_hold_equal_weight_v1,independent_family_challenge,crypto_spot_buy_hold,compact_challenge,tier1_exploratory,exploratory_only,implemented_exploratory,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/challenge_runs/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,tier1_exploratory;crypto_execution_model_missing;not_paper_forward_allowed,,resolve_blocker_before_review,False,False,audit_harden,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated;crypto_leverage;perps;futures
family_individual_stock_momentum_v1,independent_family_blocked,individual_stock_momentum,stock_memo,blocked,blocked,blocked_by_gate,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,docs/research_memos/gate1/individual_stock_momentum/vendor_verification/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,blocked_by_gate;survivorship_free_data_unverified;delisting_treatment_unverified,,resolve_blocker_before_review,False,False,continue_vendor_review,implement_strategy;run_backtest;download_data;promote_to_real_money
family_options_directional_v1,independent_family_blocked,options_directional,options_memo,blocked,blocked,blocked_by_gate,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,family_lab/independent_family_specs.yaml,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,blocked_by_gate;options_data_and_execution_model_missing,,resolve_blocker_before_review,False,False,create_gate0_memo,implement_strategy;run_backtest;download_data;promote_to_real_money
family_options_premium_v1,independent_family_blocked,options_premium,options_memo,blocked,blocked,blocked_by_gate,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,family_lab/independent_family_specs.yaml,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,blocked_by_gate;options_tail_risk_model_missing,,resolve_blocker_before_review,False,False,create_gate0_memo,implement_strategy;run_backtest;download_data;promote_to_real_money
family_futures_trend_following_v1,independent_family_blocked,futures_trend_following,futures_memo,blocked,blocked,blocked_by_gate,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,family_lab/independent_family_specs.yaml,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,blocked_by_gate;futures_roll_margin_gap_model_missing,,resolve_blocker_before_review,False,False,create_gate0_memo,implement_strategy;run_backtest;download_data;promote_to_real_money
family_forex_momentum_carry_v1,independent_family_blocked,forex_momentum_carry,forex_memo,blocked,blocked,blocked_by_gate,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,family_lab/independent_family_specs.yaml,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,blocked_by_gate;forex_execution_financing_model_missing,,resolve_blocker_before_review,False,False,create_gate0_memo,implement_strategy;run_backtest;download_data;promote_to_real_money
family_intraday_orb_v1,independent_family_blocked,intraday_opening_range_breakout,intraday_memo,blocked,blocked,blocked_by_gate,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,family_lab/independent_family_specs.yaml,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,blocked_by_gate;intraday_data_and_fill_model_missing,,resolve_blocker_before_review,False,False,create_gate0_memo,implement_strategy;run_backtest;download_data;promote_to_real_money
family_volatility_products_v1,independent_family_blocked,volatility_products,volatility_memo,blocked,blocked,blocked_by_gate,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,family_lab/independent_family_specs.yaml,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,blocked_by_gate;volatility_product_mechanics_missing,,resolve_blocker_before_review,False,False,create_gate0_memo,implement_strategy;run_backtest;download_data;promote_to_real_money
family_event_news_momentum_v1,independent_family_blocked,event_news_momentum,archive,blocked,blocked,blocked_by_gate,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,family_lab/independent_family_specs.yaml,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,blocked_by_gate;point_in_time_event_data_missing,,resolve_blocker_before_review,False,False,create_gate0_memo,implement_strategy;run_backtest;download_data;promote_to_real_money
B_ETF_trend_following,trend_following,ETF,etf_research,tier3_candidate_validation,too_slow,implemented,False,False,False,False,False,mark_too_slow,Row is defensive or slow relative to the +300/+400 challenge target.,target_rate_too_slow,not_flagged,controlled_but_too_slow,evidence/latest/,,,,,,,,meaningful target-rate improvement without risk-budget breach,,,research_sample_review,False,False,audit_harden,change_rules_in_place;tune_parameters;promote_to_real_money
C_swing_trend_pullback,swing_pullback,ETF,archive,blocked,rejected,archived,False,False,False,False,False,reject,Existing evidence already rejects this row or marks it reject_for_now.,rejected_by_existing_evidence,not_flagged,evidence_missing,evidence/latest/,,,,,,,,new isolated version and fresh evidence required to reopen,,,no_action,False,False,reject_or_archive,active_observation;paper_forward;tune_parameters;promote_to_real_money
D_mean_reversion,mean_reversion,ETF,archive,blocked,rejected,archived,False,False,False,False,False,reject,Existing evidence already rejects this row or marks it reject_for_now.,rejected_by_existing_evidence,not_flagged,evidence_missing,evidence/latest/,,,,,,,,new isolated version and fresh evidence required to reopen,,,no_action,False,False,reject_or_archive,active_observation;paper_forward;tune_parameters;promote_to_real_money
E_breakout_vcb,breakout,ETF,archive,blocked,rejected,archived,False,False,False,False,False,reject,Existing evidence already rejects this row or marks it reject_for_now.,rejected_by_existing_evidence,not_flagged,evidence_missing,evidence/latest/,,,,,,,,new isolated version and fresh evidence required to reopen,,,no_action,False,False,reject_or_archive,active_observation;paper_forward;tune_parameters;promote_to_real_money
crypto_time_series_momentum,time_series_momentum,crypto_spot,crypto_exploratory,tier1_exploratory,exploratory_only,implemented_exploratory,False,False,False,False,False,mark_too_risky,"Risk budget, stop rate, leverage/mechanics, or high-upside/high-risk status prevents promotion.",risk_budget_or_policy_breach,not_flagged,breached_or_high_risk,evidence/exploratory/crypto_spot_momentum/latest/,,,,,,,,risk-control evidence with drawdown inside budget,,,research_sample_review,False,False,audit_harden,paper_forward;leverage;perps;futures;margin;shorting;promote_to_real_money
crypto_dual_momentum_cash_filter,dual_momentum,crypto_spot,crypto_exploratory,tier1_exploratory,exploratory_only,implemented_exploratory,False,False,False,False,False,mark_too_risky,"Risk budget, stop rate, leverage/mechanics, or high-upside/high-risk status prevents promotion.",risk_budget_or_policy_breach,not_flagged,breached_or_high_risk,evidence/exploratory/crypto_spot_momentum/latest/,,,,,,,,risk-control evidence with drawdown inside budget,,,research_sample_review,False,False,audit_harden,paper_forward;leverage;perps;futures;margin;shorting;promote_to_real_money
crypto_cross_sectional_momentum,cross_sectional_momentum,crypto_spot,crypto_exploratory,tier1_exploratory,exploratory_only,implemented_exploratory,False,False,False,False,False,mark_too_risky,"Risk budget, stop rate, leverage/mechanics, or high-upside/high-risk status prevents promotion.",risk_budget_or_policy_breach,not_flagged,breached_or_high_risk,evidence/exploratory/crypto_spot_momentum/latest/,,,,,,,,risk-control evidence with drawdown inside budget,,,research_sample_review,False,False,audit_harden,paper_forward;leverage;perps;futures;margin;shorting;promote_to_real_money
crypto_buy_hold_equal_weight,buy_and_hold,crypto_spot,crypto_exploratory,tier1_exploratory,exploratory_only,implemented_exploratory,False,False,False,False,False,mark_too_risky,"Risk budget, stop rate, leverage/mechanics, or high-upside/high-risk status prevents promotion.",risk_budget_or_policy_breach,not_flagged,breached_or_high_risk,evidence/exploratory/crypto_spot_momentum/latest/,,,,,,,,risk-control evidence with drawdown inside budget,,,research_sample_review,False,False,audit_harden,paper_forward;leverage;perps;futures;margin;shorting;promote_to_real_money
crypto_simulated_leverage_1_5x,simulated_leverage_diagnostic,crypto_spot,crypto_exploratory,tier1_exploratory,too_risky,implemented_exploratory,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/challenge_runs/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,too_risky,,resolve_blocker_before_review,False,False,no_action,paper_forward;leverage_live;perps;futures;margin;shorting;promote_to_real_money
crypto_simulated_leverage_2_0x,simulated_leverage_diagnostic,crypto_spot,crypto_exploratory,tier1_exploratory,too_risky,implemented_exploratory,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/challenge_runs/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,too_risky,,resolve_blocker_before_review,False,False,no_action,paper_forward;leverage_live;perps;futures;margin;shorting;promote_to_real_money
individual_stock_momentum_gate1a,individual_stock_momentum,equities,stock_memo,blocked,deferred,blocked_by_gate,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/latest/research_memos/gate1/individual_stock_momentum/vendor_verification/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,deferred,,resolve_blocker_before_review,False,False,continue_vendor_review,implement_loader;implement_strategy;run_backtest;approve_toy_demo;promote_to_real_money
options_directional_gate0_needed,directional_options,options,options_memo,tier0_research_map,memo_only,not_implemented,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,docs/research_direction/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,memo_only,,resolve_blocker_before_review,False,False,create_gate0_memo,implement_strategy;run_backtest;broker_integration;live_orders;promote_to_real_money
futures_trend_following_gate0_needed,trend_following,futures,futures_memo,tier0_research_map,memo_only,not_implemented,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,docs/research_direction/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,memo_only,,resolve_blocker_before_review,False,False,create_gate0_memo,implement_strategy;run_backtest;broker_integration;live_orders;promote_to_real_money
forex_momentum_carry_gate0_needed,momentum_carry,forex,forex_memo,tier0_research_map,memo_only,not_implemented,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,docs/research_direction/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,memo_only,,resolve_blocker_before_review,False,False,create_gate0_memo,implement_strategy;run_backtest;broker_integration;live_orders;promote_to_real_money
intraday_orb_gate0_needed,opening_range_breakout,intraday,intraday_memo,tier0_research_map,memo_only,not_implemented,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,docs/research_direction/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,memo_only,,resolve_blocker_before_review,False,False,create_gate0_memo,implement_strategy;run_backtest;broker_integration;live_orders;promote_to_real_money
volatility_products_gate0_needed,volatility,volatility_products,volatility_memo,tier0_research_map,memo_only,not_implemented,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,docs/research_direction/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,memo_only,,resolve_blocker_before_review,False,False,create_gate0_memo,implement_strategy;run_backtest;broker_integration;live_orders;promote_to_real_money
profit_GLD_200d_trend_model_v1,absolute_trend,ETF,profit_exploration,tier2_credible_prototype,too_slow,implemented_exploratory,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/profit_exploration/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,profit_exploration_only;not_paper_forward;no_real_money_promotion,,resolve_blocker_before_review,False,False,run_profit_exploration,promote_to_real_money;add_broker_integration;treat_as_validated_without_candidate_exhaustive;modify_paper_forward_rules;tune_sma_length
