date,strategy,event_type,event_reason,strategy_pnl,project_equity,notes
2008-05-23,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,-0.04964010509460135,2920.900485600906,SPY risk-on filter failed
2008-05-30,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,0.29373312718600897,2898.9768928778694,SPY risk-on filter failed
2008-06-06,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,0.4145238540197558,2871.0092510073723,SPY risk-on filter failed
2008-06-13,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,1.790391651669776,2836.508084415238,SPY risk-on filter failed
2008-06-20,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,2.134338128077733,2830.072840568521,SPY risk-on filter failed
2008-06-27,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,2.650257842689668,2836.2180773876335,SPY risk-on filter failed
2008-07-03,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,2.4097409852586753,2816.338088208623,SPY risk-on filter failed
2008-07-11,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,3.2705898804968765,2844.592281782981,SPY risk-on filter failed
2008-07-18,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,3.4427269027372396,2864.4045106864055,SPY risk-on filter failed
2008-07-25,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,3.4427269027372396,2833.919565607804,SPY risk-on filter failed
2008-08-01,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,3.373691931401071,2833.850530636468,SPY risk-on filter failed
2008-08-08,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,3.7188667880819137,2834.195705493149,SPY risk-on filter failed
2008-08-15,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,4.063877860726372,2834.5407165657934,SPY risk-on filter failed
2008-08-22,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,4.58061649552023,2829.4135377655666,SPY risk-on filter failed
2008-08-29,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,4.236506235075889,2831.2539170045457,SPY risk-on filter failed
2008-09-05,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,4.979103056044306,2834.2597414616835,SPY risk-on filter failed
2008-09-12,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,5.324605480797918,2837.1102128051957,SPY risk-on filter failed
2008-09-19,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,6.653748295890325,2743.589679821266,SPY risk-on filter failed
2008-09-26,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,6.653748295890325,2743.589679821266,SPY risk-on filter failed
2008-10-03,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,6.653748295890325,2743.589679821266,SPY risk-on filter failed
2008-10-10,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,6.653748295890325,2733.6724476526715,SPY risk-on filter failed
2008-10-17,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,6.653748295890325,2727.663617105299,SPY risk-on filter failed
2008-10-24,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,6.653748295890325,2727.663617105299,SPY risk-on filter failed
2008-10-31,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,6.653748295890325,2727.663617105299,SPY risk-on filter failed
2008-11-07,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,6.653748295890325,2727.663617105299,SPY risk-on filter failed
2008-11-14,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,6.653748295890325,2727.663617105299,SPY risk-on filter failed
2008-11-21,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,6.653748295890325,2727.663617105299,SPY risk-on filter failed
2008-11-28,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,6.653748295890325,2727.663617105299,SPY risk-on filter failed
2008-12-05,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,6.653748295890325,2727.663617105299,SPY risk-on filter failed
2008-12-12,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,6.653748295890325,2727.663617105299,SPY risk-on filter failed
2008-12-19,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,6.653748295890325,2727.663617105299,SPY risk-on filter failed
2008-12-26,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,6.653748295890325,2728.5429839442013,SPY risk-on filter failed
2008-12-31,C_swing_trend_pullback,strategy_disabled_loss_budget,strategy_loss_budget_hit,-151.34185520887124,2701.142839449268,
2009-01-02,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,6.653748295890325,2700.064376964947,SPY risk-on filter failed
2009-01-09,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,6.653748295890325,2700.064376964947,SPY risk-on filter failed
2009-01-16,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,6.653748295890325,2700.064376964947,SPY risk-on filter failed
2009-01-23,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,6.653748295890325,2700.064376964947,SPY risk-on filter failed
2009-01-30,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,6.653748295890325,2700.064376964947,SPY risk-on filter failed
2009-02-06,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,6.653748295890325,2700.064376964947,SPY risk-on filter failed
2009-02-13,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,6.653748295890325,2700.064376964947,SPY risk-on filter failed
2009-02-20,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,6.653748295890325,2700.064376964947,SPY risk-on filter failed
2009-02-27,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,6.653748295890325,2700.064376964947,SPY risk-on filter failed
2009-03-06,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,6.653748295890325,2700.064376964947,SPY risk-on filter failed
2009-03-13,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,6.653748295890325,2700.064376964947,SPY risk-on filter failed
2009-03-20,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,6.653748295890325,2700.064376964947,SPY risk-on filter failed
2009-03-27,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,6.653748295890325,2700.064376964947,SPY risk-on filter failed
2009-04-03,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,6.653748295890325,2696.8049868060025,SPY risk-on filter failed
2009-04-09,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,6.653748295890325,2696.8049868060025,SPY risk-on filter failed
2009-04-17,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,6.653748295890325,2717.0901334443374,SPY risk-on filter failed
2009-04-24,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,6.653748295890325,2706.470975141686,SPY risk-on filter failed
2009-05-01,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,6.653748295890325,2722.415849655716,SPY risk-on filter failed
2009-05-08,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,6.653748295890325,2717.222237766375,SPY risk-on filter failed
2009-05-15,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,6.653748295890325,2705.737779869837,SPY risk-on filter failed
2009-05-22,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,6.653748295890325,2697.738911761676,SPY risk-on filter failed
2009-10-02,E_breakout_vcb,strategy_disabled_loss_budget,strategy_loss_budget_hit,-96.70651626899829,2612.5675420583525,
2010-05-21,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,170.68355435057268,3175.637583285156,SPY risk-on filter failed
2010-05-28,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,170.68355435057268,3170.931791706918,SPY risk-on filter failed
2010-06-04,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,170.68355435057268,3181.2025597714132,SPY risk-on filter failed
2010-06-11,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,170.68355435057268,3178.704509013607,SPY risk-on filter failed
2010-06-25,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,137.76833882621483,3162.8922491113262,SPY risk-on filter failed
2010-07-02,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,137.76833882621483,3177.212351272655,SPY risk-on filter failed
2010-07-09,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,137.76833882621483,3169.322981528684,SPY risk-on filter failed
2010-07-16,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,137.76833882621483,3187.1261131682527,SPY risk-on filter failed
2010-07-23,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,137.76833882621483,3181.601225889447,SPY risk-on filter failed
2010-07-30,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,137.76833882621483,3176.8039053198654,SPY risk-on filter failed
2010-08-13,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,154.4088916972705,3150.229010550301,SPY risk-on filter failed
2010-08-20,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,157.5565061310333,3153.9299756308374,SPY risk-on filter failed
2010-08-27,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,154.298405290895,3149.6181100597096,SPY risk-on filter failed
2010-09-03,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,144.3453281659897,3139.665032934804,SPY risk-on filter failed
2011-08-05,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,538.9907311095263,3479.210523429863,SPY risk-on filter failed
2011-08-12,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,594.6834631988356,3588.76044826419,SPY risk-on filter failed
2011-08-19,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,594.521559070794,3588.598544136148,SPY risk-on filter failed
2011-08-26,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,594.6023962005071,3588.6793812658616,SPY risk-on filter failed
2011-09-02,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,594.4728269243507,3588.5498119897047,SPY risk-on filter failed
2011-09-09,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,594.8773190644038,3588.954304129758,SPY risk-on filter failed
2011-09-16,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,594.7159512964645,3588.7929363618186,SPY risk-on filter failed
2011-09-23,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,593.7973592094124,3587.8743442747664,SPY risk-on filter failed
2011-09-30,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,593.7973592094124,3587.8743442747664,SPY risk-on filter failed
2011-10-07,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,593.7973592094124,3587.8743442747664,SPY risk-on filter failed
2011-10-14,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,593.7973592094124,3587.8743442747664,SPY risk-on filter failed
2011-10-21,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,593.7973592094124,3587.8743442747664,SPY risk-on filter failed
2011-11-04,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,594.201599928477,3502.7443452863345,SPY risk-on filter failed
2011-11-18,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,621.222094301533,3515.453345340293,SPY risk-on filter failed
2011-11-25,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,635.489384506829,3504.9692582455987,SPY risk-on filter failed
2011-12-02,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,602.8515652510721,3472.331438989842,SPY risk-on filter failed
2011-12-16,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,603.5296975939557,3465.200035181433,SPY risk-on filter failed
2012-11-16,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,521.2112362747639,3558.014349124305,SPY risk-on filter failed
2014-10-17,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,729.092638607449,3916.2509389378138,SPY risk-on filter failed
2015-08-21,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,558.6766401089502,3676.538867179317,SPY risk-on filter failed
2015-08-28,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,558.6766401089502,3676.538867179317,SPY risk-on filter failed
2015-09-04,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,558.6766401089502,3676.538867179317,SPY risk-on filter failed
2015-09-11,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,558.6766401089502,3676.538867179317,SPY risk-on filter failed
2015-09-18,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,558.6766401089502,3676.538867179317,SPY risk-on filter failed
2015-09-25,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,558.6766401089502,3676.538867179317,SPY risk-on filter failed
2015-10-02,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,558.6766401089502,3676.538867179317,SPY risk-on filter failed
2015-10-09,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,558.6766401089502,3676.538867179317,SPY risk-on filter failed
2015-10-16,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,558.6766401089502,3676.538867179317,SPY risk-on filter failed
2015-11-13,A_ETF_sector_momentum,strategy_no_eligible_symbols,no_eligible_symbols,492.4870949798804,3590.227959258635,SPY risk-on filter failed
2008-01-04,D_mean_reversion,strategy_position_limit_reached,position_limit_exceeded,10.64214039452671,3010.642140394527,
2008-01-08,D_mean_reversion,strategy_position_limit_reached,position_limit_exceeded,27.77365065961835,3027.7736506596184,
2008-04-03,D_mean_reversion,strategy_position_limit_reached,position_limit_exceeded,14.860274891608867,3109.402930689895,
2008-04-03,D_mean_reversion,strategy_position_limit_reached,position_limit_exceeded,14.860274891608867,3109.402930689895,
2008-04-04,D_mean_reversion,strategy_position_limit_reached,position_limit_exceeded,16.340941217754594,3110.8835970160408,
2008-04-09,D_mean_reversion,strategy_position_limit_reached,position_limit_exceeded,11.526584276319895,3106.0692400746066,
2008-04-17,D_mean_reversion,strategy_position_limit_reached,position_limit_exceeded,12.227089373789823,3106.769745172076,
2008-04-17,D_mean_reversion,strategy_position_limit_reached,position_limit_exceeded,12.227089373789823,3106.769745172076,
2008-04-18,D_mean_reversion,strategy_position_limit_reached,position_limit_exceeded,10.165297915309889,3104.707953713596,
2008-04-18,D_mean_reversion,strategy_position_limit_reached,position_limit_exceeded,10.165297915309889,3104.707953713596,
2008-04-21,D_mean_reversion,strategy_position_limit_reached,position_limit_exceeded,-8.021488232303124,3086.521167565983,
2008-04-21,D_mean_reversion,strategy_position_limit_reached,position_limit_exceeded,-8.021488232303124,3086.521167565983,
2008-04-21,D_mean_reversion,strategy_position_limit_reached,position_limit_exceeded,-8.021488232303124,3086.521167565983,
2008-04-23,D_mean_reversion,strategy_position_limit_reached,position_limit_exceeded,-19.55540782237493,3074.987247975911,
2008-04-24,D_mean_reversion,strategy_position_limit_reached,position_limit_exceeded,-58.01999229512213,3036.522663503164,
2008-04-25,D_mean_reversion,strategy_position_limit_reached,position_limit_exceeded,-39.188554400424294,3055.3541013978625,
2008-04-25,D_mean_reversion,strategy_position_limit_reached,position_limit_exceeded,-39.188554400424294,3055.3541013978625,
2008-04-25,D_mean_reversion,strategy_position_limit_reached,position_limit_exceeded,-39.188554400424294,3055.3541013978625,
2008-04-25,D_mean_reversion,strategy_position_limit_reached,position_limit_exceeded,-39.188554400424294,3055.3541013978625,
2008-04-28,D_mean_reversion,strategy_position_limit_reached,position_limit_exceeded,-32.310652624063614,3053.434888018913,
2008-04-28,D_mean_reversion,strategy_position_limit_reached,position_limit_exceeded,-32.310652624063614,3053.434888018913,
2008-04-30,D_mean_reversion,strategy_position_limit_reached,position_limit_exceeded,-39.38544606989582,3008.681919022528,
2008-05-01,D_mean_reversion,strategy_position_limit_reached,position_limit_exceeded,-66.18350813974446,2981.8838569526793,
2008-05-07,B_ETF_trend_following,strategy_risk_cap_block,correlation_cluster_risk_exceeded,-21.748401452704698,2926.7502687647357,
2008-05-16,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,55.51551587366636,3005.8576905959762,
2008-05-20,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,76.56037336035385,3026.3365788028664,
2008-05-21,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,27.43043169799751,2977.2066371405103,
2008-09-09,E_breakout_vcb,strategy_position_limit_reached,position_limit_exceeded,-42.60138278655223,2835.119735633034,
2008-09-10,E_breakout_vcb,strategy_position_limit_reached,position_limit_exceeded,-41.93342829731417,2836.132946870971,
2009-05-21,E_breakout_vcb,strategy_position_limit_reached,position_limit_exceeded,-39.368983802085374,2700.1200402808295,
2009-06-12,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-52.33039198785445,2700.130296325141,
2009-07-06,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-84.71801248882659,2606.4656363694266,
2009-07-07,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-85.47368859148001,2567.9369500636967,
2009-07-15,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-88.21649260458616,2613.530113837858,
2009-07-16,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-70.22726673506395,2638.282452903531,
2009-07-16,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-70.22726673506395,2638.282452903531,
2009-07-16,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-70.22726673506395,2638.282452903531,
2009-07-16,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-70.22726673506395,2638.282452903531,
2009-07-17,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-64.88061802287858,2646.8207252332304,
2009-07-17,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-64.88061802287858,2646.8207252332304,
2009-07-17,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-64.88061802287858,2646.8207252332304,
2009-07-17,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-64.88061802287858,2646.8207252332304,
2009-07-17,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-64.88061802287858,2646.8207252332304,
2009-07-20,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-54.73269882218874,2662.537026426875,
2009-07-20,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-54.73269882218874,2662.537026426875,
2009-07-20,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-54.73269882218874,2662.537026426875,
2009-07-20,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-54.73269882218874,2662.537026426875,
2009-07-20,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-54.73269882218874,2662.537026426875,
2009-07-21,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-46.128502032197346,2675.119044814356,
2009-07-21,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-46.128502032197346,2675.119044814356,
2009-07-21,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-46.128502032197346,2675.119044814356,
2009-07-21,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-46.128502032197346,2675.119044814356,
2009-07-21,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-46.128502032197346,2675.119044814356,
2009-07-22,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-37.478305758294944,2688.7540645613403,
2009-07-22,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-37.478305758294944,2688.7540645613403,
2009-07-22,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-37.478305758294944,2688.7540645613403,
2009-07-22,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-37.478305758294944,2688.7540645613403,
2009-07-22,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-37.478305758294944,2688.7540645613403,
2009-07-23,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-15.0216646666982,2724.3230806669203,
2009-07-23,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-15.0216646666982,2724.3230806669203,
2009-07-23,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-15.0216646666982,2724.3230806669203,
2009-07-23,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-15.0216646666982,2724.3230806669203,
2009-07-23,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-15.0216646666982,2724.3230806669203,
2009-07-24,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-9.538313912095191,2725.1629989371236,
2009-07-24,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-9.538313912095191,2725.1629989371236,
2009-07-24,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-9.538313912095191,2725.1629989371236,
2009-07-24,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-9.538313912095191,2725.1629989371236,
2009-07-27,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-0.9833520346217739,2739.3286594432952,
2009-07-27,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-0.9833520346217739,2739.3286594432952,
2009-07-27,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-0.9833520346217739,2739.3286594432952,
2009-07-27,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-0.9833520346217739,2739.3286594432952,
2009-07-27,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-0.9833520346217739,2739.3286594432952,
2009-07-28,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-1.3625854510863036,2736.052141486338,
2009-07-28,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-1.3625854510863036,2736.052141486338,
2009-07-28,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-1.3625854510863036,2736.052141486338,
2009-07-28,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-1.3625854510863036,2736.052141486338,
2009-07-28,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-1.3625854510863036,2736.052141486338,
2009-07-29,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-0.2231399135908987,2740.1139319508275,
2009-07-29,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,-0.2231399135908987,2740.1139319508275,
2009-07-30,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,5.639425418140462,2749.392605855221,
2009-07-31,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,7.096664610071329,2749.8399830225358,
2009-07-31,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,7.096664610071329,2749.8399830225358,
2009-07-31,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,7.096664610071329,2749.8399830225358,
2009-07-31,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,7.096664610071329,2749.8399830225358,
2009-07-31,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,7.096664610071329,2749.8399830225358,
2009-08-03,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,35.07766604704712,2788.7980573319323,
2009-08-03,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,35.07766604704712,2788.7980573319323,
2009-08-03,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,35.07766604704712,2788.7980573319323,
2009-08-03,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,35.07766604704712,2788.7980573319323,
2009-08-04,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,34.72887049720261,2788.3895923071154,
2009-08-04,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,34.72887049720261,2788.3895923071154,
