window_start,window_end,final_equity,profit_dollars,total_return,max_drawdown,absolute_600_stop_hit,target_300_before_stop,target_400_before_stop,days_to_300,days_to_400,strategy_id,horizon,sampled_results_are_final,exploratory_results_are_final
2023-06-13,2023-07-27,3023.351482348769,23.351482348768968,0.007783827449589609,-51.203514269974676,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2023-06-16,2023-08-01,3055.7132990846517,55.71329908465168,0.018571099694883797,-46.81115060996308,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2023-06-22,2023-08-04,3047.2567134093774,47.256713409377426,0.015752237803125846,-47.015036630502436,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2023-06-28,2023-08-10,3011.406137447631,11.406137447630954,0.0038020458158769532,-46.46191088476235,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2023-07-03,2023-08-15,2977.094373440955,-22.905626559044777,-0.007635208853014941,-56.51060518983559,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2023-07-07,2023-08-18,3003.6948808548277,3.6948808548277157,0.001231626951609277,-68.40339838053251,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2023-07-13,2023-08-24,2964.270255592325,-35.72974440767484,-0.011909914802558319,-67.60301348766325,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2023-07-18,2023-08-29,2999.3529451844734,-0.6470548155266442,-0.0002156849385088755,-67.3531445477015,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2023-07-21,2023-09-01,2993.3859706550306,-6.614029344969367,-0.0022046764483231174,-67.33399090311559,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2023-07-27,2023-09-08,2990.851424377773,-9.148575622226872,-0.0030495252074089763,-67.14314955103191,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2023-08-01,2023-09-13,2998.5,-1.5,-0.0004999999999999449,-53.38866194059574,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2023-08-04,2023-09-18,3041.3359000404253,41.33590004042526,0.0137786333468084,-35.125405068229156,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2023-08-10,2023-09-22,3019.9174921740905,19.917492174090512,0.0066391640580301114,-35.125405068229156,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2023-08-15,2023-09-27,3044.2062369591745,44.206236959174475,0.01473541231972475,-39.66969980693739,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2023-08-18,2023-10-02,3042.6116714577565,42.61167145775653,0.014203890485918746,-39.76118693176704,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2023-08-23,2023-10-05,2967.0157872707414,-32.984212729258616,-0.010994737576419555,-89.06517171561927,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2023-08-29,2023-10-11,2907.733992386098,-92.26600761390182,-0.030755335871300638,-123.1544957292158,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2023-09-01,2023-10-16,2904.5260949207186,-95.4739050792814,-0.031824635026427184,-131.54049345346766,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2023-09-07,2023-10-19,2938.433020967899,-61.56697903210079,-0.020522326344033615,-131.76558338274936,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2023-09-13,2023-10-25,3077.349115953491,77.34911595349104,0.025783038651163714,-115.04140978347368,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2023-09-18,2023-10-30,2962.55757028785,-37.44242971214999,-0.012480809904049983,-125.11545087229297,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2023-09-21,2023-11-02,2835.1934371817283,-164.8065628182717,-0.05493552093942389,-188.50358596778096,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2023-09-27,2023-11-08,2775.7636164157916,-224.2363835842084,-0.07474546119473613,-224.2363835842084,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2023-10-02,2023-11-13,2815.714448624292,-184.2855513757081,-0.061428517125236004,-217.86339776549175,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2023-10-05,2023-11-16,2801.774829369275,-198.2251706307252,-0.0660750568769084,-198.2251706307252,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2023-10-11,2023-11-22,2843.5597275787445,-156.4402724212555,-0.05214675747375186,-200.95317243394993,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2023-10-16,2023-11-28,2812.3595769498415,-187.64042305015846,-0.06254680768338616,-215.96236919820285,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2023-10-19,2023-12-01,2786.554991801062,-213.445008198938,-0.07114833606631266,-229.63696355774528,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2023-10-25,2023-12-07,2855.840903566847,-144.15909643315308,-0.04805303214438439,-185.20866561151024,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2023-10-30,2023-12-12,2873.3896331358487,-126.61036686415127,-0.04220345562138372,-188.8964211055727,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2023-11-02,2023-12-15,2931.1068893501733,-68.89311064982667,-0.02296437021660891,-169.89633235030396,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2023-11-08,2023-12-21,2932.9612299878277,-67.03877001217234,-0.022346256670724096,-169.1347152185117,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2023-11-13,2023-12-27,2929.9613547120457,-70.0386452879543,-0.02334621509598478,-153.62589447098026,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2023-11-16,2024-01-02,3017.138002829883,17.138002829883135,0.005712667609961031,-103.19876987062298,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2023-11-21,2024-01-05,2992.7341240903643,-7.265875909635724,-0.0024219586365452628,-103.27774878793616,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2023-11-28,2024-01-11,3066.30631259944,66.30631259943993,0.02210210419981329,-39.446472412929324,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2023-12-01,2024-01-17,3040.0127122262993,40.0127122262993,0.013337570742099736,-39.45789976232618,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2023-12-06,2024-01-22,3050.4490826968945,50.44908269689449,0.016816360898964877,-39.30990535692854,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2023-12-12,2024-01-26,3001.8516396647806,1.8516396647805777,0.0006172132215935822,-38.82819721972919,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2023-12-15,2024-01-31,3013.0434838432725,13.043483843272497,0.004347827947757565,-38.89470055722495,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2023-12-20,2024-02-05,3038.132676526284,38.13267652628383,0.012710892175427979,-38.98372991210408,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2023-12-27,2024-02-09,3064.448292694617,64.44829269461707,0.021482764231538942,-38.54112393061814,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-01-02,2024-02-14,3078.083855043019,78.08385504301896,0.026027951681006245,-37.44087093878443,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-01-05,2024-02-20,3111.6019793660894,111.60197936608938,0.037200659788696466,-34.53489646980097,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-01-11,2024-02-26,3126.223958000967,126.22395800096683,0.04207465266698884,-29.145113454120747,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-01-17,2024-02-29,3063.395696220037,63.395696220036825,0.0211318987400122,-63.27302853994979,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-01-22,2024-03-05,3126.4434189158,126.44341891580007,0.04214780630526671,-30.91222689778442,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-01-26,2024-03-11,3157.086982565549,157.08698256554908,0.05236232752184966,-31.02773524984559,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-01-31,2024-03-14,3181.713467329953,181.7134673299529,0.060571155776651064,-30.96542944670182,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-02-05,2024-03-19,3165.2260300822395,165.2260300822395,0.05507534336074649,-30.780007993466825,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-02-08,2024-03-22,3115.28107031961,115.28107031961008,0.038427023439870034,-30.24530441334764,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-02-14,2024-03-28,3126.04242612914,126.04242612914004,0.042014142043046654,-30.00986277300035,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-02-20,2024-04-03,3116.642634234896,116.64263423489592,0.03888087807829854,-29.95157737716454,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-02-23,2024-04-08,3086.7153165822124,86.71531658221238,0.028905105527404107,-29.679812886031414,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-02-29,2024-04-12,3059.4582589202532,59.45825892025323,0.01981941964008449,-32.12668624729895,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-03-05,2024-04-17,3036.38239201539,36.382392015389996,0.012127464005130095,-54.35343479484618,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-03-08,2024-04-22,3001.761956464664,1.7619564646638537,0.0005873188215546055,-58.713887664765934,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-03-14,2024-04-26,2996.87839207064,-3.121607929359925,-0.0010405359764532607,-67.28170500801434,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-03-19,2024-05-01,2946.1252168410747,-53.87478315892531,-0.017958261052975155,-93.68287653401785,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-03-22,2024-05-06,2933.8081834786485,-66.19181652135148,-0.022063938840450548,-101.08137243256624,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-03-28,2024-05-10,2926.5458050132183,-73.45419498678166,-0.024484731662260506,-120.2127022738191,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-04-03,2024-05-15,2924.332376639974,-75.66762336002603,-0.025222541120008657,-120.341081452651,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-04-08,2024-05-20,3015.6264790206665,15.626479020666466,0.005208826340222128,-120.40535427255463,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-04-12,2024-05-24,2972.142922418936,-27.857077581064004,-0.009285692527021383,-91.50609083239624,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-04-17,2024-05-30,2994.4507388354264,-5.549261164573636,-0.0018497537215245163,-76.7242555038215,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-04-22,2024-06-04,2919.4724048460384,-80.52759515396156,-0.026842531717987228,-147.7661817106682,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-04-25,2024-06-07,2926.744205617532,-73.25579438246814,-0.024418598127489366,-175.03920768936632,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-05-01,2024-06-13,2903.937928391796,-96.06207160820395,-0.03202069053606793,-200.12000202978516,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-05-06,2024-06-18,2919.127466229684,-80.87253377031584,-0.026957511256771927,-201.73753727238818,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-05-09,2024-06-24,2947.9081321983194,-52.091867801680564,-0.017363955933893505,-138.3579963445054,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-05-15,2024-06-28,2963.616247670788,-36.3837523292118,-0.012127917443070624,-200.33815318828374,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-05-20,2024-07-03,2910.780483164842,-89.21951683515817,-0.02973983894505272,-195.87693974481272,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-05-23,2024-07-09,2944.685190949634,-55.314809050365966,-0.0184382696834553,-171.18911283301895,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-05-30,2024-07-15,2943.4568044522052,-56.54319554779477,-0.018847731849264915,-132.38944487614071,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-06-04,2024-07-18,2990.8410424049275,-9.15895759507248,-0.003052985865024116,-81.32219939890138,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-06-07,2024-07-23,3031.1209078472243,31.120907847224316,0.0103736359490747,-101.41285756707157,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-06-13,2024-07-29,2986.9220999661334,-13.077900033866626,-0.004359300011288925,-158.39754075777682,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-06-18,2024-08-01,2895.5747558402763,-104.42524415972366,-0.03480841471990792,-220.07215410912568,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-06-24,2024-08-06,2703.258402620317,-296.74159737968284,-0.09891386579322758,-377.9936956798624,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-06-28,2024-08-12,2740.146035096514,-259.85396490348603,-0.08661798830116196,-375.0618275069137,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-07-03,2024-08-15,2747.4766295326813,-252.52337046731873,-0.08417445682243963,-370.13652289652737,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-07-09,2024-08-20,2756.844652368052,-243.1553476319482,-0.08105178254398271,-370.86701571850654,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-07-15,2024-08-26,2782.4727152590185,-217.5272847409815,-0.07250909491366053,-346.4399141873673,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-07-18,2024-08-29,2815.30850165713,-184.6914983428701,-0.06156383278095667,-303.9763712608028,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-07-23,2024-09-04,2862.4926160128516,-137.5073839871484,-0.045835794662382745,-282.1976953306298,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-07-26,2024-09-09,2913.23203716537,-86.76796283463,-0.028922654278209947,-239.27961899349475,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-08-01,2024-09-13,3044.8272477543765,44.82724775437646,0.014942415918125507,-55.59216404475637,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-08-06,2024-09-18,2965.2724315015084,-34.727568498491564,-0.011575856166163856,-74.47613031207766,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-08-09,2024-09-23,3005.9900872470903,5.990087247090287,0.001996695749030053,-82.9719624285176,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-08-15,2024-09-27,3025.40443124509,25.40443124509011,0.008468143748363355,-82.40193152986649,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-08-20,2024-10-02,2987.606432862569,-12.393567137431091,-0.004131189045810335,-79.57415612644127,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-08-23,2024-10-07,3003.359573506446,3.3595735064459404,0.0011198578354820743,-77.64611493123584,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-08-29,2024-10-11,3077.439724726473,77.43972472647283,0.02581324157549103,-77.91315076665751,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-09-04,2024-10-16,3072.6682996748127,72.66829967481272,0.024222766558270825,-77.64611493123584,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-09-09,2024-10-21,3084.122599778779,84.1225997787792,0.028040866592926372,-77.49855180716895,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-09-13,2024-10-25,3043.7776882900857,43.777688290085734,0.01459256276336185,-69.22963838763599,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-09-18,2024-10-30,3185.766381752788,185.76638175278822,0.06192212725092938,-70.32640334472899,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-09-23,2024-11-04,3107.236693954762,107.2366939547619,0.0357455646515874,-69.77370835267948,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-09-27,2024-11-08,3028.219710891128,28.219710891128216,0.009406570297042727,-98.68405407478849,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-10-02,2024-11-13,3069.7285841029857,69.72858410298568,0.02324286136766185,-109.14083692514441,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-10-07,2024-11-18,3099.9874764762694,99.98747647626942,0.0333291588254232,-109.56061775852913,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-10-10,2024-11-21,3164.893453487695,164.89345348769484,0.0549644844958983,-108.2697080410785,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-10-16,2024-11-27,3142.7884584379426,142.7884584379426,0.04759615281264762,-107.08931070079461,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-10-21,2024-12-03,3053.425684467714,53.425684467713836,0.01780856148923804,-106.48882275752794,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-10-24,2024-12-06,3107.141594081537,107.14159408153682,0.03571386469384552,-108.64135749424713,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-10-30,2024-12-12,3084.549470368639,84.54947036863905,0.028183156789546304,-98.58169953644529,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-11-04,2024-12-17,3201.616872267269,201.61687226726917,0.0672056240890897,-95.38576337121367,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-11-07,2024-12-20,3230.366244476775,230.36624447677514,0.07678874815892511,-95.67220986339498,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-11-13,2024-12-27,3165.1765585116227,165.17655851162272,0.05505885283720757,-95.38576337121367,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-11-18,2025-01-02,3203.5842941973187,203.58429419731874,0.06786143139910616,-94.81800014684814,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-11-21,2025-01-07,3011.7622074218193,11.762207421819312,0.003920735807273035,-147.57141524880444,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-11-27,2025-01-14,3173.6774203817267,173.67742038172673,0.05789247346057569,-82.24646993113765,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-12-03,2025-01-17,3071.433210688329,71.43321068832893,0.023811070229442954,-52.82803871415035,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-12-06,2025-01-23,3084.80551110826,84.8055111082599,0.028268503702753245,-52.58152618414533,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-12-12,2025-01-29,3163.496512439405,163.4965124394048,0.054498837479801665,-82.0111537270277,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-12-17,2025-02-03,3101.371582335042,101.37158233504215,0.033790527445014096,-80.3726500222333,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-12-20,2025-02-06,3115.171219075122,115.17121907512183,0.038390406358373985,-70.77509852062258,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2024-12-26,2025-02-11,3142.47126403577,142.47126403577022,0.04749042134525672,-71.44452610774124,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2025-01-02,2025-02-18,3206.4021299184865,206.40212991848648,0.06880070997282872,-70.72957945657527,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2025-01-07,2025-02-21,3192.67821556516,192.67821556515992,0.06422607185505336,-70.80548223282176,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2025-01-13,2025-02-26,3037.1565487420635,37.15654874206348,0.012385516247354511,-119.10400082955994,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2025-01-17,2025-03-04,3036.1251590128895,36.125159012889526,0.012041719670963236,-154.68031982640878,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2025-01-23,2025-03-07,3010.929361037205,10.929361037205126,0.003643120345734996,-153.29113827414585,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2025-01-28,2025-03-12,3064.8292662212843,64.82926622128434,0.021609755407094866,-155.82086050094495,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2025-02-03,2025-03-18,3088.194046409349,88.19404640934908,0.029398015469783045,-154.35749436435663,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2025-02-06,2025-03-21,3062.4956687645654,62.49566876456538,0.02083188958818849,-152.7634450848136,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2025-02-11,2025-03-26,3033.5675955664647,33.56759556646466,0.01118919852215483,-152.8686843842156,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2025-02-18,2025-04-01,2995.6572709663083,-4.3427290336917395,-0.001447576344563939,-148.32145277047903,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2025-02-21,2025-04-04,2918.68828169193,-81.31171830806989,-0.02710390610268998,-106.22614628959946,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2025-02-26,2025-04-09,2883.361686917171,-116.63831308282897,-0.038879437694276375,-213.3516879149215,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2025-03-04,2025-04-15,2892.601107433289,-107.39889256671086,-0.03579963085557025,-249.7730563143864,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2025-03-07,2025-04-21,2910.2891520290013,-89.71084797099866,-0.029903615990332866,-249.60120618294786,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2025-03-12,2025-04-24,2923.8728262787245,-76.12717372127554,-0.025375724573758474,-249.25823162735196,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2025-03-18,2025-04-30,2853.1468084450285,-146.85319155497154,-0.04895106385165715,-245.04922657715224,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2025-03-21,2025-05-05,2777.3597195497623,-222.6402804502377,-0.07421342681674592,-262.8191020030022,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2025-03-26,2025-05-08,2821.1532538221545,-178.8467461778455,-0.05961558205928186,-265.5081261911905,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2025-03-31,2025-05-13,2821.2242630864816,-178.77573691351836,-0.05959191230450611,-262.36867628499795,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2025-04-04,2025-05-19,2880.0148005767705,-119.98519942322946,-0.03999506647440987,-161.55844116219214,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2025-04-09,2025-05-22,2974.8047653853782,-25.195234614621768,-0.008398411538207307,-106.62758283312269,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2025-04-14,2025-05-28,2941.2925835698848,-58.707416430115245,-0.01956913881003841,-113.33449509554612,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2025-04-21,2025-06-03,2879.176648259064,-120.82335174093578,-0.04027445058031187,-140.66498951391304,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2025-04-24,2025-06-06,2893.211781984366,-106.7882180156339,-0.03559607267187792,-139.81910230116364,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2025-04-29,2025-06-11,2900.8175292433693,-99.18247075663066,-0.03306082358554352,-133.06636226599676,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2025-05-05,2025-06-17,2980.6797318789404,-19.3202681210596,-0.006440089373686564,-95.11770090109803,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2025-05-08,2025-06-23,2954.2636104810654,-45.73638951893463,-0.015245463172978257,-94.59924897947394,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2025-05-13,2025-06-26,2951.079801781908,-48.92019821809208,-0.016306732739364005,-94.97832542953984,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2025-05-19,2025-07-02,2973.56550905557,-26.434490944429854,-0.008811496981476652,-80.30050734957604,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2025-05-22,2025-07-08,3003.5193338015656,3.519333801565608,0.0011731112671884425,-70.78726885847937,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2025-05-28,2025-07-11,3065.698535903822,65.69853590382218,0.02189951196794082,-31.666494287537716,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2025-06-03,2025-07-17,3106.5462047334154,106.54620473341538,0.035515401577805195,-31.98128242069879,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
2025-06-06,2025-07-22,2962.2323929180657,-37.76760708193433,-0.012589202360644758,-154.7008520194072,False,False,False,,,mf_wrapper_top1_trend_v1,30,False,False
