run_id,lane,strategy,instrument_family,credibility_tier,data_source,start_date,end_date,starting_equity,target_300_equity,target_400_equity,absolute_stop_equity,trailing_drawdown_dollars,project_stop_mode,leverage_model,leverage_multiplier,standard_or_stress,cost_model,spread_slippage_per_side,financing_cost_assumption,unconditional_final_equity,stop_enforced_final_equity,total_return_unconditional,total_return_stop_enforced,max_equity,min_equity,max_drawdown_dollars,max_drawdown_pct,absolute_floor_stop_hit,trailing_drawdown_stop_hit,any_project_stop_hit,first_project_stop_date,first_project_stop_type,equity_at_first_project_stop,target_300_hit,target_300_before_stop,target_300_first_date,target_400_hit,target_400_before_stop,target_400_first_date,days_to_target_300,days_to_target_400,days_to_first_stop,time_in_market,number_of_trades_or_rebalances,turnover_estimate,benchmark_name,benchmark_stop_enforced_final_equity,benchmark_target_300_before_stop,benchmark_target_400_before_stop,result_status,audit_verdict,main_failure_mode,notes
20260531_033011,simulated_leverage_scenario,crypto_buy_hold_equal_weight,crypto_spot,Tier 1 exploratory screen; approximate simulated leverage,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_simulated_leverage,2.0,standard,spread_slippage_per_side_plus_financing,0.002,0.08,321.5051537993657,2081.4604296319267,,,4668.194670683028,20.511893691307996,-4552.076768380889,-0.9931627021028973,True,True,True,2018-02-02,absolute_floor,2081.4604296319267,True,False,2021-05-01,True,False,2021-05-01,1216.0,1216.0,32.0,0.9899088541666666,2.0,1.0,BTC_buy_hold,3203.1665680656724,True,True,exploratory,too_risky,simulated leverage increased stop risk,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_033011,crypto_spot_momentum,crypto_time_series_momentum,crypto_spot,Tier 1 exploratory screen,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,standard,spread_slippage_per_side,0.001,0.0,28885.46845298727,4238.299992532238,,,37109.70345498121,2372.276450408637,-19215.844050937,-0.6424906679166281,True,True,True,2019-06-09,trailing_drawdown,4238.299992532238,True,True,2019-05-10,True,True,2019-05-11,494.0,495.0,524.0,0.5172526041666666,65.0,50.0,BTC_buy_hold,3203.1665680656724,True,True,non_final,exploratory_only,project stop hit in exploratory lane,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_033011,simulated_leverage_scenario,crypto_time_series_momentum,crypto_spot,Tier 1 exploratory screen; approximate simulated leverage,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_simulated_leverage,1.5,standard,spread_slippage_per_side_plus_financing,0.0015,0.05,29208.740318658627,4912.532363143406,,,52850.511928378735,1505.9015083862453,-44297.151838284524,-0.8398114985756611,True,True,True,2019-05-17,trailing_drawdown,4912.532363143406,True,True,2019-05-09,True,True,2019-05-10,493.0,494.0,501.0,0.5172526041666666,65.0,50.0,BTC_buy_hold,3203.1665680656724,True,True,exploratory,too_risky,simulated leverage increased stop risk,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_033011,simulated_leverage_scenario,crypto_time_series_momentum,crypto_spot,Tier 1 exploratory screen; approximate simulated leverage,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_simulated_leverage,2.0,standard,spread_slippage_per_side_plus_financing,0.002,0.08,9549.458097841138,5605.7279817354,,,46152.92327186635,563.7714583896491,-43451.60538029736,-0.9562061070980945,True,True,True,2019-05-17,trailing_drawdown,5605.7279817354,True,True,2019-05-08,True,True,2019-05-10,492.0,494.0,501.0,0.5172526041666666,65.0,50.0,BTC_buy_hold,3203.1665680656724,True,True,exploratory,too_risky,simulated leverage increased stop risk,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_033011,crypto_spot_momentum,crypto_cross_sectional_momentum,crypto_spot,Tier 1 exploratory screen,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,standard,spread_slippage_per_side,0.001,0.0,35275.74280980671,2349.3803323063958,,,61409.19455225453,2161.1960355064493,-48034.4874644582,-0.7822035090133698,True,True,True,2018-11-14,absolute_floor,2349.3803323063958,True,False,2019-05-08,True,False,2019-05-09,492.0,493.0,317.0,0.5784505208333334,65.0,81.0,BTC_buy_hold,3203.1665680656724,True,True,non_final,exploratory_only,project stop hit in exploratory lane,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_033011,simulated_leverage_scenario,crypto_cross_sectional_momentum,crypto_spot,Tier 1 exploratory screen; approximate simulated leverage,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_simulated_leverage,1.5,standard,spread_slippage_per_side_plus_financing,0.0015,0.05,31265.628567486747,2374.148620929997,,,135567.64447605706,1787.2835262792935,-125617.09640066442,-0.9266008632528093,True,True,True,2018-07-10,absolute_floor,2374.148620929997,True,False,2019-05-08,True,False,2019-05-09,492.0,493.0,190.0,0.5784505208333334,65.0,81.0,BTC_buy_hold,3203.1665680656724,True,True,exploratory,too_risky,simulated leverage increased stop risk,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_033011,simulated_leverage_scenario,crypto_cross_sectional_momentum,crypto_spot,Tier 1 exploratory screen; approximate simulated leverage,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_simulated_leverage,2.0,standard,spread_slippage_per_side_plus_financing,0.002,0.08,7626.2718472160805,2264.391030923097,,,134783.27271693893,883.5594777182903,-132207.7500625906,-0.9808913776729756,True,True,True,2018-05-11,absolute_floor,2264.391030923097,True,False,2019-05-08,True,False,2019-05-09,492.0,493.0,130.0,0.5784505208333334,65.0,81.0,BTC_buy_hold,3203.1665680656724,True,True,exploratory,too_risky,simulated leverage increased stop risk,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_033011,crypto_spot_momentum,crypto_dual_momentum_cash_filter,crypto_spot,Tier 1 exploratory screen,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,standard,spread_slippage_per_side,0.001,0.0,63227.353034982625,4443.36308966382,,,85350.67928411315,2919.5675557479417,-36248.198429371245,-0.6405730186573844,False,True,True,2019-06-04,trailing_drawdown,4443.36308966382,True,True,2019-05-03,True,True,2019-05-08,487.0,492.0,519.0,0.5172526041666666,42.0,56.0,BTC_buy_hold,3203.1665680656724,True,True,non_final,exploratory_only,project stop hit in exploratory lane,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_033011,simulated_leverage_scenario,crypto_dual_momentum_cash_filter,crypto_spot,Tier 1 exploratory screen; approximate simulated leverage,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_simulated_leverage,1.5,standard,spread_slippage_per_side_plus_financing,0.0015,0.05,83631.71756156973,4917.6354212486995,,,137215.11500392068,2473.621768096226,-105292.17455085076,-0.83243552691817,False,True,True,2019-05-17,trailing_drawdown,4917.6354212486995,True,True,2019-04-23,True,True,2019-05-03,477.0,487.0,501.0,0.5172526041666666,42.0,56.0,BTC_buy_hold,3203.1665680656724,True,True,exploratory,too_risky,simulated leverage increased stop risk,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_033011,simulated_leverage_scenario,crypto_dual_momentum_cash_filter,crypto_spot,Tier 1 exploratory screen; approximate simulated leverage,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_simulated_leverage,2.0,standard,spread_slippage_per_side_plus_financing,0.002,0.08,32975.76759064743,5623.519967726846,,,132266.8878613962,1076.574710621686,-124244.00276056278,-0.9393432080352517,True,True,True,2019-05-17,trailing_drawdown,5623.519967726846,True,True,2019-04-23,True,True,2019-05-03,477.0,487.0,501.0,0.5172526041666666,42.0,56.0,BTC_buy_hold,3203.1665680656724,True,True,exploratory,too_risky,simulated leverage increased stop risk,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_033011,crypto_spot_momentum,BTC_buy_hold,crypto_spot,Tier 1 exploratory screen,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,stress,spread_slippage_per_side,0.003,0.0,16174.04476724952,3197.3214325621716,,,27328.742703640746,709.0567807994876,-13592.99340335382,-0.8153271113852912,True,True,True,2018-01-09,trailing_drawdown,3197.3214325621716,True,True,2018-01-03,True,True,2018-01-04,2.0,3.0,8.0,0.9996744791666666,1.0,1.0,BTC_buy_hold,3197.3214325621716,True,True,non_final,exploratory_only,project stop hit in exploratory lane,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_033011,simulated_leverage_scenario,BTC_buy_hold,crypto_spot,Tier 1 exploratory screen; approximate simulated leverage,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_simulated_leverage,1.5,stress,spread_slippage_per_side_plus_financing,0.0045000000000000005,0.05,7731.937784958815,3448.545067396958,,,18255.473502411543,263.0206138129254,-12016.35381579517,-0.9388519030145903,True,True,True,2018-01-08,trailing_drawdown,3448.545067396958,True,True,2018-01-02,True,True,2018-01-02,1.0,1.0,7.0,0.9996744791666666,1.0,1.0,BTC_buy_hold,3197.3214325621716,True,True,exploratory,too_risky,simulated leverage increased stop risk,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_033011,simulated_leverage_scenario,BTC_buy_hold,crypto_spot,Tier 1 exploratory screen; approximate simulated leverage,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_simulated_leverage,2.0,stress,spread_slippage_per_side_plus_financing,0.006,0.08,1005.9961429757989,3545.819719336405,,,5655.085525555957,63.320521439827175,-5524.758130969914,-0.9867820255409342,True,True,True,2018-01-08,trailing_drawdown,3545.819719336405,True,True,2018-01-02,True,True,2018-01-02,1.0,1.0,7.0,0.9996744791666666,1.0,1.0,BTC_buy_hold,3197.3214325621716,True,True,exploratory,too_risky,simulated leverage increased stop risk,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_033011,crypto_spot_momentum,ETH_buy_hold,crypto_spot,Tier 1 exploratory screen,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,stress,spread_slippage_per_side,0.003,0.0,7846.064135698688,4080.530838491954,,,18709.931938219503,326.49320172917965,-14787.372364791154,-0.9396254038538314,True,True,True,2018-01-16,trailing_drawdown,4080.530838491954,True,True,2018-01-02,True,True,2018-01-02,1.0,1.0,15.0,0.9996744791666666,1.0,1.0,BTC_buy_hold,3197.3214325621716,True,True,non_final,exploratory_only,project stop hit in exploratory lane,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_033011,simulated_leverage_scenario,ETH_buy_hold,crypto_spot,Tier 1 exploratory screen; approximate simulated leverage,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_simulated_leverage,1.5,stress,spread_slippage_per_side_plus_financing,0.0045000000000000005,0.05,949.9248465423518,5330.487936167776,,,9340.261596393928,59.35689062990344,-8639.430747787745,-0.9915699850444798,True,True,True,2018-01-11,trailing_drawdown,5330.487936167776,True,True,2018-01-02,True,True,2018-01-02,1.0,1.0,10.0,0.9996744791666666,1.0,1.0,BTC_buy_hold,3197.3214325621716,True,True,exploratory,too_risky,simulated leverage increased stop risk,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_033011,simulated_leverage_scenario,ETH_buy_hold,crypto_spot,Tier 1 exploratory screen; approximate simulated leverage,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_simulated_leverage,2.0,stress,spread_slippage_per_side_plus_financing,0.006,0.08,12.66323754874768,6259.490264609236,,,8997.926799336232,2.9563057030951114,-8994.970493633136,-0.9996714459042595,True,True,True,2018-01-11,trailing_drawdown,6259.490264609236,True,True,2018-01-02,True,True,2018-01-02,1.0,1.0,10.0,0.9996744791666666,1.0,1.0,BTC_buy_hold,3197.3214325621716,True,True,exploratory,too_risky,simulated leverage increased stop risk,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_033011,crypto_spot_momentum,crypto_buy_hold_equal_weight,crypto_spot,Tier 1 exploratory screen,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,stress,spread_slippage_per_side,0.003,0.0,13601.309029194224,2327.6714013218507,,,26694.82858226852,476.8311315835417,-14835.660772545443,-0.8410562894721527,True,True,True,2018-02-04,absolute_floor,2327.6714013218507,True,False,2020-11-30,True,False,2020-12-16,1064.0,1080.0,34.0,0.9899088541666666,2.0,1.0,BTC_buy_hold,3197.3214325621716,True,True,non_final,exploratory_only,project stop hit in exploratory lane,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_033011,simulated_leverage_scenario,crypto_buy_hold_equal_weight,crypto_spot,Tier 1 exploratory screen; approximate simulated leverage,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_simulated_leverage,1.5,stress,spread_slippage_per_side_plus_financing,0.0045000000000000005,0.05,4546.407452650667,2286.0648577687407,,,14523.797328759854,145.52367881449737,-13219.587944382713,-0.9514921070618342,True,True,True,2018-02-02,absolute_floor,2286.0648577687407,True,False,2021-01-05,True,False,2021-01-05,1100.0,1100.0,32.0,0.9899088541666666,2.0,1.0,BTC_buy_hold,3197.3214325621716,True,True,exploratory,too_risky,simulated leverage increased stop risk,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_033011,simulated_leverage_scenario,crypto_buy_hold_equal_weight,crypto_spot,Tier 1 exploratory screen; approximate simulated leverage,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_simulated_leverage,2.0,stress,spread_slippage_per_side_plus_financing,0.006,0.08,318.36890704687505,2061.156016356662,,,4622.656954715178,20.311802466590265,-4507.6717695396455,-0.9932293991778033,True,True,True,2018-02-02,absolute_floor,2061.156016356662,True,False,2021-05-01,True,False,2021-05-03,1216.0,1218.0,32.0,0.9899088541666666,2.0,1.0,BTC_buy_hold,3197.3214325621716,True,True,exploratory,too_risky,simulated leverage increased stop risk,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
