run_id,experiment_id,display_name,experiment_type,family_group,strategy_family,evidence_tier,run_status,starting_equity,independent_account,shared_capital,standard_or_stress,final_validation_completed,sampled_results_are_final,unconditional_final_equity,stop_enforced_final_equity,total_return_unconditional,total_return_stop_enforced,max_equity,min_equity,max_drawdown_dollars,max_drawdown_pct,any_project_stop_hit,first_project_stop_date,target_300_before_stop,target_400_before_stop,target_600_before_stop,target_900_before_stop,target_1200_before_stop,days_to_target_300,days_to_target_400,days_to_target_600,days_to_target_900,days_to_target_1200,stress_degradation,run_validation_scope,selected_horizons,omitted_horizons,selected_horizons_completed,full_horizon_validation_completed,candidate_exhaustive_completed,reduced_validation,reduced_validation_reason,evidence_finality,risk_framework_verdict,profit_verdict,promotion_blockers,notes,accounting_integrity_status,rolling_rebase_check_passed,buy_hold_reference_check_passed,combination_return_check_passed,profit_results_usable,integrity_error_count,integrity_notes,canonical_rule_hash,duplicate_of,duplicate_status,qqq_selection_frequency,spy_selection_frequency,gld_selection_frequency,ief_selection_frequency,bil_allocation_frequency,max_single_asset_allocation,qqq_allocation_share,equity_asset_allocation_share,defensive_asset_allocation_share,concentration_warning,equity_beta_duplicate_warning,mtum_selection_frequency,vtv_selection_frequency,qual_selection_frequency,usmv_selection_frequency,mtum_allocation_share,vtv_allocation_share,qual_allocation_share,usmv_allocation_share,spy_allocation_share,bil_allocation_share,max_single_etf_allocation,equity_factor_allocation_share,cash_treasury_allocation_share,xlb_selection_frequency,xle_selection_frequency,xlf_selection_frequency,xli_selection_frequency,xlk_selection_frequency,xlp_selection_frequency,xlu_selection_frequency,xlv_selection_frequency,xly_selection_frequency,xlb_allocation_share,xle_allocation_share,xlf_allocation_share,xli_allocation_share,xlk_allocation_share,xlp_allocation_share,xlu_allocation_share,xlv_allocation_share,xly_allocation_share,equity_sector_allocation_share,max_single_sector_allocation,top_sector_dominance,sector_turnover,required_label,wrapper_proxy_warning,short_history_warning,dbmf_selection_frequency,kmlm_selection_frequency,dbmf_allocation_share,kmlm_allocation_share,max_single_proxy_allocation,proxy_concentration_warning,too_slow_warning,wrapper_proxy_only_warning,direct_futures_claim_disallowed,correlation_to_combo_if_available,correlation_to_top2_if_available,correlation_to_spy200d_if_available,drawdown_coincidence_warning_if_available,fixed_combination_batch_warning,component_combo_allocation_share,component_top2_allocation_share,component_managed_futures_allocation_share,max_single_sleeve_allocation,duplicate_correlation_warning,correlation_diagnostics_status,drawdown_coincidence_diagnostics_status
20260606_153017,asset_class_tsmom_top2_v1,Asset Class TSMOM Top 2,strategy_variant,multi_asset_etf,asset_class_time_series_momentum,tier2_credible_prototype,completed,3000.0,True,False,standard,False,False,15208.240747332084,3014.7451086717447,4.069413582444028,0.004915036223914981,16570.686676390997,2918.725314376858,-2135.342750112848,0.12886265921346318,True,2008-08-14,True,True,True,False,False,255,267,301,731.0,941.0,6.014357428612129,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared asset-class TSMOM top-2 SPY/GLD/IEF with BIL fallback; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",d03c7e83b354051ab0ccde6b79b46577eb8f5a2592a21bff790cf944a2fb458a,,canonical_unique,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,False,False,False,False,,,,False,False,,,,,False,not_applicable,not_applicable
20260606_153017,asset_class_tsmom_top2_v1,Asset Class TSMOM Top 2,strategy_variant,multi_asset_etf,asset_class_time_series_momentum,tier2_credible_prototype,completed,3000.0,True,False,stress,False,False,14618.711175588356,3008.7307512431325,3.872903725196119,0.0029102504143774244,15944.455444668547,2909.9938464540724,-2054.644928310576,0.12886265921346352,True,2008-08-14,True,True,True,False,False,255,267,301,734.0,944.0,6.014357428612129,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared asset-class TSMOM top-2 SPY/GLD/IEF with BIL fallback; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",d03c7e83b354051ab0ccde6b79b46577eb8f5a2592a21bff790cf944a2fb458a,,canonical_unique,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,False,False,False,False,,,,False,False,,,,,False,not_applicable,not_applicable
20260606_153017,qqq_spy_gld_ief_dual_momentum_v1,QQQ/SPY/GLD/IEF Dual Momentum,strategy_variant,dual_momentum,QQQ/SPY/GLD/IEF dual momentum,tier2_credible_prototype,completed,3000.0,True,False,standard,False,False,15188.79956336798,2978.6681200252387,4.062933187789326,-0.007110626658253794,18057.45516623578,2755.3007569061715,-3981.5007210453696,0.22049068843820616,True,2008-08-11,True,True,True,False,False,266,284,300,701.0,731.0,7.382374648690984,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared QQQ/SPY/GLD/IEF dual momentum top-1 with BIL fallback; cache-only research_sample row; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",e28c5359ddd67b84ac52f33473ddeb179810fd8e6e06758efe312beb592a81cb,,canonical_unique,0.45862351495288817,0.10712822613682917,0.29270790659565754,0.0680049160180254,0.0733306022122081,0.45862351495288817,0.45862351495288817,0.5657517410897174,0.43404342482589103,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,False,False,False,False,,,,False,False,,,,,False,not_applicable,not_applicable
20260606_153017,qqq_spy_gld_ief_dual_momentum_v1,QQQ/SPY/GLD/IEF Dual Momentum,strategy_variant,dual_momentum,QQQ/SPY/GLD/IEF dual momentum,tier2_credible_prototype,completed,3000.0,True,False,stress,False,False,14169.477714164417,2971.2857453765478,3.723159238054806,-0.009571418207817373,16845.617554239787,2751.1870352208985,-3862.740522222227,0.22930239926110835,True,2008-08-11,True,True,True,False,False,267,284,300,701.0,735.0,7.382374648690984,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared QQQ/SPY/GLD/IEF dual momentum top-1 with BIL fallback; cache-only research_sample row; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",e28c5359ddd67b84ac52f33473ddeb179810fd8e6e06758efe312beb592a81cb,,canonical_unique,0.45862351495288817,0.10712822613682917,0.29270790659565754,0.0680049160180254,0.0733306022122081,0.45862351495288817,0.45862351495288817,0.5657517410897174,0.43404342482589103,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,False,False,False,False,,,,False,False,,,,,False,not_applicable,not_applicable
20260606_153017,value_momentum_factor_etf_rotation_v1,Value/Momentum Factor ETF Rotation,strategy_variant,factor_rotation,value_momentum_quality_lowvol_rotation,tier2_credible_prototype,completed,3000.0,True,False,standard,False,False,13493.475643871421,3251.1511202528777,3.4978252146238074,0.0837170400842926,13493.475643871421,2901.6992873944046,-2800.128066710502,0.20751718390526666,True,2010-08-19,True,True,True,False,False,679,701,760,1542.0,1601.0,17.885838525729014,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared value/momentum factor ETF top-2 rotation Option A with BIL fallback; cache-only research_sample row; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",d8076585138af3db89e9a89ef885243d4fd7c69cb836ce368f4f1ddb6982ff7f,,canonical_unique,,0.44653830397378125,,,0.271200327734535,,,,,False,True,0.308480131093814,0.35907414993854975,0.20647275706677592,0.19766489143793528,0.154240065546907,0.17953707496927487,0.10323637853338796,0.09883244571896764,0.22326915198689062,0.24068004916018026,0.24068004916018026,0.7591151167554282,0.24068004916018026,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,False,False,False,False,,,,False,False,,,,,False,not_applicable,not_applicable
20260606_153017,value_momentum_factor_etf_rotation_v1,Value/Momentum Factor ETF Rotation,strategy_variant,factor_rotation,value_momentum_quality_lowvol_rotation,tier2_credible_prototype,completed,3000.0,True,False,stress,False,False,12790.196267438052,3233.2652817271487,3.263398755812684,0.07775509390904967,12790.196267438052,2894.4447061768983,-2709.118056618272,0.21181207856170947,True,2010-08-19,True,True,True,False,False,680,701,761,1553.0,1642.0,17.885838525729014,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared value/momentum factor ETF top-2 rotation Option A with BIL fallback; cache-only research_sample row; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",d8076585138af3db89e9a89ef885243d4fd7c69cb836ce368f4f1ddb6982ff7f,,canonical_unique,,0.44653830397378125,,,0.271200327734535,,,,,False,True,0.308480131093814,0.35907414993854975,0.20647275706677592,0.19766489143793528,0.154240065546907,0.17953707496927487,0.10323637853338796,0.09883244571896764,0.22326915198689062,0.24068004916018026,0.24068004916018026,0.7591151167554282,0.24068004916018026,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,False,False,False,False,,,,False,False,,,,,False,not_applicable,not_applicable
20260606_153017,sector_top2_momentum_simple_v1,Simple Sector ETF Top-2 Momentum,strategy_variant,sector_momentum,core_nine_sector_top2_momentum,tier2_credible_prototype,completed,3000.0,True,False,standard,False,False,11582.729107152809,2593.4031385100902,2.86090970238427,-0.13553228716330323,11984.741362863268,2593.4031385100902,-2704.9075665494092,0.2256959482605957,True,2009-07-07,False,False,False,False,False,679,681,809,833.0,1553.0,19.365523433843464,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared core-nine sector top-2 momentum with BIL fallback; XLC/XLRE excluded; cache-only research_sample row; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",cc55289ff6df4808dd4408d421239cd12b7dec5a1254598e5fcec51d1ff0a527,,canonical_unique,,,,,0.12064727570667759,,,,,False,True,,,,,,,,,,0.10764031134780827,,,0.10764031134780827,0.10671855796804589,0.24825891028267102,0.22019664072101597,0.12126177795985252,0.31503482179434655,0.13416632527652603,0.20503891847603442,0.18783285538713643,0.2458009012699713,0.05335927898402294,0.12412945514133551,0.11009832036050798,0.06063088897992626,0.15751741089717328,0.06708316263826301,0.10251945923801721,0.09391642769356821,0.12290045063498566,0.8921548545678001,0.15751741089717328,0.15751741089717328,0.035026628430970916,,False,False,,,,,,False,False,False,False,,,,False,False,,,,,False,not_applicable,not_applicable
20260606_153017,sector_top2_momentum_simple_v1,Simple Sector ETF Top-2 Momentum,strategy_variant,sector_momentum,core_nine_sector_top2_momentum,tier2_credible_prototype,completed,3000.0,True,False,stress,False,False,10633.046600359616,2574.0376150762468,2.5443488667865384,-0.1419874616412511,11013.182492893311,2574.0376150762468,-2500.976912223776,0.227089391630224,True,2009-07-07,False,False,False,False,False,680,681,814,1519.0,1569.0,19.365523433843464,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared core-nine sector top-2 momentum with BIL fallback; XLC/XLRE excluded; cache-only research_sample row; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",cc55289ff6df4808dd4408d421239cd12b7dec5a1254598e5fcec51d1ff0a527,,canonical_unique,,,,,0.12064727570667759,,,,,False,True,,,,,,,,,,0.10764031134780827,,,0.10764031134780827,0.10671855796804589,0.24825891028267102,0.22019664072101597,0.12126177795985252,0.31503482179434655,0.13416632527652603,0.20503891847603442,0.18783285538713643,0.2458009012699713,0.05335927898402294,0.12412945514133551,0.11009832036050798,0.06063088897992626,0.15751741089717328,0.06708316263826301,0.10251945923801721,0.09391642769356821,0.12290045063498566,0.8921548545678001,0.15751741089717328,0.15751741089717328,0.035026628430970916,,False,False,,,,,,False,False,False,False,,,,False,False,,,,,False,not_applicable,not_applicable
20260606_153017,managed_futures_proxy_etf_trend_v1,Managed-Futures Proxy ETF Trend,strategy_variant,managed_futures_proxy,managed_futures_proxy_wrapper_trend,tier2_credible_prototype,completed,3000.0,True,False,standard,False,False,4777.247604499469,3829.175926576496,0.5924158681664897,0.27639197552549866,4941.345358436426,2998.5,-727.1800344014437,0.14716235795175078,True,2022-12-01,True,True,True,True,True,3550,3597,3821,3849.0,3887.0,19.069450987856726,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,diagnostic_only,watchlist,research_only;no_real_money_recommendation,"predeclared DBMF/KMLM managed-futures fund-wrapper proxy trend rule with BIL fallback; short-history cache-only research_sample row; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",fe88026772cb756b2f2b13379fe6627ba00bc19a28016dfcf1227fa2ae94d681,,canonical_unique,,,,,0.9225727160999591,,,,,False,False,,,,,,,,,,0.8714666120442441,,,,,,,,,,,,,,,,,,,,,,,,,,fund_wrapper_proxy_short_history_limited_inception_research_sample_only,True,True,0.171446128635805,0.08521097910692339,0.0857230643179025,0.042605489553461696,0.0857230643179025,False,False,True,True,,,,False,False,,,,,False,not_applicable,not_applicable
20260606_153017,managed_futures_proxy_etf_trend_v1,Managed-Futures Proxy ETF Trend,strategy_variant,managed_futures_proxy,managed_futures_proxy_wrapper_trend,tier2_credible_prototype,completed,3000.0,True,False,stress,False,False,4729.793733780451,3810.106475588639,0.5765979112601503,0.2700354918628798,4892.261454224214,2997.0,-734.6052837985139,0.15015658722904526,True,2022-12-01,True,True,True,True,True,3553,3611,3821,3849.0,3887.0,19.069450987856726,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,diagnostic_only,watchlist,research_only;no_real_money_recommendation,"predeclared DBMF/KMLM managed-futures fund-wrapper proxy trend rule with BIL fallback; short-history cache-only research_sample row; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",fe88026772cb756b2f2b13379fe6627ba00bc19a28016dfcf1227fa2ae94d681,,canonical_unique,,,,,0.9225727160999591,,,,,False,False,,,,,,,,,,0.8714666120442441,,,,,,,,,,,,,,,,,,,,,,,,,,fund_wrapper_proxy_short_history_limited_inception_research_sample_only,True,True,0.171446128635805,0.08521097910692339,0.0857230643179025,0.042605489553461696,0.0857230643179025,False,False,True,True,,,,False,False,,,,,False,not_applicable,not_applicable
20260606_153017,combo_plus_top2_50_50_v1,Combo Plus Top2 50/50,fixed_strategy_combination,historical_combination_batch1,fixed_strategy_combination,tier2_credible_prototype,completed,3000.0,True,False,standard,False,False,17234.31179442981,3044.8407898289533,4.74477059814327,0.014946929942984521,18505.68642140932,2973.708454819858,-2364.7028626691717,0.1277824993259064,True,2008-10-30,True,True,True,False,False,251,259,300,704.0,735.0,15.54409935912372,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"historical combination batch 1 fixed monthly sleeve blend using exact window-local component returns; research_sample only; no optimized weights; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",6f1a50b9974ec56f7ac88f5222ccd379f449301311a4be2794474fc313a9e926,,canonical_unique,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,False,False,False,False,,,,False,True,0.5,0.5,0.0,0.5,True,available_after_combination_batch_output,available_after_combination_batch_output
