experiment_id,display_name,standard_or_stress,run_status,stop_enforced_final_equity,max_drawdown_dollars,max_drawdown_pct,any_project_stop_hit,first_project_stop_date,target_300_before_stop,target_400_before_stop,target_600_before_stop,run_validation_scope,selected_horizons,omitted_horizons,selected_horizons_completed,full_horizon_validation_completed,candidate_exhaustive_completed,reduced_validation,reduced_validation_reason,risk_framework_verdict,profit_verdict,accounting_integrity_status,profit_results_usable,integrity_error_count,integrity_notes,notes
asset_class_tsmom_top2_v1,Asset Class TSMOM Top 2,standard,completed,3014.7451086717447,-2135.342750112848,0.12886265921346318,True,2008-08-14,True,True,True,all_horizons,"30,60,90,180",,False,False,False,False,,diagnostic_only,too_risky,passed,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable","predeclared asset-class TSMOM top-2 SPY/GLD/IEF with BIL fallback; all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
asset_class_tsmom_top2_v1,Asset Class TSMOM Top 2,stress,completed,3008.7307512431325,-2054.644928310576,0.12886265921346352,True,2008-08-14,True,True,True,all_horizons,"30,60,90,180",,False,False,False,False,,diagnostic_only,too_risky,passed,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable","predeclared asset-class TSMOM top-2 SPY/GLD/IEF with BIL fallback; all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
qqq_spy_gld_ief_dual_momentum_v1,QQQ/SPY/GLD/IEF Dual Momentum,standard,completed,2978.6681200252387,-3981.5007210453696,0.22049068843820616,True,2008-08-11,True,True,True,all_horizons,"30,60,90,180",,False,False,False,False,,diagnostic_only,too_risky,passed,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable","predeclared QQQ/SPY/GLD/IEF dual momentum top-1 with BIL fallback; cache-only research_sample row; all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
qqq_spy_gld_ief_dual_momentum_v1,QQQ/SPY/GLD/IEF Dual Momentum,stress,completed,2971.2857453765478,-3862.740522222227,0.22930239926110835,True,2008-08-11,True,True,True,all_horizons,"30,60,90,180",,False,False,False,False,,diagnostic_only,too_risky,passed,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable","predeclared QQQ/SPY/GLD/IEF dual momentum top-1 with BIL fallback; cache-only research_sample row; all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
value_momentum_factor_etf_rotation_v1,Value/Momentum Factor ETF Rotation,standard,completed,3251.1511202528777,-2800.128066710502,0.20751718390526666,True,2010-08-19,True,True,True,all_horizons,"30,60,90,180",,False,False,False,False,,diagnostic_only,too_risky,passed,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable","predeclared value/momentum factor ETF top-2 rotation Option A with BIL fallback; cache-only research_sample row; all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
value_momentum_factor_etf_rotation_v1,Value/Momentum Factor ETF Rotation,stress,completed,3233.2652817271487,-2709.118056618272,0.21181207856170947,True,2010-08-19,True,True,True,all_horizons,"30,60,90,180",,False,False,False,False,,diagnostic_only,too_risky,passed,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable","predeclared value/momentum factor ETF top-2 rotation Option A with BIL fallback; cache-only research_sample row; all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
sector_top2_momentum_simple_v1,Simple Sector ETF Top-2 Momentum,standard,completed,2593.4031385100902,-2704.9075665494092,0.2256959482605957,True,2009-07-07,False,False,False,all_horizons,"30,60,90,180",,False,False,False,False,,diagnostic_only,too_risky,passed,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable","predeclared core-nine sector top-2 momentum with BIL fallback; XLC/XLRE excluded; cache-only research_sample row; all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
sector_top2_momentum_simple_v1,Simple Sector ETF Top-2 Momentum,stress,completed,2574.0376150762468,-2500.976912223776,0.227089391630224,True,2009-07-07,False,False,False,all_horizons,"30,60,90,180",,False,False,False,False,,diagnostic_only,too_risky,passed,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable","predeclared core-nine sector top-2 momentum with BIL fallback; XLC/XLRE excluded; cache-only research_sample row; all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
managed_futures_proxy_etf_trend_v1,Managed-Futures Proxy ETF Trend,standard,completed,3829.175926576496,-727.1800344014437,0.14716235795175078,True,2022-12-01,True,True,True,all_horizons,"30,60,90,180",,False,False,False,False,,diagnostic_only,watchlist,passed,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable","predeclared DBMF/KMLM managed-futures fund-wrapper proxy trend rule with BIL fallback; short-history cache-only research_sample row; all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
managed_futures_proxy_etf_trend_v1,Managed-Futures Proxy ETF Trend,stress,completed,3810.106475588639,-734.6052837985139,0.15015658722904526,True,2022-12-01,True,True,True,all_horizons,"30,60,90,180",,False,False,False,False,,diagnostic_only,watchlist,passed,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable","predeclared DBMF/KMLM managed-futures fund-wrapper proxy trend rule with BIL fallback; short-history cache-only research_sample row; all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
combo_plus_top2_50_50_v1,Combo Plus Top2 50/50,standard,completed,3044.8407898289533,-2364.7028626691717,0.1277824993259064,True,2008-10-30,True,True,True,all_horizons,"30,60,90,180",,False,False,False,False,,diagnostic_only,too_risky,passed,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable","historical combination batch 1 fixed monthly sleeve blend using exact window-local component returns; research_sample only; no optimized weights; all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
combo_plus_top2_50_50_v1,Combo Plus Top2 50/50,stress,completed,3029.2966904698296,-2264.2518269436678,0.12800251065928672,True,2008-10-30,True,True,True,all_horizons,"30,60,90,180",,False,False,False,False,,diagnostic_only,too_risky,passed,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable","historical combination batch 1 fixed monthly sleeve blend using exact window-local component returns; research_sample only; no optimized weights; all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
combo_plus_managed_futures_80_20_v1,Combo Plus Managed Futures Proxy 80/20,standard,completed,5672.932274107617,-584.5642710357915,0.09950702653947247,False,,True,True,True,all_horizons,"30,60,90,180",,False,False,False,False,,diagnostic_only,watchlist,passed,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable","historical combination batch 1 fixed monthly sleeve blend using exact window-local component returns; research_sample only; no optimized weights; all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
combo_plus_managed_futures_80_20_v1,Combo Plus Managed Futures Proxy 80/20,stress,completed,5591.957640444302,-578.7969266223172,0.09987177685760792,False,,True,True,True,all_horizons,"30,60,90,180",,False,False,False,False,,diagnostic_only,watchlist,passed,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable","historical combination batch 1 fixed monthly sleeve blend using exact window-local component returns; research_sample only; no optimized weights; all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
top2_plus_managed_futures_80_20_v1,Top2 Plus Managed Futures Proxy 80/20,standard,completed,5242.996449240079,-562.449722096746,0.10121821035099965,False,,True,True,True,all_horizons,"30,60,90,180",,False,False,False,False,,diagnostic_only,watchlist,passed,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable","historical combination batch 1 fixed monthly sleeve blend using exact window-local component returns; research_sample only; no optimized weights; all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
top2_plus_managed_futures_80_20_v1,Top2 Plus Managed Futures Proxy 80/20,stress,completed,5183.466700238702,-556.5119455584872,0.10121821035099893,False,,True,True,True,all_horizons,"30,60,90,180",,False,False,False,False,,diagnostic_only,watchlist,passed,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable","historical combination batch 1 fixed monthly sleeve blend using exact window-local component returns; research_sample only; no optimized weights; all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
combo_SPY200d_GLD_50_50_v1,Combo SPY200d GLD 50/50,standard,completed,4884.696582993145,-2531.4533784635714,0.1267292658211761,True,2011-12-12,True,True,True,all_horizons,"30,60,90,180",,False,False,False,False,,diagnostic_only,too_risky,passed,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable","predeclared fixed monthly combination account using window-local sleeve returns; all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
combo_SPY200d_GLD_50_50_v1,Combo SPY200d GLD 50/50,stress,completed,3036.0184060903243,-2412.1830376240614,0.12717108930732496,True,2008-11-12,True,True,True,all_horizons,"30,60,90,180",,False,False,False,False,,diagnostic_only,too_risky,passed,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable","predeclared fixed monthly combination account using window-local sleeve returns; all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
