id,version,current_tier,status,promotion_requirements,risk_framework_status,paper_forward_allowed_by_risk_framework,promotion_blockers,next_possible_tier,current_blockers
portfolio_spy200d_80_crypto_tsmom_10_bil_10_v1,v1,tier1_exploratory,exploratory_only,Tier 2 crypto review plus separate portfolio promotion review.,diagnostic_only,False,tier1_exploratory;crypto_sleeve;not_paper_forward_allowed,tier2_credible_prototype_after_review,tier1_exploratory;crypto_sleeve;not_paper_forward_allowed
portfolio_spy200d_70_crypto_tsmom_10_ief_10_bil_10_v1,v1,tier1_exploratory,exploratory_only,Tier 2 crypto review plus separate portfolio promotion review.,diagnostic_only,False,tier1_exploratory;crypto_sleeve;not_paper_forward_allowed,tier2_credible_prototype_after_review,tier1_exploratory;crypto_sleeve;not_paper_forward_allowed
family_broad_etf_spy200d_v1,v1,tier3_candidate_validation,benchmark_candidate,Exact family challenge evidence plus separate promotion review.,watchlist,False,requires_separate_promotion;not_paper_forward_allowed_from_family_packet,tier4_paper_forward_if_frozen,requires_separate_promotion;not_paper_forward_allowed_from_family_packet
family_broad_etf_spy_buy_hold_v1,v1,benchmark,benchmark_candidate,Benchmark comparison only; no real-money promotion.,benchmark_candidate,False,benchmark_only;requires_separate_promotion,none,benchmark_only;requires_separate_promotion
family_cash_treasury_bil_v1,v1,benchmark,benchmark,Benchmark only.,benchmark_only,False,benchmark_only;too_slow_for_target,none,benchmark_only;too_slow_for_target
family_bond_treasury_ief_v1,v1,benchmark,benchmark,Benchmark comparison only.,benchmark_only,False,benchmark_only;not_paper_forward_allowed_from_family_packet,none,benchmark_only;not_paper_forward_allowed_from_family_packet
family_gold_gld_v1,v1,benchmark,benchmark,Benchmark comparison only.,benchmark_only,False,benchmark_only;not_paper_forward_allowed_from_family_packet,none,benchmark_only;not_paper_forward_allowed_from_family_packet
family_etf_sector_momentum_A_v1,v1,tier2_credible_prototype,incomplete_evidence,Exact daily family stream and all-possible challenge windows.,incomplete_evidence,False,exact_daily_stream_unavailable;requires_audit_harden,tier3_candidate_validation,exact_daily_stream_unavailable;requires_audit_harden
family_etf_ab_no_cash_v1,v1,tier3_candidate_validation,incomplete_evidence,Exact daily family stream and all-possible challenge windows.,incomplete_evidence,False,exact_daily_stream_unavailable;requires_audit_harden,tier4_paper_forward_if_frozen,exact_daily_stream_unavailable;requires_audit_harden
family_crypto_spot_time_series_momentum_v1,v1,tier1_exploratory,exploratory_only,Tier 2 crypto review and credible data/execution model.,diagnostic_only,False,tier1_exploratory;crypto_execution_model_missing;not_paper_forward_allowed,tier2_credible_prototype_after_review,tier1_exploratory;crypto_execution_model_missing;not_paper_forward_allowed
family_crypto_spot_buy_hold_equal_weight_v1,v1,tier1_exploratory,exploratory_only,Tier 2 crypto review and credible data/execution model.,diagnostic_only,False,tier1_exploratory;crypto_execution_model_missing;not_paper_forward_allowed,tier2_credible_prototype_after_review,tier1_exploratory;crypto_execution_model_missing;not_paper_forward_allowed
family_individual_stock_momentum_v1,v1,blocked,blocked,Gate 2 approval after data/vendor feasibility.,blocked_by_gate,False,blocked_by_gate;survivorship_free_data_unverified;delisting_treatment_unverified,none,blocked;blocked_by_gate;survivorship_free_data_unverified;delisting_treatment_unverified
family_options_directional_v1,v1,blocked,blocked,Gate 0 and Gate 1 approval.,blocked_by_gate,False,blocked_by_gate;options_data_and_execution_model_missing,none,blocked;blocked_by_gate;options_data_and_execution_model_missing
family_options_premium_v1,v1,blocked,blocked,Gate 0 and Gate 1 approval.,blocked_by_gate,False,blocked_by_gate;options_tail_risk_model_missing,none,blocked;blocked_by_gate;options_tail_risk_model_missing
family_futures_trend_following_v1,v1,blocked,blocked,Gate 0 and Gate 1 approval.,blocked_by_gate,False,blocked_by_gate;futures_roll_margin_gap_model_missing,none,blocked;blocked_by_gate;futures_roll_margin_gap_model_missing
family_forex_momentum_carry_v1,v1,blocked,blocked,Gate 0 and Gate 1 approval.,blocked_by_gate,False,blocked_by_gate;forex_execution_financing_model_missing,none,blocked;blocked_by_gate;forex_execution_financing_model_missing
family_intraday_orb_v1,v1,blocked,blocked,Gate 0 and Gate 1 approval.,blocked_by_gate,False,blocked_by_gate;intraday_data_and_fill_model_missing,none,blocked;blocked_by_gate;intraday_data_and_fill_model_missing
family_volatility_products_v1,v1,blocked,blocked,Gate 0 and Gate 1 approval.,blocked_by_gate,False,blocked_by_gate;volatility_product_mechanics_missing,none,blocked;blocked_by_gate;volatility_product_mechanics_missing
family_event_news_momentum_v1,v1,blocked,blocked,Gate 0 and Gate 1 approval.,blocked_by_gate,False,blocked_by_gate;point_in_time_event_data_missing,none,blocked;blocked_by_gate;point_in_time_event_data_missing
A_ETF_sector_momentum,v1,tier3_candidate_validation,promotion_review_passed,New version id plus candidate evidence if changed.,,,,tier4_paper_forward_if_frozen,nan
B_ETF_trend_following,v1,tier3_candidate_validation,too_slow,New version id plus candidate evidence if changed.,,,,tier4_paper_forward_if_frozen,nan
C_swing_trend_pullback,v1,blocked,rejected,New isolated version and fresh evidence required before reconsideration.,,,,none,rejected;blocked;nan
D_mean_reversion,v1,blocked,rejected,New isolated version and fresh evidence required before reconsideration.,,,,none,rejected;blocked;nan
E_breakout_vcb,v1,blocked,rejected,New isolated version and fresh evidence required before reconsideration.,,,,none,rejected;blocked;nan
crypto_time_series_momentum,v1,tier1_exploratory,exploratory_only,Tier 2 credible prototype review; better data/execution model.,,,,tier2_credible_prototype_after_review,tier1_exploratory;nan
crypto_dual_momentum_cash_filter,v1,tier1_exploratory,exploratory_only,Tier 2 credible prototype review; better data/execution model.,,,,tier2_credible_prototype_after_review,tier1_exploratory;nan
crypto_cross_sectional_momentum,v1,tier1_exploratory,exploratory_only,Tier 2 credible prototype review; better data/execution model.,,,,tier2_credible_prototype_after_review,tier1_exploratory;nan
crypto_buy_hold_equal_weight,v1,tier1_exploratory,exploratory_only,Tier 2 credible prototype review; better data/execution model.,,,,tier2_credible_prototype_after_review,tier1_exploratory;nan
crypto_simulated_leverage_1_5x,v1,tier1_exploratory,too_risky,Not eligible.,,,,tier2_credible_prototype_after_review,too_risky;tier1_exploratory;nan
crypto_simulated_leverage_2_0x,v1,tier1_exploratory,too_risky,Not eligible.,,,,tier2_credible_prototype_after_review,too_risky;tier1_exploratory;nan
individual_stock_momentum_gate1a,gate1a,blocked,deferred,"Verified survivorship-free data, delistings, corporate actions, licensing, and cost/runtime feasibility.",,,,none,deferred;blocked_by_gate;blocked;nan
options_directional_gate0_needed,memo_placeholder,tier0_research_map,memo_only,Gate 0 and Gate 1 approval.,,,,tier1_exploratory_after_gate_review,not_implemented;tier0_research_map;nan
futures_trend_following_gate0_needed,memo_placeholder,tier0_research_map,memo_only,Gate 0 and Gate 1 approval.,,,,tier1_exploratory_after_gate_review,not_implemented;tier0_research_map;nan
forex_momentum_carry_gate0_needed,memo_placeholder,tier0_research_map,memo_only,Gate 0 and Gate 1 approval.,,,,tier1_exploratory_after_gate_review,not_implemented;tier0_research_map;nan
intraday_orb_gate0_needed,memo_placeholder,tier0_research_map,memo_only,Gate 0 and Gate 1 approval with timestamp-quality review.,,,,tier1_exploratory_after_gate_review,not_implemented;tier0_research_map;nan
volatility_products_gate0_needed,memo_placeholder,tier0_research_map,memo_only,Gate 0 and Gate 1 approval with product-risk review.,,,,tier1_exploratory_after_gate_review,not_implemented;tier0_research_map;nan
profit_GLD_200d_trend_model_v1,v1,tier2_credible_prototype,too_slow,Separate candidate-exhaustive/Tier 2 review before any status change.,diagnostic_only,False,profit_exploration_only;not_paper_forward;no_real_money_promotion,tier3_candidate_validation,profit_exploration_only;not_paper_forward;no_real_money_promotion
profit_IEF_200d_trend_model_v1,v1,tier2_credible_prototype,too_slow,Separate candidate-exhaustive/Tier 2 review before any status change.,diagnostic_only,False,profit_exploration_only;not_paper_forward;no_real_money_promotion,tier3_candidate_validation,profit_exploration_only;not_paper_forward;no_real_money_promotion
profit_SPY_GLD_dual_momentum_v1,v1,tier2_credible_prototype,high_upside_high_risk_watchlist,Separate candidate-exhaustive/Tier 2 review before any status change.,diagnostic_only,False,profit_exploration_only;not_paper_forward;no_real_money_promotion,tier3_candidate_validation,profit_exploration_only;not_paper_forward;no_real_money_promotion
profit_SPY_GLD_IEF_dual_momentum_v1,v1,tier2_credible_prototype,watchlist,Separate candidate-exhaustive/Tier 2 review before any status change.,diagnostic_only,False,profit_exploration_only;not_paper_forward;no_real_money_promotion,tier3_candidate_validation,profit_exploration_only;not_paper_forward;no_real_money_promotion
profit_multi_asset_top2_momentum_v1,v1,tier2_credible_prototype,watchlist,Separate candidate-exhaustive/Tier 2 review before any status change.,diagnostic_only,False,profit_exploration_only;not_paper_forward;no_real_money_promotion,tier3_candidate_validation,profit_exploration_only;not_paper_forward;no_real_money_promotion
profit_GLD_SPY_rotation_v1,v1,tier2_credible_prototype,watchlist,Separate candidate-exhaustive/Tier 2 review before any status change.,diagnostic_only,False,profit_exploration_only;not_paper_forward;no_real_money_promotion,tier3_candidate_validation,profit_exploration_only;not_paper_forward;no_real_money_promotion
profit_combo_SPY200d_GLD_50_50_v1,v1,tier2_credible_prototype,active_paper_demo_observation,Run monthly paper/demo checkpoints under frozen rules; keep SPY_200d as frozen control; no real-money promotion without separate governance.,diagnostic_only,True,paper_demo_observation_only;no_real_money_promotion,tier3_candidate_validation,paper_demo_observation_only;no_real_money_promotion
profit_combo_SPY200d_GLD_BIL_60_30_10_v1,v1,tier2_credible_prototype,watchlist,Separate candidate-exhaustive/Tier 2 review before any status change.,diagnostic_only,False,profit_exploration_only;not_paper_forward;no_real_money_promotion,tier3_candidate_validation,profit_exploration_only;not_paper_forward;no_real_money_promotion
profit_combo_SPY200d_crypto_tsmom_90_10_v1,v1,tier1_exploratory,exploratory_only,Separate crypto gate/audit hardening before any candidate discussion.,diagnostic_only,False,tier1_exploratory;profit_exploration_only;not_paper_forward;no_real_money_promotion,tier2_credible_prototype_after_review,tier1_exploratory;profit_exploration_only;not_paper_forward;no_real_money_promotion
asset_class_tsmom_equal_weight_v1,v1,tier2_credible_prototype,exploratory_only,Candidate-exhaustive review and separate promotion decision.,diagnostic_only,False,research_sample_non_final;not_paper_forward;no_real_money_promotion,tier3_candidate_validation,research_sample_non_final;not_paper_forward;no_real_money_promotion
asset_class_tsmom_top1_v1,v1,tier2_credible_prototype,exploratory_only,Candidate-exhaustive review and separate promotion decision.,diagnostic_only,False,research_sample_non_final;not_paper_forward;no_real_money_promotion,tier3_candidate_validation,research_sample_non_final;not_paper_forward;no_real_money_promotion
asset_class_tsmom_top2_v1,v1,tier2_credible_prototype,exploratory_only,Candidate-exhaustive review and separate promotion decision.,diagnostic_only,False,research_sample_non_final;not_paper_forward;no_real_money_promotion,tier3_candidate_validation,research_sample_non_final;not_paper_forward;no_real_money_promotion
dual_momentum_SPY_GLD_IEF_v1,v1,tier2_credible_prototype,duplicate_skipped,None while duplicate-skipped; use canonical row if further reviewed.,diagnostic_only,False,duplicate_skipped;research_sample_non_final;not_paper_forward;no_real_money_promotion,tier3_candidate_validation,duplicate_skipped;research_sample_non_final;not_paper_forward;no_real_money_promotion
GLD_200d_trend_model_v1,v1,tier2_credible_prototype,exploratory_only,Candidate-exhaustive review and separate promotion decision.,diagnostic_only,False,research_sample_non_final;not_paper_forward;no_real_money_promotion,tier3_candidate_validation,research_sample_non_final;not_paper_forward;no_real_money_promotion
qqq_spy_gld_ief_dual_momentum_v1,v1,tier2_credible_prototype,too_risky,"Research-sample review, possible candidate_exhaustive review, and separate promotion review if justified.",diagnostic_only,False,research_sample_only;not_candidate_exhaustive;not_paper_forward_allowed,tier3_candidate_validation,too_risky;research_sample_only;not_candidate_exhaustive;not_paper_forward_allowed
value_momentum_factor_etf_rotation_v1,v1,tier2_credible_prototype,duplicate_or_near_duplicate,"Research-sample review, duplicate/equity-beta risk review, possible revised gate review if a future non-variant rule is proposed, and separate promotion review if ever justified.",diagnostic_only,False,research_sample_only;duplicate_or_near_duplicate;not_candidate_exhaustive;not_paper_forward_allowed,tier3_candidate_validation,research_sample_only;duplicate_or_near_duplicate;not_candidate_exhaustive;not_paper_forward_allowed
low_vol_quality_defensive_rotation_v1,v1,tier1_research_queue,research_queue,"Proxy review, proof it is not too slow, implementation approval, and separate promotion review.",queue_only,False,queue_only;target_fit_review_required;not_implemented;not_paper_forward_allowed,none,not_implemented;queue_only;target_fit_review_required;not_paper_forward_allowed
sector_top2_momentum_simple_v1,v1,tier2_credible_prototype,watchlist,"Better sampled evidence versus combo/top2 without equity-beta duplication, candidate_exhaustive review, benchmark review, and separate promotion review if justified.",diagnostic_only,False,research_sample_only;not_candidate_exhaustive;not_paper_forward_allowed,tier3_candidate_validation,research_sample_only;not_candidate_exhaustive;not_paper_forward_allowed
managed_futures_proxy_etf_trend_v1,v1,tier2_credible_prototype,too_slow,"Research_sample review, possible candidate_exhaustive short-history gate if justified, benchmark/correlation review, and separate promotion review if ever justified.",diagnostic_only,False,research_sample_only;short_history;fund_wrapper_proxy_only;too_slow;not_candidate_exhaustive;not_paper_forward_allowed,tier3_candidate_validation,research_sample_only;short_history;fund_wrapper_proxy_only;too_slow;not_candidate_exhaustive;not_paper_forward_allowed
combo_plus_top2_50_50_v1,v1,tier2_credible_prototype,duplicate_or_near_duplicate,Separate research_sample review and candidate_exhaustive review only if future evidence justifies it.,diagnostic_only,False,research_sample_only;duplicate_or_near_duplicate;not_candidate_exhaustive;not_paper_forward_allowed,tier3_candidate_validation,research_sample_only;duplicate_or_near_duplicate;not_candidate_exhaustive;not_paper_forward_allowed
combo_plus_managed_futures_80_20_v1,v1,tier2_credible_prototype,short_history_watchlist,Separate research_sample review and candidate_exhaustive short-history gate only if future evidence justifies it.,diagnostic_only,False,research_sample_only;short_horizon_too_slow;short_history;fund_wrapper_proxy_only;target_window_co_movement_available_no_incremental_hits;not_candidate_exhaustive;not_paper_forward_allowed,tier3_candidate_validation,research_sample_only;short_horizon_too_slow;short_history;fund_wrapper_proxy_only;target_window_co_movement_available_no_incremental_hits;not_candidate_exhaustive;not_paper_forward_allowed
top2_plus_managed_futures_80_20_v1,v1,tier2_credible_prototype,short_history_watchlist,Separate research_sample review and candidate_exhaustive short-history gate only if future evidence justifies it.,diagnostic_only,False,research_sample_only;short_horizon_too_slow;short_history;fund_wrapper_proxy_only;target_window_co_movement_available_no_incremental_hits;not_candidate_exhaustive;not_paper_forward_allowed,tier3_candidate_validation,research_sample_only;short_horizon_too_slow;short_history;fund_wrapper_proxy_only;target_window_co_movement_available_no_incremental_hits;not_candidate_exhaustive;not_paper_forward_allowed
treasury_duration_trend_rotation_v1,v1,tier1_research_queue,research_queue,"Symbol availability review, target-potential review, implementation approval, and separate promotion review.",queue_only,False,queue_only;data_cache_review_required;not_implemented;not_paper_forward_allowed,none,not_implemented;queue_only;data_cache_review_required;not_paper_forward_allowed
commodity_basket_etf_momentum_v1,v1,tier1_research_queue,fast_exploratory_screen_completed,"Product identity and terms/cache-rights review, stricter data quality evidence, official product/fund/issuer confirmation, inception/common-overlap review, wrapper-risk labels, candidate_exhaustive gate if justified, and separate promotion approval.",fast_exploratory_screen_completed_not_paper_forward,False,fast_exploratory_only;product_identity_review_required;wrapper_tax_roll_risk_review_required;not_implemented;not_paper_forward_allowed,none,not_implemented;fast_exploratory_only;product_identity_review_required;wrapper_tax_roll_risk_review_required;not_paper_forward_allowed
commodity_basket_tsmom_top2_v1,v1,tier1_or_tier2_exploratory,research_sample_candidate_risk_budget_breach,"Research-sample review, product identity review if promising, wrapper/tax/roll-risk review, candidate_exhaustive review if justified, and separate promotion approval.",exploratory_research_sample_only_risk_budget_breach,False,exploratory_public_data_only;risk_budget_breach;not_candidate_exhaustive_validated;not_paper_forward_allowed;product_identity_review_required;wrapper_tax_roll_risk_review_required,none,exploratory_public_data_only;risk_budget_breach;not_candidate_exhaustive_validated;not_paper_forward_allowed;product_identity_review_required;wrapper_tax_roll_risk_review_required
commodity_basket_tsmom_top2_200d_filter_v1,v1,tier1_or_tier2_exploratory,filter_ineffective_or_bug_review,"Research-sample review, product identity review if promising, wrapper/tax/roll-risk review, candidate_exhaustive review if justified, and separate promotion approval.",exploratory_filter_ineffective_or_bug_review,False,exploratory_public_data_only;risk_budget_breach;not_candidate_exhaustive_validated;not_paper_forward_allowed;product_identity_review_required;wrapper_tax_roll_risk_review_required,none,exploratory_public_data_only;risk_budget_breach;not_candidate_exhaustive_validated;not_paper_forward_allowed;product_identity_review_required;wrapper_tax_roll_risk_review_required
commodity_basket_tsmom_top2_half_bil_v1,v1,tier1_or_tier2_exploratory,too_slow_defensive_watchlist,"Research-sample review, product identity review if promising, wrapper/tax/roll-risk review, candidate_exhaustive review if justified, and separate promotion approval.",exploratory_too_slow_defensive_watchlist,False,exploratory_public_data_only;not_candidate_exhaustive_validated;not_paper_forward_allowed;product_identity_review_required;wrapper_tax_roll_risk_review_required,none,exploratory_public_data_only;not_candidate_exhaustive_validated;not_paper_forward_allowed;product_identity_review_required;wrapper_tax_roll_risk_review_required
combo_plus_commodity_basket_80_20_v1,v1,tier1_or_tier2_exploratory,watchlist,"Research-sample review, product identity review if promising, wrapper/tax/roll-risk review, candidate_exhaustive review if justified by new diagnostics, and separate promotion approval.",exploratory_watchlist_only_after_diagnostics_completion,False,exploratory_public_data_only;not_candidate_exhaustive_validated;not_paper_forward_allowed;product_identity_review_required;wrapper_tax_roll_risk_review_required,none,exploratory_public_data_only;not_candidate_exhaustive_validated;not_paper_forward_allowed;product_identity_review_required;wrapper_tax_roll_risk_review_required
crypto_spot_tsmom_tier2_review_v1,v1,tier1_research_queue,data_gated,"Dedicated Tier 2 data/execution memo with exchange-specific data, fees, spreads, and 24/7 handling.",data_and_execution_gated,False,queue_only;crypto_tier2_required;execution_model_missing;not_implemented,none,not_implemented;queue_only;crypto_tier2_required;execution_model_missing
crypto_spot_tsmom_top1_cash_filter_v1,v1,tier2_exploratory,watchlist,"Research-sample review, exchange/cost/24-7/session treatment review if promising, candidate_exhaustive review if justified, and separate promotion approval.",crypto_tier2_exploratory_not_paper_forward,False,crypto_tier2_exploratory;not_candidate_exhaustive_validated;not_paper_forward_allowed;exchange_cost_24_7_review_required,none,crypto_tier2_exploratory;not_candidate_exhaustive_validated;not_paper_forward_allowed;exchange_cost_24_7_review_required
crypto_spot_equal_weight_200d_filter_v1,v1,tier2_exploratory,high_upside_high_risk_watchlist,"Research-sample review, exchange/cost/24-7/session treatment review if promising, candidate_exhaustive review if justified, and separate promotion approval.",crypto_tier2_exploratory_not_paper_forward,False,crypto_tier2_exploratory;not_candidate_exhaustive_validated;not_paper_forward_allowed;exchange_cost_24_7_review_required,none,crypto_tier2_exploratory;not_candidate_exhaustive_validated;not_paper_forward_allowed;exchange_cost_24_7_review_required
combo_plus_crypto_spot_tsmom_90_10_v1,v1,tier2_exploratory,research_sample_candidate,"Research-sample review, exchange/cost/24-7/session treatment review if promising, candidate_exhaustive review if justified, and separate promotion approval.",crypto_tier2_exploratory_not_paper_forward,False,crypto_tier2_exploratory;not_candidate_exhaustive_validated;not_paper_forward_allowed;active_combo_rules_unchanged;exchange_cost_24_7_review_required,none,crypto_tier2_exploratory;not_candidate_exhaustive_validated;not_paper_forward_allowed;active_combo_rules_unchanged;exchange_cost_24_7_review_required
global_multi_asset_tsmom_top2_v1,v1,tier1_or_tier2_exploratory,research_sample_candidate_risk_budget_breach,"Research-sample review, product/wrapper data-quality review if promising, candidate_exhaustive review only if separately justified, and separate promotion approval.",exploratory_public_data_not_paper_forward,False,risk_budget_breach;not_candidate_exhaustive_validated;not_paper_forward_allowed;exploratory_public_data,none,risk_budget_breach;not_candidate_exhaustive_validated;not_paper_forward_allowed;exploratory_public_data
global_multi_asset_tsmom_top2_defensive_50_v1,v1,tier1_or_tier2_exploratory,watchlist,Research-sample review and stronger evidence before any future candidate_exhaustive consideration.,exploratory_public_data_not_paper_forward,False,target_dilution;not_candidate_exhaustive_validated;not_paper_forward_allowed;exploratory_public_data,none,target_dilution;not_candidate_exhaustive_validated;not_paper_forward_allowed;exploratory_public_data
combo_plus_global_multi_asset_80_20_v1,v1,tier1_or_tier2_exploratory,watchlist,"Research-sample review, exact co-movement diagnostics if reconsidered, candidate_exhaustive review only if separately justified, and separate promotion approval.",exploratory_public_data_not_paper_forward,False,no_material_score_improvement_vs_combo;not_candidate_exhaustive_validated;active_combo_rules_unchanged;not_paper_forward_allowed,none,no_material_score_improvement_vs_combo;not_candidate_exhaustive_validated;active_combo_rules_unchanged;not_paper_forward_allowed
individual_stock_momentum_gate1b_v1,v1,tier1_research_queue,conditional_pending_package_and_terms_selection,"Survivorship-free data, delisting returns, point-in-time universe, execution model, cost/runtime, benchmark review, provider/access verification, Sharadar package/table selection, terms/security/cache-rights review, and a future tiny-sample quality review before any implementation.",data_gated,False,sharadar_package_not_selected;terms_acceptance_not_confirmed;cache_rights_unclear;delisting_treatment_unknown;point_in_time_universe_unclear;not_implemented,none,not_implemented;sharadar_package_not_selected;terms_acceptance_not_confirmed;cache_rights_unclear;delisting_treatment_unknown;point_in_time_universe_unclear
options_futures_forex_intraday_blocked_reference_v1,v1,blocked_by_gate,reject_for_now,Full Gate 0 and Gate 1 before any code.,blocked_by_gate,False,queue_only;execution_model_missing;data_model_missing;risk_model_missing;not_implemented,none,not_implemented;queue_only;execution_model_missing;data_model_missing;risk_model_missing
paper_forward_vm_quality_lowvol_proxy_v1,v1,tier4_paper_forward,active_paper_demo_observation,Manual review and appropriate validation gate before any promotion.,paper_forward_allowed_recovered,True,no_real_money_promotion;rules_frozen_observe_only;conversation_recovered_evidence,observe_only,no_real_money_promotion;rules_frozen_observe_only;conversation_recovered_evidence
