experiment_id,display_name,standard_or_stress,run_status,stop_enforced_final_equity,max_drawdown_dollars,max_drawdown_pct,any_project_stop_hit,first_project_stop_date,target_300_before_stop,target_400_before_stop,target_600_before_stop,run_validation_scope,selected_horizons,omitted_horizons,selected_horizons_completed,full_horizon_validation_completed,candidate_exhaustive_completed,reduced_validation,reduced_validation_reason,risk_framework_verdict,profit_verdict,accounting_integrity_status,profit_results_usable,integrity_error_count,integrity_notes,notes
SPY_GLD_IEF_dual_momentum_v1,SPY GLD IEF Dual Momentum,standard,completed,3178.702825215407,-3014.183003771257,0.25928446530535393,True,2008-08-11,True,True,True,all_horizons,"30,60,90,180",,False,False,False,False,,diagnostic_only,too_risky,passed,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable","predeclared SPY/GLD/IEF dual momentum; all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
SPY_GLD_IEF_dual_momentum_v1,SPY GLD IEF Dual Momentum,stress,completed,3174.0081525857345,-2929.5862642641373,0.2682821086118774,True,2008-08-11,True,True,True,all_horizons,"30,60,90,180",,False,False,False,False,,diagnostic_only,too_risky,passed,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable","predeclared SPY/GLD/IEF dual momentum; all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
multi_asset_top2_momentum_v1,Multi-Asset Top 2 Momentum,standard,completed,6360.975144537808,-1739.7623933770938,0.12886265921346307,True,2018-12-20,True,True,True,all_horizons,"30,60,90,180",,False,False,False,False,,diagnostic_only,too_risky,passed,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable","predeclared multi-asset top-2 momentum; all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
multi_asset_top2_momentum_v1,Multi-Asset Top 2 Momentum,stress,completed,6231.794840928152,-1679.0696885940379,0.12886265921346304,True,2018-12-20,True,True,True,all_horizons,"30,60,90,180",,False,False,False,False,,diagnostic_only,too_risky,passed,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable","predeclared multi-asset top-2 momentum; all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
GLD_SPY_rotation_v1,GLD SPY Rotation,standard,completed,3178.702825215407,-3497.6446152194826,0.22655958360841483,True,2008-08-11,True,True,True,all_horizons,"30,60,90,180",,False,False,False,False,,diagnostic_only,too_risky,passed,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable","predeclared GLD/SPY rotation; all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
GLD_SPY_rotation_v1,GLD SPY Rotation,stress,completed,3174.0081525857345,-3452.461510775647,0.2342843722273214,True,2008-08-11,True,True,True,all_horizons,"30,60,90,180",,False,False,False,False,,diagnostic_only,too_risky,passed,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable","predeclared GLD/SPY rotation; all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
combo_SPY200d_GLD_50_50_v1,Combo SPY200d GLD 50/50,standard,completed,3053.1441467787595,-2537.967490208597,0.12672932196072342,True,2008-11-12,True,True,True,all_horizons,"30,60,90,180",,False,False,False,False,,diagnostic_only,too_risky,passed,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable","predeclared fixed monthly combination account using window-local sleeve returns; all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
combo_SPY200d_GLD_50_50_v1,Combo SPY200d GLD 50/50,stress,completed,3031.11171605429,-2418.3831675161164,0.12717114541516225,True,2008-11-12,True,True,True,all_horizons,"30,60,90,180",,False,False,False,False,,diagnostic_only,too_risky,passed,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable","predeclared fixed monthly combination account using window-local sleeve returns; all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
combo_SPY200d_GLD_BIL_60_30_10_v1,Combo SPY200d GLD BIL 60/30/10,standard,completed,6600.801831624302,-1482.384837630363,0.09496306191773365,True,2020-03-03,True,True,True,all_horizons,"30,60,90,180",,False,False,False,False,,diagnostic_only,too_risky,passed,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable","predeclared fixed monthly combination account using window-local sleeve returns; all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
combo_SPY200d_GLD_BIL_60_30_10_v1,Combo SPY200d GLD BIL 60/30/10,stress,completed,6323.058480823645,-1401.052194738626,0.09551007829872417,True,2020-03-03,True,True,True,all_horizons,"30,60,90,180",,False,False,False,False,,diagnostic_only,too_risky,passed,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable","predeclared fixed monthly combination account using window-local sleeve returns; all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
individual_stock_momentum,Individual Stock Momentum,standard,blocked_by_gate,,,,,,,,,all_horizons,"30,60,90,180",,,False,False,False,,blocked_by_gate,blocked_by_gate,not_applicable,False,0,Gate 1A continue_defer; no survivorship-free data/delisting treatment.,Gate 1A continue_defer; no survivorship-free data/delisting treatment.
options_directional,Options Directional,standard,blocked_by_gate,,,,,,,,,all_horizons,"30,60,90,180",,,False,False,False,,blocked_by_gate,blocked_by_gate,not_applicable,False,0,"No option-chain, bid/ask, IV, Greeks, assignment/exercise, margin, or spread-fill model.","No option-chain, bid/ask, IV, Greeks, assignment/exercise, margin, or spread-fill model."
options_premium,Options Premium,standard,blocked_by_gate,,,,,,,,,all_horizons,"30,60,90,180",,,False,False,False,,blocked_by_gate,blocked_by_gate,not_applicable,False,0,"No option-chain, margin, assignment, tail-risk, or realistic fill model.","No option-chain, margin, assignment, tail-risk, or realistic fill model."
futures_trend_following,Futures Trend Following,standard,blocked_by_gate,,,,,,,,,all_horizons,"30,60,90,180",,,False,False,False,,blocked_by_gate,blocked_by_gate,not_applicable,False,0,"No continuous contract, roll, margin, leverage, or gap model.","No continuous contract, roll, margin, leverage, or gap model."
forex_momentum_carry,Forex Momentum Carry,standard,blocked_by_gate,,,,,,,,,all_horizons,"30,60,90,180",,,False,False,False,,blocked_by_gate,blocked_by_gate,not_applicable,False,0,"No spread, financing, leverage, or broker execution model.","No spread, financing, leverage, or broker execution model."
intraday_orb,Intraday ORB,standard,blocked_by_gate,,,,,,,,,all_horizons,"30,60,90,180",,,False,False,False,,blocked_by_gate,blocked_by_gate,not_applicable,False,0,"Current daily bars cannot model intraday fills, spreads, queue, or stop behavior.","Current daily bars cannot model intraday fills, spreads, queue, or stop behavior."
volatility_products,Volatility Products,standard,blocked_by_gate,,,,,,,,,all_horizons,"30,60,90,180",,,False,False,False,,blocked_by_gate,blocked_by_gate,not_applicable,False,0,"No product mechanics, decay, roll-yield, path-dependency, or event-risk model.","No product mechanics, decay, roll-yield, path-dependency, or event-risk model."
event_news_momentum,Event News Momentum,standard,blocked_by_gate,,,,,,,,,all_horizons,"30,60,90,180",,,False,False,False,,blocked_by_gate,blocked_by_gate,not_applicable,False,0,No point-in-time event timestamps or reliable historical event data.,No point-in-time event timestamps or reliable historical event data.
