reference_month,bls_release_date,bls_current_level,bls_prior_year_level_as_of_release,alfred_vintage_date,alfred_current_level,alfred_prior_year_level,alfred_comparison_status,same_information_state_computation,source_reconciliation_status,material_point_in_time_blocker,notes
2013-11,2013-12-17,233.069,230.221,,,,not_available_BLS_archive_hierarchy_complete,true,rounding_only_difference,false,CPI-U NSA is final when released; archived BLS levels and published 12-month rate establish the decision-time state without current revised history.
2013-12,2014-01-16,233.049,229.601,,,,not_available_BLS_archive_hierarchy_complete,true,rounding_only_difference,false,CPI-U NSA is final when released; archived BLS levels and published 12-month rate establish the decision-time state without current revised history.
2014-01,2014-02-20,233.916,230.280,,,,not_available_BLS_archive_hierarchy_complete,true,rounding_only_difference,false,CPI-U NSA is final when released; archived BLS levels and published 12-month rate establish the decision-time state without current revised history.
2014-02,2014-03-18,234.781,232.166,,,,not_available_BLS_archive_hierarchy_complete,true,rounding_only_difference,false,CPI-U NSA is final when released; archived BLS levels and published 12-month rate establish the decision-time state without current revised history.
2014-03,2014-04-15,236.293,232.773,,,,not_available_BLS_archive_hierarchy_complete,true,rounding_only_difference,false,CPI-U NSA is final when released; archived BLS levels and published 12-month rate establish the decision-time state without current revised history.
2014-04,2014-05-15,237.072,232.531,,,,not_available_BLS_archive_hierarchy_complete,true,rounding_only_difference,false,CPI-U NSA is final when released; archived BLS levels and published 12-month rate establish the decision-time state without current revised history.
2014-05,2014-06-17,237.900,232.945,,,,not_available_BLS_archive_hierarchy_complete,true,rounding_only_difference,false,CPI-U NSA is final when released; archived BLS levels and published 12-month rate establish the decision-time state without current revised history.
2014-06,2014-07-22,238.343,233.504,,,,not_available_BLS_archive_hierarchy_complete,true,rounding_only_difference,false,CPI-U NSA is final when released; archived BLS levels and published 12-month rate establish the decision-time state without current revised history.
2014-07,2014-08-19,238.250,233.596,,,,not_available_BLS_archive_hierarchy_complete,true,rounding_only_difference,false,CPI-U NSA is final when released; archived BLS levels and published 12-month rate establish the decision-time state without current revised history.
2014-08,2014-09-17,237.852,233.877,,,,not_available_BLS_archive_hierarchy_complete,true,rounding_only_difference,false,CPI-U NSA is final when released; archived BLS levels and published 12-month rate establish the decision-time state without current revised history.
2014-09,2014-10-22,238.031,234.149,,,,not_available_BLS_archive_hierarchy_complete,true,rounding_only_difference,false,CPI-U NSA is final when released; archived BLS levels and published 12-month rate establish the decision-time state without current revised history.
2014-10,2014-11-20,237.433,233.546,,,,not_available_BLS_archive_hierarchy_complete,true,rounding_only_difference,false,CPI-U NSA is final when released; archived BLS levels and published 12-month rate establish the decision-time state without current revised history.
2014-11,2014-12-17,236.151,233.069,,,,not_available_BLS_archive_hierarchy_complete,true,rounding_only_difference,false,CPI-U NSA is final when released; archived BLS levels and published 12-month rate establish the decision-time state without current revised history.
2014-12,2015-01-16,234.812,233.049,,,,not_available_BLS_archive_hierarchy_complete,true,rounding_only_difference,false,CPI-U NSA is final when released; archived BLS levels and published 12-month rate establish the decision-time state without current revised history.
2015-01,2015-02-26,233.707,233.916,,,,not_available_BLS_archive_hierarchy_complete,true,rounding_only_difference,false,CPI-U NSA is final when released; archived BLS levels and published 12-month rate establish the decision-time state without current revised history.
2015-02,2015-03-24,234.722,234.781,,,,not_available_BLS_archive_hierarchy_complete,true,rounding_only_difference,false,CPI-U NSA is final when released; archived BLS levels and published 12-month rate establish the decision-time state without current revised history.
2015-03,2015-04-17,236.119,236.293,,,,not_available_BLS_archive_hierarchy_complete,true,rounding_only_difference,false,CPI-U NSA is final when released; archived BLS levels and published 12-month rate establish the decision-time state without current revised history.
2015-04,2015-05-22,236.599,237.072,,,,not_available_BLS_archive_hierarchy_complete,true,rounding_only_difference,false,CPI-U NSA is final when released; archived BLS levels and published 12-month rate establish the decision-time state without current revised history.
2015-05,2015-06-18,237.805,237.900,,,,not_available_BLS_archive_hierarchy_complete,true,rounding_only_difference,false,CPI-U NSA is final when released; archived BLS levels and published 12-month rate establish the decision-time state without current revised history.
2015-06,2015-07-17,238.638,238.343,,,,not_available_BLS_archive_hierarchy_complete,true,rounding_only_difference,false,CPI-U NSA is final when released; archived BLS levels and published 12-month rate establish the decision-time state without current revised history.
2015-07,2015-08-19,238.654,238.250,,,,not_available_BLS_archive_hierarchy_complete,true,rounding_only_difference,false,CPI-U NSA is final when released; archived BLS levels and published 12-month rate establish the decision-time state without current revised history.
2015-08,2015-09-16,238.316,237.852,,,,not_available_BLS_archive_hierarchy_complete,true,rounding_only_difference,false,CPI-U NSA is final when released; archived BLS levels and published 12-month rate establish the decision-time state without current revised history.
2015-09,2015-10-15,237.945,238.031,,,,not_available_BLS_archive_hierarchy_complete,true,rounding_only_difference,false,CPI-U NSA is final when released; archived BLS levels and published 12-month rate establish the decision-time state without current revised history.
2015-10,2015-11-17,237.838,237.433,,,,not_available_BLS_archive_hierarchy_complete,true,rounding_only_difference,false,CPI-U NSA is final when released; archived BLS levels and published 12-month rate establish the decision-time state without current revised history.
2015-11,2015-12-15,237.336,236.151,,,,not_available_BLS_archive_hierarchy_complete,true,rounding_only_difference,false,CPI-U NSA is final when released; archived BLS levels and published 12-month rate establish the decision-time state without current revised history.
2015-12,2016-01-20,236.525,234.812,,,,not_available_BLS_archive_hierarchy_complete,true,rounding_only_difference,false,CPI-U NSA is final when released; archived BLS levels and published 12-month rate establish the decision-time state without current revised history.
2016-01,2016-02-19,236.916,233.707,,,,not_available_BLS_archive_hierarchy_complete,true,rounding_only_difference,false,CPI-U NSA is final when released; archived BLS levels and published 12-month rate establish the decision-time state without current revised history.
2016-02,2016-03-16,237.111,234.722,,,,not_available_BLS_archive_hierarchy_complete,true,rounding_only_difference,false,CPI-U NSA is final when released; archived BLS levels and published 12-month rate establish the decision-time state without current revised history.
2016-03,2016-04-14,238.132,236.119,,,,not_available_BLS_archive_hierarchy_complete,true,rounding_only_difference,false,CPI-U NSA is final when released; archived BLS levels and published 12-month rate establish the decision-time state without current revised history.
2016-04,2016-05-17,239.261,236.599,,,,not_available_BLS_archive_hierarchy_complete,true,rounding_only_difference,false,CPI-U NSA is final when released; archived BLS levels and published 12-month rate establish the decision-time state without current revised history.
2016-05,2016-06-16,240.229,237.805,,,,not_available_BLS_archive_hierarchy_complete,true,rounding_only_difference,false,CPI-U NSA is final when released; archived BLS levels and published 12-month rate establish the decision-time state without current revised history.
2016-06,2016-07-15,241.038,238.638,,,,not_available_BLS_archive_hierarchy_complete,true,rounding_only_difference,false,CPI-U NSA is final when released; archived BLS levels and published 12-month rate establish the decision-time state without current revised history.
2016-07,2016-08-16,240.647,238.654,,,,not_available_BLS_archive_hierarchy_complete,true,rounding_only_difference,false,CPI-U NSA is final when released; archived BLS levels and published 12-month rate establish the decision-time state without current revised history.
2016-08,2016-09-16,240.853,238.316,,,,not_available_BLS_archive_hierarchy_complete,true,rounding_only_difference,false,CPI-U NSA is final when released; archived BLS levels and published 12-month rate establish the decision-time state without current revised history.
2016-09,2016-10-18,241.428,237.945,,,,not_available_BLS_archive_hierarchy_complete,true,rounding_only_difference,false,CPI-U NSA is final when released; archived BLS levels and published 12-month rate establish the decision-time state without current revised history.
2016-10,2016-11-17,241.729,237.838,,,,not_available_BLS_archive_hierarchy_complete,true,rounding_only_difference,false,CPI-U NSA is final when released; archived BLS levels and published 12-month rate establish the decision-time state without current revised history.
2016-11,2016-12-15,241.353,237.336,,,,not_available_BLS_archive_hierarchy_complete,true,rounding_only_difference,false,CPI-U NSA is final when released; archived BLS levels and published 12-month rate establish the decision-time state without current revised history.
2016-12,2017-01-18,241.432,236.525,,,,not_available_BLS_archive_hierarchy_complete,true,rounding_only_difference,false,CPI-U NSA is final when released; archived BLS levels and published 12-month rate establish the decision-time state without current revised history.
2017-01,2017-02-15,242.839,236.916,,,,not_available_BLS_archive_hierarchy_complete,true,rounding_only_difference,false,CPI-U NSA is final when released; archived BLS levels and published 12-month rate establish the decision-time state without current revised history.
