reference_month,release_date,release_url,release_status,parse_status,release_after_reference_month_end,release_date_unique,source_effective_after_close_date,notes
2014-06,2014-07-22,https://www.bls.gov/news.release/archives/cpi_07222014.htm,canonical_release,parsed,true,true,2014-07-23,
2014-07,2014-08-19,https://www.bls.gov/news.release/archives/cpi_08192014.htm,canonical_release,parsed,true,true,2014-08-20,
2014-08,2014-09-17,https://www.bls.gov/news.release/archives/cpi_09172014.htm,canonical_release,parsed,true,true,2014-09-18,
2014-09,2014-10-22,https://www.bls.gov/news.release/archives/cpi_10222014.htm,canonical_release,parsed,true,true,2014-10-23,
2014-10,2014-11-20,https://www.bls.gov/news.release/archives/cpi_11202014.htm,canonical_release,parsed,true,true,2014-11-21,
2014-11,2014-12-17,https://www.bls.gov/news.release/archives/cpi_12172014.htm,canonical_release,parsed,true,true,2014-12-18,
2014-12,2015-01-16,https://www.bls.gov/news.release/archives/cpi_01162015.htm,canonical_release,parsed,true,true,2015-01-20,
2015-01,2015-02-26,https://www.bls.gov/news.release/archives/cpi_02262015.htm,canonical_release,parsed,true,true,2015-02-27,
2015-02,2015-03-24,https://www.bls.gov/news.release/archives/cpi_03242015.htm,canonical_release,parsed,true,true,2015-03-25,
2015-03,2015-04-17,https://www.bls.gov/news.release/archives/cpi_04172015.htm,canonical_release,parsed,true,true,2015-04-20,
2015-04,2015-05-22,https://www.bls.gov/news.release/archives/cpi_05222015.htm,canonical_release,parsed,true,true,2015-05-26,
2015-05,2015-06-18,https://www.bls.gov/news.release/archives/cpi_06182015.htm,canonical_release,parsed,true,true,2015-06-19,
2015-06,2015-07-17,https://www.bls.gov/news.release/archives/cpi_07172015.htm,canonical_release,parsed,true,true,2015-07-20,
2015-07,2015-08-19,https://www.bls.gov/news.release/archives/cpi_08192015.htm,canonical_release,parsed,true,true,2015-08-20,
2015-08,2015-09-16,https://www.bls.gov/news.release/archives/cpi_09162015.htm,canonical_release,parsed,true,true,2015-09-17,
2015-09,2015-10-15,https://www.bls.gov/news.release/archives/cpi_10152015.htm,canonical_release,parsed,true,true,2015-10-16,
2015-10,2015-11-17,https://www.bls.gov/news.release/archives/cpi_11172015.htm,canonical_release,parsed,true,true,2015-11-18,
2015-11,2015-12-15,https://www.bls.gov/news.release/archives/cpi_12152015.htm,canonical_release,parsed,true,true,2015-12-16,
2015-12,2016-01-20,https://www.bls.gov/news.release/archives/cpi_01202016.htm,canonical_release,parsed,true,true,2016-01-21,
2016-01,2016-02-19,https://www.bls.gov/news.release/archives/cpi_02192016.htm,canonical_release,parsed,true,true,2016-02-22,
2016-02,2016-03-16,https://www.bls.gov/news.release/archives/cpi_03162016.htm,canonical_release,parsed,true,true,2016-03-17,
2016-03,2016-04-14,https://www.bls.gov/news.release/archives/cpi_04142016.htm,canonical_release,parsed,true,true,2016-04-15,
2016-04,2016-05-17,https://www.bls.gov/news.release/archives/cpi_05172016.htm,canonical_release,parsed,true,true,2016-05-18,
2016-05,2016-06-16,https://www.bls.gov/news.release/archives/cpi_06162016.htm,canonical_release,parsed,true,true,2016-06-17,
2016-06,2016-07-15,https://www.bls.gov/news.release/archives/cpi_07152016.htm,canonical_release,parsed,true,true,2016-07-18,
2016-07,2016-08-16,https://www.bls.gov/news.release/archives/cpi_08162016.htm,canonical_release,parsed,true,true,2016-08-17,
2016-08,2016-09-16,https://www.bls.gov/news.release/archives/cpi_09162016.htm,canonical_release,parsed,true,true,2016-09-19,
2016-09,2016-10-18,https://www.bls.gov/news.release/archives/cpi_10182016.htm,canonical_release,parsed,true,true,2016-10-19,
2016-10,2016-11-17,https://www.bls.gov/news.release/archives/cpi_11172016.htm,canonical_release,parsed,true,true,2016-11-18,
2016-11,2016-12-15,https://www.bls.gov/news.release/archives/cpi_12152016.htm,canonical_release,parsed,true,true,2016-12-16,
2016-12,2017-01-18,https://www.bls.gov/news.release/archives/cpi_01182017.htm,canonical_release,parsed,true,true,2017-01-19,
2017-01,2017-02-15,https://www.bls.gov/news.release/archives/cpi_02152017.htm,canonical_release,parsed,true,true,2017-02-16,
2017-02,2017-03-15,https://www.bls.gov/news.release/archives/cpi_03152017.htm,canonical_release,parsed,true,true,2017-03-16,
2017-03,2017-04-14,https://www.bls.gov/news.release/archives/cpi_04142017.htm,canonical_release,parsed,true,true,2017-04-17,
2017-04,2017-05-12,https://www.bls.gov/news.release/archives/cpi_05122017.htm,canonical_release,parsed,true,true,2017-05-15,
2017-05,2017-06-14,https://www.bls.gov/news.release/archives/cpi_06142017.htm,canonical_release,parsed,true,true,2017-06-15,
2017-06,2017-07-14,https://www.bls.gov/news.release/archives/cpi_07142017.htm,canonical_release,parsed,true,true,2017-07-17,
2017-07,2017-08-11,https://www.bls.gov/news.release/archives/cpi_08112017.htm,canonical_release,parsed,true,true,2017-08-14,
2017-08,2017-09-14,https://www.bls.gov/news.release/archives/cpi_09142017.htm,canonical_release,parsed,true,true,2017-09-15,
2017-09,2017-10-13,https://www.bls.gov/news.release/archives/cpi_10132017.htm,canonical_release,parsed,true,true,2017-10-16,
2017-10,2017-11-15,https://www.bls.gov/news.release/archives/cpi_11152017.htm,canonical_release,parsed,true,true,2017-11-16,
2017-11,2017-12-13,https://www.bls.gov/news.release/archives/cpi_12132017.htm,canonical_release,parsed,true,true,2017-12-14,
2017-12,2018-01-12,https://www.bls.gov/news.release/archives/cpi_01122018.htm,canonical_release,parsed,true,true,2018-01-16,
2018-01,2018-02-14,https://www.bls.gov/news.release/archives/cpi_02142018.htm,canonical_release,parsed,true,true,2018-02-15,
2018-02,2018-03-13,https://www.bls.gov/news.release/archives/cpi_03132018.htm,canonical_release,parsed,true,true,2018-03-14,
2018-03,2018-04-11,https://www.bls.gov/news.release/archives/cpi_04112018.htm,canonical_release,parsed,true,true,2018-04-12,
2018-04,2018-05-10,https://www.bls.gov/news.release/archives/cpi_05102018.htm,canonical_release,parsed,true,true,2018-05-11,
2018-05,2018-06-12,https://www.bls.gov/news.release/archives/cpi_06122018.htm,canonical_release,parsed,true,true,2018-06-13,
2018-06,2018-07-12,https://www.bls.gov/news.release/archives/cpi_07122018.htm,canonical_release,parsed,true,true,2018-07-13,
2018-07,2018-08-10,https://www.bls.gov/news.release/archives/cpi_08102018.htm,canonical_release,parsed,true,true,2018-08-13,
2018-08,2018-09-13,https://www.bls.gov/news.release/archives/cpi_09132018.htm,canonical_release,parsed,true,true,2018-09-14,
2018-09,2018-10-11,https://www.bls.gov/news.release/archives/cpi_10112018.htm,canonical_release,parsed,true,true,2018-10-12,
2018-10,2018-11-14,https://www.bls.gov/news.release/archives/cpi_11142018.htm,canonical_release,parsed,true,true,2018-11-15,
2018-11,2018-12-12,https://www.bls.gov/news.release/archives/cpi_12122018.htm,canonical_release,parsed,true,true,2018-12-13,
2018-12,2019-01-11,https://www.bls.gov/news.release/archives/cpi_01112019.htm,canonical_release,parsed,true,true,2019-01-14,
2019-01,2019-02-13,https://www.bls.gov/news.release/archives/cpi_02132019.htm,canonical_release,parsed,true,true,2019-02-14,
2019-02,2019-03-12,https://www.bls.gov/news.release/archives/cpi_03122019.htm,canonical_release,parsed,true,true,2019-03-13,
2019-03,2019-04-10,https://www.bls.gov/news.release/archives/cpi_04102019.htm,canonical_release,parsed,true,true,2019-04-11,
2019-04,2019-05-10,https://www.bls.gov/news.release/archives/cpi_05102019.htm,canonical_release,parsed,true,true,2019-05-13,
2019-05,2019-06-12,https://www.bls.gov/news.release/archives/cpi_06122019.htm,canonical_release,parsed,true,true,2019-06-13,
2019-06,2019-07-11,https://www.bls.gov/news.release/archives/cpi_07112019.htm,canonical_release,parsed,true,true,2019-07-12,
2019-07,2019-08-13,https://www.bls.gov/news.release/archives/cpi_08132019.htm,canonical_release,parsed,true,true,2019-08-14,
2019-08,2019-09-12,https://www.bls.gov/news.release/archives/cpi_09122019.htm,canonical_release,parsed,true,true,2019-09-13,
2019-09,2019-10-10,https://www.bls.gov/news.release/archives/cpi_10102019.htm,canonical_release,parsed,true,true,2019-10-11,
2019-10,2019-11-13,https://www.bls.gov/news.release/archives/cpi_11132019.htm,canonical_release,parsed,true,true,2019-11-14,
2019-11,2019-12-11,https://www.bls.gov/news.release/archives/cpi_12112019.htm,canonical_release,parsed,true,true,2019-12-12,
2019-12,2020-01-14,https://www.bls.gov/news.release/archives/cpi_01142020.htm,canonical_release,parsed,true,true,2020-01-15,
2020-01,2020-02-13,https://www.bls.gov/news.release/archives/cpi_02132020.htm,canonical_release,parsed,true,true,2020-02-14,
2020-02,2020-03-11,https://www.bls.gov/news.release/archives/cpi_03112020.htm,canonical_release,parsed,true,true,2020-03-12,
2020-03,2020-04-10,https://www.bls.gov/news.release/archives/cpi_04102020.htm,canonical_release,parsed,true,true,2020-04-13,
2020-04,2020-05-12,https://www.bls.gov/news.release/archives/cpi_05122020.htm,canonical_release,parsed,true,true,2020-05-13,
2020-05,2020-06-10,https://www.bls.gov/news.release/archives/cpi_06102020.htm,canonical_release,parsed,true,true,2020-06-11,
2020-06,2020-07-14,https://www.bls.gov/news.release/archives/cpi_07142020.htm,canonical_release,parsed,true,true,2020-07-15,
2020-07,2020-08-12,https://www.bls.gov/news.release/archives/cpi_08122020.htm,canonical_release,parsed,true,true,2020-08-13,
2020-08,2020-09-11,https://www.bls.gov/news.release/archives/cpi_09112020.htm,canonical_release,parsed,true,true,2020-09-14,
2020-09,2020-10-13,https://www.bls.gov/news.release/archives/cpi_10132020.htm,canonical_release,parsed,true,true,2020-10-14,
2020-10,2020-11-12,https://www.bls.gov/news.release/archives/cpi_11122020.htm,canonical_release,parsed,true,true,2020-11-13,
2020-11,2020-12-10,https://www.bls.gov/news.release/archives/cpi_12102020.htm,canonical_release,parsed,true,true,2020-12-11,
2020-12,2021-01-13,https://www.bls.gov/news.release/archives/cpi_01132021.htm,canonical_release,parsed,true,true,2021-01-14,
2021-01,2021-02-10,https://www.bls.gov/news.release/archives/cpi_02102021.htm,canonical_release,parsed,true,true,2021-02-11,
2021-02,2021-03-10,https://www.bls.gov/news.release/archives/cpi_03102021.htm,canonical_release,parsed,true,true,2021-03-11,
2021-03,2021-04-13,https://www.bls.gov/news.release/archives/cpi_04132021.htm,canonical_release,parsed,true,true,2021-04-14,
2021-04,2021-05-12,https://www.bls.gov/news.release/archives/cpi_05122021.htm,canonical_release,parsed,true,true,2021-05-13,
2021-05,2021-06-10,https://www.bls.gov/news.release/archives/cpi_06102021.htm,canonical_release,parsed,true,true,2021-06-11,
2021-06,2021-07-13,https://www.bls.gov/news.release/archives/cpi_07132021.htm,canonical_release,parsed,true,true,2021-07-14,
2021-07,2021-08-11,https://www.bls.gov/news.release/archives/cpi_08112021.htm,canonical_release,parsed,true,true,2021-08-12,
2021-08,2021-09-14,https://www.bls.gov/news.release/archives/cpi_09142021.htm,canonical_release,parsed,true,true,2021-09-15,
2021-09,2021-10-13,https://www.bls.gov/news.release/archives/cpi_10132021.htm,canonical_release,parsed,true,true,2021-10-14,
2021-10,2021-11-10,https://www.bls.gov/news.release/archives/cpi_11102021.htm,canonical_release,parsed,true,true,2021-11-11,
2021-11,2021-12-10,https://www.bls.gov/news.release/archives/cpi_12102021.htm,canonical_release,parsed,true,true,2021-12-13,
2021-12,2022-01-12,https://www.bls.gov/news.release/archives/cpi_01122022.htm,canonical_release,parsed,true,true,2022-01-13,
2022-01,2022-02-10,https://www.bls.gov/news.release/archives/cpi_02102022.htm,canonical_release,parsed,true,true,2022-02-11,
2022-02,2022-03-10,https://www.bls.gov/news.release/archives/cpi_03102022.htm,canonical_release,parsed,true,true,2022-03-11,
2022-03,2022-04-12,https://www.bls.gov/news.release/archives/cpi_04122022.htm,canonical_release,parsed,true,true,2022-04-13,
2022-04,2022-05-11,https://www.bls.gov/news.release/archives/cpi_05112022.htm,canonical_release,parsed,true,true,2022-05-12,
2022-05,2022-06-10,https://www.bls.gov/news.release/archives/cpi_06102022.htm,canonical_release,parsed,true,true,2022-06-13,
2022-06,2022-07-13,https://www.bls.gov/news.release/archives/cpi_07132022.htm,canonical_release,parsed,true,true,2022-07-14,
2022-07,2022-08-10,https://www.bls.gov/news.release/archives/cpi_08102022.htm,canonical_release,parsed,true,true,2022-08-11,
2022-08,2022-09-13,https://www.bls.gov/news.release/archives/cpi_09132022.htm,canonical_release,parsed,true,true,2022-09-14,
2022-09,2022-10-13,https://www.bls.gov/news.release/archives/cpi_10132022.htm,canonical_release,parsed,true,true,2022-10-14,
2022-10,2022-11-10,https://www.bls.gov/news.release/archives/cpi_11102022.htm,canonical_release,parsed,true,true,2022-11-11,
2022-11,2022-12-13,https://www.bls.gov/news.release/archives/cpi_12132022.htm,canonical_release,parsed,true,true,2022-12-14,
2022-12,2023-01-12,https://www.bls.gov/news.release/archives/cpi_01122023.htm,canonical_release,parsed,true,true,2023-01-13,
2023-01,2023-02-14,https://www.bls.gov/news.release/archives/cpi_02142023.htm,canonical_release,parsed,true,true,2023-02-15,
2023-02,2023-03-14,https://www.bls.gov/news.release/archives/cpi_03142023.htm,canonical_release,parsed,true,true,2023-03-15,
2023-03,2023-04-12,https://www.bls.gov/news.release/archives/cpi_04122023.htm,canonical_release,parsed,true,true,2023-04-13,
2023-04,2023-05-10,https://www.bls.gov/news.release/archives/cpi_05102023.htm,canonical_release,parsed,true,true,2023-05-11,
2023-05,2023-06-13,https://www.bls.gov/news.release/archives/cpi_06132023.htm,canonical_release,parsed,true,true,2023-06-14,
2023-06,2023-07-12,https://www.bls.gov/news.release/archives/cpi_07122023.htm,canonical_release,parsed,true,true,2023-07-13,
2023-07,2023-08-10,https://www.bls.gov/news.release/archives/cpi_08102023.htm,canonical_release,parsed,true,true,2023-08-11,
2023-08,2023-09-13,https://www.bls.gov/news.release/archives/cpi_09132023.htm,canonical_release,parsed,true,true,2023-09-14,
2023-09,2023-10-12,https://www.bls.gov/news.release/archives/cpi_10122023.htm,canonical_release,parsed,true,true,2023-10-13,
2023-10,2023-11-14,https://www.bls.gov/news.release/archives/cpi_11142023.htm,canonical_release,parsed,true,true,2023-11-15,
2023-11,2023-12-12,https://www.bls.gov/news.release/archives/cpi_12122023.htm,canonical_release,parsed,true,true,2023-12-13,
2023-12,2024-01-11,https://www.bls.gov/news.release/archives/cpi_01112024.htm,canonical_release,parsed,true,true,2024-01-12,
2024-01,2024-02-13,https://www.bls.gov/news.release/archives/cpi_02132024.htm,canonical_release,parsed,true,true,2024-02-14,
2024-02,2024-03-12,https://www.bls.gov/news.release/archives/cpi_03122024.htm,canonical_release,parsed,true,true,2024-03-13,
