reference_month,month_end_session,SPY,IYR,GSG,GLD,AGG,TIP
2008-03,2008-03-31,-0.0089425636088836802,0.044697500922716848,-0.0094161828196771546,-0.059991647169457374,0.0012967310792815212,-0.0013998706349112044
2008-04,2008-04-30,0.0476622149741881,0.058064239518990091,0.081921842616114793,-0.041588341819814301,0.00327552447018431,-0.013995881123807674
2008-05,2008-05-30,0.015116567417408744,0.0081299428136254459,0.08466458755504358,0.0092324917285127039,-0.012651606444616492,0.0010682951989773315
2008-06,2008-06-30,-0.083575725844374338,-0.11553581655335654,0.10324008805152562,0.045168721732198103,-0.0018485923466503573,0.017894317821479211
2008-07,2008-07-31,-0.0089857455342796655,0.024671564338362151,-0.13322657681275263,-0.014442009549097135,0.0039392667996467345,-0.0060950087654794149
2008-08,2008-08-29,0.01545321802408095,0.018137589018113687,-0.074849847335733855,-0.092917435351300148,0.0074191271547237037,0.007806192035878512
2008-09,2008-09-30,-0.094173199889938108,-0.010821599205025456,-0.10437823355447617,0.041121045747142482,-0.017598093492675715,-0.040218384128890894
2008-10,2008-10-31,-0.16518648768143618,-0.31315578725515503,-0.29665426228256309,-0.16139653704229351,-0.022810648467135097,-0.080896432241003957
2008-11,2008-11-28,-0.069606612782450616,-0.21551098029351934,-0.14878438280688533,0.12573593609702649,0.030242608644985847,0.0087693696686226286
2008-12,2008-12-31,0.0097960379695556377,0.14388024271802724,-0.1117664879368635,0.077325355164428622,0.066624231492475428,0.065034996376766241
2009-01,2009-01-30,-0.082114093622210449,-0.15820568025644244,-0.10346036101622125,0.055362934597515734,-0.019865757577640419,-0.00040289023684014769
2009-02,2009-02-27,-0.1074489728957535,-0.19783021232490106,-0.061208566010660492,0.014456244990885603,-0.010552554009670034,-0.021975213034175711
2009-03,2009-03-31,0.083310207954833793,0.035550464576756147,0.045681079109423539,-0.025369734900152596,0.011028789065607558,0.059059747835294329
2009-04,2009-04-30,0.099346043810928819,0.29615125810876575,-0.015488458495700352,-0.033340741880035663,0.0051533944488362238,-0.017952093157219462
2009-05,2009-05-29,0.058453625386002406,0.022727366284789552,0.21500603980888044,0.10232612179073897,0.0070958914254917183,0.01996678343204894
2009-06,2009-06-30,-0.000654449089547815,-0.02486324886091007,-0.0023240903128286527,-0.052182918942994316,0.0042084408639759818,0.0019818071552755168
2009-07,2009-07-31,0.074605197035731985,0.10579902844745059,0.0073211722558648162,0.023799058583926502,0.012690429061600117,0.0008794299832735053
2009-08,2009-08-31,0.036939603337819982,0.13193878763214317,0.0042946534126417912,0.00053565133985156166,0.012202464780630695,0.0084128826605116558
2009-09,2009-09-30,0.035457400893758706,0.060913682985529682,-0.023684188236489989,0.058351144102841701,0.011881597558190515,0.020230152022809644
2009-10,2009-10-30,-0.019225029820660544,-0.0496835839202181,0.048180602778713721,0.03722812708124823,0.0022186712175955581,0.011446403278738693
2009-11,2009-11-30,0.061606293475775287,0.070776600713565285,0.012857589542996761,0.12786502259277088,0.012861743073704801,0.027992998078502307
2009-12,2009-12-31,0.01910123151032761,0.069058631015382677,0.009838129599828882,-0.072033914519376352,-0.018810693214499907,-0.020891862702325348
2010-01,2010-01-29,-0.036342779572582362,-0.054224626113174135,-0.081081079461031935,-0.012580360682460934,0.014148317673581046,0.015302665859574294
2010-02,2010-02-26,0.031194896487171331,0.054570686515926559,0.059165511483523892,0.032748218673886553,0.0019841279010390789,-0.013031632141676908
2010-03,2010-03-31,0.060879851468045754,0.097484375376005072,0.0061349867055273677,-0.0043863963775468973,-6.7567053382400211e-05,-5.7799057062601911e-05
2010-04,2010-04-30,0.015469893300456006,0.063881270520080857,0.031450563126935283,0.058834362933984252,0.009732158094526433,0.025149913680247105
2010-05,2010-05-28,-0.079454314045068863,-0.056835695051717816,-0.13596761091701337,0.030513146883171416,0.010825107232421471,0.0019176180789328701
2010-06,2010-06-30,-0.051740722583712206,-0.046700850160545149,0.00072021812869937918,0.023553189068376446,0.017686775713689151,0.012798598893003277
2010-07,2010-07-30,0.068300241457439403,0.09404751533347433,0.057574610342208343,-0.050871157346167206,0.0085472666264507779,-0.0024293523499656633
2010-08,2010-08-31,-0.044980770409940751,-0.012971839006347241,-0.054780494604909635,0.057061252828653153,0.012867995887736017,0.019420246181328205
2010-09,2010-09-30,0.089554994762357953,0.046296787089857405,0.080273559651434567,0.047755584400488438,7.3462881575059313e-05,0.0078555972798082241
2010-10,2010-10-29,0.038201933654525622,0.039334308015684494,0.028990300741399855,0.036822698148927913,0.0015223955137906309,0.024741408072974869
2010-11,2010-11-30,0,-0.015829572548673343,0.012305734405525293,0.021112978094167678,-0.0083491634453094488,-0.016926491880169259
2010-12,2010-12-31,0.06685255556941283,0.045740647274981283,0.09085087090355537,0.024368653791006833,-0.0067539704153141145,-0.013875900688008813
2011-01,2011-01-31,0.023300191060135367,0.03573977646650528,0.031085085651703537,-0.06379762129208244,-0.00085085457789280117,0.00018567544826986193
2011-02,2011-02-28,0.034737419239770695,0.045203785735985047,0.026450520739812688,0.059983128034251543,0.0029043435387590133,0.0072082410101597105
2011-03,2011-03-31,0.00011986885626114052,-0.010935019573824922,0.034912671549070184,0.015981380863842931,-0.0022304057878640426,0.011902539998544182
2011-04,2011-04-29,0.028961605785817746,0.04663330933494958,0.042570286948995895,0.089446549780080709,0.01567539588434097,0.023779885880554907
2011-05,2011-05-31,-0.01121450868805296,0.010133141034959658,-0.068566981589823439,-0.017916885312225905,0.012397955597287957,0.0026592066848147855
2011-06,2011-06-30,-0.016869984783894898,-0.03105958266948905,-0.059553344917307682,-0.024325042799353547,-0.0044518129394234274,0.007549629465444907
2011-07,2011-07-29,-0.020004297430220808,0.0021558565394554918,0.031662210408453406,0.084178036206389084,0.016866999688632811,0.038995614380948229
2011-08,2011-08-31,-0.054975588630443717,-0.053119236477029763,-0.017050255684457394,0.12274943937515781,0.015204495768678994,0.0064352521352726288
2011-09,2011-09-30,-0.069420985794292567,-0.10668218580576905,-0.12720438274415802,-0.11062347246832638,0.007705871577634138,-8.7883164312074769e-05
2011-10,2011-10-31,0.10914724819434118,0.13189663771504168,0.10268301843759775,0.058711874747794601,0.0012644897206670613,0.020705507606622708
2011-11,2011-11-30,-0.004063819105581179,-0.036687958135514842,0.015019524969937414,0.016672693952307194,-0.0033074730663982255,0.0052526814488838003
2011-12,2011-12-30,0.010448274738964702,0.041073906728882781,-0.023971629220015833,-0.10662433944055594,0.013566254727978233,0.0016390935399981377
2012-01,2012-01-31,0.046374661580214083,0.066009749992645972,0.023953939554050452,0.11395480912860867,0.0072576140508144871,0.022880970128296596
2012-02,2012-02-29,0.043405443896648022,-0.0069351961783020721,0.062185325604231956,-0.029649780549572347,-0.00013607398525361525,-0.0057806955799858395
2012-03,2012-03-30,0.032163508587825129,0.044929747915394502,-0.03038751561319375,-0.013208340481005276,-0.0057295959758868475,-0.0085949529108813039
2012-04,2012-04-30,-0.0066754277067025969,0.025842697498417389,-0.0034502281798870493,-0.0014803247076433657,0.009060117393266065,0.01784748013097559
2012-05,2012-05-31,-0.060055684701293077,-0.042090759564176961,-0.12781305033694479,-0.063380340104711386,0.010781264330326223,0.019463104168242262
2012-06,2012-06-29,0.040580919129679094,0.053652798861022699,0.0069467745617357579,0.023545755435880888,-0.0001967946212274585,-0.0066882606529633515
2012-07,2012-07-31,0.011829829015943316,0.023303116941554958,0.058804171378905812,0.0083768479367647419,0.013620467623967958,0.017545711553245802
2012-08,2012-08-31,0.025052452692184035,0.0030563565014245508,0.071672398575862051,0.049396098512353381,1.976472467912771e-07,-0.0024711263015562146
2012-09,2012-09-28,0.025350968283522901,-0.011177012508729267,-0.02142448346416026,0.046705627280061002,0.0026663596546707691,0.0051190510486094354
2012-10,2012-10-31,-0.018198269805668188,-0.0059022850363001922,-0.040236705356500924,-0.029437416816341377,-0.00047259906124774709,0.0062414847098797299
2012-11,2012-11-30,0.0056593840574195031,-0.0057811734756545441,0.016029607884617381,-0.0046754107219081353,0.0027065761082536444,0.0055797418149148292
2012-12,2012-12-31,0.0089349195940739978,0.028854413979031657,-0.0051577115797128981,-0.024269790456075579,-0.0024519421116263596,-0.0082172788057927049
2013-01,2013-01-31,0.051190231954214127,0.040204205864023068,0.045745652885593291,-0.0050611486396444638,-0.0062117122272739023,-0.0051896029680945643
2013-02,2013-02-28,0.012758749328530605,0.012635820938629694,-0.05103528589314088,-0.050868468383873711,0.0059085992870953064,0.0019043340777049611
2013-03,2013-03-28,0.03797126732714462,0.02864957301963833,0.011063325145137748,0.0094771042368770875,0.00098567161859408614,0.0021486723343000502
2013-04,2013-04-30,0.0192123002563791,0.057282881455145596,-0.048936186494859202,-0.075623133095271799,0.0096861281486664286,0.0079218880310953921
2013-05,2013-05-31,0.023609834994686052,-0.064933507691906645,-0.01534041021222099,-0.061987853461336062,-0.020011892349066751,-0.04193281359168477
2013-06,2013-06-28,-0.013344811988385108,-0.023826937915442103,-0.00032457737926583352,-0.11058839427335088,-0.01565418550801756,-0.038020150990796364
2013-07,2013-07-31,0.051676672812918989,0.002408521277665665,0.056493562388570284,0.074301053049881105,0.0026913030764121881,0.0090197748915767928
2013-08,2013-08-30,-0.029992377174181573,-0.065324984654857254,0.031038669118514273,0.052047484216675155,-0.0082639825939866407,-0.018262396276630954
2013-09,2013-09-30,0.031646901874134548,0.034501763220458948,-0.034873269614053792,-0.047838379698351585,0.011206110156305904,0.017561989334570427
2013-10,2013-10-31,0.046306603373758248,0.037309727585534747,-0.014515170018506773,-0.003432632525769086,0.008326809100321686,0.0034390147793683656
2013-11,2013-11-29,0.029637672719708741,-0.046395553047613891,-0.0047007088451125334,-0.055111954229365545,-0.0025068034754064383,-0.010566785354646946
2013-12,2013-12-31,0.02592662391233258,0.0090470667886612954,0.013538992277339901,-0.03794527189279151,-0.0055670719455838125,-0.014527022844938009
2014-01,2014-01-31,-0.035248454470186874,0.03440084691448253,-0.022056511797535427,0.034188714238774232,0.015408932137961795,0.021019001437031504
2014-02,2014-02-28,0.045515713600122742,0.047509396846381557,0.047967031708641361,0.062703028048270104,0.0037639374735918274,0.0043671403587137725
2014-03,2014-03-31,0.0082955605415080402,0.0014521128034907793,-0.00060625816144554978,-0.031421423365686874,-0.0014803128845833902,-0.0053237670108490232
2014-04,2014-04-30,0.0069515847310959167,0.030293610389404924,0.010009038645415691,0.0049348807324613997,0.0082167397840688938,0.013202370606480329
2014-05,2014-05-30,0.023206281278169483,0.027969274626924223,-0.0051050502354401672,-0.03051039187154414,0.011790553090470945,0.020013549428580912
2014-06,2014-06-30,0.020644568618846337,0.010125826215644729,0.023845369011786133,0.063190176547977428,-0.00057552309294883752,0.0036977144767891268
2014-07,2014-07-31,-0.013437362605173808,-0.0011142587128272208,-0.056603722658898126,-0.036316730242971551,-0.0025093919243892593,-0.00092145672719579075
2014-08,2014-08-29,0.039463949196269832,0.034722718266442021,-0.015625,0.0038090706137288155,0.011495922680824666,0.0060760717380854423
2014-09,2014-09-30,-0.013796408793845027,-0.05890556954445747,-0.060634915790860666,-0.061763293138879294,-0.0061472206901991289,-0.025952999313583414
2014-10,2014-10-31,0.023550840990635313,0.083526330715497643,-0.059479561331732933,-0.030548106448075929,0.010640805956809718,0.009011933361223079
2014-11,2014-11-28,0.027472043374193067,0.02720691255519414,-0.1009701571557956,-0.0048819726067770297,0.0065701285399217824,0.0015920646366038849
2014-12,2014-12-31,-0.002536649030209448,0.0080500599065949086,-0.13749002682332856,0.013112132840068735,0.0014756684787711194,-0.010512503343448443
2015-01,2015-01-30,-0.029629369331105271,0.057131979944520239,-0.087117662994121825,0.086899057563572857,0.020523315268719644,0.032318715817953647
2015-02,2015-02-27,0.056204669314115829,-0.025975641057408572,0.059390864516868591,-0.059052194948123304,-0.0089481280055069279,-0.01288582128655269
2015-03,2015-03-31,-0.015705542850310561,0.01074469493715835,-0.065644503313001423,-0.021522037888980217,0.0037468446389725685,-0.0048193099733784273
2015-04,2015-04-30,0.0098338335733898496,-0.048159039203162224,0.1092307261931591,-0.0016716737223684275,-0.0032278849180565894,0.0067792843671747871
2015-05,2015-05-29,0.012856267054009551,-0.0033113838334334345,-0.021729049079530105,0.0055521040507666708,-0.004374198725386802,-0.010056051501016627
2015-06,2015-06-30,-0.020312040495675032,-0.043979130899415408,-0.0023629129216021783,-0.015162101232906067,-0.010766417652095628,-0.010246061631414616
2015-07,2015-07-31,0.022588880338216377,0.049508984528077615,-0.14163901869581075,-0.066209862592822355,0.0086216137636605517,0.0053548137563923515
2015-08,2015-08-31,-0.060950243992628383,-0.058131858255643043,0.0027593396658287528,0.037072328012340172,-0.0033586832874169525,-0.009498437393340553
2015-09,2015-09-30,-0.025515641380451703,0.016153327402776085,-0.059989000991254482,-0.018011386601445412,0.0081146550767285941,-0.0052301721454754979
2015-10,2015-10-30,0.085059733262219828,0.062156550316595727,-0.00058549349686798369,0.022833636790845047,0.00068569161050358041,0.0030009273591273811
2015-11,2015-11-30,0.0036545855904837055,-0.0019903502123173045,-0.091388371050492134,-0.067520628332624621,-0.0038904336132863371,-0.0014422467366211889
2015-12,2015-12-31,-0.01728197428915057,0.011052741390368714,-0.082527444729624366,-0.004513334897339405,-0.0019171421745360906,-0.010108241091427606
2016-01,2016-01-29,-0.049786894008060911,-0.041022729917771783,-0.052705553346921175,0.054109973519699484,0.012406325331722812,0.015681391479372531
2016-02,2016-02-29,-0.00082603886222087919,-0.0075002961558428005,-0.020771494249230527,0.10930343875618376,0.008870387139864766,0.012208723965076329
2016-03,2016-03-31,0.067266182957332221,0.10255120749328905,0.044696981902512478,-0.0084288604614343177,0.0087470025610318913,0.016672655520656665
2016-04,2016-04-29,0.0039410700873059312,-0.0166960888473493,0.10369835454180998,0.051088083708025867,0.0025491809078035388,0.0020930170874924325
2016-05,2016-05-31,0.017011741543462522,0.022073866630125893,0.013140591705401938,-0.061382967032933,0.00013529371488485431,-0.0064410629775299988
2016-06,2016-06-30,0.003475807192241831,0.062431330911925542,0.0064851090126429867,0.089695018792791181,0.019352061848650015,0.022488242831018912
2016-07,2016-07-29,0.036471572923315154,0.036533563217193477,-0.10051548798997167,0.019846560311608918,0.0054443150947238728,0.0063879744438193331
2016-08,2016-08-31,0.0011973507195790489,-0.033489337688317855,0.020057287407311275,-0.032563165509125747,-0.0021540015217936803,-0.0034267932658915701
2016-09,2016-09-30,5.7946580321432961e-05,-0.014727249701437906,0.04073033237559609,0.0068921351079083149,0.00051595635007495311,0.0075076462978609371
2016-10,2016-10-31,-0.017336858801735744,-0.049603350606200469,-0.017543811104012708,-0.029449195846995901,-0.008171363887781169,-0.0054091040580334093
2016-11,2016-11-30,0.036838047450750144,-0.023355828542850121,0.024725250432837687,-0.083565706391572903,-0.025655151817111199,-0.020714093501163378
2016-12,2016-12-30,0.020272115264001966,0.042340654859500226,0.05026809625769757,-0.019149882681417818,0.002541787013629504,-0.00040651935930591243
2017-01,2017-01-31,0.017894605345239345,0.0012993729751069605,-0.015315875555178993,0.054192157725845957,0.0021280909573790918,0.0089247516334729493
2017-02,2017-02-28,0.039291315457659959,0.043743672390729404,0.0012961441149581532,0.031847686784806317,0.0064587643776510273,0.0041160923587550968
2017-03,2017-03-31,0.0012502182351294966,-0.014529918671970621,-0.04077670693970592,-0.0042774647477253902,-0.00055333356735509653,0
2017-04,2017-04-28,0.0099260330383574846,0.0056056267095956347,-0.026315748831266528,0.01726748147982482,0.0090708041699796293,0.0044981477504202338
2017-05,2017-05-31,0.014112953443624843,-0.0011402423480503243,-0.011781016819034096,-0.0012419798017190287,0.0068707521778608172,-0.00040097413810391558
2017-06,2017-06-30,0.0063750326695826143,0.020800554559268436,-0.016830278209398308,-0.02155534773928125,-0.00018238990370156305,-0.0086698296206131342
2017-07,2017-07-31,0.020554187284874015,0.011157005787992613,0.04208268043150154,0.023131701699586449,0.0033398027830788823,0.0046144071676255116
2017-08,2017-08-31,0.0029176837922222365,0.0066951360961240436,-0.010266914582829467,0.041987575112415909,0.0094135071658905112,0.01037463440295805
2017-09,2017-09-29,0.020149272106731786,-0.0078509809256174234,0.030428739918570757,-0.033698918089760332,-0.00571593273241644,-0.0070199036384781532
2017-10,2017-10-31,0.023564269607309951,0.00050064225649570915,0.038926170372832969,-0.0074848136897864848,0.0009783846906312732,0.0023602582131407868
2017-11,2017-11-30,0.030565534382711146,0.025650933708591728,0.01291994630838067,0.0035634400571857849,-0.0014833829134226484,0.00086318246365069129
2017-12,2017-12-29,0.012128379066995265,-0.0012326568632394785,0.038265329706127282,0.021057003170010358,0.0047514438083977595,0.0093545528428744529
2018-01,2018-01-31,0.056359097513851264,-0.03024330584867152,0.037469206220815066,0.032349372831692369,-0.011249833944548038,-0.0085027683103806595
2018-02,2018-02-28,-0.036360523450633675,-0.066572976684131646,-0.036708049395475451,-0.020759902030566435,-0.01008740423881882,-0.010336915193886798
2018-03,2018-03-29,-0.027410637658059067,0.037718596973587148,0.02335581746005877,0.0063200073242186683,0.0067114716696898835,0.010096519725411701
2018-04,2018-04-30,0.0051684539205301139,0.0022526155984838869,0.046246274799112586,-0.0095397453605439164,-0.0094104800770751229,-0.0013125758512004815
2018-05,2018-05-31,0.024308817948965888,0.033712218225381285,0.015499452157356819,-0.011959209467577336,0.0066189547305821606,0.0032913165951886647
2018-06,2018-06-29,0.0057510942030134515,0.040594942253479038,0.012436365557532802,-0.036149447631209308,0.0010257348063655858,0.0064740787947565881
2018-07,2018-07-31,0.037046405812636296,0.0083147951358084615,-0.036292552990959126,-0.022418909632539785,-0.00029186150881721495,-0.0053276534652758611
2018-08,2018-08-31,0.03191986500781141,0.023753780811373026,0.01042875450688463,-0.021381117106768044,0.005679558957616182,0.0064467676550652442
2018-09,2018-09-28,0.0059452698375404012,-0.028534108856895668,0.038417434390872529,-0.0066073472459270421,-0.0061971949690212691,-0.0097040719532258679
2018-10,2018-10-31,-0.069104097466623604,-0.0238689347733132,-0.061844329182032642,0.021195453568375822,-0.006440152338414995,-0.015191869756887577
2018-11,2018-11-30,0.018549149704438106,0.046984950941887371,-0.1106533337120339,0.0033868813241899609,0.0077153539062728704,0.0047906744979999694
2018-12,2018-12-31,-0.088048432141104249,-0.078222969592974145,-0.072137605802783278,0.049420105930649161,0.019811534865470826,0.0053134501503884213
2019-01,2019-01-31,0.080066037438506044,0.1147587156187746,0.083452145821559798,0.028865979381443196,0.0091095757915640174,0.014245065183834171
2019-02,2019-02-28,0.032415339284799227,0.0073017948969316127,0.034891422072846012,-0.0060922014928295187,-0.0011389257236117389,-0.0017102199990057798
2019-03,2019-03-29,0.01810106268447087,0.041709203775005976,0.014631013888640299,-0.015968995577485989,0.021226378551668645,0.019750888250059218
2019-04,2019-04-30,0.040852057437843259,-0.0004594848588698186,0.027586180918178549,-0.0066388425031241871,-0.0020034857773285619,0.0022106358842344243
2019-05,2019-05-31,-0.063771121849106494,-0.0014942246962160732,-0.08419763344458564,0.017574298155486501,0.019108164167337849,0.017522537504913505
2019-06,2019-06-28,0.06958641134684207,0.012790441883540726,0.042638199859382109,0.080029149198489913,0.010986029546567577,0.0074938172738676645
2019-07,2019-07-31,0.015119313616621666,0.023823220221972585,-0.0044728240594544832,7.5148392299828615e-05,0.0018186813357252696,0.0031512936113367029
2019-08,2019-08-30,-0.016743280318688658,0.034343662519727314,-0.048780502734498854,0.079123134561298603,0.02782762152198659,0.023310196417362317
2019-09,2019-09-30,0.019457873360070987,0.018900509794458564,0.015519601932985738,-0.0339478600543478,-0.0061215131556556779,-0.011063853961396641
2019-10,2019-10-31,0.022104872742404469,0.0076972652981881495,0.0079734142218121917,0.025635469747007589,0.0020816080467218612,-0.00029253703490639271
2019-11,2019-11-29,0.036198064291438792,-0.011245578895968888,0.0039551394621377689,-0.03208588289288572,-0.00034588699003024193,0.0029297969727011264
2019-12,2019-12-31,0.029055566760198381,0.0085759780975167565,0.064346656053308582,0.03655877893383952,-0.00046777550177934391,0.0034665229133363784
2020-01,2020-01-31,-0.00040401332351691632,0.016007439193312489,-0.1061073047809149,0.044996558496903427,0.020289930723735417,0.021360868504086472
2020-02,2020-02-28,-0.079165370097697862,-0.075816887781777309,-0.077984826245012351,-0.0063617286318456978,0.015847178096476622,0.0092236287690166119
2020-03,2020-03-31,-0.12487151547546005,-0.19632414442511004,-0.3038921834038536,-0.0022240316767432322,-0.0052680068383441636,-0.017578912157228177
2020-04,2020-04-30,0.12698326523906678,0.093143530371291527,-0.088172110933445125,0.072610603028774312,0.017190683713449229,0.030285764615136435
2020-05,2020-05-29,0.047645241561731222,0.018014501687949602,0.15801889444849082,0.025881615436820882,0.0067254554345543838,0.0065122288551651142
2020-06,2020-06-30,0.017734643083312518,0.024715946381325349,0.056008167803176967,0.027377026301764529,0.0065910967342561744,0.0098519887792405392
2020-07,2020-07-31,0.058891960963006307,0.041238548865397018,0.036644177303231551,0.10790463097013703,0.013332151832232464,0.023252079379612711
2020-08,2020-08-31,0.069797017133066408,0.0023151666550274008,0.046511627906976827,-0.0032356731296194763,-0.0082366310019245104,0.0088985264902072814
2020-09,2020-09-30,-0.037443763622935555,-0.023413773622634526,-0.044444444444444398,-0.041714043377625298,-0.00097304358257765955,-0.0037798561267108344
2020-10,2020-10-30,-0.024933238501612887,-0.029183061583038739,-0.034418594005495962,-0.0051942084141127776,-0.0055829286665994848,-0.0067656155850031041
2020-11,2020-11-30,0.10877654839196871,0.085795357978265763,0.12235062524927121,-0.054086259616089927,0.012067586565966071,0.012072809155611042
2020-12,2020-12-31,0.037048369368733791,0.025034027204371423,0.05836912681904205,0.070138612646750476,0.0008576082983811073,0.010975731728618765
2021-01,2021-01-29,-0.010190307870540205,-0.0043202295127677814,0.047039734573795622,-0.032238169882952361,-0.0074461053176319014,0.002663635244996243
2021-02,2021-02-26,0.027805117739689855,0.024272985341395437,0.10302090932810204,-0.062568814168175835,-0.015180871517456507,-0.016876300132234068
2021-03,2021-03-31,0.045399484383924271,0.057740919992503192,-0.01896063963687511,-0.011433105943016053,-0.011463209469686486,-0.002622717384417439
2021-04,2021-04-30,0.052910566325415465,0.078855495896221761,0.080887622966470563,0.035633887903232075,0.0073199087605315682,0.014297135492362889
2021-05,2021-05-28,0.0065660958375317602,0.010081734320729785,0.023841036263749116,0.076783779666259377,0.002038150166774555,0.010239034727081098
2021-06,2021-06-30,0.022427383984500393,0.022584026124032208,0.040750330717103322,-0.071476620983255246,0.0082793195591315261,0.0072469658064397979
2021-07,2021-07-30,0.024412389638674759,0.046890442234780672,0.013051527811134278,0.025297363508325565,0.011165685108807555,0.026758000414486283
2021-08,2021-08-31,0.029759968438242579,0.019396571854450206,-0.023926344043115888,-0.00076554514901350235,-0.0020033713350473548,-0.0016410318552232406
2021-09,2021-09-30,-0.046605302985280428,-0.056268859307494479,0.059710922190485016,-0.03223525924924131,-0.0091723794275559989,-0.0078010583761489727
2021-10,2021-10-29,0.070163278981646648,0.072760937442352569,0.05871884550883899,0.014797178527087285,-8.7018874269984003e-05,0.011095492033055931
2021-11,2021-11-30,-0.0080348408297211682,-0.024125883922131885,-0.10588236991214761,-0.0069006536969854482,0.0027082723283615717,0.0086503511788620369
2021-12,2021-12-31,0.046247817690745263,0.094691626904191528,0.07205517352480606,0.032990977123064535,-0.0035871716453446112,0.004029368588917448
2022-01,2022-01-31,-0.052741335988791493,-0.082314434302459771,0.11747516991120288,-0.016787612677039987,-0.019986303617204326,-0.0205880322566101
2022-02,2022-02-28,-0.029516924722756688,-0.045881066320336505,0.088389045634411412,0.061217257237826006,-0.011456535943396906,0.0085566707271611531
2022-03,2022-03-31,0.03759055615396556,0.068646162700102042,0.088419038914404391,0.012725579950304322,-0.028121445133641343,-0.018755303839587567
2022-04,2022-04-29,-0.087769130310565324,-0.041304924977867974,0.04547464476788976,-0.020702963524693585,-0.038059002322097024,-0.021830459429919902
2022-05,2022-05-31,0.0022571269556612705,-0.044433691434833666,0.057432457467253784,-0.03261547766106776,0.0076053802972504414,-0.0099226024674221591
2022-06,2022-06-30,-0.082460339310016284,-0.068910785300572597,-0.077476056834112184,-0.015659651077124859,-0.015529873590714782,-0.031154997178431065
2022-07,2022-07-29,0.092087330820645352,0.088606193995931948,-0.007359310540545061,-0.0258815174913124,0.025380676069900909,0.043098422392314539
2022-08,2022-08-31,-0.040801760815952548,-0.058623678733160989,-0.029655486093573713,-0.029433282458307009,-0.030422619806210416,-0.027042401737438215
2022-09,2022-09-30,-0.092446123488153731,-0.12713440985929547,-0.075056183204222471,-0.028881810636775418,-0.041450003999659257,-0.067323137245145159
2022-10,2022-10-31,0.081275590283280463,0.031564797022785474,0.061710420916997411,-0.017844407703562548,-0.012785215369339742,0.014203905714031295
2022-11,2022-11-30,0.05559158500696415,0.061673858979190088,-0.011899323768540193,0.084918659637304605,0.038084708355459851,0.018328932438136825
2022-12,2022-12-30,-0.057628185486951922,-0.047334802652463037,-0.016674414442206964,0.029306485665940851,-0.0087045418514595241,-0.013173739514523719
2023-01,2023-01-31,0.062887363758834303,0.099774486680511476,-0.00094208470065582084,0.057592574319810463,0.033301974401025447,0.020762963645103216
