reference_month,bls_release_date,release_artifact_hash,cpi_all_items_nsa_level_as_published,prior_year_cpi_level,canonical_cpi_yoy_unrounded,canonical_regime,rebalance_event
2009-03,2009-04-15,c5d20f6ad50e5afb5513cda9cdbed9e0d3bc1d423fd719367948b6c0c3297949,212.709,213.528,-0.383556254917,low,true
2009-04,2009-05-15,e2726b974383932270a5ffa7d31047423951cacd67247fd2ca6cb70ee8e299a7,213.240,214.823,-0.736885715217,low,true
2009-05,2009-06-17,8f67c339baf38cfb62ac6cadbcc7d88ba20efd03e6dee5eff235078bc57e1172,213.856,216.632,-1.281435798959,low,true
2009-06,2009-07-15,d0e9b8fb4587d2737853bcd8a54f0bdd66ee6d393d97a30f1e13d1aa1730fa32,215.693,218.815,-1.426776043690,low,true
2009-07,2009-08-14,626d65c17fba1a25d3d04f2889700e0ff93c2db8de16c75822466e7cfb85343d,215.351,219.964,-2.097161353676,low,true
2009-08,2009-09-16,bc68b5288e0efe00f8bd5876a022a3f1dd577385aa71810381de6ab932b0c606,215.834,219.086,-1.484348611961,low,true
2009-09,2009-10-15,89ceb947fb352a1f2236401af3108172b375662b2f317b539aea7b712e76d48b,215.969,218.783,-1.286205966643,low,true
2009-10,2009-11-18,c271eac5f276aa578ab30bd16755fa0a8da421f57c873f1f1c698d35037fadfa,216.177,216.573,-0.182848277486,low,true
2009-11,2009-12-16,2bcecf8a4caccf5e24cc2cb06d8e672ce0b7f8025b1515864f3da9bda3bacb14,216.330,212.425,1.838295869130,medium,true
2009-12,2010-01-15,5d2632921a53fcd9e3da69a258a6ef257c828b0b3df5a5320f53325a1a0ec47a,215.949,210.228,2.721331126206,high,true
2010-01,2010-02-19,42642eb5fdfa8badde82dc18cb20eb84833e4ecf6cf845a9623116b858c4c3ef,216.687,211.143,2.625708642958,high,true
2010-02,2010-03-18,3018f5244f9d98d9474b1b9afdea70cdbc3e12693399c10999662c228c07c6ee,216.741,212.193,2.143331778145,medium,true
2010-03,2010-04-14,a822d3b43bd3f2589376888017a95d74b134e56501f3b71ff39ffb29e4dbf3d0,217.631,212.709,2.313959446944,medium,true
2010-04,2010-05-19,cf3704000175fc75564b9c435690f622a412ad74fcc7f29995448ec0f4af532a,218.009,213.240,2.236447195648,medium,true
2010-05,2010-06-17,65583af40a14c2afcb9b8a46b19fc1e1ec15906d923ca912deae7be5eab05654,218.178,213.856,2.020986084094,medium,true
2010-06,2010-07-16,6e92d12fed3d1127962c62e450df95a2dfe6804f49fcebb6533fc96b45fce4f0,217.965,215.693,1.053348972846,low,true
2010-07,2010-08-13,8a42169e514783edd036fe027fbccce651147d79401e9ce7f28a280a4442e7bd,218.011,215.351,1.235192778301,low,true
2010-08,2010-09-17,7315001e6d3d4ebb8b84a418b22c7120d5cf1664443aa9dacefa25187acb5585,218.312,215.834,1.148104561839,low,true
2010-09,2010-10-15,20303a4bb77bc5b6650790727883ddaa8182d42ca378f040cba56f3a8c2a0d9a,218.439,215.969,1.143682658159,low,true
2010-10,2010-11-17,e1d93443e61201cf367f9b434779e097052107f6271352e727cefa2a75f2e720,218.711,216.177,1.172187605527,low,true
2010-11,2010-12-15,121ebdb059c53db40ea0c63eec05a4d30d50dedd8ef77386a6c38475d97e610c,218.803,216.330,1.143160911570,low,true
2010-12,2011-01-14,84341c35e726c2a16d05841f00eaaa1e773d3d05a1206203e961d1ee7307df95,219.179,215.949,1.495723527314,low,true
2011-01,2011-02-17,9b5bb52ef621bab1071cdbcbd3a680a72c47b68b2fc1bc458b574541d4025231,220.223,216.687,1.631846857449,medium,true
2011-02,2011-03-17,f76c5cc2df6b6fdb54756544404500279f01da95f221e7aff34150d40c5ecbfc,221.309,216.741,2.107584628658,medium,true
2011-03,2011-04-15,0e1b1504b41521b5e9cc27ec18d9e7d3c0728ba00ee032985ef0ac80e3806354,223.467,217.631,2.681603264241,high,true
2011-04,2011-05-13,f2356ba3e12a4f588769065e2033c3dcc144be18dfbfddc6d0bfee3c26363f0c,224.906,218.009,3.163630859276,high,true
2011-05,2011-06-15,55c89ee0852dd653691630303aa3286e347c64340ee4bda8fc325e60ba7baba0,225.964,218.178,3.568645784635,high,true
2011-06,2011-07-15,55683fd70169c0996a7ce5a4538bbd9c95f047c773814624288c36e01c317f76,225.722,217.965,3.558828252242,high,true
2011-07,2011-08-18,c1f7c9fd0da6297a09293261b2f8b413ceea655276c0d2d746656dd0bf19bcad,225.922,218.011,3.628715982221,high,true
2011-08,2011-09-15,97862dbcbdb920773fe8bb21a674d30a151f30dd2549b9081708116f096163d7,226.545,218.312,3.771208179120,high,true
2011-09,2011-10-19,cf74ef93dc7e7b9e864ac323bbd747c4d8371ac79fc9fe7dd4b74bc49f0696ab,226.889,218.439,3.868356841040,high,true
2011-10,2011-11-16,afe787c984a9200335456633db6ce86702fe78013d233f5d22249f583f6032db,226.421,218.711,3.525199921357,high,true
2011-11,2011-12-16,7fdbefa26a63b8618c9f299cf06eaea68d066b685dd1c83eef3f634c55521fb7,226.230,218.803,3.394377590801,high,true
2011-12,2012-01-19,afc18637c125b4382f80af66ed3a65b57677d534b0b15fce63ed95288bc5abe6,225.672,219.179,2.962418844871,high,true
2012-01,2012-02-17,e7f660d4c894a7e00f4c7c3cec0867551c481004e67aa3a84d8cc2e37acb6887,226.665,220.223,2.925216712151,high,true
2012-02,2012-03-16,3d297e25544da32f8641a583ec519ec3415b82fd6645f22465073aac808be852,227.663,221.309,2.871098780438,high,true
2012-03,2012-04-13,fd9395aa572560b54b4407cdd84ee3809794c63bf8f2ce10134739c6ce38f25c,229.392,223.467,2.651398193022,high,true
2012-04,2012-05-15,09da35b31d165810aec6311da69778c30f6d9af5593e7fcd38f79c5de139ae36,230.085,224.906,2.302739811299,medium,true
2012-05,2012-06-14,fe93e7b17cc44dd1638168b35e165fc8fc4d5d158c203d51679296b4edd20aa6,229.815,225.964,1.704253774938,medium,true
2012-06,2012-07-17,7459723c764d5d9f32fbc4cb071c4cb96a99b8dd59cc28afbda1d5007b641fcb,229.478,225.722,1.663993762239,medium,true
2012-07,2012-08-15,d22e63b65b0e9a677523d6ae529f8dd2f5b3437c01a9a7630a9cdc2b04e4073b,229.104,225.922,1.408450704225,low,true
2012-08,2012-09-14,e11d31e8b217c0d5d9ae92c57423586375652de14849c375bfb75689655f0f22,230.379,226.545,1.692378997550,medium,true
2012-09,2012-10-16,9b95ecef64ac68605c6638ce3169b2f1b913ab80cd82d73a2ca828bee2d5060b,231.407,226.889,1.991282080665,medium,true
2012-10,2012-11-15,848a52a8b03699a14cfd93bb60b39486a8c267feeea4f8b58993b733214182a1,231.317,226.421,2.162343598871,medium,true
2012-11,2012-12-14,efb136d71666b1de54760e203d610863aae39038ee06876931e8f48205e1ef51,230.221,226.230,1.764133846086,medium,true
2012-12,2013-01-16,2f1bf6845e225a11c307de893f51976c3b9dbd2565126cc8a2dad1052f0a07ed,229.601,225.672,1.741022368748,medium,true
2013-01,2013-02-21,5c53520ff6ed0fd7f4485d9168a3a39ba88be1c336d3aeaaffc5cc17c6218cc3,230.280,226.665,1.594864668123,medium,true
2013-02,2013-03-15,0a02a4333bbd9fe1dbaa7dfc056286a8ef88bf84f2ac975bf5c98253243182a3,232.166,227.663,1.977923509749,medium,true
2013-03,2013-04-16,62c18706d20bafa2ed380732bcdb076be4c479532cff1fee82f83eafd53db039,232.773,229.392,1.473896212597,low,true
2013-04,2013-05-16,7ae3c7812e38fd9f38157f98952dc75cf45d330c5e75ae939193a86956508478,232.531,230.085,1.063085381489,low,true
2013-05,2013-06-18,0cdf1fb2bdc1b32c7a5e1a4bb6fe01ecb71cbac9e9901ac6241b838de92e4df3,232.945,229.815,1.361965058852,low,true
2013-06,2013-07-16,d862102452553bd84e764a59a094ce12bbf187cd3f5e04d144b21e0182d620f4,233.504,229.478,1.754416545377,medium,true
2013-07,2013-08-15,714381fdeb58472211924b8e706da9e05bdfdf9d930ff642ec2dfe68db0191f7,233.596,229.104,1.960681611844,medium,true
2013-08,2013-09-17,6f298d3bd70aabd5a0d18e639b627bdebc912e02f7f193c6d9f033946c5841ab,233.877,230.379,1.518367559543,medium,true
2013-09,2013-10-30,852c4683523f94b2485556a59c501a424675d4f6bbd3547721e39d0450de4cfb,234.149,231.407,1.184925261552,low,true
2013-10,2013-11-20,db0f16a8417104289102e7ffe4e00dbab45e683d8d314bb8d7a5fa5f376a7ffc,233.546,231.317,0.963612704643,low,true
2013-11,2013-12-17,55c77691675ea642100daaae127fb4675d11fc3059eb7d2a8d970c32cb1ed6e0,233.069,230.221,1.237072204534,low,true
2013-12,2014-01-16,1442dc2f80a398a1375462f9b23f5bfcd044ac08319ca075042c02d8d3831992,233.049,229.601,1.501735619618,medium,true
2014-01,2014-02-20,e2c0464fab135abed6b7be0aff190496ca19c354fce516841bd6bef95cd5a79c,233.916,230.280,1.578947368421,medium,true
2014-02,2014-03-18,a51e98d1d12879a9d48226d0074729d5d461497aa90d0e09dd6bde6960311c38,234.781,232.166,1.126349250106,low,true
2014-03,2014-04-15,e109131bf113f2946f86f088f44752a64eab08f9bb6c9a04e690812b2b06d73d,236.293,232.773,1.512202875763,medium,true
2014-04,2014-05-15,00d0e2c80f044285a8f9f3912083ad3a2ed0dee5f69f9796c3b83685fee21b93,237.072,232.531,1.952857898517,medium,true
2014-05,2014-06-17,040bacfa694b624768660561c63ae4f91b2ec29d0ebe1270f6b1a86277454723,237.900,232.945,2.127111549937,medium,true
2014-06,2014-07-22,2173fcaf456b60d38ab777fce4ee2c72eb053d9a9b0377c1ebd23e886c7ed236,238.343,233.504,2.072341373167,medium,true
2014-07,2014-08-19,be1148e9d87609eada51d42a21aed11f8d115a244f07888598b36566968ea6f7,238.250,233.596,1.992328635764,medium,true
2014-08,2014-09-17,509abf7016b5a6980eff3b08c9344a2e3ddea05a4dcffb3d5e4d36499d2dbaa6,237.852,233.877,1.699611334163,medium,true
2014-09,2014-10-22,28b9d53584a5680b3faea922b0e06051f96ae46f9b65d6c85ea5ac9ca0d435a1,238.031,234.149,1.657918675715,medium,true
2014-10,2014-11-20,60f4715c0c02ef1cf1dcc56ed7da134affd00b9b56779ffa3ff0b31e1ef5ba97,237.433,233.546,1.664340215632,medium,true
2014-11,2014-12-17,0134ce12341295786bdcc85a712b2aed9435329b4bcb727e8d4b26e00e958811,236.151,233.069,1.322355182371,low,true
2014-12,2015-01-16,d838c0c752f5b84b6988c5d7660e993b607650458604a17ab17ca4a098956efb,234.812,233.049,0.756493269656,low,true
2015-01,2015-02-26,5f2f53717b05f723c1ad9acd00a77bcdfad14629c4680e8209783745a1c03014,233.707,233.916,-0.089348313070,low,true
2015-02,2015-03-24,c695f0e237f97e2064df963df324441b0cb3a6a65cc975619e04c12724c0fecc,234.722,234.781,-0.025129801815,low,true
2015-03,2015-04-17,18dca30a854d33973c9b2bf0515734555e0c6e0f5fefcd233520ffc4279fffaf,236.119,236.293,-0.073637390866,low,true
2015-04,2015-05-22,92d80729ea975b3fca490809207cac13a8a8213a2cf9984a59a0cd8a38b33214,236.599,237.072,-0.199517446177,low,true
2015-05,2015-06-18,142b5b2d2be768096935ce6f1b3e20a5074c5c64e8be983f12cea62344c3252a,237.805,237.900,-0.039932744851,low,true
2015-06,2015-07-17,1d7268807e17f6f8ee6d7c8f1f409003ea64eac0b2f65744f3c683b299c05e4b,238.638,238.343,0.123771203685,low,true
2015-07,2015-08-19,9bb18e618ab1deb60a31a5731c1a2ab104f7cd0856160fa279961509e8bf1864,238.654,238.250,0.169569779643,low,true
2015-08,2015-09-16,f6154be76f62432559c746d6d26718aaa6d899be86552ef6095bf9e1defccd64,238.316,237.852,0.195079293006,low,true
2015-09,2015-10-15,591fd157c545b2c52537c44c53665682e6d26d0e12f0ce620e24dfc4ee82586f,237.945,238.031,-0.036129747806,low,true
2015-10,2015-11-17,859f9e3c3d19c9924305ce810fb9ef54b877380e4676f947632e08c580df2daa,237.838,237.433,0.170574435736,low,true
2015-11,2015-12-15,ebeca1c64092d3a688d6fbbcf3fd448cf777f12f8afc5bb1a1bb0cdd3d3a40e9,237.336,236.151,0.501797578668,low,true
2015-12,2016-01-20,54d5bd5e0e5e146eab974cfd3295de9838b2a7e075c8bf78501abf609497b1e8,236.525,234.812,0.729519786042,low,true
2016-01,2016-02-19,7dd11d3d791b86822ec3add762b8ac8de70c0714dc0f1c46ba52f23d601fa02d,236.916,233.707,1.373086813831,low,true
2016-02,2016-03-16,305aae13af34659f4faf5b69318b5cea22cce0dd25b4c7fd23b22c5aa98c3f9d,237.111,234.722,1.017799780165,low,true
2016-03,2016-04-14,f73bce7fe745a220b5b145016097ac061900445d5f1ed6877cbe970159128c26,238.132,236.119,0.852536221143,low,true
2016-04,2016-05-17,2dcdb1bdcc4017174ed653a590c0dcc2ffd7091d70c548857e07d33afccde4d5,239.261,236.599,1.125110418894,low,true
2016-05,2016-06-16,sha256:3d879f748337a9d2ad0d5abaf20c792d72b6840a40d116561475ded541eff109,240.229,237.805,1.019322554194,low,true
2016-06,2016-07-15,bcdf3848f2662c688ed90dcd8ef4b6bb4d50f3d704e00cb47aa9bd6af58a8c9a,241.038,238.638,1.005707389435,low,true
2016-07,2016-08-16,b64d96acc594b2f80c3e0cffdbe0d68cbb34fadd69873bdf8cd4da7e21f0d822,240.647,238.654,0.835100186881,low,true
2016-08,2016-09-16,08ab7c1f1744a3658033e937a3f8754e9691b4a43235e2d0f7508c22eb0fbd71,240.853,238.316,1.064552946508,low,true
2016-09,2016-10-18,sha256:565d7e64ac9f6dd1d1b221b835e268fe53273bc9ef96fb937d9c0331913a1778,241.428,237.945,1.463783647482,low,true
2016-10,2016-11-17,f1bdd3f0eb639be5b7dbaa1077d7f6a4fafa96cdb504c335aace22d4b8e99384,241.729,237.838,1.635987520918,medium,true
2016-11,2016-12-15,451f3d19777e3f923ad1f19f12874caf937d686186f8ea663f5ef7d5e14114e8,241.353,237.336,1.692537162504,medium,true
2016-12,2017-01-18,10530975b333ddcbbc13a33616e1768a91b89f3f564e3f1b1ed1afb9a42637a2,241.432,236.525,2.074622132967,medium,true
2017-01,2017-02-15,879069c56057bd10453dd419299b7d064d6ea86043d5eeb65cc2a3144c18f498,242.839,236.916,2.500042209053,high,true
2017-02,2017-03-15,8b5271e72b04d0fcef3dfd21e3f9441f319d0ab9165463ee955ea7cdcc99cea6,243.603,237.111,2.737958171489,high,true
2017-03,2017-04-14,170ac12769ab69089957f14446edd87071f132091c42e3c131b13b5e5fce9764,243.801,238.132,2.380612433440,medium,true
2017-04,2017-05-12,ad678336296b9ae10878a8198e204b6f17c9c74d352f6b0c7b8450d4f1c4a225,244.524,239.261,2.199689878417,medium,true
2017-05,2017-06-14,5532e146321085bfd797b92eba9656fbe75bb760b38307cd6adfabb1b3d61f03,244.733,240.229,1.874877720841,medium,true
2017-06,2017-07-14,6d199bb09369836e63e07a8d2d788880505cc574060e48bcf3a63b59c3a0e420,244.955,241.018,1.633487955256,medium,true
2017-07,2017-08-11,494e5e70fa60fa8bebc9874c75f42c4ed2b4e6ec289cf9399b574e83473fb698,244.786,240.628,1.727978456372,medium,true
2017-08,2017-09-14,3c23dab71ca31879fbd351aef864b548ad5b5d32138b4a34796e895ec3115654,245.519,240.849,1.938974212058,medium,true
2017-09,2017-10-13,d6c15b37289c5430b426facfb9a2232b3a4ef4f5472a6eadb98d0d87d5266a97,246.819,241.428,2.232963865003,medium,true
2017-10,2017-11-15,330329e40c0b0a88a5d3f870daa6bdcd38d311bd13b5bbe2eeaded00e8c7fd42,246.663,241.729,2.041128701976,medium,true
2017-11,2017-12-13,78fa2488c56c92beb018531d565665dcdc3f18a4951948b762519cee38f4f8e1,246.669,241.353,2.202582938683,medium,true
2017-12,2018-01-12,95907948bc9aaab19cc133ef89ce86a64e17e6efd50fbeb3b87221e8ded00a69,246.524,241.432,2.109082474568,medium,true
2018-01,2018-02-14,ddcc0cb425407a02750aaf7622b0248e1bb5ce7b9993c513ef0d70d100a1438a,247.867,242.839,2.070507620275,medium,true
2018-02,2018-03-13,ab92e2f0108fda0b44338991fd0e9f0e502a21a8132f8b0e07d43a4959642e0d,248.991,243.603,2.211795421239,medium,true
2018-03,2018-04-11,aee6b80b9183e714d9dd651fa674e1bf7f1b806f4969317e7beb297ae05db9c4,249.554,243.801,2.359711403973,medium,true
2018-04,2018-05-10,f33624e6efefd9bbc4f28cdaba02ef6681848b8f7b475db8aaa8e8ca042faad3,250.546,244.524,2.462743943335,medium,true
2018-05,2018-06-12,20662979003be31cd475210410169584cbf3ae48e17a1514e7e2a33e6533f7a8,251.588,244.733,2.801011714808,high,true
2018-06,2018-07-12,4b654aec28502383606a89a74c80c221028bf1f0061f440263e49b97b23fa800,251.989,244.955,2.871547835317,high,true
2018-07,2018-08-10,4a6a7a616693963e660e1fc7dc5d9c5e57eb103c861840076384d911f8680369,252.006,244.786,2.949515086647,high,true
2018-08,2018-09-13,f3f36f1df43bfd2b33788c6d5592b53c6ef4ffef3462671045e2fc8fb1992676,252.146,245.519,2.699180104187,high,true
2018-09,2018-10-11,dad9dc08bf77860fb89aee525f398107465e852304ac16064fb662aedac70786,252.439,246.819,2.276972194199,medium,true
2018-10,2018-11-14,dd038fd2aa33413e53a58291a70e8ff98d3e92040743b6e9fd26bd13ce9646aa,252.885,246.663,2.522469928607,high,true
2018-11,2018-12-12,a582c9bfd7023bba79701d9411ebca755ec3a703669045c4466a39a26189bc91,252.038,246.669,2.176601032152,medium,true
2018-12,2019-01-11,09e5e0748b063528e2bb598c733c3dcff3b56499eaf41117008297e6f3c5a6f2,251.233,246.524,1.910158848631,medium,true
2019-01,2019-02-13,869dc36186df66a4e2c1a180a2a931a40419dac69c2a6e58cdc3b15a04c046e5,251.712,247.867,1.551235138199,medium,true
2019-02,2019-03-12,f43e8ae381e8d58136f52102b3cbd0319098edf268fbc33fb489c9316d978574,252.776,248.991,1.520135265933,medium,true
2019-03,2019-04-10,705205b6d9ee932806bc054145e0b81c37a184b6fa0c071074e0841a14bec665,254.202,249.554,1.862522740569,medium,true
2019-04,2019-05-10,32efacf878b34db62f66141daa9660123179cef8b741df06cfada28672b66846,255.548,250.546,1.996439775530,medium,true
2019-05,2019-06-12,198f7bb04ec6685e200677514bd796c07a58865de807002dd39aff6fb6e613ec,256.092,251.588,1.790228468766,medium,true
2019-06,2019-07-11,c51d7eacf0405231d2735e102725db020e585bb37783a5d334b7ca8647b9df1c,256.143,251.989,1.648484656076,medium,true
2019-07,2019-08-13,e3ee9c9e92dee232037610c8696bf3f222569f1db30eb6da6da5be22bf374a7c,256.571,252.006,1.811464806393,medium,true
2019-08,2019-09-12,86ef31632e348c9812edccd92ef7c26a86e9ef607e59d0a9fb46244d5d7d4389,256.558,252.146,1.749779889429,medium,true
2019-09,2019-10-10,1cc6216833a58f82ccfe8a94cb62ff30067b0b158d032e65999cf95d0a73b542,256.759,252.439,1.711304513170,medium,true
2019-10,2019-11-13,187f6fadfd33bd4b19b2cfea98e5a603e3c4acf469f667678ec7397d53aef78c,257.346,252.885,1.764042944421,medium,true
2019-11,2019-12-11,7b928a7efd0b04252f74ebc616561fe9482dba74ff8e04704fcc931088954bba,257.208,252.038,2.051277981892,medium,true
2019-12,2020-01-14,8e0e229edbecca4271ec0d69d8c8193394dec5feeed1568e2e0a398eb06e28a5,256.974,251.233,2.285129740122,medium,true
2020-01,2020-02-13,4e9d501ce204b8f1bb3d1e12f0250b2985c21a7038301a7b9e1f7c075d923876,257.971,251.712,2.486571955250,medium,true
2020-02,2020-03-11,81ab390497152264d7a4435908f8a7efe1eedabd5f2d4d98913e491ef395790e,258.678,252.776,2.334873563946,medium,true
2020-03,2020-04-10,ba4b69dcf9a97b9dc04b4224394e3fb5cc63d5ac1935442e83de0dbd76ae6244,258.115,254.202,1.539326991920,medium,true
2020-04,2020-05-12,e67a461897e2a29f1cade1d09ba95646fa695469a5f53d29e00e63eb47bd011b,256.389,255.548,0.329096686337,low,true
2020-05,2020-06-10,20331ed2fc70804de81b23ea8f5376a4338e4c517abe111f3df9cad4e14255cc,256.394,256.092,0.117926370211,low,true
2020-06,2020-07-14,42f82471004a6d808126f716da8283633ecfde0f830cb2c879dd1f48bd17d3fa,257.797,256.143,0.645733047555,low,true
2020-07,2020-08-12,91e4f3bbe32e804152e87a31a87efcb94352a6d8f48cd62a7b78d056c88babf5,259.101,256.571,0.986081825304,low,true
2020-08,2020-09-11,a75719c7455c3cf6f9b0bed89c2d4381bd6da7580f23c1eb7a7313706f05caaa,259.918,256.558,1.309645382331,low,true
2020-09,2020-10-13,2de47ff96c02cef721dc159fc98d48de9a89b15594588e06314196271d9098a0,260.280,256.759,1.371324861056,low,true
2020-10,2020-11-12,1feb49b31cf6c225ccff58cf4efcb8ae035528def22ff5cdd4c702804ab312c6,260.388,257.346,1.182066167727,low,true
