experiment_id,row_type,horizon,run_status,verdict,p_target_300_before_stop,p_target_400_before_stop,p_target_600_before_stop,p_target_900_before_stop,p_target_1200_before_stop,p_any_project_stop_hit,median_stop_enforced_final_equity,p95_stop_enforced_final_equity,worst_max_drawdown,risk_budget_usage,benchmark_id,balanced_drawdown_aware_score_v2,benchmark_balanced_drawdown_aware_score_v2,score_delta_vs_benchmark
crypto_spot_equal_weight_200d_filter_v1,benchmark_comparison,,completed,high_upside_high_risk_watchlist,,,,,,,,,,,BIL_cash_proxy,-891.8749155959655,-5.086220315164935,-886.7886952808005
crypto_spot_equal_weight_200d_filter_v1,benchmark_comparison,,completed,high_upside_high_risk_watchlist,,,,,,,,,,,crypto_buy_hold_equal_weight,-891.8749155959655,,
crypto_spot_equal_weight_200d_filter_v1,benchmark_comparison,,completed,high_upside_high_risk_watchlist,,,,,,,,,,,crypto_time_series_momentum,-891.8749155959655,,
combo_plus_crypto_spot_tsmom_90_10_v1,candidate_horizon,30.0,completed,research_sample_candidate,0.0,0.0,0.0,0.0,0.0,0.0,3036.3442386297475,3220.3077658963143,-234.88758525671437,0.39147930876119064,,,,
combo_plus_crypto_spot_tsmom_90_10_v1,candidate_horizon,60.0,completed,research_sample_candidate,0.1282051282051282,0.02564102564102564,0.0,0.0,0.0,0.0,3122.791427071108,3306.2817073157667,-326.1624505194636,0.543604084199106,,,,
combo_plus_crypto_spot_tsmom_90_10_v1,candidate_horizon,90.0,completed,research_sample_candidate,0.3076923076923077,0.1794871794871795,0.0,0.0,0.0,0.0,3136.8740313876365,3366.522788603199,-368.679955877526,0.61446659312921,,,,
combo_plus_crypto_spot_tsmom_90_10_v1,candidate_horizon,180.0,completed,research_sample_candidate,0.6153846153846154,0.48717948717948717,0.28205128205128205,0.0,0.0,0.0,3305.5577667970833,3764.949422297771,-419.71230841691795,0.6995205140281966,,,,
combo_plus_crypto_spot_tsmom_90_10_v1,benchmark_comparison,,completed,research_sample_candidate,,,,,,,,,,,combo_SPY200d_GLD_50_50_v1,-105.58907461660391,-107.98554745792012,2.3964728413162106
combo_plus_crypto_spot_tsmom_90_10_v1,benchmark_comparison,,completed,research_sample_candidate,,,,,,,,,,,asset_class_tsmom_top2_v1,-105.58907461660391,107.59615847390337,-213.18523309050727
combo_plus_crypto_spot_tsmom_90_10_v1,benchmark_comparison,,completed,research_sample_candidate,,,,,,,,,,,SPY_200d_trend_model,-105.58907461660391,126.0482868474308,-231.6373614640347
combo_plus_crypto_spot_tsmom_90_10_v1,benchmark_comparison,,completed,research_sample_candidate,,,,,,,,,,,GLD_buy_hold,-105.58907461660391,53.60846542444958,-159.1975400410535
combo_plus_crypto_spot_tsmom_90_10_v1,benchmark_comparison,,completed,research_sample_candidate,,,,,,,,,,,BIL_cash_proxy,-105.58907461660391,-5.086220315164935,-100.50285430143897
combo_plus_crypto_spot_tsmom_90_10_v1,benchmark_comparison,,completed,research_sample_candidate,,,,,,,,,,,crypto_buy_hold_equal_weight,-105.58907461660391,,
combo_plus_crypto_spot_tsmom_90_10_v1,benchmark_comparison,,completed,research_sample_candidate,,,,,,,,,,,crypto_time_series_momentum,-105.58907461660391,,
