run_id,experiment_id,display_name,experiment_type,family_group,strategy_family,evidence_tier,run_status,starting_equity,independent_account,shared_capital,standard_or_stress,final_validation_completed,sampled_results_are_final,unconditional_final_equity,stop_enforced_final_equity,total_return_unconditional,total_return_stop_enforced,max_equity,min_equity,max_drawdown_dollars,max_drawdown_pct,any_project_stop_hit,first_project_stop_date,target_300_before_stop,target_400_before_stop,target_600_before_stop,target_900_before_stop,target_1200_before_stop,days_to_target_300,days_to_target_400,days_to_target_600,days_to_target_900,days_to_target_1200,stress_degradation,run_validation_scope,selected_horizons,omitted_horizons,selected_horizons_completed,full_horizon_validation_completed,candidate_exhaustive_completed,reduced_validation,reduced_validation_reason,evidence_finality,risk_framework_verdict,profit_verdict,promotion_blockers,notes,accounting_integrity_status,rolling_rebase_check_passed,buy_hold_reference_check_passed,combination_return_check_passed,profit_results_usable,integrity_error_count,integrity_notes,canonical_rule_hash,duplicate_of,duplicate_status,qqq_selection_frequency,spy_selection_frequency,gld_selection_frequency,ief_selection_frequency,bil_allocation_frequency,max_single_asset_allocation,qqq_allocation_share,equity_asset_allocation_share,defensive_asset_allocation_share,concentration_warning,equity_beta_duplicate_warning
20260604_171922,A_ETF_sector_momentum,A ETF Sector Momentum,exact_family,etf_sector_momentum,sector_momentum,tier2_credible_prototype,incomplete_evidence,3000.0,True,False,standard,False,False,,,,,,,,,,,,,,,,,,,,,,all_horizons,"30,60,90,180",,,False,False,False,,incomplete_evidence,incomplete_evidence,incomplete_evidence,exact fresh-window stream is not exposed in compact profit exploration; no summary-metric approximation used,exact fresh-window stream is not exposed in compact profit exploration; no summary-metric approximation used,not_applicable,False,False,False,False,0,exact fresh-window stream is not exposed in compact profit exploration; no summary-metric approximation used,,,not_applicable,,,,,,,,,,False,False
20260604_171922,current_no_cash_proxy_alpha_AB,Current No-Cash-Proxy Alpha A/B,exact_family,etf_ab_strategy,sector_momentum_plus_trend_following,tier3_candidate_validation_if_exhaustive,incomplete_evidence,3000.0,True,False,standard,False,False,,,,,,,,,,,,,,,,,,,,,,all_horizons,"30,60,90,180",,,False,False,False,,incomplete_evidence,incomplete_evidence,incomplete_evidence,exact fresh-window stream is not exposed in compact profit exploration; no summary-metric approximation used,exact fresh-window stream is not exposed in compact profit exploration; no summary-metric approximation used,not_applicable,False,False,False,False,0,exact fresh-window stream is not exposed in compact profit exploration; no summary-metric approximation used,,,not_applicable,,,,,,,,,,False,False
20260604_171922,GLD_200d_trend_model_v1,GLD 200-Day Trend Model,strategy_variant,gold_commodity_etf,absolute_trend,tier2_credible_prototype,completed,3000.0,True,False,standard,False,False,10009.498677417518,3436.925401181297,2.3364995591391726,0.14564180039376562,11899.95778467462,2816.3879564356967,-2301.349858266441,0.19339143044946247,True,2008-05-01,True,True,True,True,False,213.0,251.0,257.0,290.0,936.0,5.090032503574548,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared GLD 200-day trend model; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",,,canonical_unique,,,,,,,,,,False,False
20260604_171922,GLD_200d_trend_model_v1,GLD 200-Day Trend Model,strategy_variant,gold_commodity_etf,absolute_trend,tier2_credible_prototype,completed,3000.0,True,False,stress,False,False,8617.468618505749,3431.8353686777223,1.8724895395019163,0.1439451228925741,10245.019863215994,2772.8328494992884,-2509.8230016675,0.2449798082557984,True,2008-05-01,True,True,True,True,False,213.0,251.0,257.0,290.0,941.0,5.090032503574548,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared GLD 200-day trend model; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",,,canonical_unique,,,,,,,,,,False,False
20260604_171922,asset_class_tsmom_equal_weight_v1,Asset Class TSMOM Equal Weight,strategy_variant,multi_asset_etf,asset_class_time_series_momentum,tier2_credible_prototype,completed,3000.0,True,False,standard,False,False,13425.71644256472,2972.6836808407793,3.4752388141882404,-0.009105439719740205,14215.15532962619,2878.00354529066,-1713.5722522015349,0.12054544691680101,True,2008-08-14,True,True,False,False,False,259.0,285.0,701.0,826.0,969.0,6.924255805282883,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared asset-class TSMOM equal-weight eligible SPY/GLD/IEF with BIL fallback; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",53e5237d0853d047a69f1dee02befbba0092e80aff46cadff10fef41b12b23ef,,canonical_unique,,,,,,,,,,False,False
20260604_171922,asset_class_tsmom_equal_weight_v1,Asset Class TSMOM Equal Weight,strategy_variant,multi_asset_etf,asset_class_time_series_momentum,tier2_credible_prototype,completed,3000.0,True,False,stress,False,False,12875.327713556271,2965.7594250354964,3.291775904518757,-0.011413524988167834,13643.896572871037,2868.432701513959,-1697.221433450195,0.12439418786161721,True,2008-08-14,True,True,False,False,False,259.0,289.0,704.0,838.0,1038.0,6.924255805282883,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared asset-class TSMOM equal-weight eligible SPY/GLD/IEF with BIL fallback; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",53e5237d0853d047a69f1dee02befbba0092e80aff46cadff10fef41b12b23ef,,canonical_unique,,,,,,,,,,False,False
20260604_171922,asset_class_tsmom_top1_v1,Asset Class TSMOM Top 1,strategy_variant,multi_asset_etf,asset_class_time_series_momentum,tier2_credible_prototype,completed,3000.0,True,False,standard,False,False,9778.224972443206,3178.702825215407,2.2594083241477354,0.05956760840513553,11625.0042216047,2998.5,-3014.183003771257,0.25928446530535393,True,2008-08-11,True,True,True,False,False,251.0,255.0,270.0,726.0,1167.0,4.694672629672368,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared asset-class TSMOM top-1 SPY/GLD/IEF with BIL fallback; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",235c97bf8a90cbc0064fa0406435a98d4cbad891d2f425030572d4d77e2118f0,,canonical_unique,,,,,,,,,,False,False
20260604_171922,asset_class_tsmom_top1_v1,Asset Class TSMOM Top 1,strategy_variant,multi_asset_etf,asset_class_time_series_momentum,tier2_credible_prototype,completed,3000.0,True,False,stress,False,False,9185.049167307348,3174.0081525857345,2.061683055769116,0.05800271752857822,10919.797370842785,2878.893296053457,-2929.5862642641373,0.2682821086118774,True,2008-08-11,True,True,True,False,False,251.0,257.0,270.0,728.0,1168.0,4.694672629672368,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared asset-class TSMOM top-1 SPY/GLD/IEF with BIL fallback; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",235c97bf8a90cbc0064fa0406435a98d4cbad891d2f425030572d4d77e2118f0,,canonical_unique,,,,,,,,,,False,False
20260604_171922,asset_class_tsmom_top2_v1,Asset Class TSMOM Top 2,strategy_variant,multi_asset_etf,asset_class_time_series_momentum,tier2_credible_prototype,completed,3000.0,True,False,standard,False,False,15163.63526117489,3014.744249794655,4.054545087058297,0.00491474993155161,16522.085161762247,2918.7244828550492,-2129.0798296959856,0.1288626592134632,True,2008-08-14,True,True,True,False,False,255.0,267.0,301.0,731.0,941.0,6.014355715166403,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared asset-class TSMOM top-2 SPY/GLD/IEF with BIL fallback; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",d03c7e83b354051ab0ccde6b79b46577eb8f5a2592a21bff790cf944a2fb458a,,canonical_unique,,,,,,,,,,False,False
20260604_171922,asset_class_tsmom_top2_v1,Asset Class TSMOM Top 2,strategy_variant,multi_asset_etf,asset_class_time_series_momentum,tier2_credible_prototype,completed,3000.0,True,False,stress,False,False,14575.877789350745,3008.7298940794885,3.8586259297835817,0.0029099646931627365,15897.737576711044,2909.9930174197916,-2048.62473961278,0.128862659213463,True,2008-08-14,True,True,True,False,False,255.0,267.0,301.0,734.0,944.0,6.014355715166403,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared asset-class TSMOM top-2 SPY/GLD/IEF with BIL fallback; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",d03c7e83b354051ab0ccde6b79b46577eb8f5a2592a21bff790cf944a2fb458a,,canonical_unique,,,,,,,,,,False,False
20260604_171922,qqq_spy_gld_ief_dual_momentum_v1,QQQ/SPY/GLD/IEF Dual Momentum,strategy_variant,dual_momentum,QQQ/SPY/GLD/IEF dual momentum,tier2_credible_prototype,completed,3000.0,True,False,standard,False,False,15188.800981141554,2978.6672714261967,4.062933660380518,-0.007110909524601139,18057.456851779316,2755.2999719427285,-3993.2174191537442,0.22113952434892664,True,2008-08-11,True,True,True,False,False,266.0,284.0,300.0,685.0,731.0,7.382372545508133,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared QQQ/SPY/GLD/IEF dual momentum top-1 with BIL fallback; cache-only research_sample row; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",e28c5359ddd67b84ac52f33473ddeb179810fd8e6e06758efe312beb592a81cb,,canonical_unique,0.45862351495288817,0.10712822613682917,0.29270790659565754,0.0680049160180254,0.0733306022122081,0.45862351495288817,0.45862351495288817,0.5657517410897174,0.43404342482589103,False,False
20260604_171922,qqq_spy_gld_ief_dual_momentum_v1,QQQ/SPY/GLD/IEF Dual Momentum,strategy_variant,dual_momentum,QQQ/SPY/GLD/IEF dual momentum,tier2_credible_prototype,completed,3000.0,True,False,stress,False,False,14169.479054363552,2971.2848988806886,3.7231596847878503,-0.009571700373103842,16845.619147557656,2751.186251429426,-3874.1077646179165,0.2299771668042014,True,2008-08-11,True,True,True,False,False,267.0,284.0,300.0,701.0,734.0,7.382372545508133,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared QQQ/SPY/GLD/IEF dual momentum top-1 with BIL fallback; cache-only research_sample row; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",e28c5359ddd67b84ac52f33473ddeb179810fd8e6e06758efe312beb592a81cb,,canonical_unique,0.45862351495288817,0.10712822613682917,0.29270790659565754,0.0680049160180254,0.0733306022122081,0.45862351495288817,0.45862351495288817,0.5657517410897174,0.43404342482589103,False,False
20260604_171922,dual_momentum_SPY_GLD_IEF_v1,Dual Momentum SPY GLD IEF,strategy_variant,multi_asset_etf,dual_momentum,tier2_credible_prototype,duplicate_skipped,3000.0,True,False,standard,False,False,,,,,,,,,,,,,,,,,,,,,,all_horizons,"30,60,90,180",,,False,False,False,,duplicate_skipped,duplicate_skipped,duplicate_skipped,duplicate canonical rule hash; duplicate_of=asset_class_tsmom_top1_v1,duplicate canonical rule hash; duplicate_of=asset_class_tsmom_top1_v1,not_applicable,False,False,False,False,0,duplicate canonical rule hash; duplicate_of=asset_class_tsmom_top1_v1,235c97bf8a90cbc0064fa0406435a98d4cbad891d2f425030572d4d77e2118f0,asset_class_tsmom_top1_v1,duplicate_skipped,,,,,,,,,,False,False
20260604_171922,IEF_200d_trend_model_v1,IEF 200-Day Trend Model,strategy_variant,bond_treasury_etf,absolute_trend,tier2_credible_prototype,completed,3000.0,True,False,standard,False,False,4017.309320147191,4063.5883580065115,0.3391031067157304,0.3545294526688372,4687.839751003533,2998.5,-777.0784956998809,0.16576473108611073,True,2023-06-07,True,True,True,True,True,264.0,302.0,492.0,1364.0,3168.0,978.0884645795923,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,diagnostic_only,watchlist,research_only;no_real_money_recommendation,"predeclared IEF 200-day trend model; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",,,canonical_unique,,,,,,,,,,False,False
20260604_171922,IEF_200d_trend_model_v1,IEF 200-Day Trend Model,strategy_variant,bond_treasury_etf,absolute_trend,tier2_credible_prototype,completed,3000.0,True,False,stress,False,False,3373.1816528255945,3085.4998934269192,0.12439388427519815,0.02849996447563985,4226.274104803005,2997.0,-919.4558145574028,0.2175570707807322,True,2010-04-14,True,True,True,False,False,264.0,302.0,493.0,3307.0,3412.0,978.0884645795923,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared IEF 200-day trend model; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",,,canonical_unique,,,,,,,,,,False,False
20260604_171922,SPY_GLD_dual_momentum_v1,SPY GLD Dual Momentum,strategy_variant,multi_asset_etf,dual_momentum,tier2_credible_prototype,completed,3000.0,True,False,standard,False,False,13202.624019427361,3178.702825215407,3.4008746731424537,0.05956760840513553,15696.157574062629,2914.987324264699,-3324.499482609241,0.21180339627214653,True,2008-08-11,True,True,True,False,False,251.0,255.0,270.0,1158.0,1167.0,4.694672629672368,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared SPY/GLD dual momentum; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",,,canonical_unique,,,,,,,,,,False,False
20260604_171922,SPY_GLD_dual_momentum_v1,SPY GLD Dual Momentum,strategy_variant,multi_asset_etf,dual_momentum,tier2_credible_prototype,completed,3000.0,True,False,stress,False,False,12615.158366708978,3174.0081525857345,3.205052788902993,0.05800271752857822,14997.739332291218,2904.8290622963063,-3281.5887427642765,0.2188055592951118,True,2008-08-11,True,True,True,False,False,251.0,257.0,270.0,1159.0,1168.0,4.694672629672368,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared SPY/GLD dual momentum; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",,,canonical_unique,,,,,,,,,,False,False
20260604_171922,SPY_GLD_IEF_dual_momentum_v1,SPY GLD IEF Dual Momentum,strategy_variant,multi_asset_etf,dual_momentum,tier2_credible_prototype,completed,3000.0,True,False,standard,False,False,9778.224972443206,3178.702825215407,2.2594083241477354,0.05956760840513553,11625.0042216047,2998.5,-3014.183003771257,0.25928446530535393,True,2008-08-11,True,True,True,False,False,251.0,255.0,270.0,726.0,1167.0,4.694672629672368,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared SPY/GLD/IEF dual momentum; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",,,canonical_unique,,,,,,,,,,False,False
20260604_171922,SPY_GLD_IEF_dual_momentum_v1,SPY GLD IEF Dual Momentum,strategy_variant,multi_asset_etf,dual_momentum,tier2_credible_prototype,completed,3000.0,True,False,stress,False,False,9185.049167307348,3174.0081525857345,2.061683055769116,0.05800271752857822,10919.797370842785,2878.893296053457,-2929.5862642641373,0.2682821086118774,True,2008-08-11,True,True,True,False,False,251.0,257.0,270.0,728.0,1168.0,4.694672629672368,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared SPY/GLD/IEF dual momentum; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",,,canonical_unique,,,,,,,,,,False,False
20260604_171922,multi_asset_top2_momentum_v1,Multi-Asset Top 2 Momentum,strategy_variant,multi_asset_etf,cross_asset_momentum,tier2_credible_prototype,completed,3000.0,True,False,standard,False,False,12390.856371997079,6360.975144537808,3.1302854573323593,1.1203250481792693,13500.904016695396,2998.5,-1739.7623933770938,0.12886265921346307,True,2018-12-20,True,True,True,True,True,255.0,267.0,301.0,724.0,838.0,129.18030360965622,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared multi-asset top-2 momentum; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",,,canonical_unique,,,,,,,,,,False,False
20260604_171922,multi_asset_top2_momentum_v1,Multi-Asset Top 2 Momentum,strategy_variant,multi_asset_etf,cross_asset_momentum,tier2_credible_prototype,completed,3000.0,True,False,stress,False,False,11946.509337466945,6231.794840928152,2.9821697791556483,1.0772649469760505,13029.916492819166,2997.0,-1679.0696885940379,0.12886265921346304,True,2018-12-20,True,True,True,True,True,255.0,267.0,301.0,724.0,845.0,129.18030360965622,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared multi-asset top-2 momentum; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",,,canonical_unique,,,,,,,,,,False,False
20260604_171922,GLD_SPY_rotation_v1,GLD SPY Rotation,strategy_variant,multi_asset_etf,relative_momentum_rotation,tier2_credible_prototype,completed,3000.0,True,False,standard,False,False,12985.543997370782,3178.702825215407,3.3285146657902605,0.05956760840513553,15438.078405302886,2871.3954966988754,-3497.6446152194826,0.22655958360841483,True,2008-08-11,True,True,True,False,False,251.0,255.0,270.0,731.0,1160.0,4.694672629672368,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared GLD/SPY rotation; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",,,canonical_unique,,,,,,,,,,False,False
