rank_overall,rank_profit_potential,rank_risk_control,rank_upside,experiment_id,display_name,evidence_tier,run_status,p_90d_target_300_before_stop,p_90d_target_400_before_stop,p_90d_target_600_before_stop,p_90d_target_900_before_stop,p_90d_target_1200_before_stop,p_90d_any_stop_hit,median_90d_stop_enforced_final_equity,p95_90d_stop_enforced_final_equity,worst_90d_max_drawdown,expected_profit_90d,p_180d_target_300_before_stop,p_180d_target_400_before_stop,p_180d_target_600_before_stop,p_180d_target_900_before_stop,p_180d_target_1200_before_stop,p_180d_any_stop_hit,median_180d_stop_enforced_final_equity,p95_180d_stop_enforced_final_equity,worst_180d_max_drawdown,expected_profit_180d,stress_degradation,run_validation_scope,selected_horizons,omitted_horizons,selected_horizons_completed,full_horizon_validation_completed,candidate_exhaustive_completed,reduced_validation,reduced_validation_reason,profit_score,risk_penalty,final_score,score_target_300_component,score_target_400_component,score_target_600_component,score_target_900_component,score_target_1200_component,score_median_equity_component,score_p95_equity_component,score_expected_profit_component,score_stop_penalty_component,score_drawdown_excess_penalty_component,score_stress_penalty_component,score_tier_penalty_component,profit_seeking_score,balanced_score,drawdown_control_score,rank_profit_seeking_score,rank_balanced_score,rank_drawdown_control_score,score_audit_notes,balanced_drawdown_aware_score_v2,rank_balanced_drawdown_aware_v2,risk_budget_used_90d,risk_budget_used_180d,target_score_component,upside_score_component,median_equity_score_component,tail_equity_score_component,stop_penalty_component,drawdown_budget_penalty_component,stress_penalty_component,evidence_quality_penalty_component,practical_verdict_v2,practical_score_notes,profit_verdict,ranking_notes,accounting_integrity_status,profit_results_usable,ranking_blocked_reason,canonical_rule_hash,duplicate_of,duplicate_status,qqq_selection_frequency,spy_selection_frequency,gld_selection_frequency,ief_selection_frequency,bil_allocation_frequency,max_single_asset_allocation,qqq_allocation_share,equity_asset_allocation_share,defensive_asset_allocation_share,concentration_warning,equity_beta_duplicate_warning,candidate_exhaustive_queue_rank,deserves_candidate_exhaustive,queue_reason
11,15,8,20,combo_SPY200d_GLD_BIL_60_30_10_v1,Combo SPY200d GLD BIL 60/30/10,tier2_credible_prototype,completed,0.1,0.0,0.0,0.0,0.0,0.0,3084.00360421757,3300.264790550519,-316.8115536642172,88.83845249781734,0.475,0.25,0.075,0.0,0.0,0.0,3164.314279499671,3552.7464914030475,-404.02163735560225,218.41842038197,277.743350800657,all_horizons,"30,60,90,180",,False,False,False,False,,31.715961450009473,22.219468064052563,9.49649338595691,12.0,0.0,0.0,0.0,0.0,5.0402162530541865,12.010591622020765,2.66515357493452,0.0,0.0,22.219468064052563,0.0,105.85066118539895,96.22975514938445,225.18842040490978,13,6,4,alternate score views include 90d and 180d metrics; original final_score penalizes drawdown only after the -600 risk budget is breached,51.03652578747667,4,0.5280192561070286,0.6733693955926704,73.875,10.5,6.627965114018871,27.091662411359593,0.0,15.396599117803245,41.66150262009855,10.0,promotion_review_candidate,v2 positive-score challenger; requires full 30/60/90/180 validation before promotion review,watchlist,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier",passed,True,,,,canonical_unique,,,,,,,,,,False,False,,False,
12,16,7,17,multi_asset_top2_momentum_v1,Multi-Asset Top 2 Momentum,tier2_credible_prototype,completed,0.05,0.0,0.0,0.0,0.0,0.0,3065.5619898429986,3173.223474362965,-420.4439915702369,42.2373637885521,0.275,0.25,0.225,0.0,0.0,0.0,3136.0509222928868,3522.975016141392,-495.45503726331253,179.85429131402498,129.18030360965622,all_horizons,"30,60,90,180",,False,False,False,False,,18.129779278755084,10.334424288772498,7.795354989982586,6.0,0.0,0.0,0.0,0.0,3.9337193905799177,6.928938974518606,1.267120913656563,0.0,0.0,10.334424288772498,0.0,106.03659148601926,107.02158832739323,202.60743878465584,12,4,5,alternate score views include 90d and 180d metrics; original final_score penalizes drawdown only after the -600 risk budget is breached,30.85468958027441,5,0.7007399859503949,0.8257583954388542,54.125,31.5,5.368132752612128,21.752072086945546,0.0,52.51346971783483,19.37704554144843,10.0,promotion_review_candidate,v2 positive-score challenger; requires full 30/60/90/180 validation before promotion review,watchlist,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier",passed,True,,,,canonical_unique,,,,,,,,,,False,False,,False,
13,17,2,6,BIL_cash_proxy,BIL Cash Proxy,benchmark,completed,0.0,0.0,0.0,0.0,0.0,0.0,3011.453615848295,3044.366763528651,-23.453516626707824,14.688634902643571,0.0,0.0,0.0,0.0,0.0,0.0,3025.6744541335083,3080.0733550846344,-23.453516626707824,31.19867496250299,1.936397592126923,all_horizons,"30,60,90,180",,False,False,False,False,,2.902546539123059,0.15491180737015384,2.7476347317529055,0.0,0.0,0.0,0.0,0.0,0.6872169508977094,1.7746705411460426,0.4406590470793071,0.0,0.0,0.15491180737015384,0.0,6.747940431228135,5.699328865589299,351.93018216941505,16,10,1,alternate score views include 90d and 180d metrics; original final_score penalizes drawdown only after the -600 risk budget is breached,-5.349952433990657,7,0.03908919437784637,0.03908919437784637,0.0,0.0,0.9854698287865631,3.955037376041819,0.0,0.0,0.2904596388190384,10.0,benchmark_only,v2 classifies row as too slow or benchmark-only because target hurdle rates are low,benchmark_only,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier",passed,True,,,,canonical_unique,,,,,,,,,,False,False,,False,
14,7,11,15,SPY_GLD_dual_momentum_v1,SPY GLD Dual Momentum,tier2_credible_prototype,completed,0.35,0.15,0.0,0.0,0.0,0.175,3013.250972906153,3242.243498413356,-678.3449214264192,-1.392881304615912,0.525,0.325,0.25,0.175,0.05,0.2,3085.857094931287,3573.377802263259,-822.3270022139354,148.92645263944087,4.694672629672368,all_horizons,"30,60,90,180",,False,False,False,False,,76.44301187176494,89.04629630962052,-12.603284437855578,42.0,24.0,0.0,0.0,0.0,0.7950583743691823,9.689739936534243,-0.04178643913847736,61.24999999999999,27.420722499246722,0.37557381037378945,0.0,116.67491785838149,-91.64831367528586,106.2424392741186,10,15,14,alternate score views include 90d and 180d metrics; original final_score penalizes drawdown only after the -600 risk budget is breached,-180.7115494602148,15,1.130574869044032,1.3705450036898923,130.25,48.375,2.5439565604667678,25.679856512365234,167.5,209.35616163859595,0.7042008944508552,10.0,too_risky,v2 classifies row as high risk because stop/drawdown behavior dominates upside,too_risky,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier",passed,True,,,,canonical_unique,,,,,,,,,,False,False,,False,
15,14,9,14,IEF_200d_trend_model_v1,IEF 200-Day Trend Model,tier2_credible_prototype,completed,0.15,0.125,0.0,0.0,0.0,0.0,3003.6615732855444,3275.84697158505,-207.24160214662288,33.2444462340809,0.225,0.175,0.0,0.0,0.0,0.0,2992.3766671169747,3295.4584976514566,-287.3471956849871,47.74453399230924,978.0884645795923,all_horizons,"30,60,90,180",,False,False,False,False,,50.250906647557095,78.24707716636738,-27.99617051881028,18.0,20.0,0.0,0.0,0.0,0.21969439713266184,11.033878863402006,0.9973333870224269,0.0,0.0,78.24707716636738,0.0,45.32848609135448,-25.646951102341703,177.2893668724015,15,11,8,alternate score views include 90d and 180d metrics; original final_score penalizes drawdown only after the -600 risk budget is breached,-70.15060687542768,10,0.3454026702443715,0.47891199280831187,68.125,0.0,-0.08073612350930263,18.518398935020453,0.0,0.0,146.71326968693884,10.0,watchlist,v2 score penalizes drawdown budget usage before the -600 hard stop and preserves reduced-validation/non-final penalties,watchlist,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier",passed,True,,,,canonical_unique,,,,,,,,,,False,False,,False,
16,10,15,9,GLD_200d_trend_model_v1,GLD 200-Day Trend Model,tier2_credible_prototype,completed,0.25,0.15,0.0,0.0,0.0,0.175,2999.6723219636615,3226.0844218206926,-743.2605182177258,-16.03583310101385,0.35,0.3,0.275,0.225,0.175,0.2,3068.4177709046407,3929.45852422818,-902.8530048823282,206.1268364682919,5.090032503574548,all_horizons,"30,60,90,180",,False,False,False,False,,62.54264119761697,111.79838397649,-49.25574277887303,30.0,24.0,0.0,0.0,0.0,-0.019660682180310685,9.043376872827704,-0.48107499303041545,61.24999999999999,50.14118137620403,0.4072026002859639,0.0,115.49833786369175,-139.746271173279,70.32701674147339,11,16,16,alternate score views include 90d and 180d metrics; original final_score penalizes drawdown only after the -600 risk budget is breached,-214.00568310091612,16,1.2387675303628762,1.5047550081372136,104.75,60.125,1.7006139315258635,35.79671049056964,167.5,238.11450264747543,0.7635048755361822,10.0,too_risky,v2 classifies row as high risk because stop/drawdown behavior dominates upside,too_risky,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier",passed,True,,,,canonical_unique,,,,,,,,,,False,False,,False,
17,6,17,2,SPY_buy_hold,SPY Buy And Hold,benchmark,completed,0.275,0.1,0.025,0.0,0.0,0.2,3133.002565870957,3495.721006540399,-1315.8647168692105,27.484980260026532,0.65,0.4,0.075,0.0,0.0,0.25,3270.190681331519,3544.3881448556667,-1453.5431889282313,117.72006658872397,0.0,all_horizons,"30,60,90,180",,False,False,False,False,,83.13354362167418,320.5526509042237,-237.41910728254953,33.0,16.0,5.5,0.0,0.0,7.980153952257415,19.82884026161595,0.8245494078007959,70.0,250.55265090422367,0.0,0.0,0.618656043822746,-514.4701987140057,-149.21572508451257,17,17,17,alternate score views include 90d and 180d metrics; original final_score penalizes drawdown only after the -600 risk budget is breached,-482.3973267763194,17,2.1931078614486843,2.422571981547052,134.375,14.25,10.744844009416683,33.68187957458396,200.0,465.44905036032003,0.0,10.0,too_risky,v2 classifies row as high risk because stop/drawdown behavior dominates upside,too_risky,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier",passed,True,,,,canonical_unique,,,,,,,,,,False,False,,False,
18,18,21,7,A_ETF_sector_momentum,A ETF Sector Momentum,tier2_credible_prototype,incomplete_evidence,,,,,,,,,,,,,,,,,,,,,,all_horizons,"30,60,90,180",,False,False,False,False,,0.0,1000.0,-1000.0,,,,,,,,,,,,,-1000.0,-1000.0,-1000.0,18,18,18,not scored because row was not completed with usable rolling metrics,-1000.0,18,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,incomplete_evidence,v2 not scored because row was not completed with usable rolling metrics,incomplete_evidence,not runnable or excluded; no performance metrics used,not_applicable,False,incomplete_evidence,,,not_applicable,,,,,,,,,,False,False,,False,
19,19,22,8,current_no_cash_proxy_alpha_AB,Current No-Cash-Proxy Alpha A/B,tier3_candidate_validation_if_exhaustive,incomplete_evidence,,,,,,,,,,,,,,,,,,,,,,all_horizons,"30,60,90,180",,False,False,False,False,,0.0,1000.0,-1000.0,,,,,,,,,,,,,-1000.0,-1000.0,-1000.0,19,19,19,not scored because row was not completed with usable rolling metrics,-1000.0,19,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,incomplete_evidence,v2 not scored because row was not completed with usable rolling metrics,incomplete_evidence,not runnable or excluded; no performance metrics used,not_applicable,False,incomplete_evidence,,,not_applicable,,,,,,,,,,False,False,,False,
20,20,23,13,dual_momentum_SPY_GLD_IEF_v1,Dual Momentum SPY GLD IEF,tier2_credible_prototype,duplicate_skipped,,,,,,,,,,,,,,,,,,,,,,all_horizons,"30,60,90,180",,False,False,False,False,,0.0,1000.0,-1000.0,,,,,,,,,,,,,-1000.0,-1000.0,-1000.0,20,20,20,not scored because row was not completed with usable rolling metrics,-1000.0,20,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,duplicate_skipped,v2 not scored because row was not completed with usable rolling metrics,duplicate_skipped,not runnable or excluded; no performance metrics used,not_applicable,False,duplicate_skipped,235c97bf8a90cbc0064fa0406435a98d4cbad891d2f425030572d4d77e2118f0,asset_class_tsmom_top1_v1,duplicate_skipped,,,,,,,,,,False,False,,False,
21,21,18,21,combo_SPY200d_crypto_tsmom_90_10_v1,Combo SPY200d Crypto TSMOM 90/10,tier1_exploratory,excluded_by_flag,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,0.0,500.0,-1000.0,,,,,,,,,,,,,-1000.0,-1000.0,-1000.0,21,21,21,not scored because row was not completed with usable rolling metrics,-1000.0,21,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,incomplete_evidence,v2 not scored because row was not completed with usable rolling metrics,reject_for_now,not runnable or excluded; no performance metrics used,not_applicable,False,excluded_by_flag,,,not_applicable,,,,,,,,,,False,False,,False,
22,22,19,22,crypto_time_series_momentum,Crypto Time Series Momentum,tier1_exploratory,excluded_by_flag,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,0.0,500.0,-1000.0,,,,,,,,,,,,,-1000.0,-1000.0,-1000.0,22,22,22,not scored because row was not completed with usable rolling metrics,-1000.0,22,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,incomplete_evidence,v2 not scored because row was not completed with usable rolling metrics,reject_for_now,not runnable or excluded; no performance metrics used,not_applicable,False,excluded_by_flag,,,not_applicable,,,,,,,,,,False,False,,False,
23,23,20,23,crypto_buy_hold_equal_weight,Crypto Buy Hold Equal Weight,tier1_exploratory,excluded_by_flag,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,0.0,500.0,-1000.0,,,,,,,,,,,,,-1000.0,-1000.0,-1000.0,23,23,23,not scored because row was not completed with usable rolling metrics,-1000.0,23,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,incomplete_evidence,v2 not scored because row was not completed with usable rolling metrics,reject_for_now,not runnable or excluded; no performance metrics used,not_applicable,False,excluded_by_flag,,,not_applicable,,,,,,,,,,False,False,,False,
