date,strategy,symbol,signal_type,reason_skipped,requested_risk,intended_risk_amount,total_open_risk,cluster_open_risk,strategy_status,strategy_pnl,strategy_loss_budget_remaining,project_equity,high_water_mark,current_drawdown,rank_at_signal,regime_at_signal,notes
2008-02-29,A_ETF_sector_momentum,,entry,no_eligible_symbols,45.0,45.0,2.6191148093489343,0.0,active,0.0,130.0,3109.8935042592,3110.2443885319526,-0.35088427275240974,,bear_normal_volatility,SPY risk-on filter failed
2008-03-07,A_ETF_sector_momentum,,entry,no_eligible_symbols,45.0,45.0,21.624242025162633,0.0,active,0.0,130.0,3092.045557168123,3110.3557319129395,-18.310174744816322,,bear_normal_volatility,SPY risk-on filter failed
2008-03-14,A_ETF_sector_momentum,,entry,no_eligible_symbols,45.0,45.0,38.10879408039585,0.0,active,0.0,130.0,3122.694968372223,3122.694968372223,0.0,,bear_normal_volatility,SPY risk-on filter failed
2008-03-20,A_ETF_sector_momentum,,entry,no_eligible_symbols,45.0,45.0,19.02637505199966,0.0,active,0.0,130.0,3116.762559217502,3131.6123606970536,-14.849801479551843,,bear_high_volatility,SPY risk-on filter failed
2008-03-28,A_ETF_sector_momentum,,entry,no_eligible_symbols,45.0,45.0,22.059809670985462,0.0,active,0.0,130.0,3101.7009151086186,3131.6123606970536,-29.911445588435072,,bear_high_volatility,SPY risk-on filter failed
2008-04-04,A_ETF_sector_momentum,,entry,no_eligible_symbols,45.0,45.0,8.384177546140343,0.0,active,0.0,130.0,3110.8835970160408,3131.6123606970536,-20.72876368101288,,sideways_high_volatility,SPY risk-on filter failed
2008-05-19,A_ETF_sector_momentum,XLE,entry,not_enough_cash_or_notional_cap,45.0,45.0,55.54154235225923,54.0745931526164,active,-0.22161334329857982,129.77838665670143,3009.717425722146,3009.717425722146,0.0,,,
2009-06-01,A_ETF_sector_momentum,XLK,entry,not_enough_cash_or_notional_cap,45.0,45.0,70.99031098482133,56.75272499930631,active,16.15252876316303,146.15252876316302,2755.213634396747,2755.213634396747,0.0,,,
2009-06-08,A_ETF_sector_momentum,XLK,entry,not_enough_cash_or_notional_cap,45.0,45.0,49.766175499046376,38.305423972534655,active,20.497379993488778,150.49737999348878,2714.0857111273,2714.0857111273,0.0,,,
2009-06-15,A_ETF_sector_momentum,XLK,entry,not_enough_cash_or_notional_cap,45.0,45.0,79.1474700538185,79.1474700538185,active,8.549124691222422,138.54912469122243,2634.019307711576,2634.019307711576,0.0,,,
2009-07-13,A_ETF_sector_momentum,SHY,entry,not_enough_cash_or_notional_cap,45.0,45.0,25.875474382833627,4.087708946470666,active,-24.028907435526797,105.9710925644732,2596.636439670716,2596.636439670716,0.0,,,
2009-07-20,A_ETF_sector_momentum,SMH,entry,not_enough_cash_or_notional_cap,45.0,45.0,30.738821866212284,27.80540657079469,active,11.783227877130034,141.78322787713003,2662.537026426875,2662.537026426875,0.0,,,
2009-09-08,A_ETF_sector_momentum,XLP,entry,not_enough_cash_or_notional_cap,45.0,45.0,7.331385008904457,6.7852603021377575,active,-3.7234711966258462,126.27652880337415,2718.475442613717,2718.475442613717,0.0,,,
2009-09-14,A_ETF_sector_momentum,XLF,entry,not_enough_cash_or_notional_cap,45.0,45.0,16.983460291876057,16.983460291876057,active,-5.533084909532002,124.46691509046799,2708.4520918723388,2708.4520918723388,0.0,,,
2009-11-09,A_ETF_sector_momentum,XLP,entry,not_enough_cash_or_notional_cap,45.0,45.0,30.27325566420867,0.0,active,38.59749545691115,168.59749545691113,2691.529349664444,2691.529349664444,0.0,,,
2009-11-16,A_ETF_sector_momentum,XLP,entry,not_enough_cash_or_notional_cap,45.0,45.0,11.75445157244777,0.0,active,73.63571497680995,203.63571497680994,2761.6475806382646,2761.6475806382646,0.0,,,
2009-11-23,A_ETF_sector_momentum,XLP,entry,not_enough_cash_or_notional_cap,45.0,45.0,0.4834247080275884,0.0,active,100.729300092486,230.729300092486,2815.620850831326,2815.620850831326,0.0,,,
2009-11-30,A_ETF_sector_momentum,SHY,entry,not_enough_cash_or_notional_cap,45.0,45.0,0.0,0.0,active,114.47976934395595,244.47976934395595,2843.923535136666,2843.923535136666,0.0,,,
2010-02-08,A_ETF_sector_momentum,XLY,entry,not_enough_cash_or_notional_cap,45.0,45.0,6.562601085775615,0.0,active,47.58265824123193,177.58265824123194,2791.5080015910553,2791.5080015910553,0.0,,,
2010-02-22,A_ETF_sector_momentum,XLY,entry,not_enough_cash_or_notional_cap,45.0,45.0,80.60481866987091,80.60481866987091,active,53.220729456659846,183.22072945665985,2789.847384972016,2789.847384972016,0.0,,,
2009-08-31,A_ETF_sector_momentum,XLV,entry,position_limit_exceeded,45.0,45.0,42.488905348042124,39.12039210762165,active,23.34303646511878,153.3430364651188,2728.9293855343585,2728.9293855343585,0.0,,,
2009-09-28,A_ETF_sector_momentum,XLP,entry,position_limit_exceeded,45.0,45.0,43.42807776137549,43.42807776137549,active,-0.3855272167562078,129.6144727832438,2727.60177813422,2727.60177813422,0.0,,,
2009-10-19,A_ETF_sector_momentum,XLY,entry,position_limit_exceeded,45.0,45.0,30.558905380373936,30.558905380373936,active,56.03818558384404,186.03818558384404,2714.571353072126,2714.571353072126,0.0,,,
2009-12-28,A_ETF_sector_momentum,XLK,entry,position_limit_exceeded,45.0,45.0,37.57433604870353,37.57433604870353,active,133.80358813398493,263.80358813398493,2861.1041185515624,2861.1041185515624,0.0,,,
2010-01-11,A_ETF_sector_momentum,XLI,entry,position_limit_exceeded,45.0,45.0,26.019204807503172,26.019204807503172,active,124.13728130017468,254.13728130017466,2878.9057764639274,2878.9057764639274,0.0,,,
2010-02-01,A_ETF_sector_momentum,XLY,entry,position_limit_exceeded,45.0,45.0,19.730053409373227,14.25910314523681,active,50.86624722935596,180.86624722935596,2791.557149118248,2791.557149118248,0.0,,,
2010-10-11,A_ETF_sector_momentum,IEF,entry,position_limit_exceeded,45.0,45.0,0.0,0.0,active,259.14569659890554,389.14569659890554,3270.0295317089763,3270.0295317089763,0.0,,,
2010-11-29,A_ETF_sector_momentum,SMH,entry,position_limit_exceeded,45.0,45.0,68.29111141063326,68.29111141063326,active,250.28892589220757,380.28892589220754,3244.932307370076,3244.932307370076,0.0,,,
2010-12-06,A_ETF_sector_momentum,SMH,entry,position_limit_exceeded,45.0,45.0,13.592420055980522,13.592420055980522,active,321.78200337626583,451.78200337626583,3340.665808545275,3340.665808545275,0.0,,,
2010-12-06,A_ETF_sector_momentum,XLE,entry,position_limit_exceeded,45.0,45.0,13.592420055980522,13.592420055980522,active,321.78200337626583,451.78200337626583,3340.665808545275,3340.665808545275,0.0,,,
2010-12-13,A_ETF_sector_momentum,SMH,entry,position_limit_exceeded,45.0,45.0,0.0,0.0,active,330.04995701043276,460.04995701043276,3348.3121770568882,3348.3121770568882,0.0,,,
2010-12-13,A_ETF_sector_momentum,IWM,entry,position_limit_exceeded,45.0,45.0,0.0,0.0,active,330.04995701043276,460.04995701043276,3348.3121770568882,3348.3121770568882,0.0,,,
2010-12-20,A_ETF_sector_momentum,XLE,entry,position_limit_exceeded,45.0,45.0,36.61985451425777,36.61985451425777,active,354.64780404617056,484.64780404617056,3368.7664335174804,3368.7664335174804,0.0,,,
2010-12-27,A_ETF_sector_momentum,XLE,entry,position_limit_exceeded,45.0,45.0,25.911868038227208,25.911868038227208,active,369.4836069370499,499.4836069370499,3388.414709628613,3388.414709628613,0.0,,,
2009-06-01,B_ETF_trend_following,GLD,entry,not_enough_cash_or_notional_cap,45.0,45.0,70.99031098482133,14.237585985515024,active,-37.60317536117414,62.39682463882586,2755.213634396747,2755.213634396747,0.0,,,
2009-06-02,B_ETF_trend_following,QQQ,entry,not_enough_cash_or_notional_cap,45.0,45.0,68.69266331199998,54.45507732648496,active,-37.60317536117414,62.39682463882586,2769.9376447690333,2769.9376447690333,0.0,,,
2009-06-02,B_ETF_trend_following,XLK,entry,not_enough_cash_or_notional_cap,45.0,45.0,68.69266331199998,54.45507732648496,active,-37.60317536117414,62.39682463882586,2769.9376447690333,2769.9376447690333,0.0,,,
2009-06-03,B_ETF_trend_following,QQQ,entry,not_enough_cash_or_notional_cap,45.0,45.0,58.43343582434825,46.97268429783652,active,-37.60317536117414,62.39682463882586,2743.3767632443364,2743.3767632443364,0.0,,,
2009-06-03,B_ETF_trend_following,XLY,entry,not_enough_cash_or_notional_cap,45.0,45.0,58.43343582434825,46.97268429783652,active,-37.60317536117414,62.39682463882586,2743.3767632443364,2743.3767632443364,0.0,,,
2009-06-03,B_ETF_trend_following,GLD,entry,not_enough_cash_or_notional_cap,45.0,45.0,58.43343582434825,11.460751526511727,active,-37.60317536117414,62.39682463882586,2743.3767632443364,2743.3767632443364,0.0,,,
2009-06-05,B_ETF_trend_following,QQQ,entry,not_enough_cash_or_notional_cap,45.0,45.0,52.59202364454409,41.13127211803236,active,-37.60317536117414,62.39682463882586,2729.2963988219203,2729.2963988219203,0.0,,,
2009-06-05,B_ETF_trend_following,XLK,entry,not_enough_cash_or_notional_cap,45.0,45.0,52.59202364454409,41.13127211803236,active,-37.60317536117414,62.39682463882586,2729.2963988219203,2729.2963988219203,0.0,,,
2009-06-08,B_ETF_trend_following,QQQ,entry,not_enough_cash_or_notional_cap,45.0,45.0,49.766175499046376,38.305423972534655,active,-37.60317536117414,62.39682463882586,2714.0857111273,2714.0857111273,0.0,,,
2009-06-08,B_ETF_trend_following,XLK,entry,not_enough_cash_or_notional_cap,45.0,45.0,49.766175499046376,38.305423972534655,active,-37.60317536117414,62.39682463882586,2714.0857111273,2714.0857111273,0.0,,,
2009-09-21,B_ETF_trend_following,XLP,entry,not_enough_cash_or_notional_cap,45.0,45.0,48.45370552800532,48.45370552800532,active,-1.5060562229202006,98.4939437770798,2713.932998182888,2713.932998182888,0.0,,,
2009-09-21,B_ETF_trend_following,QQQ,entry,not_enough_cash_or_notional_cap,45.0,45.0,48.45370552800532,48.45370552800532,active,-1.5060562229202006,98.4939437770798,2713.932998182888,2713.932998182888,0.0,,,
2009-09-21,B_ETF_trend_following,XLY,entry,not_enough_cash_or_notional_cap,45.0,45.0,48.45370552800532,48.45370552800532,active,-1.5060562229202006,98.4939437770798,2713.932998182888,2713.932998182888,0.0,,,
2009-09-21,B_ETF_trend_following,IWM,entry,not_enough_cash_or_notional_cap,45.0,45.0,48.45370552800532,48.45370552800532,active,-1.5060562229202006,98.4939437770798,2713.932998182888,2713.932998182888,0.0,,,
2008-05-16,B_ETF_trend_following,XLP,entry,position_limit_exceeded,45.0,45.0,90.0,90.0,active,55.51551587366636,155.51551587366635,3005.8576905959762,3005.8576905959762,0.0,,,
2008-05-20,B_ETF_trend_following,XLP,entry,position_limit_exceeded,45.0,45.0,49.05436799755738,47.58741879791455,active,76.56037336035385,176.56037336035385,3026.3365788028664,3026.3365788028664,0.0,,,
2008-05-21,B_ETF_trend_following,GLD,entry,position_limit_exceeded,45.0,45.0,46.466949199642826,0.0,active,27.43043169799751,127.4304316979975,2977.2066371405103,2977.2066371405103,0.0,,,
2009-06-12,B_ETF_trend_following,XLB,entry,position_limit_exceeded,45.0,45.0,79.26381060870825,79.26381060870825,active,-52.33039198785445,47.66960801214555,2700.130296325141,2700.130296325141,0.0,,,
2009-07-06,B_ETF_trend_following,SHY,entry,position_limit_exceeded,45.0,45.0,46.34264862740762,1.264298383687373,active,-84.71801248882659,15.281987511173412,2606.4656363694266,2606.4656363694266,0.0,,,
2009-07-07,B_ETF_trend_following,SHY,entry,position_limit_exceeded,45.0,45.0,46.285226540159016,1.2068762964387656,active,-85.47368859148001,14.526311408519987,2567.9369500636967,2567.9369500636967,0.0,,,
2009-07-15,B_ETF_trend_following,SMH,entry,position_limit_exceeded,45.0,45.0,25.239810344823784,21.370078799606144,active,-88.21649260458616,11.783507395413835,2613.530113837858,2613.530113837858,0.0,,,
2009-07-16,B_ETF_trend_following,XLK,entry,position_limit_exceeded,45.0,45.0,47.58905380532626,44.582227963075866,active,-70.22726673506395,29.77273326493605,2638.282452903531,2638.282452903531,0.0,,,
2009-07-16,B_ETF_trend_following,XLP,entry,position_limit_exceeded,45.0,45.0,47.58905380532626,44.582227963075866,active,-70.22726673506395,29.77273326493605,2638.282452903531,2638.282452903531,0.0,,,
2009-07-16,B_ETF_trend_following,SMH,entry,position_limit_exceeded,45.0,45.0,47.58905380532626,44.582227963075866,active,-70.22726673506395,29.77273326493605,2638.282452903531,2638.282452903531,0.0,,,
2009-07-16,B_ETF_trend_following,SPY,entry,position_limit_exceeded,45.0,45.0,47.58905380532626,44.582227963075866,active,-70.22726673506395,29.77273326493605,2638.282452903531,2638.282452903531,0.0,,,
2009-07-17,B_ETF_trend_following,XLP,entry,position_limit_exceeded,45.0,45.0,36.86246773731412,33.85564189506372,active,-64.88061802287858,35.11938197712142,2646.8207252332304,2646.8207252332304,0.0,,,
2009-07-17,B_ETF_trend_following,XLV,entry,position_limit_exceeded,45.0,45.0,36.86246773731412,33.85564189506372,active,-64.88061802287858,35.11938197712142,2646.8207252332304,2646.8207252332304,0.0,,,
2009-07-17,B_ETF_trend_following,SMH,entry,position_limit_exceeded,45.0,45.0,36.86246773731412,33.85564189506372,active,-64.88061802287858,35.11938197712142,2646.8207252332304,2646.8207252332304,0.0,,,
2008-03-12,C_swing_trend_pullback,XLE,entry,not_enough_cash_or_notional_cap,45.0,45.0,38.41353461656942,0.0,active,105.1062132362936,255.1062132362936,3104.2821100676015,3104.2821100676015,0.0,,,
