attribution_family,experiment_id,horizon,cost_mode,window_start,window_end,target_300_hit,target_400_hit,target_600_hit,target_900_hit,target_1200_hit,benchmark_combo_target_300_hit,benchmark_combo_target_400_hit,benchmark_top2_target_300_hit,benchmark_top2_target_400_hit,incremental_300_vs_combo,incremental_400_vs_combo,incremental_300_vs_top2,incremental_400_vs_top2,component_id,component_return_contribution,component_final_equity_contribution,component_drawdown_contribution,component_recovery_contribution,contribution_status,rank,worst_drawdown,stop_hit,target_hit_before_stop,overlap_with_combo,overlap_with_top2,overlap_with_spy200d
target_window_attribution,combo_plus_top2_50_50_v1,30,standard,2023-01-20,2023-03-03,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,30,standard,2023-01-25,2023-03-08,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,30,standard,2024-09-04,2024-10-15,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,30,standard,2026-04-07,2026-05-18,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,30,standard,2026-04-10,2026-05-21,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,30,standard,2026-04-13,2026-05-22,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,30,standard,2026-04-14,2026-05-26,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,30,standard,2026-04-15,2026-05-27,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,30,standard,2026-04-16,2026-05-28,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,30,standard,2026-04-17,2026-05-29,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,60,standard,2007-01-03,2007-03-29,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,60,standard,2007-03-21,2007-06-14,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,60,standard,2008-07-08,2008-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,60,standard,2008-08-06,2008-10-29,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,60,standard,2008-10-28,2009-01-23,True,False,False,False,False,True,False,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,60,standard,2008-10-29,2009-01-26,True,False,False,False,False,True,False,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,60,standard,2008-10-30,2009-01-27,True,False,False,False,False,True,False,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,60,standard,2008-10-31,2009-01-28,True,False,False,False,False,True,False,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,60,standard,2008-11-03,2009-01-29,True,False,False,False,False,True,False,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,60,standard,2008-11-05,2009-02-02,True,False,False,False,False,True,False,True,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,60,standard,2009-05-19,2009-08-12,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,60,standard,2010-03-12,2010-06-07,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,60,standard,2011-10-13,2012-01-09,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,60,standard,2012-04-27,2012-07-23,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,60,standard,2013-05-22,2013-08-15,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,60,standard,2014-12-24,2015-03-23,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,60,standard,2015-04-28,2015-07-22,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,60,standard,2015-12-21,2016-03-17,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,60,standard,2016-08-01,2016-10-24,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,60,standard,2017-08-09,2017-11-01,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,60,standard,2017-10-09,2018-01-03,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,60,standard,2017-10-10,2018-01-04,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,60,standard,2017-10-11,2018-01-05,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,60,standard,2017-10-19,2018-01-16,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,60,standard,2017-10-20,2018-01-17,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,60,standard,2018-03-06,2018-05-30,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,60,standard,2018-09-06,2018-11-29,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,60,standard,2019-10-09,2020-01-03,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,60,standard,2021-05-14,2021-08-09,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,60,standard,2022-03-31,2022-06-27,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,60,standard,2022-05-02,2022-07-27,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,60,standard,2022-12-16,2023-03-15,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,60,standard,2024-07-26,2024-10-18,True,False,False,False,False,True,False,True,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,60,standard,2025-05-06,2025-07-31,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,60,standard,2026-02-26,2026-05-21,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,60,standard,2026-02-27,2026-05-22,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,60,standard,2026-03-02,2026-05-26,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,60,standard,2026-03-03,2026-05-27,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,60,standard,2026-03-04,2026-05-28,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,60,standard,2026-03-05,2026-05-29,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,90,standard,2007-01-03,2007-05-11,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,90,standard,2007-03-21,2007-07-27,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,90,standard,2008-07-08,2008-11-11,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,90,standard,2008-08-04,2008-12-09,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,90,standard,2008-10-28,2009-03-09,True,False,False,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,90,standard,2008-10-29,2009-03-10,True,False,False,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,90,standard,2008-10-30,2009-03-11,True,False,False,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,90,standard,2008-10-31,2009-03-12,True,True,False,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,90,standard,2008-11-03,2009-03-13,True,True,False,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,90,standard,2008-11-05,2009-03-17,True,False,False,False,False,True,True,True,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,90,standard,2009-05-19,2009-09-24,True,False,False,False,False,True,False,True,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,90,standard,2010-03-05,2010-07-13,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,90,standard,2011-10-04,2012-02-10,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,90,standard,2012-04-19,2012-08-24,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,90,standard,2013-05-08,2013-09-13,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,90,standard,2014-12-05,2015-04-16,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,90,standard,2015-04-10,2015-08-17,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,90,standard,2015-12-21,2016-04-29,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,90,standard,2016-07-11,2016-11-14,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,90,standard,2017-08-09,2017-12-14,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,90,standard,2017-10-09,2018-02-15,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,90,standard,2017-10-10,2018-02-16,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,90,standard,2017-10-11,2018-02-20,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,90,standard,2017-10-19,2018-02-28,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,90,standard,2017-10-20,2018-03-01,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,90,standard,2018-02-08,2018-06-18,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,90,standard,2018-08-10,2018-12-18,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,90,standard,2019-09-11,2020-01-17,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,90,standard,2021-04-14,2021-08-19,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,90,standard,2022-01-19,2022-05-26,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,90,standard,2022-05-02,2022-09-08,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,90,standard,2022-11-10,2023-03-22,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,90,standard,2024-06-14,2024-10-22,True,False,False,False,False,True,False,True,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,90,standard,2025-05-06,2025-09-12,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,90,standard,2026-01-13,2026-05-21,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,90,standard,2026-01-14,2026-05-22,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,90,standard,2026-01-15,2026-05-26,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,90,standard,2026-01-16,2026-05-27,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,90,standard,2026-01-20,2026-05-28,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,90,standard,2026-01-21,2026-05-29,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,180,standard,2007-01-03,2007-09-19,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,180,standard,2007-03-21,2007-12-04,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,180,standard,2008-07-08,2009-03-24,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,180,standard,2008-07-23,2009-04-08,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,180,standard,2008-10-28,2009-07-16,True,False,False,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,180,standard,2008-10-29,2009-07-17,True,False,False,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,180,standard,2008-10-30,2009-07-20,True,True,False,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,180,standard,2008-10-31,2009-07-21,True,True,False,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,180,standard,2008-11-03,2009-07-22,True,True,False,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,180,standard,2008-11-05,2009-07-24,True,False,False,False,False,True,True,True,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,180,standard,2009-05-19,2010-02-03,True,True,True,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,180,standard,2010-02-11,2010-10-27,True,False,False,False,False,True,False,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,180,standard,2011-08-31,2012-05-17,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,180,standard,2012-03-23,2012-12-10,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,180,standard,2013-03-26,2013-12-09,False,False,False,False,False,False,False,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,180,standard,2014-10-14,2015-07-01,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,180,standard,2015-02-18,2015-11-02,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,180,standard,2015-12-21,2016-09-07,True,False,False,False,False,True,True,True,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,180,standard,2016-05-05,2017-01-20,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,180,standard,2017-08-09,2018-04-26,True,False,False,False,False,True,False,True,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,180,standard,2017-10-09,2018-06-26,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,180,standard,2017-10-10,2018-06-27,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,180,standard,2017-10-11,2018-06-28,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,180,standard,2017-10-19,2018-07-09,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,180,standard,2017-10-20,2018-07-10,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,180,standard,2017-11-21,2018-08-09,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,180,standard,2018-05-24,2019-02-11,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,180,standard,2019-06-17,2020-03-03,True,True,False,False,False,True,True,True,False,False,False,False,True,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,180,standard,2021-01-05,2021-09-21,True,False,False,False,False,False,False,True,True,True,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,180,standard,2021-10-06,2022-06-23,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,180,standard,2022-05-02,2023-01-18,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,180,standard,2022-07-27,2023-04-13,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,180,standard,2024-02-16,2024-11-01,True,True,True,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,180,standard,2025-05-06,2026-01-22,True,True,True,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,180,standard,2025-09-04,2026-05-21,True,True,True,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,180,standard,2025-09-05,2026-05-22,True,True,True,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,180,standard,2025-09-08,2026-05-26,True,True,True,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,180,standard,2025-09-09,2026-05-27,True,True,True,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,180,standard,2025-09-10,2026-05-28,True,True,True,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_top2_50_50_v1,180,standard,2025-09-11,2026-05-29,True,True,True,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_managed_futures_80_20_v1,30,standard,2020-12-02,2021-01-14,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_managed_futures_80_20_v1,30,standard,2021-02-12,2021-03-26,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,combo_plus_managed_futures_80_20_v1,30,standard,2021-05-14,2021-06-25,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
