id,version,current_tier,status,promotion_requirements,risk_framework_status,paper_forward_allowed_by_risk_framework,promotion_blockers,next_possible_tier,current_blockers
portfolio_spy200d_80_crypto_tsmom_10_bil_10_v1,v1,tier1_exploratory,exploratory_only,Tier 2 crypto review plus separate portfolio promotion review.,diagnostic_only,False,tier1_exploratory;crypto_sleeve;not_paper_forward_allowed,tier2_credible_prototype_after_review,tier1_exploratory;crypto_sleeve;not_paper_forward_allowed
portfolio_spy200d_70_crypto_tsmom_10_ief_10_bil_10_v1,v1,tier1_exploratory,exploratory_only,Tier 2 crypto review plus separate portfolio promotion review.,diagnostic_only,False,tier1_exploratory;crypto_sleeve;not_paper_forward_allowed,tier2_credible_prototype_after_review,tier1_exploratory;crypto_sleeve;not_paper_forward_allowed
A_ETF_sector_momentum,v1,tier3_candidate_validation,watchlist,New version id plus candidate evidence if changed.,,,,tier4_paper_forward_if_frozen,nan
B_ETF_trend_following,v1,tier3_candidate_validation,watchlist,New version id plus candidate evidence if changed.,,,,tier4_paper_forward_if_frozen,nan
C_swing_trend_pullback,v1,blocked,rejected,New isolated version and fresh evidence required before reconsideration.,,,,none,rejected;blocked;nan
D_mean_reversion,v1,blocked,rejected,New isolated version and fresh evidence required before reconsideration.,,,,none,rejected;blocked;nan
E_breakout_vcb,v1,blocked,rejected,New isolated version and fresh evidence required before reconsideration.,,,,none,rejected;blocked;nan
crypto_time_series_momentum,v1,tier1_exploratory,exploratory_only,Tier 2 credible prototype review; better data/execution model.,,,,tier2_credible_prototype_after_review,tier1_exploratory;nan
crypto_dual_momentum_cash_filter,v1,tier1_exploratory,exploratory_only,Tier 2 credible prototype review; better data/execution model.,,,,tier2_credible_prototype_after_review,tier1_exploratory;nan
crypto_cross_sectional_momentum,v1,tier1_exploratory,exploratory_only,Tier 2 credible prototype review; better data/execution model.,,,,tier2_credible_prototype_after_review,tier1_exploratory;nan
crypto_buy_hold_equal_weight,v1,tier1_exploratory,exploratory_only,Tier 2 credible prototype review; better data/execution model.,,,,tier2_credible_prototype_after_review,tier1_exploratory;nan
crypto_simulated_leverage_1_5x,v1,tier1_exploratory,too_risky,Not eligible.,,,,tier2_credible_prototype_after_review,too_risky;tier1_exploratory;nan
crypto_simulated_leverage_2_0x,v1,tier1_exploratory,too_risky,Not eligible.,,,,tier2_credible_prototype_after_review,too_risky;tier1_exploratory;nan
individual_stock_momentum_gate1a,gate1a,blocked,deferred,"Verified survivorship-free data, delistings, corporate actions, licensing, and cost/runtime feasibility.",,,,none,deferred;blocked_by_gate;blocked;nan
options_directional_gate0_needed,memo_placeholder,tier0_research_map,memo_only,Gate 0 and Gate 1 approval.,,,,tier1_exploratory_after_gate_review,not_implemented;tier0_research_map;nan
futures_trend_following_gate0_needed,memo_placeholder,tier0_research_map,memo_only,Gate 0 and Gate 1 approval.,,,,tier1_exploratory_after_gate_review,not_implemented;tier0_research_map;nan
forex_momentum_carry_gate0_needed,memo_placeholder,tier0_research_map,memo_only,Gate 0 and Gate 1 approval.,,,,tier1_exploratory_after_gate_review,not_implemented;tier0_research_map;nan
intraday_orb_gate0_needed,memo_placeholder,tier0_research_map,memo_only,Gate 0 and Gate 1 approval with timestamp-quality review.,,,,tier1_exploratory_after_gate_review,not_implemented;tier0_research_map;nan
volatility_products_gate0_needed,memo_placeholder,tier0_research_map,memo_only,Gate 0 and Gate 1 approval with product-risk review.,,,,tier1_exploratory_after_gate_review,not_implemented;tier0_research_map;nan
