lane,strategy,role,leverage_multiplier,exposure_multiplier,standard_or_stress,unconditional_final_equity,stop_enforced_final_equity,stop_enforced_penalty,absolute_floor_stop_hit,trailing_drawdown_stop_hit,any_project_stop_hit,first_project_stop_date,first_project_stop_type,equity_at_first_project_stop,stop_overshoot_dollars,stop_overshoot_pct,target_300_before_stop,target_400_before_stop,max_drawdown_dollars,max_drawdown_pct,stop_enforced_metric_quality,stop_enforced_metric_source,stop_enforced_metric_notes,risk_framework_name,risk_band,risk_budget_used_pct,target_300_progress_pct,target_400_progress_pct,drawdown_warning_hit,drawdown_review_hit,hard_stop_hit,risk_framework_verdict,exposure_policy_status,instrument_risk_role,paper_forward_allowed_by_risk_framework,promotion_blockers,result_interpretation
simulated_etf_exposure_frontier,SPY_200d_exposure_frontier_1_25x,risk_budget_diagnostic,1.25,1.25,standard,16743.368815991344,3595.4277305232195,13147.941085468125,False,True,True,2010-05-20,trailing_drawdown,3595.4277305232195,-17.28060981374665,-0.004783283948168051,True,True,-3096.8186659304174,-0.27312326056742264,approximate,exposure_frontier_reconstructed_equity_curve,"Diagnostic only. Return multiplier, simplified financing, and no real margin/liquidation/path-dependency model.",balanced_speculative_research_v1,hard_stop,5.161364443217362,1.984759101744065,1.4885693263080486,True,True,True,too_risky,too_risky_by_default,diagnostic,False,tier1_exploratory;leverage_or_exposure_diagnostic;exposure_multiplier_gt_1;stop_enforced_metric_quality_approximate;project_stop_hit,Stop-enforced result is more relevant than final-date recovery.
etf_benchmark,SPY_200d_trend_model,,1.0,1.0,stress,14996.05812201965,3424.484708189105,11571.573413830545,False,True,True,2010-06-04,trailing_drawdown,3424.484708189105,-65.48051419152716,-0.018762511950437297,True,True,-2359.180127940368,-0.22314703608429462,exact,computed_from_cached_adjusted_benchmark_equity_curve,Computed by challenge audit from cached adjusted SPY/BIL prices; raw OHLCV not copied into evidence.,balanced_speculative_research_v1,hard_stop,3.9319668799006133,1.414949027297016,1.0612117704727622,True,True,True,benchmark_only,paper_forward_eligible_if_candidate_validated,core,False,project_stop_hit,Stop-enforced result is more relevant than final-date recovery.
simulated_etf_exposure_frontier,SPY_200d_exposure_frontier_1_00x,risk_budget_diagnostic,1.0,1.0,stress,14996.05812201965,3424.484708189105,11571.573413830545,False,True,True,2010-06-04,trailing_drawdown,3424.484708189105,-65.48051419152716,-0.018762511950437297,True,True,-2359.180127940368,-0.22314703608429462,exact,exposure_frontier_reconstructed_equity_curve,"Diagnostic only. Return multiplier, simplified financing, and no real margin/liquidation/path-dependency model.",balanced_speculative_research_v1,hard_stop,3.9319668799006133,1.414949027297016,1.0612117704727622,True,True,True,too_risky,paper_forward_eligible_if_candidate_validated,diagnostic,False,tier1_exploratory;leverage_or_exposure_diagnostic;project_stop_hit,Stop-enforced result is more relevant than final-date recovery.
simulated_etf_exposure_frontier,SPY_200d_exposure_frontier_1_05x,risk_budget_diagnostic,1.05,1.05,stress,15563.222840182932,3427.649270768041,12135.573569414892,False,True,True,2010-06-04,trailing_drawdown,3427.649270768041,-104.54176459833616,-0.02959686029198377,True,True,-2560.871181057746,-0.23369346613819647,approximate,exposure_frontier_reconstructed_equity_curve,"Diagnostic only. Return multiplier, simplified financing, and no real margin/liquidation/path-dependency model.",balanced_speculative_research_v1,hard_stop,4.2681186350962435,1.4254975692268028,1.0691231769201022,True,True,True,too_risky,diagnostic_only,diagnostic,False,tier1_exploratory;leverage_or_exposure_diagnostic;exposure_multiplier_gt_1;stop_enforced_metric_quality_approximate;project_stop_hit,Stop-enforced result is more relevant than final-date recovery.
simulated_etf_exposure_frontier,SPY_200d_exposure_frontier_1_10x,risk_budget_diagnostic,1.1,1.1,stress,15847.889697013108,3561.45449467156,12286.435202341549,False,True,True,2010-05-28,trailing_drawdown,3561.45449467156,-3.545131115710774,-0.0009944267848072748,True,True,-2741.2732717589715,-0.24693981634554713,approximate,exposure_frontier_reconstructed_equity_curve,"Diagnostic only. Return multiplier, simplified financing, and no real margin/liquidation/path-dependency model.",balanced_speculative_research_v1,hard_stop,4.568788786264952,1.8715149822385335,1.4036362366789001,True,True,True,too_risky,diagnostic_only,diagnostic,False,tier1_exploratory;leverage_or_exposure_diagnostic;exposure_multiplier_gt_1;stop_enforced_metric_quality_approximate;project_stop_hit,Stop-enforced result is more relevant than final-date recovery.
simulated_etf_exposure_frontier,SPY_200d_exposure_frontier_1_15x,risk_budget_diagnostic,1.15,1.15,stress,15834.074149210084,3553.737217502126,12280.336931707958,False,True,True,2010-05-28,trailing_drawdown,3553.737217502126,-34.423775718696106,-0.009593709920968868,True,True,-2892.633894367862,-0.2619140607591781,approximate,exposure_frontier_reconstructed_equity_curve,"Diagnostic only. Return multiplier, simplified financing, and no real margin/liquidation/path-dependency model.",balanced_speculative_research_v1,hard_stop,4.8210564906131035,1.8457907250070866,1.384343043755315,True,True,True,too_risky,too_risky_by_default,diagnostic,False,tier1_exploratory;leverage_or_exposure_diagnostic;exposure_multiplier_gt_1;stop_enforced_metric_quality_approximate;project_stop_hit,Stop-enforced result is more relevant than final-date recovery.
simulated_etf_exposure_frontier,SPY_200d_exposure_frontier_1_20x,risk_budget_diagnostic,1.2,1.2,stress,15522.546778838781,3600.3035881622914,11922.24319067649,False,True,True,2010-05-27,trailing_drawdown,3600.3035881622914,-1.208394997763662,-0.00033552435849550793,True,True,-3007.9674824809426,-0.2778632017744278,approximate,exposure_frontier_reconstructed_equity_curve,"Diagnostic only. Return multiplier, simplified financing, and no real margin/liquidation/path-dependency model.",balanced_speculative_research_v1,hard_stop,5.0132791374682375,2.0010119605409713,1.5007589704057285,True,True,True,too_risky,too_risky_by_default,diagnostic,False,tier1_exploratory;leverage_or_exposure_diagnostic;exposure_multiplier_gt_1;stop_enforced_metric_quality_approximate;project_stop_hit,Stop-enforced result is more relevant than final-date recovery.
simulated_etf_exposure_frontier,SPY_200d_exposure_frontier_1_25x,risk_budget_diagnostic,1.25,1.25,stress,14930.762128985707,3588.8132022394043,11341.948926746303,False,True,True,2010-05-20,trailing_drawdown,3588.8132022394043,-16.144995261408894,-0.004478552697948519,True,True,-3081.5900320137016,-0.2947109156775993,approximate,exposure_frontier_reconstructed_equity_curve,"Diagnostic only. Return multiplier, simplified financing, and no real margin/liquidation/path-dependency model.",balanced_speculative_research_v1,hard_stop,5.135983386689503,1.9627106741313476,1.4720330055985107,True,True,True,too_risky,too_risky_by_default,diagnostic,False,tier1_exploratory;leverage_or_exposure_diagnostic;exposure_multiplier_gt_1;stop_enforced_metric_quality_approximate;project_stop_hit,Stop-enforced result is more relevant than final-date recovery.
etf_benchmark,BIL_cash_proxy,,1.0,1.0,standard,3775.5184876438425,3775.5184876438425,0.0,False,False,False,,,,0.0,0.0,True,True,-23.904374481334344,-0.007800799339397148,exact,computed_from_cached_adjusted_benchmark_equity_curve,Computed by challenge audit from cached adjusted SPY/BIL prices; raw OHLCV not copied into evidence.,balanced_speculative_research_v1,normal,0.03984062413555724,2.585061625479475,1.9387962191096062,False,False,False,benchmark_only,paper_forward_eligible_if_candidate_validated,defensive_benchmark,True,none,No selected project stop hit in this summary.
etf_benchmark,BIL_cash_proxy,,1.0,1.0,stress,3773.629369449123,3773.629369449123,0.0,False,False,False,,,,0.0,0.0,True,True,-23.892413689985005,-0.007800799339388498,exact,computed_from_cached_adjusted_benchmark_equity_curve,Computed by challenge audit from cached adjusted SPY/BIL prices; raw OHLCV not copied into evidence.,balanced_speculative_research_v1,normal,0.039820689483308344,2.578764564830409,1.934073423622807,False,False,False,benchmark_only,paper_forward_eligible_if_candidate_validated,defensive_benchmark,True,none,No selected project stop hit in this summary.
