date,event_type,strategy,symbol,project_equity,high_water_mark,drawdown_dollars,drawdown_pct,daily_pnl,weekly_pnl,total_open_risk,cluster_open_risk,notes
2011-03-15,gap_through_stop,B_ETF_trend_following,GLD,3347.4383329013663,3510.3444699845804,-162.90613708321416,-0.04640745045853856,0.0,0.0,40.029543327271625,2.862558759272444,Open was below stop; filled at open.
2011-03-15,gap_through_stop,A_ETF_sector_momentum,SPY,3342.387267945949,3510.3444699845804,-167.9572020386313,-0.04784635908947399,0.0,0.0,37.16698456799919,34.2443132145249,Open was below stop; filled at open.
2011-03-16,gap_through_stop,B_ETF_trend_following,BIL,3323.83428343169,3510.3444699845804,-186.51018655289045,-0.05313159097281117,0.0,0.0,3.560343590715276,3.560343590715276,Open was below stop; filled at open.
2011-12-14,gap_through_stop,B_ETF_trend_following,SHY,3453.3012465567817,3702.4282402002254,-249.1269936434437,-0.06728746041272926,0.0,0.0,38.76820596557337,1.0364862689544794,Open was below stop; filled at open.
2012-01-05,gap_through_stop,B_ETF_trend_following,XLU,3481.739770924901,3702.4282402002254,-220.68846927532422,-0.059606413671744685,0.0,0.0,30.9237368126756,23.769540593166816,Open was below stop; filled at open.
2012-02-03,gap_through_stop,A_ETF_sector_momentum,TLT,3549.636670721502,3702.4282402002254,-152.79156947872343,-0.04126793541053497,0.0,0.0,26.117173709644753,0.008267444274059378,Open was below stop; filled at open.
2012-05-08,gap_through_stop,A_ETF_sector_momentum,XLY,3620.3059462799492,3728.3962566633504,-108.09031038340117,-0.02899110044706843,0.0,0.0,19.691645933638092,19.691645933638092,Open was below stop; filled at open.
2012-06-25,gap_through_stop,B_ETF_trend_following,XLP,3645.1986541255174,3753.5313613253497,-108.33270719983238,-0.02886154311005429,0.0,0.0,29.36950656023963,13.861392664791802,Open was below stop; filled at open.
2012-08-09,gap_through_stop,A_ETF_sector_momentum,TLT,3609.6819099415425,3753.5313613253497,-143.84945138380726,-0.03832376435320761,0.0,0.0,89.28795977252486,33.062621721810814,Open was below stop; filled at open.
2012-09-26,gap_through_stop,B_ETF_trend_following,XLK,3681.1934865008316,3753.5313613253497,-72.33787482451817,-0.019271951626634642,0.0,0.0,0.0,0.0,Open was below stop; filled at open.
2012-10-23,gap_through_stop,A_ETF_sector_momentum,GLD,3585.6211517512306,3753.5313613253497,-167.9102095741191,-0.04473393010757498,0.0,0.0,70.92553785586078,26.13371136410637,Open was below stop; filled at open.
2012-11-28,gap_through_stop,A_ETF_sector_momentum,GLD,3542.259696873474,3753.5313613253497,-211.27166445187595,-0.05628610609963769,0.0,0.0,13.939691592541443,10.230202777180342,Open was below stop; filled at open.
2012-12-03,gap_through_stop,B_ETF_trend_following,TLT,3531.8999242638947,3753.5313613253497,-221.63143706145502,-0.059046113040387205,0.0,0.0,17.903179213993038,2.2376796808788026,Open was below stop; filled at open.
2013-05-23,gap_through_stop,A_ETF_sector_momentum,SPY,4022.267989465324,4108.896687653191,-86.62869818786749,-0.021083201835708776,0.0,0.0,0.009323084633729854,0.009323084633729854,Open was below stop; filled at open.
2013-09-30,gap_through_stop,B_ETF_trend_following,XLE,3944.116405788567,4108.896687653191,-164.78028186462416,-0.04010329156237291,0.0,0.0,40.01102824712835,40.01102824712835,Open was below stop; filled at open.
2014-01-24,gap_through_stop,B_ETF_trend_following,XLI,3839.561591162117,4108.896687653191,-269.3350964910742,-0.06554925007007317,0.0,0.0,51.484826371924086,51.484826371924086,Open was below stop; filled at open.
2014-01-28,gap_through_stop,A_ETF_sector_momentum,XLK,3848.7292108204033,4108.896687653191,-260.167476832788,-0.06331808672984263,0.0,0.0,60.76189776086475,59.9628443121985,Open was below stop; filled at open.
2014-06-17,gap_through_stop,B_ETF_trend_following,XLB,3971.4602685099117,4108.896687653191,-137.43641914327964,-0.03344849714918896,0.0,0.0,12.884754659143027,12.884754659143027,Open was below stop; filled at open.
2014-07-10,gap_through_stop,B_ETF_trend_following,SMH,4047.32297067326,4108.896687653191,-61.573716979931305,-0.014985462439334074,0.0,0.0,0.0,0.0,Open was below stop; filled at open.
2014-07-10,gap_through_stop,A_ETF_sector_momentum,SMH,4020.7511891370355,4108.896687653191,-88.14549851615584,-0.021452352107324546,0.0,0.0,0.0,0.0,Open was below stop; filled at open.
2014-07-14,gap_through_stop,B_ETF_trend_following,GLD,3973.1538321898147,4108.896687653191,-135.7428554633766,-0.03303632721437599,0.0,0.0,57.38307173405455,26.602765163950895,Open was below stop; filled at open.
2014-07-31,gap_through_stop,B_ETF_trend_following,IEF,3918.334561538057,4108.896687653191,-190.5621261151341,-0.04637793076855734,0.0,0.0,21.703938797871416,21.703938797871416,Open was below stop; filled at open.
2014-07-31,gap_through_stop,B_ETF_trend_following,TLT,3916.1188912013404,4108.896687653191,-192.77779645185092,-0.04691716806390589,0.0,0.0,18.299600002719448,18.299600002719448,Open was below stop; filled at open.
2014-09-16,gap_through_stop,A_ETF_sector_momentum,QQQ,3931.3616353345833,4108.896687653191,-177.535052318608,-0.04320747534297531,0.0,0.0,34.756056096436744,34.756056096436744,Open was below stop; filled at open.
2014-12-09,gap_through_stop,B_ETF_trend_following,XLP,3988.858829314635,4108.896687653191,-120.03785833855636,-0.02921413397889938,0.0,0.0,27.367361581371043,27.367361581371043,Open was below stop; filled at open.
2014-12-09,gap_through_stop,A_ETF_sector_momentum,XLP,3984.4026794661368,4108.896687653191,-124.49400818705453,-0.030298646486086156,0.0,0.0,27.367361581371043,27.367361581371043,Open was below stop; filled at open.
2014-12-18,gap_through_stop,B_ETF_trend_following,IEF,3946.722578182936,4108.896687653191,-162.1741094702552,-0.039469016088326425,0.0,0.0,12.488488459384063,12.488488459384063,Open was below stop; filled at open.
2015-02-06,gap_through_stop,A_ETF_sector_momentum,TLT,3907.092670124588,4108.896687653191,-201.80401752860325,-0.04911391861834913,0.0,0.0,11.0107875086595,11.010787508659494,Open was below stop; filled at open.
2015-02-06,gap_through_stop,B_ETF_trend_following,TLT,3919.643246739941,4108.896687653191,-189.25344091325042,-0.046059430377487276,0.0,0.0,11.0107875086595,11.010787508659494,Open was below stop; filled at open.
2015-02-06,gap_through_stop,B_ETF_trend_following,IEF,3927.508061910772,4108.896687653191,-181.3886257424192,-0.04414533621336192,0.0,0.0,11.010787508659494,11.010787508659494,Open was below stop; filled at open.
2015-03-10,gap_through_stop,B_ETF_trend_following,QQQ,3934.0852538781196,4108.896687653191,-174.8114337750717,-0.04254461649044672,0.0,0.0,58.8370977887724,58.8370977887724,Open was below stop; filled at open.
2015-07-13,gap_through_stop,B_ETF_trend_following,SHY,3776.1364886639517,4108.896687653191,-332.7601989892396,-0.08098529222921313,0.0,0.0,16.128200437392138,3.5516093396074675,Open was below stop; filled at open.
2015-07-13,gap_through_stop,A_ETF_sector_momentum,SHY,3775.206350768188,4108.896687653191,-333.6903368850035,-0.08121166392129264,0.0,0.0,15.20394421378092,2.6273531159962475,Open was below stop; filled at open.
2015-08-12,gap_through_stop,B_ETF_trend_following,XLP,3730.021039582045,4108.896687653191,-378.8756480711463,-0.09220860899463068,0.0,0.0,5.848782120434429,5.848782120434429,Open was below stop; filled at open.
2015-11-13,gap_through_stop,B_ETF_trend_following,XLY,3523.222525280154,4108.896687653191,-585.6741623730372,-0.14253805994512525,0.0,0.0,60.85665122516308,60.85665122516308,Open was below stop; filled at open.
2015-11-13,gap_through_stop,A_ETF_sector_momentum,XLY,3551.5871091145773,4108.896687653191,-557.309578538614,-0.1356348482095623,0.0,0.0,44.41109217356471,44.41109217356471,Open was below stop; filled at open.
2015-11-13,gap_through_stop,A_ETF_sector_momentum,QQQ,3579.6432697502028,4108.896687653191,-529.2534179029885,-0.12880669876498485,0.0,0.0,11.48620906624198,11.48620906624198,Open was below stop; filled at open.
2015-12-03,trailing_drawdown_stop_hit,,,3508.173544919093,4108.896687653191,-600.7231427340985,-0.1462005955368041,0.0,0.0,0.0,0.0,Equity <= high water mark - 600.00.
2008-01-04,strategy_position_limit_reached,D_mean_reversion,XLK,3010.642140394527,3010.642140394527,0.0,0.0,,,56.97454407056049,56.97454407056049,Skipped signal: position_limit_exceeded
2008-01-08,strategy_position_limit_reached,D_mean_reversion,XLE,3027.7736506596184,3027.7736506596184,0.0,0.0,,,58.15126063602662,30.0,Skipped signal: position_limit_exceeded
2008-04-03,strategy_position_limit_reached,D_mean_reversion,BIL,3109.402930689895,3109.402930689895,0.0,0.0,,,35.37802949466092,5.3780294946609235,Skipped signal: position_limit_exceeded
2008-04-03,strategy_position_limit_reached,D_mean_reversion,IEF,3109.402930689895,3109.402930689895,0.0,0.0,,,35.37802949466092,5.3780294946609235,Skipped signal: position_limit_exceeded
2008-04-04,strategy_position_limit_reached,D_mean_reversion,IEF,3110.8835970160408,3110.8835970160408,0.0,0.0,,,8.384177546140343,8.384177546140343,Skipped signal: position_limit_exceeded
2008-04-09,strategy_position_limit_reached,D_mean_reversion,IEF,3106.0692400746066,3106.0692400746066,0.0,0.0,,,51.45898637512453,25.164470331271787,Skipped signal: position_limit_exceeded
2008-04-17,strategy_position_limit_reached,D_mean_reversion,SHY,3106.769745172076,3106.769745172076,0.0,0.0,,,15.530775123186082,15.530775123186082,Skipped signal: position_limit_exceeded
2008-04-17,strategy_position_limit_reached,D_mean_reversion,TLT,3106.769745172076,3106.769745172076,0.0,0.0,,,15.530775123186082,15.530775123186082,Skipped signal: position_limit_exceeded
2008-04-18,strategy_position_limit_reached,D_mean_reversion,SHY,3104.707953713596,3104.707953713596,0.0,0.0,,,15.530775123186082,15.530775123186082,Skipped signal: position_limit_exceeded
2008-04-18,strategy_position_limit_reached,D_mean_reversion,TLT,3104.707953713596,3104.707953713596,0.0,0.0,,,15.530775123186082,15.530775123186082,Skipped signal: position_limit_exceeded
2008-04-21,strategy_position_limit_reached,D_mean_reversion,IEF,3086.521167565983,3086.521167565983,0.0,0.0,,,31.677429126419856,1.6774291264198524,Skipped signal: position_limit_exceeded
2008-04-21,strategy_position_limit_reached,D_mean_reversion,SHY,3086.521167565983,3086.521167565983,0.0,0.0,,,31.677429126419856,1.6774291264198524,Skipped signal: position_limit_exceeded
2008-04-21,strategy_position_limit_reached,D_mean_reversion,TLT,3086.521167565983,3086.521167565983,0.0,0.0,,,31.677429126419856,1.6774291264198524,Skipped signal: position_limit_exceeded
2008-04-23,strategy_position_limit_reached,D_mean_reversion,XLU,3074.987247975911,3074.987247975911,0.0,0.0,,,34.17922056769295,0.0,Skipped signal: position_limit_exceeded
2008-04-24,strategy_position_limit_reached,D_mean_reversion,XLE,3036.522663503164,3036.522663503164,0.0,0.0,,,60.0,30.0,Skipped signal: position_limit_exceeded
2008-04-25,strategy_position_limit_reached,D_mean_reversion,IEF,3055.3541013978625,3055.3541013978625,0.0,0.0,,,60.0,0.0,Skipped signal: position_limit_exceeded
2008-04-25,strategy_position_limit_reached,D_mean_reversion,SHY,3055.3541013978625,3055.3541013978625,0.0,0.0,,,60.0,0.0,Skipped signal: position_limit_exceeded
2008-04-25,strategy_position_limit_reached,D_mean_reversion,TLT,3055.3541013978625,3055.3541013978625,0.0,0.0,,,60.0,0.0,Skipped signal: position_limit_exceeded
2008-04-25,strategy_position_limit_reached,D_mean_reversion,XLE,3055.3541013978625,3055.3541013978625,0.0,0.0,,,60.0,30.0,Skipped signal: position_limit_exceeded
2008-04-28,strategy_position_limit_reached,D_mean_reversion,TLT,3053.434888018913,3053.434888018913,0.0,0.0,,,84.85904769827306,9.859047698273061,Skipped signal: position_limit_exceeded
2008-04-28,strategy_position_limit_reached,D_mean_reversion,SHY,3053.434888018913,3053.434888018913,0.0,0.0,,,84.85904769827306,9.859047698273061,Skipped signal: position_limit_exceeded
2008-04-30,strategy_position_limit_reached,D_mean_reversion,GLD,3008.681919022528,3008.681919022528,0.0,0.0,,,60.0,0.0,Skipped signal: position_limit_exceeded
2008-05-01,strategy_position_limit_reached,D_mean_reversion,XLP,2981.8838569526793,2981.8838569526793,0.0,0.0,,,60.0,60.0,Skipped signal: position_limit_exceeded
2008-05-07,cluster_risk_block,B_ETF_trend_following,XLP,2926.7502687647357,2926.7502687647357,0.0,0.0,,,75.0,75.0,Skipped signal: correlation_cluster_risk_exceeded
2008-05-16,strategy_position_limit_reached,B_ETF_trend_following,XLP,3005.8576905959762,3005.8576905959762,0.0,0.0,,,90.0,90.0,Skipped signal: position_limit_exceeded
2008-05-20,strategy_position_limit_reached,B_ETF_trend_following,XLP,3026.3365788028664,3026.3365788028664,0.0,0.0,,,49.05436799755738,47.58741879791455,Skipped signal: position_limit_exceeded
2008-05-21,strategy_position_limit_reached,B_ETF_trend_following,GLD,2977.2066371405103,2977.2066371405103,0.0,0.0,,,46.466949199642826,0.0,Skipped signal: position_limit_exceeded
2008-09-09,strategy_position_limit_reached,E_breakout_vcb,TLT,2835.119735633034,2835.119735633034,0.0,0.0,,,2.052479593738318,2.052479593738318,Skipped signal: position_limit_exceeded
2008-09-10,strategy_position_limit_reached,E_breakout_vcb,TLT,2836.132946870971,2836.132946870971,0.0,0.0,,,1.3875025078653238,1.3875025078653238,Skipped signal: position_limit_exceeded
2009-05-21,strategy_position_limit_reached,E_breakout_vcb,GLD,2700.1200402808295,2700.1200402808295,0.0,0.0,,,55.92518568856586,0.0,Skipped signal: position_limit_exceeded
2009-06-12,strategy_position_limit_reached,B_ETF_trend_following,XLB,2700.130296325141,2700.130296325141,0.0,0.0,,,79.26381060870825,79.26381060870825,Skipped signal: position_limit_exceeded
2009-07-06,strategy_position_limit_reached,B_ETF_trend_following,SHY,2606.4656363694266,2606.4656363694266,0.0,0.0,,,46.34264862740762,1.264298383687373,Skipped signal: position_limit_exceeded
2009-07-07,strategy_position_limit_reached,B_ETF_trend_following,SHY,2567.9369500636967,2567.9369500636967,0.0,0.0,,,46.285226540159016,1.2068762964387656,Skipped signal: position_limit_exceeded
2009-07-15,strategy_position_limit_reached,B_ETF_trend_following,SMH,2613.530113837858,2613.530113837858,0.0,0.0,,,25.239810344823784,21.370078799606144,Skipped signal: position_limit_exceeded
2009-07-16,strategy_position_limit_reached,B_ETF_trend_following,XLK,2638.282452903531,2638.282452903531,0.0,0.0,,,47.58905380532626,44.582227963075866,Skipped signal: position_limit_exceeded
2009-07-16,strategy_position_limit_reached,B_ETF_trend_following,XLP,2638.282452903531,2638.282452903531,0.0,0.0,,,47.58905380532626,44.582227963075866,Skipped signal: position_limit_exceeded
2009-07-16,strategy_position_limit_reached,B_ETF_trend_following,SMH,2638.282452903531,2638.282452903531,0.0,0.0,,,47.58905380532626,44.582227963075866,Skipped signal: position_limit_exceeded
2009-07-16,strategy_position_limit_reached,B_ETF_trend_following,SPY,2638.282452903531,2638.282452903531,0.0,0.0,,,47.58905380532626,44.582227963075866,Skipped signal: position_limit_exceeded
2009-07-17,strategy_position_limit_reached,B_ETF_trend_following,XLP,2646.8207252332304,2646.8207252332304,0.0,0.0,,,36.86246773731412,33.85564189506372,Skipped signal: position_limit_exceeded
2009-07-17,strategy_position_limit_reached,B_ETF_trend_following,XLV,2646.8207252332304,2646.8207252332304,0.0,0.0,,,36.86246773731412,33.85564189506372,Skipped signal: position_limit_exceeded
2009-07-17,strategy_position_limit_reached,B_ETF_trend_following,SMH,2646.8207252332304,2646.8207252332304,0.0,0.0,,,36.86246773731412,33.85564189506372,Skipped signal: position_limit_exceeded
2009-07-17,strategy_position_limit_reached,B_ETF_trend_following,XLK,2646.8207252332304,2646.8207252332304,0.0,0.0,,,36.86246773731412,33.85564189506372,Skipped signal: position_limit_exceeded
2009-07-17,strategy_position_limit_reached,B_ETF_trend_following,IWM,2646.8207252332304,2646.8207252332304,0.0,0.0,,,36.86246773731412,33.85564189506372,Skipped signal: position_limit_exceeded
2009-07-20,strategy_position_limit_reached,B_ETF_trend_following,SMH,2662.537026426875,2662.537026426875,0.0,0.0,,,30.738821866212284,27.80540657079469,Skipped signal: position_limit_exceeded
2009-07-20,strategy_position_limit_reached,B_ETF_trend_following,XLK,2662.537026426875,2662.537026426875,0.0,0.0,,,30.738821866212284,27.80540657079469,Skipped signal: position_limit_exceeded
2009-07-20,strategy_position_limit_reached,B_ETF_trend_following,XLP,2662.537026426875,2662.537026426875,0.0,0.0,,,30.738821866212284,27.80540657079469,Skipped signal: position_limit_exceeded
2009-07-20,strategy_position_limit_reached,B_ETF_trend_following,SPY,2662.537026426875,2662.537026426875,0.0,0.0,,,30.738821866212284,27.80540657079469,Skipped signal: position_limit_exceeded
2009-07-20,strategy_position_limit_reached,B_ETF_trend_following,XLB,2662.537026426875,2662.537026426875,0.0,0.0,,,30.738821866212284,27.80540657079469,Skipped signal: position_limit_exceeded
2009-07-21,strategy_position_limit_reached,B_ETF_trend_following,SMH,2675.119044814356,2675.119044814356,0.0,0.0,,,19.894205239509148,16.990206650765085,Skipped signal: position_limit_exceeded
2009-07-21,strategy_position_limit_reached,B_ETF_trend_following,XLK,2675.119044814356,2675.119044814356,0.0,0.0,,,19.894205239509148,16.990206650765085,Skipped signal: position_limit_exceeded
2009-07-21,strategy_position_limit_reached,B_ETF_trend_following,XLP,2675.119044814356,2675.119044814356,0.0,0.0,,,19.894205239509148,16.990206650765085,Skipped signal: position_limit_exceeded
2009-07-21,strategy_position_limit_reached,B_ETF_trend_following,SPY,2675.119044814356,2675.119044814356,0.0,0.0,,,19.894205239509148,16.990206650765085,Skipped signal: position_limit_exceeded
2009-07-21,strategy_position_limit_reached,B_ETF_trend_following,IWM,2675.119044814356,2675.119044814356,0.0,0.0,,,19.894205239509148,16.990206650765085,Skipped signal: position_limit_exceeded
2009-07-22,strategy_position_limit_reached,B_ETF_trend_following,XLV,2688.7540645613403,2688.7540645613403,0.0,0.0,,,10.33743576465587,7.433437175911809,Skipped signal: position_limit_exceeded
2009-07-22,strategy_position_limit_reached,B_ETF_trend_following,XLK,2688.7540645613403,2688.7540645613403,0.0,0.0,,,10.33743576465587,7.433437175911809,Skipped signal: position_limit_exceeded
2009-07-22,strategy_position_limit_reached,B_ETF_trend_following,XLU,2688.7540645613403,2688.7540645613403,0.0,0.0,,,10.33743576465587,7.433437175911809,Skipped signal: position_limit_exceeded
2009-07-22,strategy_position_limit_reached,B_ETF_trend_following,SPY,2688.7540645613403,2688.7540645613403,0.0,0.0,,,10.33743576465587,7.433437175911809,Skipped signal: position_limit_exceeded
2009-07-22,strategy_position_limit_reached,B_ETF_trend_following,XLB,2688.7540645613403,2688.7540645613403,0.0,0.0,,,10.33743576465587,7.433437175911809,Skipped signal: position_limit_exceeded
2009-07-23,strategy_position_limit_reached,B_ETF_trend_following,SMH,2724.3230806669203,2724.3230806669203,0.0,0.0,,,2.903998588744061,0.0,Skipped signal: position_limit_exceeded
2009-07-23,strategy_position_limit_reached,B_ETF_trend_following,XLK,2724.3230806669203,2724.3230806669203,0.0,0.0,,,2.903998588744061,0.0,Skipped signal: position_limit_exceeded
2009-07-23,strategy_position_limit_reached,B_ETF_trend_following,XLB,2724.3230806669203,2724.3230806669203,0.0,0.0,,,2.903998588744061,0.0,Skipped signal: position_limit_exceeded
2009-07-23,strategy_position_limit_reached,B_ETF_trend_following,GLD,2724.3230806669203,2724.3230806669203,0.0,0.0,,,2.903998588744061,0.0,Skipped signal: position_limit_exceeded
2009-07-23,strategy_position_limit_reached,B_ETF_trend_following,IWM,2724.3230806669203,2724.3230806669203,0.0,0.0,,,2.903998588744061,0.0,Skipped signal: position_limit_exceeded
2009-07-24,strategy_position_limit_reached,B_ETF_trend_following,XLV,2725.1629989371236,2725.1629989371236,0.0,0.0,,,45.0,45.0,Skipped signal: position_limit_exceeded
2009-07-24,strategy_position_limit_reached,B_ETF_trend_following,XLK,2725.1629989371236,2725.1629989371236,0.0,0.0,,,45.0,45.0,Skipped signal: position_limit_exceeded
2009-07-24,strategy_position_limit_reached,B_ETF_trend_following,XLP,2725.1629989371236,2725.1629989371236,0.0,0.0,,,45.0,45.0,Skipped signal: position_limit_exceeded
2009-07-24,strategy_position_limit_reached,B_ETF_trend_following,XLU,2725.1629989371236,2725.1629989371236,0.0,0.0,,,45.0,45.0,Skipped signal: position_limit_exceeded
2009-07-27,strategy_position_limit_reached,B_ETF_trend_following,XLV,2739.3286594432952,2739.3286594432952,0.0,0.0,,,49.5332785877124,49.5332785877124,Skipped signal: position_limit_exceeded
2009-07-27,strategy_position_limit_reached,B_ETF_trend_following,XLP,2739.3286594432952,2739.3286594432952,0.0,0.0,,,49.5332785877124,49.5332785877124,Skipped signal: position_limit_exceeded
2009-07-27,strategy_position_limit_reached,B_ETF_trend_following,XLU,2739.3286594432952,2739.3286594432952,0.0,0.0,,,49.5332785877124,49.5332785877124,Skipped signal: position_limit_exceeded
2009-07-27,strategy_position_limit_reached,B_ETF_trend_following,SPY,2739.3286594432952,2739.3286594432952,0.0,0.0,,,49.5332785877124,49.5332785877124,Skipped signal: position_limit_exceeded
2009-07-27,strategy_position_limit_reached,B_ETF_trend_following,IWM,2739.3286594432952,2739.3286594432952,0.0,0.0,,,49.5332785877124,49.5332785877124,Skipped signal: position_limit_exceeded
2009-07-28,strategy_position_limit_reached,B_ETF_trend_following,SPY,2736.052141486338,2736.052141486338,0.0,0.0,,,49.5332785877124,49.5332785877124,Skipped signal: position_limit_exceeded
2009-07-28,strategy_position_limit_reached,B_ETF_trend_following,IWM,2736.052141486338,2736.052141486338,0.0,0.0,,,49.5332785877124,49.5332785877124,Skipped signal: position_limit_exceeded
2009-07-28,strategy_position_limit_reached,B_ETF_trend_following,XLB,2736.052141486338,2736.052141486338,0.0,0.0,,,49.5332785877124,49.5332785877124,Skipped signal: position_limit_exceeded
2009-07-28,strategy_position_limit_reached,B_ETF_trend_following,XLE,2736.052141486338,2736.052141486338,0.0,0.0,,,49.5332785877124,49.5332785877124,Skipped signal: position_limit_exceeded
2009-07-28,strategy_position_limit_reached,B_ETF_trend_following,XLF,2736.052141486338,2736.052141486338,0.0,0.0,,,49.5332785877124,49.5332785877124,Skipped signal: position_limit_exceeded
2009-07-29,strategy_position_limit_reached,B_ETF_trend_following,XLV,2740.1139319508275,2740.1139319508275,0.0,0.0,,,43.06378208606377,43.06378208606377,Skipped signal: position_limit_exceeded
2009-07-29,strategy_position_limit_reached,B_ETF_trend_following,IWM,2740.1139319508275,2740.1139319508275,0.0,0.0,,,43.06378208606377,43.06378208606377,Skipped signal: position_limit_exceeded
2009-07-30,strategy_position_limit_reached,B_ETF_trend_following,XLP,2749.392605855221,2749.392605855221,0.0,0.0,,,42.55354799982976,42.55354799982976,Skipped signal: position_limit_exceeded
2009-07-31,strategy_position_limit_reached,B_ETF_trend_following,XLV,2749.8399830225358,2749.8399830225358,0.0,0.0,,,42.55354799982976,42.55354799982976,Skipped signal: position_limit_exceeded
2009-07-31,strategy_position_limit_reached,B_ETF_trend_following,SPY,2749.8399830225358,2749.8399830225358,0.0,0.0,,,42.55354799982976,42.55354799982976,Skipped signal: position_limit_exceeded
2009-07-31,strategy_position_limit_reached,B_ETF_trend_following,XLF,2749.8399830225358,2749.8399830225358,0.0,0.0,,,42.55354799982976,42.55354799982976,Skipped signal: position_limit_exceeded
2009-07-31,strategy_position_limit_reached,B_ETF_trend_following,IWM,2749.8399830225358,2749.8399830225358,0.0,0.0,,,42.55354799982976,42.55354799982976,Skipped signal: position_limit_exceeded
2009-07-31,strategy_position_limit_reached,B_ETF_trend_following,XLB,2749.8399830225358,2749.8399830225358,0.0,0.0,,,42.55354799982976,42.55354799982976,Skipped signal: position_limit_exceeded
2009-08-03,strategy_position_limit_reached,B_ETF_trend_following,SPY,2788.7980573319323,2788.7980573319323,0.0,0.0,,,42.55354799982976,42.55354799982976,Skipped signal: position_limit_exceeded
2009-08-03,strategy_position_limit_reached,B_ETF_trend_following,XLF,2788.7980573319323,2788.7980573319323,0.0,0.0,,,42.55354799982976,42.55354799982976,Skipped signal: position_limit_exceeded
2009-08-03,strategy_position_limit_reached,B_ETF_trend_following,XLB,2788.7980573319323,2788.7980573319323,0.0,0.0,,,42.55354799982976,42.55354799982976,Skipped signal: position_limit_exceeded
2009-08-03,strategy_position_limit_reached,B_ETF_trend_following,XLI,2788.7980573319323,2788.7980573319323,0.0,0.0,,,42.55354799982976,42.55354799982976,Skipped signal: position_limit_exceeded
2009-08-04,strategy_position_limit_reached,B_ETF_trend_following,XLK,2788.3895923071154,2788.3895923071154,0.0,0.0,,,31.532015330685145,31.532015330685145,Skipped signal: position_limit_exceeded
2009-08-04,strategy_position_limit_reached,B_ETF_trend_following,SPY,2788.3895923071154,2788.3895923071154,0.0,0.0,,,31.532015330685145,31.532015330685145,Skipped signal: position_limit_exceeded
2009-08-04,strategy_position_limit_reached,B_ETF_trend_following,IWM,2788.3895923071154,2788.3895923071154,0.0,0.0,,,31.532015330685145,31.532015330685145,Skipped signal: position_limit_exceeded
2009-08-04,strategy_position_limit_reached,B_ETF_trend_following,XLF,2788.3895923071154,2788.3895923071154,0.0,0.0,,,31.532015330685145,31.532015330685145,Skipped signal: position_limit_exceeded
2009-08-04,strategy_position_limit_reached,B_ETF_trend_following,XLY,2788.3895923071154,2788.3895923071154,0.0,0.0,,,31.532015330685145,31.532015330685145,Skipped signal: position_limit_exceeded
2009-08-05,strategy_position_limit_reached,B_ETF_trend_following,XLV,2764.9868479156366,2764.9868479156366,0.0,0.0,,,28.878728120463673,28.878728120463673,Skipped signal: position_limit_exceeded
