run_id,lane,strategy,leverage_multiplier,standard_or_stress,horizon,rolling_method,number_of_windows,possible_window_count,sampled_results_are_final,final_validation_completed,pct_target_300_hit,pct_target_300_before_stop,pct_target_400_hit,pct_target_400_before_stop,pct_any_project_stop_hit,pct_absolute_floor_stop_hit,pct_trailing_drawdown_stop_hit,median_final_equity,median_stop_enforced_final_equity,mean_stop_enforced_final_equity,median_max_drawdown,worst_max_drawdown,pct_positive_return,pct_loss,pct_below_2400,pct_above_3300,pct_above_3400,stop_enforced_metric_quality,notes,rolling_metric_quality,rolling_notes
20260531_161924,etf_benchmark,SPY_buy_hold,1.0,standard,90,all_possible,4541,4541,True,True,0.33274609116934595,0.3287822065624312,0.15987667914556264,0.15789473684210525,0.06782646994054173,0.05153049988989209,0.06782646994054173,3164.973751962369,3162.166054157341,3121.2862141681267,-217.6617431241816,-1329.5804799262269,0.7496146223298833,0.2503853776701167,0.027306760625412905,0.23122660207002863,0.11319092710856639,exact,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260531_161924,etf_benchmark,SPY_buy_hold,1.0,standard,180,all_possible,4451,4451,True,True,0.6931026735565041,0.669287800494271,0.51134576499663,0.4960682992585936,0.16513143113906986,0.10604358571107617,0.16513143113906986,3326.776151758259,3313.144144723819,3235.801781780714,-320.41942188780195,-1572.233822713335,0.7506178386879353,0.2493821613120647,0.03280161761401932,0.5210065153898,0.37025387553358796,exact,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260531_161924,etf_benchmark,SPY_buy_hold,1.0,stress,30,all_possible,4601,4601,True,True,0.0469463160182569,0.0469463160182569,0.014996739839165399,0.014996739839165399,0.019995653118887197,0.014562051727885243,0.019995653118887197,3061.18838121115,3061.087668062799,3037.9422385720823,-113.00128338553395,-1038.4174775258734,0.6755053249293632,0.32449467507063684,0.011519234948924147,0.03129754401217127,0.009997826559443599,exact,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260531_161924,etf_benchmark,SPY_buy_hold,1.0,stress,60,all_possible,4571,4571,True,True,0.16954714504484794,0.16932837453511268,0.057317873550645375,0.057317873550645375,0.04397287245679282,0.034346970028440164,0.04397287245679282,3116.0202487969987,3115.324268750857,3078.1537246106154,-171.13734034293748,-1258.148003720961,0.7348501422008313,0.26514985779916866,0.02362721505141107,0.11397943557208488,0.03806606869394006,exact,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260531_161924,etf_benchmark,SPY_buy_hold,1.0,stress,90,all_possible,4541,4541,True,True,0.3305439330543933,0.3270204800704691,0.1570138735961242,0.15503193129266682,0.06782646994054173,0.05175071570138736,0.06782646994054173,3163.3955017952567,3160.59811913949,3119.7010062978547,-217.65282831751847,-1328.929268823561,0.7467518167804449,0.25324818321955517,0.027747192248403437,0.2288042281435807,0.11164941642809954,exact,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260531_161924,etf_benchmark,SPY_buy_hold,1.0,stress,180,all_possible,4451,4451,True,True,0.6928780049427095,0.6690631318804763,0.5093237474724781,0.4940462817344417,0.16513143113906986,0.10626825432487082,0.16513143113906986,3325.107880498213,3311.483882088812,3234.1588313937054,-320.2593057233562,-1571.474610522894,0.7499438328465513,0.25005616715344864,0.03347562345540328,0.5180858234104696,0.3673331835542575,exact,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260531_161924,etf_benchmark,SPY_200d_trend_model,1.0,standard,30,all_possible,4601,4601,True,True,0.007824386003042817,0.007824386003042817,0.0013040643338404696,0.0013040643338404696,0.0,0.0,0.0,3032.1637112393178,3032.1637112393178,3032.4780864119057,-80.67608053583808,-561.003611999457,0.6546402955879157,0.34535970441208436,0.0,0.005433601391001956,0.0006520321669202348,exact,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260531_161924,etf_benchmark,SPY_200d_trend_model,1.0,standard,60,all_possible,4571,4571,True,True,0.10150951651717348,0.10150951651717348,0.017501640778823015,0.017501640778823015,0.0,0.0,0.0,3076.929935995264,3076.929935995264,3067.1635125749194,-129.3591990971663,-578.5049525173449,0.7068475169547145,0.2931524830452855,0.0,0.063880988842704,0.010938525486764383,exact,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260531_161924,etf_benchmark,SPY_200d_trend_model,1.0,standard,90,all_possible,4541,4541,True,True,0.2512662409160978,0.2512662409160978,0.10416207883726052,0.10416207883726052,0.004844747852895838,0.0028628055494384495,0.004844747852895838,3114.121454836779,3114.121454836779,3103.447585273134,-170.9181748242131,-661.4912486768249,0.7115172869412024,0.28848271305879764,0.0026425897379431843,0.17441092270425015,0.06980841224399911,exact,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260531_161924,etf_benchmark,SPY_200d_trend_model,1.0,standard,180,all_possible,4451,4451,True,True,0.5661649067625253,0.5661649067625253,0.4048528420579645,0.4048528420579645,0.05167378117277016,0.0029206919793304874,0.05167378117277016,3227.873519252734,3227.873519252734,3212.2369505122933,-245.03184600596705,-743.032223591701,0.7238822736463716,0.2761177263536284,0.0026960233655358348,0.4183329588856437,0.30262862278139746,exact,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260531_161924,etf_benchmark,SPY_200d_trend_model,1.0,stress,30,all_possible,4601,4601,True,True,0.007607041947402739,0.007607041947402739,0.0013040643338404696,0.0013040643338404696,0.0,0.0,0.0,3029.7834681504946,3029.7834681504946,3029.3672614512343,-80.82307731677747,-573.8314854051082,0.6352966746359487,0.3647033253640513,0.0,0.005433601391001956,0.0006520321669202348,exact,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260531_161924,etf_benchmark,SPY_200d_trend_model,1.0,stress,60,all_possible,4571,4571,True,True,0.09800918836140889,0.09800918836140889,0.017064099759352438,0.017064099759352438,0.0,0.0,0.0,3074.0540148960404,3074.0540148960404,3062.349003228155,-130.16946839034108,-591.7316642831893,0.695033909429009,0.30496609057099106,0.0,0.06234959527455699,0.010719754977029096,exact,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260531_161924,etf_benchmark,SPY_200d_trend_model,1.0,stress,90,all_possible,4541,4541,True,True,0.24950451442413565,0.24950451442413565,0.1010790574763268,0.1010790574763268,0.012111869632239595,0.004404316229905308,0.012111869632239595,3109.1378878080923,3109.1378878080923,3097.1162674700154,-171.78509644460837,-687.7452304026879,0.7024884386698965,0.2975115613301035,0.0015415106804668576,0.17198854877780226,0.06694560669456066,exact,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260531_161924,etf_benchmark,SPY_200d_trend_model,1.0,stress,180,all_possible,4451,4451,True,True,0.5580768366659178,0.5580768366659178,0.4010334756234554,0.4010334756234554,0.057964502359020446,0.00471804088968771,0.057964502359020446,3215.184499509588,3215.184499509588,3200.006844176485,-252.54932399633708,-772.4956231342135,0.7045607728600315,0.29543922713996856,0.0015726802965625702,0.41002022017524153,0.2972365760503258,exact,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260531_161924,etf_benchmark,BIL_cash_proxy,1.0,standard,30,all_possible,4601,4601,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2999.1557409301963,2999.1557409301963,3002.784305368906,-1.827976990019124,-24.674171298818692,0.43512279939143667,0.5648772006085634,0.0,0.0,0.0,exact,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260531_161924,etf_benchmark,BIL_cash_proxy,1.0,standard,60,all_possible,4571,4571,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2999.611730249524,2999.611730249524,3007.1362033249393,-2.153416920446034,-24.674171298818692,0.4670750382848392,0.5329249617151608,0.0,0.0,0.0,exact,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260531_161924,etf_benchmark,BIL_cash_proxy,1.0,standard,90,all_possible,4541,4541,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2999.8119756888113,2999.8119756888113,3011.451425908329,-2.155028394641704,-24.674171298818692,0.4857960801585554,0.5142039198414446,0.0,0.0,0.0,exact,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260531_161924,etf_benchmark,BIL_cash_proxy,1.0,standard,180,all_possible,4451,4451,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3001.1260668987643,3001.1260668987643,3024.093802908755,-2.6160670359881806,-24.674171298818692,0.5279712424174343,0.47202875758256574,0.0,0.0,0.0,exact,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260531_161924,etf_benchmark,BIL_cash_proxy,1.0,stress,30,all_possible,4601,4601,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2997.6557398027803,2997.6557398027803,3001.2822363024948,-3.327275053160065,-26.168074458362753,0.3868724190393393,0.6131275809606608,0.0,0.0,0.0,exact,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260531_161924,etf_benchmark,BIL_cash_proxy,1.0,stress,60,all_possible,4571,4571,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2998.1115014484853,2998.1115014484853,3005.6319566535867,-3.6529238322859783,-26.168074458362753,0.42725880551301687,0.5727411944869831,0.0,0.0,0.0,exact,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260531_161924,etf_benchmark,BIL_cash_proxy,1.0,stress,90,all_possible,4541,4541,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2998.3109938250236,2998.3109938250236,3009.945019908661,-3.653523225269055,-26.168074458362753,0.4461572340894076,0.5538427659105923,0.0,0.0,0.0,exact,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260531_161924,etf_benchmark,BIL_cash_proxy,1.0,stress,180,all_possible,4451,4451,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2999.6247532084726,2999.6247532084726,3022.581070407522,-3.6574321202110696,-26.168074458362753,0.4922489328240845,0.5077510671759156,0.0,0.0,0.0,exact,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
