run_id,lane,strategy,role,credibility_tier,leverage_multiplier,exposure_multiplier,standard_or_stress,horizon,rolling_method,number_of_windows,possible_window_count,sampled_results_are_final,final_validation_completed,pct_target_300_hit,pct_target_300_before_stop,pct_target_400_hit,pct_target_400_before_stop,pct_any_project_stop_hit,pct_absolute_floor_stop_hit,pct_trailing_drawdown_stop_hit,median_final_equity,median_stop_enforced_final_equity,mean_stop_enforced_final_equity,median_max_drawdown,worst_max_drawdown,pct_positive_return,pct_loss,pct_below_2400,pct_above_3300,pct_above_3400,worst_stop_enforced_loss,pct_windows_stop_overshoot_gt_50,pct_windows_stop_overshoot_gt_100,average_exposure,median_exposure,percent_time_cash,percent_time_reduced_exposure,percent_time_full_exposure,stop_enforced_metric_quality,risk_framework_name,risk_band,risk_budget_used_pct,target_300_progress_pct,target_400_progress_pct,drawdown_warning_hit,drawdown_review_hit,hard_stop_hit,risk_framework_verdict,exposure_policy_status,instrument_risk_role,paper_forward_allowed_by_risk_framework,promotion_blockers,notes,rolling_metric_quality,rolling_notes
20260601_012350,etf_benchmark,SPY_buy_hold,benchmark,benchmark,1.0,1.0,standard,30,all_possible,4601,4601,True,True,0.04781569224081721,0.04781569224081721,0.015648772006085634,0.015648772006085634,0.019995653118887197,0.014562051727885243,0.019995653118887197,3062.711702706585,3062.626852102572,3039.462004488343,-112.6219359341776,-1038.9222145998228,0.6796348619865247,0.3203651380134753,0.011519234948924147,0.0319495761790915,0.010215170615083678,-801.1575717527398,0.009345794392523364,0.005216257335361878,,,,,,exact,balanced_speculative_research_v1,hard_stop,1.7315370243330381,0.20875617367523924,0.15656713025642943,True,True,True,too_risky,paper_forward_eligible_if_candidate_validated,core,False,project_stop_hit,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260601_012350,etf_benchmark,SPY_buy_hold,benchmark,benchmark,1.0,1.0,standard,60,all_possible,4571,4571,True,True,0.17173485014220083,0.17151607963246554,0.05819295558958652,0.05819295558958652,0.04397287245679282,0.034128199518704876,0.04397287245679282,3117.571367434065,3116.872264003597,3079.718022156548,-171.19224229156362,-1258.7595438343915,0.7366003062787136,0.26339969372128635,0.02340844454167578,0.1152920586304966,0.03828483920367534,-801.1575717527398,0.019689345876175893,0.009188361408882083,,,,,,exact,balanced_speculative_research_v1,hard_stop,2.097932573057319,0.38957421334532377,0.29218066000899284,True,True,True,too_risky,paper_forward_eligible_if_candidate_validated,core,False,project_stop_hit,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260601_012350,etf_benchmark,SPY_buy_hold,benchmark,benchmark,1.0,1.0,stress,90,all_possible,4541,4541,True,True,0.3305439330543933,0.3270204800704691,0.1570138735961242,0.15503193129266682,0.06782646994054173,0.05175071570138736,0.06782646994054173,3163.3955017952567,3160.59811913949,3119.7010062978547,-217.65282831751847,-1328.929268823561,0.7467518167804449,0.25324818321955517,0.027747192248403437,0.2288042281435807,0.11164941642809954,-802.2620828345111,0.022902444395507596,0.009249064082801146,,,,,,exact,balanced_speculative_research_v1,hard_stop,2.2148821147059348,0.5353270637982996,0.40149529784872473,True,True,True,too_risky,paper_forward_eligible_if_candidate_validated,core,False,project_stop_hit,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260601_012350,etf_benchmark,SPY_buy_hold,benchmark,benchmark,1.0,1.0,stress,180,all_possible,4451,4451,True,True,0.6928780049427095,0.6690631318804763,0.5093237474724781,0.4940462817344417,0.16513143113906986,0.10626825432487082,0.16513143113906986,3325.107880498213,3311.483882088812,3234.1588313937054,-320.2593057233562,-1571.474610522894,0.7499438328465513,0.25005616715344864,0.03347562345540328,0.5180858234104696,0.3673331835542575,-802.2620828345111,0.06425522354527073,0.01011008762075938,,,,,,exact,balanced_speculative_research_v1,hard_stop,2.61912435087149,1.0382796069627072,0.7787097052220304,True,True,True,too_risky,paper_forward_eligible_if_candidate_validated,core,False,project_stop_hit,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260601_012350,etf_benchmark,SPY_buy_hold,benchmark,benchmark,1.0,1.0,stress,30,all_possible,4601,4601,True,True,0.0469463160182569,0.0469463160182569,0.014996739839165399,0.014996739839165399,0.019995653118887197,0.014562051727885243,0.019995653118887197,3061.18838121115,3061.087668062799,3037.9422385720823,-113.00128338553395,-1038.4174775258734,0.6755053249293632,0.32449467507063684,0.011519234948924147,0.03129754401217127,0.009997826559443599,-802.2620828345111,0.009345794392523364,0.005216257335361878,,,,,,exact,balanced_speculative_research_v1,hard_stop,1.7306957958764557,0.2036255602093297,0.1527191701569973,True,True,True,too_risky,paper_forward_eligible_if_candidate_validated,core,False,project_stop_hit,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260601_012350,etf_benchmark,SPY_buy_hold,benchmark,benchmark,1.0,1.0,stress,60,all_possible,4571,4571,True,True,0.16954714504484794,0.16932837453511268,0.057317873550645375,0.057317873550645375,0.04397287245679282,0.034346970028440164,0.04397287245679282,3116.0202487969987,3115.324268750857,3078.1537246106154,-171.13734034293748,-1258.148003720961,0.7348501422008313,0.26514985779916866,0.02362721505141107,0.11397943557208488,0.03806606869394006,-802.2620828345111,0.019908116385911178,0.009188361408882083,,,,,,exact,balanced_speculative_research_v1,hard_stop,2.096913339534935,0.38441422916952284,0.2883106718771421,True,True,True,too_risky,paper_forward_eligible_if_candidate_validated,core,False,project_stop_hit,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260601_012350,etf_benchmark,SPY_200d_trend_model,benchmark,benchmark,1.0,1.0,standard,90,all_possible,4541,4541,True,True,0.2512662409160978,0.2512662409160978,0.10416207883726052,0.10416207883726052,0.004844747852895838,0.0028628055494384495,0.004844747852895838,3114.121454836779,3114.121454836779,3103.447585273134,-170.9181748242131,-661.4912486768249,0.7115172869412024,0.28848271305879764,0.0026425897379431843,0.17441092270425015,0.06980841224399911,-641.9013683895955,0.001101079057476327,0.0,,,,,,exact,balanced_speculative_research_v1,hard_stop,1.1024854144613747,0.38040484945592956,0.28530363709194717,True,True,True,too_risky,paper_forward_eligible_if_candidate_validated,core,False,project_stop_hit,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260601_012350,etf_benchmark,SPY_200d_trend_model,benchmark,benchmark,1.0,1.0,standard,180,all_possible,4451,4451,True,True,0.5661649067625253,0.5661649067625253,0.4048528420579645,0.4048528420579645,0.05167378117277016,0.0029206919793304874,0.05167378117277016,3227.873519252734,3227.873519252734,3212.2369505122933,-245.03184600596705,-743.032223591701,0.7238822736463716,0.2761177263536284,0.0026960233655358348,0.4183329588856437,0.30262862278139746,-641.9013683895955,0.0022466861379465287,0.0,,,,,,exact,balanced_speculative_research_v1,hard_stop,1.2383870393195018,0.7595783975091126,0.5696837981318345,True,True,True,too_risky,paper_forward_eligible_if_candidate_validated,core,False,project_stop_hit,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260601_012350,etf_benchmark,SPY_200d_trend_model,benchmark,benchmark,1.0,1.0,standard,30,all_possible,4601,4601,True,True,0.007824386003042817,0.007824386003042817,0.0013040643338404696,0.0013040643338404696,0.0,0.0,0.0,3032.1637112393178,3032.1637112393178,3032.4780864119057,-80.67608053583808,-561.003611999457,0.6546402955879157,0.34535970441208436,0.0,0.005433601391001956,0.0006520321669202348,-532.811782459773,0.0,0.0,,,,,,exact,balanced_speculative_research_v1,review,0.935006019999095,0.10721237079772587,0.0804092780982944,True,True,False,watchlist,paper_forward_eligible_if_candidate_validated,core,True,none,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260601_012350,etf_benchmark,SPY_200d_trend_model,benchmark,benchmark,1.0,1.0,standard,60,all_possible,4571,4571,True,True,0.10150951651717348,0.10150951651717348,0.017501640778823015,0.017501640778823015,0.0,0.0,0.0,3076.929935995264,3076.929935995264,3067.1635125749194,-129.3591990971663,-578.5049525173449,0.7068475169547145,0.2931524830452855,0.0,0.063880988842704,0.010938525486764383,-533.4585089283496,0.0,0.0,,,,,,exact,balanced_speculative_research_v1,review,0.9641749208622415,0.2564331199842127,0.19232483998815952,True,True,False,watchlist,paper_forward_eligible_if_candidate_validated,core,True,none,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260601_012350,etf_benchmark,SPY_200d_trend_model,benchmark,benchmark,1.0,1.0,stress,90,all_possible,4541,4541,True,True,0.24950451442413565,0.24950451442413565,0.1010790574763268,0.1010790574763268,0.012111869632239595,0.004404316229905308,0.012111869632239595,3109.1378878080923,3109.1378878080923,3097.1162674700154,-171.78509644460837,-687.7452304026879,0.7024884386698965,0.2975115613301035,0.0015415106804668576,0.17198854877780226,0.06694560669456066,-657.8085205587222,0.00022021581149526536,0.0,,,,,,exact,balanced_speculative_research_v1,hard_stop,1.1462420506711464,0.3637929593603076,0.2728447195202307,True,True,True,too_risky,paper_forward_eligible_if_candidate_validated,core,False,project_stop_hit,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260601_012350,etf_benchmark,SPY_200d_trend_model,benchmark,benchmark,1.0,1.0,stress,180,all_possible,4451,4451,True,True,0.5580768366659178,0.5580768366659178,0.4010334756234554,0.4010334756234554,0.057964502359020446,0.00471804088968771,0.057964502359020446,3215.184499509588,3215.184499509588,3200.006844176485,-252.54932399633708,-772.4956231342135,0.7045607728600315,0.29543922713996856,0.0015726802965625702,0.41002022017524153,0.2972365760503258,-657.8085205587222,0.0006740058413839587,0.0,,,,,,exact,balanced_speculative_research_v1,hard_stop,1.287492705223689,0.7172816650319601,0.53796124877397,True,True,True,too_risky,paper_forward_eligible_if_candidate_validated,core,False,project_stop_hit,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260601_012350,etf_benchmark,SPY_200d_trend_model,benchmark,benchmark,1.0,1.0,stress,30,all_possible,4601,4601,True,True,0.007607041947402739,0.007607041947402739,0.0013040643338404696,0.0013040643338404696,0.0,0.0,0.0,3029.7834681504946,3029.7834681504946,3029.3672614512343,-80.82307731677747,-573.8314854051082,0.6352966746359487,0.3647033253640513,0.0,0.005433601391001956,0.0006520321669202348,-546.5248512701041,0.0,0.0,,,,,,exact,balanced_speculative_research_v1,review,0.9563858090085137,0.09927822716831543,0.07445867037623657,True,True,False,watchlist,paper_forward_eligible_if_candidate_validated,core,True,none,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260601_012350,etf_benchmark,SPY_200d_trend_model,benchmark,benchmark,1.0,1.0,stress,60,all_possible,4571,4571,True,True,0.09800918836140889,0.09800918836140889,0.017064099759352438,0.017064099759352438,0.0,0.0,0.0,3074.0540148960404,3074.0540148960404,3062.349003228155,-130.16946839034108,-591.7316642831893,0.695033909429009,0.30496609057099106,0.0,0.06234959527455699,0.010719754977029096,-549.7945570797779,0.0,0.0,,,,,,exact,balanced_speculative_research_v1,review,0.9862194404719822,0.24684671632013458,0.18513503724010094,True,True,False,watchlist,paper_forward_eligible_if_candidate_validated,core,True,none,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260601_012350,etf_volatility_control_diagnostic,SPY_200d_vol_target_12_cap_1_00_v1,risk_control_diagnostic,tier1_exploratory,1.0,1.0,standard,90,all_possible,4541,4541,True,True,0.14886588857079938,0.14886588857079938,0.03523452983924246,0.03523452983924246,0.0,0.0,0.0,3088.8047615574856,3088.8047615574856,3084.827581118735,-142.2176260960573,-498.6970497158659,0.648975996476547,0.2926668134772077,0.0,0.09094913014754459,0.02092050209205021,-451.4552034930816,0.0,0.0,0.6833619406034445,0.8859246629102288,0.22141721108908952,0.4197460177640755,0.358836771146835,exact,balanced_speculative_research_v1,review,0.8311617495264432,0.2960158718582852,0.22201190389371392,True,True,False,diagnostic_only,paper_forward_eligible_if_candidate_validated,diagnostic,False,tier1_exploratory;leverage_or_exposure_diagnostic,"SPY_200d 12% target-vol diagnostic with 60-day realized volatility and 1.00 cap; financing=0.0%; catastrophic_loss=False. Tier 1 diagnostic only, not paper-forward ready.",exact_volatility_control_diagnostic,Predeclared target vol/window/cap; no target-vol grid search or strategy-rule change.
20260601_012350,etf_volatility_control_diagnostic,SPY_200d_vol_target_12_cap_1_00_v1,risk_control_diagnostic,tier1_exploratory,1.0,1.0,standard,180,all_possible,4451,4451,True,True,0.48842956638957535,0.48842956638957535,0.3275668389126039,0.3275668389126039,0.0,0.0,0.0,3181.2972564919655,3181.2972564919655,3176.668116065221,-214.75188627887337,-528.2428409438503,0.6652437654459672,0.29543922713996856,0.0,0.3576724331610874,0.21860256122219726,-357.0200270637083,0.0,0.0,0.6919885294951238,0.8781860561171415,0.210621832796625,0.42728350682742955,0.3620946603759455,exact,balanced_speculative_research_v1,review,0.8804047349064171,0.6043241883065518,0.4532431412299138,True,True,False,diagnostic_only,paper_forward_eligible_if_candidate_validated,diagnostic,False,tier1_exploratory;leverage_or_exposure_diagnostic,"SPY_200d 12% target-vol diagnostic with 60-day realized volatility and 1.00 cap; financing=0.0%; catastrophic_loss=False. Tier 1 diagnostic only, not paper-forward ready.",exact_volatility_control_diagnostic,Predeclared target vol/window/cap; no target-vol grid search or strategy-rule change.
20260601_012350,etf_volatility_control_diagnostic,SPY_200d_vol_target_12_cap_1_00_v1,risk_control_diagnostic,tier1_exploratory,1.0,1.0,standard,30,all_possible,4601,4601,True,True,0.00021734405564007825,0.00021734405564007825,0.0,0.0,0.0,0.0,0.0,3023.931944313873,3023.931944313873,3026.74059665264,-66.16497016567382,-467.99152405828227,0.5772658117800478,0.3049337100630298,0.0,0.00021734405564007825,0.0,-446.520291617554,0.0,0.0,0.6636394536275482,0.8847938128678039,0.24385278562631313,0.40801275085126426,0.34813446352242267,exact,balanced_speculative_research_v1,review,0.7799858734304704,0.07977314771290973,0.0598298607846823,True,True,False,diagnostic_only,paper_forward_eligible_if_candidate_validated,diagnostic,False,tier1_exploratory;leverage_or_exposure_diagnostic,"SPY_200d 12% target-vol diagnostic with 60-day realized volatility and 1.00 cap; financing=0.0%; catastrophic_loss=False. Tier 1 diagnostic only, not paper-forward ready.",exact_volatility_control_diagnostic,Predeclared target vol/window/cap; no target-vol grid search or strategy-rule change.
20260601_012350,etf_volatility_control_diagnostic,SPY_200d_vol_target_12_cap_1_00_v1,risk_control_diagnostic,tier1_exploratory,1.0,1.0,standard,60,all_possible,4571,4571,True,True,0.04047254430102822,0.04047254430102822,0.0026252461168234523,0.0026252461168234523,0.0,0.0,0.0,3058.250535314077,3058.250535314077,3055.030270150948,-112.69666038969353,-482.5912144111453,0.637278494858893,0.2879019908116386,0.0,0.02362721505141107,0.002187705097352877,-446.520291617554,0.0,0.0,0.6774906392521599,0.8813549610182806,0.2282724422081237,0.41546707503828484,0.3562604827535915,exact,balanced_speculative_research_v1,review,0.8043186906852422,0.19416845104692282,0.14562633828519211,True,True,False,diagnostic_only,paper_forward_eligible_if_candidate_validated,diagnostic,False,tier1_exploratory;leverage_or_exposure_diagnostic,"SPY_200d 12% target-vol diagnostic with 60-day realized volatility and 1.00 cap; financing=0.0%; catastrophic_loss=False. Tier 1 diagnostic only, not paper-forward ready.",exact_volatility_control_diagnostic,Predeclared target vol/window/cap; no target-vol grid search or strategy-rule change.
20260601_012350,etf_volatility_control_diagnostic,SPY_200d_vol_target_12_cap_1_10_v1,risk_control_diagnostic,tier1_exploratory,1.0,1.1,standard,90,all_possible,4541,4541,True,True,0.16692358511341115,0.16692358511341115,0.04690596784849152,0.04690596784849152,0.0,0.0,0.0,3085.1606734141824,3085.1606734141824,3084.478086688452,-147.35113154087048,-516.8626176091402,0.6410482272627175,0.3005945826910372,0.0,0.09689495705791676,0.02598546575644131,-463.2038583189078,0.0,0.0,0.7127762668878971,0.8859246629102288,0.22141721108908952,0.5464851109643005,0.2320976779466099,approximate,balanced_speculative_research_v1,review,0.8614376960152337,0.28386891138060794,0.21290168353545597,True,True,False,diagnostic_only,diagnostic_only,diagnostic,False,tier1_exploratory;leverage_or_exposure_diagnostic;exposure_multiplier_gt_1;stop_enforced_metric_quality_approximate,"SPY_200d 12% target-vol diagnostic with 60-day realized volatility and 1.10 cap; financing=5.0%; catastrophic_loss=False. Tier 1 diagnostic only, not paper-forward ready.",approximate_volatility_control_diagnostic,Predeclared target vol/window/cap; no target-vol grid search or strategy-rule change.
