id,version,current_tier,status,promotion_requirements,risk_framework_status,paper_forward_allowed_by_risk_framework,promotion_blockers,next_possible_tier,current_blockers
portfolio_spy200d_80_crypto_tsmom_10_bil_10_v1,v1,tier1_exploratory,exploratory_only,Tier 2 crypto review plus separate portfolio promotion review.,diagnostic_only,False,tier1_exploratory;crypto_sleeve;not_paper_forward_allowed,tier2_credible_prototype_after_review,tier1_exploratory;crypto_sleeve;not_paper_forward_allowed
portfolio_spy200d_70_crypto_tsmom_10_ief_10_bil_10_v1,v1,tier1_exploratory,exploratory_only,Tier 2 crypto review plus separate portfolio promotion review.,diagnostic_only,False,tier1_exploratory;crypto_sleeve;not_paper_forward_allowed,tier2_credible_prototype_after_review,tier1_exploratory;crypto_sleeve;not_paper_forward_allowed
family_broad_etf_spy200d_v1,v1,tier3_candidate_validation,benchmark_candidate,Exact family challenge evidence plus separate promotion review.,watchlist,False,requires_separate_promotion;not_paper_forward_allowed_from_family_packet,tier4_paper_forward_if_frozen,requires_separate_promotion;not_paper_forward_allowed_from_family_packet
family_broad_etf_spy_buy_hold_v1,v1,benchmark,benchmark_candidate,Benchmark comparison only; no real-money promotion.,benchmark_candidate,False,benchmark_only;requires_separate_promotion,none,benchmark_only;requires_separate_promotion
family_cash_treasury_bil_v1,v1,benchmark,benchmark,Benchmark only.,benchmark_only,False,benchmark_only;too_slow_for_target,none,benchmark_only;too_slow_for_target
family_bond_treasury_ief_v1,v1,benchmark,benchmark,Benchmark comparison only.,benchmark_only,False,benchmark_only;not_paper_forward_allowed_from_family_packet,none,benchmark_only;not_paper_forward_allowed_from_family_packet
family_gold_gld_v1,v1,benchmark,benchmark,Benchmark comparison only.,benchmark_only,False,benchmark_only;not_paper_forward_allowed_from_family_packet,none,benchmark_only;not_paper_forward_allowed_from_family_packet
family_etf_sector_momentum_A_v1,v1,tier2_credible_prototype,incomplete_evidence,Exact daily family stream and all-possible challenge windows.,incomplete_evidence,False,exact_daily_stream_unavailable;requires_audit_harden,tier3_candidate_validation,exact_daily_stream_unavailable;requires_audit_harden
family_etf_ab_no_cash_v1,v1,tier3_candidate_validation,incomplete_evidence,Exact daily family stream and all-possible challenge windows.,incomplete_evidence,False,exact_daily_stream_unavailable;requires_audit_harden,tier4_paper_forward_if_frozen,exact_daily_stream_unavailable;requires_audit_harden
family_crypto_spot_time_series_momentum_v1,v1,tier1_exploratory,exploratory_only,Tier 2 crypto review and credible data/execution model.,diagnostic_only,False,tier1_exploratory;crypto_execution_model_missing;not_paper_forward_allowed,tier2_credible_prototype_after_review,tier1_exploratory;crypto_execution_model_missing;not_paper_forward_allowed
family_crypto_spot_buy_hold_equal_weight_v1,v1,tier1_exploratory,exploratory_only,Tier 2 crypto review and credible data/execution model.,diagnostic_only,False,tier1_exploratory;crypto_execution_model_missing;not_paper_forward_allowed,tier2_credible_prototype_after_review,tier1_exploratory;crypto_execution_model_missing;not_paper_forward_allowed
family_individual_stock_momentum_v1,v1,blocked,blocked,Gate 2 approval after data/vendor feasibility.,blocked_by_gate,False,blocked_by_gate;survivorship_free_data_unverified;delisting_treatment_unverified,none,blocked;blocked_by_gate;survivorship_free_data_unverified;delisting_treatment_unverified
family_options_directional_v1,v1,blocked,blocked,Gate 0 and Gate 1 approval.,blocked_by_gate,False,blocked_by_gate;options_data_and_execution_model_missing,none,blocked;blocked_by_gate;options_data_and_execution_model_missing
family_options_premium_v1,v1,blocked,blocked,Gate 0 and Gate 1 approval.,blocked_by_gate,False,blocked_by_gate;options_tail_risk_model_missing,none,blocked;blocked_by_gate;options_tail_risk_model_missing
family_futures_trend_following_v1,v1,blocked,blocked,Gate 0 and Gate 1 approval.,blocked_by_gate,False,blocked_by_gate;futures_roll_margin_gap_model_missing,none,blocked;blocked_by_gate;futures_roll_margin_gap_model_missing
family_forex_momentum_carry_v1,v1,blocked,blocked,Gate 0 and Gate 1 approval.,blocked_by_gate,False,blocked_by_gate;forex_execution_financing_model_missing,none,blocked;blocked_by_gate;forex_execution_financing_model_missing
family_intraday_orb_v1,v1,blocked,blocked,Gate 0 and Gate 1 approval.,blocked_by_gate,False,blocked_by_gate;intraday_data_and_fill_model_missing,none,blocked;blocked_by_gate;intraday_data_and_fill_model_missing
family_volatility_products_v1,v1,blocked,blocked,Gate 0 and Gate 1 approval.,blocked_by_gate,False,blocked_by_gate;volatility_product_mechanics_missing,none,blocked;blocked_by_gate;volatility_product_mechanics_missing
family_event_news_momentum_v1,v1,blocked,blocked,Gate 0 and Gate 1 approval.,blocked_by_gate,False,blocked_by_gate;point_in_time_event_data_missing,none,blocked;blocked_by_gate;point_in_time_event_data_missing
A_ETF_sector_momentum,v1,tier3_candidate_validation,promotion_review_passed,New version id plus candidate evidence if changed.,,,,tier4_paper_forward_if_frozen,nan
B_ETF_trend_following,v1,tier3_candidate_validation,watchlist,New version id plus candidate evidence if changed.,,,,tier4_paper_forward_if_frozen,nan
C_swing_trend_pullback,v1,blocked,rejected,New isolated version and fresh evidence required before reconsideration.,,,,none,rejected;blocked;nan
D_mean_reversion,v1,blocked,rejected,New isolated version and fresh evidence required before reconsideration.,,,,none,rejected;blocked;nan
E_breakout_vcb,v1,blocked,rejected,New isolated version and fresh evidence required before reconsideration.,,,,none,rejected;blocked;nan
crypto_time_series_momentum,v1,tier1_exploratory,exploratory_only,Tier 2 credible prototype review; better data/execution model.,,,,tier2_credible_prototype_after_review,tier1_exploratory;nan
crypto_dual_momentum_cash_filter,v1,tier1_exploratory,exploratory_only,Tier 2 credible prototype review; better data/execution model.,,,,tier2_credible_prototype_after_review,tier1_exploratory;nan
crypto_cross_sectional_momentum,v1,tier1_exploratory,exploratory_only,Tier 2 credible prototype review; better data/execution model.,,,,tier2_credible_prototype_after_review,tier1_exploratory;nan
crypto_buy_hold_equal_weight,v1,tier1_exploratory,exploratory_only,Tier 2 credible prototype review; better data/execution model.,,,,tier2_credible_prototype_after_review,tier1_exploratory;nan
crypto_simulated_leverage_1_5x,v1,tier1_exploratory,too_risky,Not eligible.,,,,tier2_credible_prototype_after_review,too_risky;tier1_exploratory;nan
crypto_simulated_leverage_2_0x,v1,tier1_exploratory,too_risky,Not eligible.,,,,tier2_credible_prototype_after_review,too_risky;tier1_exploratory;nan
individual_stock_momentum_gate1a,gate1a,blocked,deferred,"Verified survivorship-free data, delistings, corporate actions, licensing, and cost/runtime feasibility.",,,,none,deferred;blocked_by_gate;blocked;nan
options_directional_gate0_needed,memo_placeholder,tier0_research_map,memo_only,Gate 0 and Gate 1 approval.,,,,tier1_exploratory_after_gate_review,not_implemented;tier0_research_map;nan
futures_trend_following_gate0_needed,memo_placeholder,tier0_research_map,memo_only,Gate 0 and Gate 1 approval.,,,,tier1_exploratory_after_gate_review,not_implemented;tier0_research_map;nan
forex_momentum_carry_gate0_needed,memo_placeholder,tier0_research_map,memo_only,Gate 0 and Gate 1 approval.,,,,tier1_exploratory_after_gate_review,not_implemented;tier0_research_map;nan
intraday_orb_gate0_needed,memo_placeholder,tier0_research_map,memo_only,Gate 0 and Gate 1 approval with timestamp-quality review.,,,,tier1_exploratory_after_gate_review,not_implemented;tier0_research_map;nan
volatility_products_gate0_needed,memo_placeholder,tier0_research_map,memo_only,Gate 0 and Gate 1 approval with product-risk review.,,,,tier1_exploratory_after_gate_review,not_implemented;tier0_research_map;nan
profit_GLD_200d_trend_model_v1,v1,tier2_credible_prototype,watchlist,Separate candidate-exhaustive/Tier 2 review before any status change.,diagnostic_only,False,profit_exploration_only;not_paper_forward;no_real_money_promotion,tier3_candidate_validation,profit_exploration_only;not_paper_forward;no_real_money_promotion
profit_IEF_200d_trend_model_v1,v1,tier2_credible_prototype,too_slow,Separate candidate-exhaustive/Tier 2 review before any status change.,diagnostic_only,False,profit_exploration_only;not_paper_forward;no_real_money_promotion,tier3_candidate_validation,profit_exploration_only;not_paper_forward;no_real_money_promotion
profit_SPY_GLD_dual_momentum_v1,v1,tier2_credible_prototype,watchlist,Separate candidate-exhaustive/Tier 2 review before any status change.,diagnostic_only,False,profit_exploration_only;not_paper_forward;no_real_money_promotion,tier3_candidate_validation,profit_exploration_only;not_paper_forward;no_real_money_promotion
profit_SPY_GLD_IEF_dual_momentum_v1,v1,tier2_credible_prototype,watchlist,Separate candidate-exhaustive/Tier 2 review before any status change.,diagnostic_only,False,profit_exploration_only;not_paper_forward;no_real_money_promotion,tier3_candidate_validation,profit_exploration_only;not_paper_forward;no_real_money_promotion
profit_multi_asset_top2_momentum_v1,v1,tier2_credible_prototype,watchlist,Separate candidate-exhaustive/Tier 2 review before any status change.,diagnostic_only,False,profit_exploration_only;not_paper_forward;no_real_money_promotion,tier3_candidate_validation,profit_exploration_only;not_paper_forward;no_real_money_promotion
profit_GLD_SPY_rotation_v1,v1,tier2_credible_prototype,watchlist,Separate candidate-exhaustive/Tier 2 review before any status change.,diagnostic_only,False,profit_exploration_only;not_paper_forward;no_real_money_promotion,tier3_candidate_validation,profit_exploration_only;not_paper_forward;no_real_money_promotion
profit_combo_SPY200d_GLD_50_50_v1,v1,tier2_credible_prototype,promotion_review_passed,New isolated paper-forward observation plan review and explicit decision before any observation.,diagnostic_only,False,not_paper_forward_active;requires_new_observation_plan;no_real_money_promotion,tier3_candidate_validation,not_paper_forward_active;requires_new_observation_plan;no_real_money_promotion
profit_combo_SPY200d_GLD_BIL_60_30_10_v1,v1,tier2_credible_prototype,watchlist,Separate candidate-exhaustive/Tier 2 review before any status change.,diagnostic_only,False,profit_exploration_only;not_paper_forward;no_real_money_promotion,tier3_candidate_validation,profit_exploration_only;not_paper_forward;no_real_money_promotion
profit_combo_SPY200d_crypto_tsmom_90_10_v1,v1,tier1_exploratory,exploratory_only,Separate crypto gate/audit hardening before any candidate discussion.,diagnostic_only,False,tier1_exploratory;profit_exploration_only;not_paper_forward;no_real_money_promotion,tier2_credible_prototype_after_review,tier1_exploratory;profit_exploration_only;not_paper_forward;no_real_money_promotion
asset_class_tsmom_equal_weight_v1,v1,tier2_credible_prototype,exploratory_only,Candidate-exhaustive review and separate promotion decision.,diagnostic_only,False,research_sample_non_final;not_paper_forward;no_real_money_promotion,tier3_candidate_validation,research_sample_non_final;not_paper_forward;no_real_money_promotion
asset_class_tsmom_top1_v1,v1,tier2_credible_prototype,exploratory_only,Candidate-exhaustive review and separate promotion decision.,diagnostic_only,False,research_sample_non_final;not_paper_forward;no_real_money_promotion,tier3_candidate_validation,research_sample_non_final;not_paper_forward;no_real_money_promotion
asset_class_tsmom_top2_v1,v1,tier2_credible_prototype,exploratory_only,Candidate-exhaustive review and separate promotion decision.,diagnostic_only,False,research_sample_non_final;not_paper_forward;no_real_money_promotion,tier3_candidate_validation,research_sample_non_final;not_paper_forward;no_real_money_promotion
dual_momentum_SPY_GLD_IEF_v1,v1,tier2_credible_prototype,duplicate_skipped,None while duplicate-skipped; use canonical row if further reviewed.,diagnostic_only,False,duplicate_skipped;research_sample_non_final;not_paper_forward;no_real_money_promotion,tier3_candidate_validation,duplicate_skipped;research_sample_non_final;not_paper_forward;no_real_money_promotion
GLD_200d_trend_model_v1,v1,tier2_credible_prototype,exploratory_only,Candidate-exhaustive review and separate promotion decision.,diagnostic_only,False,research_sample_non_final;not_paper_forward;no_real_money_promotion,tier3_candidate_validation,research_sample_non_final;not_paper_forward;no_real_money_promotion
qqq_spy_gld_ief_dual_momentum_v1,v1,tier2_credible_prototype,too_risky,"Research-sample review, possible candidate_exhaustive review, and separate promotion review if justified.",diagnostic_only,False,research_sample_only;not_candidate_exhaustive;not_paper_forward_allowed,tier3_candidate_validation,too_risky;research_sample_only;not_candidate_exhaustive;not_paper_forward_allowed
value_momentum_factor_etf_rotation_v1,v1,tier2_credible_prototype,duplicate_or_near_duplicate,"Research-sample review, duplicate/equity-beta risk review, possible revised gate review if a future non-variant rule is proposed, and separate promotion review if ever justified.",diagnostic_only,False,research_sample_only;duplicate_or_near_duplicate;not_candidate_exhaustive;not_paper_forward_allowed,tier3_candidate_validation,research_sample_only;duplicate_or_near_duplicate;not_candidate_exhaustive;not_paper_forward_allowed
low_vol_quality_defensive_rotation_v1,v1,tier1_research_queue,research_queue,"Proxy review, proof it is not too slow, implementation approval, and separate promotion review.",queue_only,False,queue_only;target_fit_review_required;not_implemented;not_paper_forward_allowed,none,not_implemented;queue_only;target_fit_review_required;not_paper_forward_allowed
sector_top2_momentum_simple_v1,v1,tier2_credible_prototype,watchlist,"Better sampled evidence versus combo/top2 without equity-beta duplication, candidate_exhaustive review, benchmark review, and separate promotion review if justified.",diagnostic_only,False,research_sample_only;not_candidate_exhaustive;not_paper_forward_allowed,tier3_candidate_validation,research_sample_only;not_candidate_exhaustive;not_paper_forward_allowed
managed_futures_proxy_etf_trend_v1,v1,tier1_research_queue,data_gated,"Data coverage, inception-date, product-methodology, benchmark, and implementation reviews.",data_gated,False,queue_only;data_gated;proxy_methodology_review_required;not_implemented,none,not_implemented;queue_only;data_gated;proxy_methodology_review_required
treasury_duration_trend_rotation_v1,v1,tier1_research_queue,research_queue,"Symbol availability review, target-potential review, implementation approval, and separate promotion review.",queue_only,False,queue_only;data_cache_review_required;not_implemented;not_paper_forward_allowed,none,not_implemented;queue_only;data_cache_review_required;not_paper_forward_allowed
commodity_basket_etf_momentum_v1,v1,tier1_research_queue,data_gated,"Product-structure review, inception-date review, benchmark review, and implementation approval.",data_gated,False,queue_only;data_gated;commodity_product_review_required;not_implemented,none,not_implemented;queue_only;data_gated;commodity_product_review_required
crypto_spot_tsmom_tier2_review_v1,v1,tier1_research_queue,data_gated,"Dedicated Tier 2 data/execution memo with exchange-specific data, fees, spreads, and 24/7 handling.",data_and_execution_gated,False,queue_only;crypto_tier2_required;execution_model_missing;not_implemented,none,not_implemented;queue_only;crypto_tier2_required;execution_model_missing
individual_stock_momentum_gate1b_v1,v1,blocked_by_gate,data_gated,"Survivorship-free data, delisting returns, point-in-time universe, execution model, cost/runtime, and benchmark review.",data_gated,False,queue_only;survivorship_free_data_missing;delisting_treatment_missing;not_implemented,none,not_implemented;queue_only;survivorship_free_data_missing;delisting_treatment_missing
options_futures_forex_intraday_blocked_reference_v1,v1,blocked_by_gate,reject_for_now,Full Gate 0 and Gate 1 before any code.,blocked_by_gate,False,queue_only;execution_model_missing;data_model_missing;risk_model_missing;not_implemented,none,not_implemented;queue_only;execution_model_missing;data_model_missing;risk_model_missing
