run_id,experiment_id,display_name,experiment_type,family_group,strategy_family,evidence_tier,run_status,starting_equity,independent_account,shared_capital,standard_or_stress,final_validation_completed,sampled_results_are_final,unconditional_final_equity,stop_enforced_final_equity,total_return_unconditional,total_return_stop_enforced,max_equity,min_equity,max_drawdown_dollars,max_drawdown_pct,any_project_stop_hit,first_project_stop_date,target_300_before_stop,target_400_before_stop,target_600_before_stop,target_900_before_stop,target_1200_before_stop,days_to_target_300,days_to_target_400,days_to_target_600,days_to_target_900,days_to_target_1200,stress_degradation,evidence_finality,risk_framework_verdict,profit_verdict,promotion_blockers,notes,accounting_integrity_status,rolling_rebase_check_passed,buy_hold_reference_check_passed,combination_return_check_passed,profit_results_usable,integrity_error_count,integrity_notes
20260602_162604,A_ETF_sector_momentum,A ETF Sector Momentum,exact_family,etf_sector_momentum,sector_momentum,tier2_credible_prototype,incomplete_evidence,3000.0,True,False,standard,False,False,,,,,,,,,,,,,,,,,,,,,,incomplete_evidence,incomplete_evidence,incomplete_evidence,exact fresh-window stream is not exposed in compact profit exploration; no summary-metric approximation used,exact fresh-window stream is not exposed in compact profit exploration; no summary-metric approximation used,not_applicable,False,False,False,False,0,exact fresh-window stream is not exposed in compact profit exploration; no summary-metric approximation used
20260602_162604,current_no_cash_proxy_alpha_AB,Current No-Cash-Proxy Alpha A/B,exact_family,etf_ab_strategy,sector_momentum_plus_trend_following,tier3_candidate_validation_if_exhaustive,incomplete_evidence,3000.0,True,False,standard,False,False,,,,,,,,,,,,,,,,,,,,,,incomplete_evidence,incomplete_evidence,incomplete_evidence,exact fresh-window stream is not exposed in compact profit exploration; no summary-metric approximation used,exact fresh-window stream is not exposed in compact profit exploration; no summary-metric approximation used,not_applicable,False,False,False,False,0,exact fresh-window stream is not exposed in compact profit exploration; no summary-metric approximation used
20260602_162604,GLD_200d_trend_model_v1,GLD 200-Day Trend Model,strategy_variant,gold_commodity_etf,absolute_trend,tier2_credible_prototype,completed,3000.0,True,False,standard,False,False,10009.498677417518,3436.925401181297,2.3364995591391726,0.14564180039376562,11899.95778467462,2816.3879564356967,-2301.349858266441,0.19339143044946247,True,2008-05-01,True,True,True,True,False,213.0,251.0,257.0,290.0,936.0,5.090032503574548,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared GLD 200-day trend model; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
20260602_162604,GLD_200d_trend_model_v1,GLD 200-Day Trend Model,strategy_variant,gold_commodity_etf,absolute_trend,tier2_credible_prototype,completed,3000.0,True,False,stress,False,False,8617.468618505749,3431.8353686777223,1.8724895395019163,0.1439451228925741,10245.019863215994,2772.8328494992884,-2509.8230016675,0.2449798082557984,True,2008-05-01,True,True,True,True,False,213.0,251.0,257.0,290.0,941.0,5.090032503574548,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared GLD 200-day trend model; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
20260602_162604,IEF_200d_trend_model_v1,IEF 200-Day Trend Model,strategy_variant,bond_treasury_etf,absolute_trend,tier2_credible_prototype,completed,3000.0,True,False,standard,False,False,4017.309320147191,4063.5883580065115,0.3391031067157304,0.3545294526688372,4687.839751003533,2998.5,-777.0784956998809,0.16576473108611073,True,2023-06-07,True,True,True,True,True,264.0,302.0,492.0,1364.0,3168.0,978.0884645795923,sampled_non_final,diagnostic_only,watchlist,research_only;no_real_money_recommendation,"predeclared IEF 200-day trend model; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
20260602_162604,IEF_200d_trend_model_v1,IEF 200-Day Trend Model,strategy_variant,bond_treasury_etf,absolute_trend,tier2_credible_prototype,completed,3000.0,True,False,stress,False,False,3373.1816528255945,3085.4998934269192,0.12439388427519815,0.02849996447563985,4226.274104803005,2997.0,-919.4558145574028,0.2175570707807322,True,2010-04-14,True,True,True,False,False,264.0,302.0,493.0,3307.0,3412.0,978.0884645795923,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared IEF 200-day trend model; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
20260602_162604,SPY_GLD_dual_momentum_v1,SPY GLD Dual Momentum,strategy_variant,multi_asset_etf,dual_momentum,tier2_credible_prototype,completed,3000.0,True,False,standard,False,False,13202.624019427361,3178.702825215407,3.4008746731424537,0.05956760840513553,15696.157574062629,2914.987324264699,-3324.499482609241,0.21180339627214653,True,2008-08-11,True,True,True,False,False,251.0,255.0,270.0,1158.0,1167.0,4.694672629672368,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared SPY/GLD dual momentum; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
20260602_162604,SPY_GLD_dual_momentum_v1,SPY GLD Dual Momentum,strategy_variant,multi_asset_etf,dual_momentum,tier2_credible_prototype,completed,3000.0,True,False,stress,False,False,12615.158366708978,3174.0081525857345,3.205052788902993,0.05800271752857822,14997.739332291218,2904.8290622963063,-3281.5887427642765,0.2188055592951118,True,2008-08-11,True,True,True,False,False,251.0,257.0,270.0,1159.0,1168.0,4.694672629672368,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared SPY/GLD dual momentum; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
20260602_162604,SPY_GLD_IEF_dual_momentum_v1,SPY GLD IEF Dual Momentum,strategy_variant,multi_asset_etf,dual_momentum,tier2_credible_prototype,completed,3000.0,True,False,standard,False,False,9778.224972443206,3178.702825215407,2.2594083241477354,0.05956760840513553,11625.0042216047,2998.5,-3014.183003771257,0.25928446530535393,True,2008-08-11,True,True,True,False,False,251.0,255.0,270.0,726.0,1167.0,4.694672629672368,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared SPY/GLD/IEF dual momentum; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
20260602_162604,SPY_GLD_IEF_dual_momentum_v1,SPY GLD IEF Dual Momentum,strategy_variant,multi_asset_etf,dual_momentum,tier2_credible_prototype,completed,3000.0,True,False,stress,False,False,9185.049167307348,3174.0081525857345,2.061683055769116,0.05800271752857822,10919.797370842785,2878.893296053457,-2929.5862642641373,0.2682821086118774,True,2008-08-11,True,True,True,False,False,251.0,257.0,270.0,728.0,1168.0,4.694672629672368,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared SPY/GLD/IEF dual momentum; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
20260602_162604,multi_asset_top2_momentum_v1,Multi-Asset Top 2 Momentum,strategy_variant,multi_asset_etf,cross_asset_momentum,tier2_credible_prototype,completed,3000.0,True,False,standard,False,False,12390.856371997079,6360.975144537808,3.1302854573323593,1.1203250481792693,13500.904016695396,2998.5,-1739.7623933770938,0.12886265921346307,True,2018-12-20,True,True,True,True,True,255.0,267.0,301.0,724.0,838.0,129.18030360965622,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared multi-asset top-2 momentum; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
20260602_162604,multi_asset_top2_momentum_v1,Multi-Asset Top 2 Momentum,strategy_variant,multi_asset_etf,cross_asset_momentum,tier2_credible_prototype,completed,3000.0,True,False,stress,False,False,11946.509337466945,6231.794840928152,2.9821697791556483,1.0772649469760505,13029.916492819166,2997.0,-1679.0696885940379,0.12886265921346304,True,2018-12-20,True,True,True,True,True,255.0,267.0,301.0,724.0,845.0,129.18030360965622,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared multi-asset top-2 momentum; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
20260602_162604,GLD_SPY_rotation_v1,GLD SPY Rotation,strategy_variant,multi_asset_etf,relative_momentum_rotation,tier2_credible_prototype,completed,3000.0,True,False,standard,False,False,12985.543997370782,3178.702825215407,3.3285146657902605,0.05956760840513553,15438.078405302886,2871.3954966988754,-3497.6446152194826,0.22655958360841483,True,2008-08-11,True,True,True,False,False,251.0,255.0,270.0,731.0,1160.0,4.694672629672368,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared GLD/SPY rotation; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
20260602_162604,GLD_SPY_rotation_v1,GLD SPY Rotation,strategy_variant,multi_asset_etf,relative_momentum_rotation,tier2_credible_prototype,completed,3000.0,True,False,stress,False,False,12395.16839167107,3174.0081525857345,3.1317227972236896,0.05800271752857822,14736.200617879,2861.358060593656,-3452.461510775647,0.2342843722273214,True,2008-08-11,True,True,True,False,False,251.0,257.0,270.0,731.0,1160.0,4.694672629672368,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared GLD/SPY rotation; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
20260602_162604,combo_SPY200d_GLD_50_50_v1,Combo SPY200d GLD 50/50,fixed_combination,fixed_combination_etf,fixed_weight_combination,tier2_credible_prototype,completed,3000.0,True,False,standard,False,False,18895.17314966897,3053.1441467787595,5.298391049889657,0.017714715592919816,20026.67931100568,2948.998972070111,-2537.967490208597,0.12672932196072342,True,2008-11-12,True,True,True,False,False,187.0,209.0,292.0,680.0,721.0,22.032430724469577,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared fixed monthly combination account using window-local sleeve returns; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
20260602_162604,combo_SPY200d_GLD_50_50_v1,Combo SPY200d GLD 50/50,fixed_combination,fixed_combination_etf,fixed_weight_combination,tier2_credible_prototype,completed,3000.0,True,False,stress,False,False,17924.325871733927,3031.11171605429,4.974775290577975,0.010370572018096658,19016.760127630176,2948.998972070111,-2418.3831675161164,0.12717114541516225,True,2008-11-12,True,True,True,False,False,195.0,209.0,292.0,681.0,724.0,22.032430724469577,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared fixed monthly combination account using window-local sleeve returns; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
20260602_162604,combo_SPY200d_GLD_BIL_60_30_10_v1,Combo SPY200d GLD BIL 60/30/10,fixed_combination,fixed_combination_etf,fixed_weight_combination,tier2_credible_prototype,completed,3000.0,True,False,standard,False,False,15322.219086469133,6600.801831624302,4.107406362156378,1.2002672772081007,15610.120479419153,2955.1152881650814,-1482.384837630363,0.09496306191773365,True,2020-03-03,True,True,True,True,True,300.0,650.0,681.0,734.0,1039.0,277.743350800657,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared fixed monthly combination account using window-local sleeve returns; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
20260602_162604,combo_SPY200d_GLD_BIL_60_30_10_v1,Combo SPY200d GLD BIL 60/30/10,fixed_combination,fixed_combination_etf,fixed_weight_combination,tier2_credible_prototype,completed,3000.0,True,False,stress,False,False,14381.316667220997,6323.058480823645,3.793772222406999,1.1076861602745485,14669.155545623098,2929.371849524187,-1401.052194738626,0.09551007829872417,True,2020-03-03,True,True,True,True,True,643.0,651.0,697.0,761.0,1072.0,277.743350800657,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared fixed monthly combination account using window-local sleeve returns; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
20260602_162604,individual_stock_momentum,Individual Stock Momentum,blocked_family,individual_stock_momentum,momentum,blocked,blocked_by_gate,3000.0,True,False,standard,False,False,,,,,,,,,,,,,,,,,,,,,,blocked_by_gate,blocked_by_gate,blocked_by_gate,Gate 1A continue_defer; no survivorship-free data/delisting treatment.,Gate 1A continue_defer; no survivorship-free data/delisting treatment.,not_applicable,False,False,False,False,0,Gate 1A continue_defer; no survivorship-free data/delisting treatment.
20260602_162604,options_directional,Options Directional,blocked_family,options_directional,options_directional,blocked,blocked_by_gate,3000.0,True,False,standard,False,False,,,,,,,,,,,,,,,,,,,,,,blocked_by_gate,blocked_by_gate,blocked_by_gate,"No option-chain, bid/ask, IV, Greeks, assignment/exercise, margin, or spread-fill model.","No option-chain, bid/ask, IV, Greeks, assignment/exercise, margin, or spread-fill model.",not_applicable,False,False,False,False,0,"No option-chain, bid/ask, IV, Greeks, assignment/exercise, margin, or spread-fill model."
20260602_162604,options_premium,Options Premium,blocked_family,options_premium,options_premium,blocked,blocked_by_gate,3000.0,True,False,standard,False,False,,,,,,,,,,,,,,,,,,,,,,blocked_by_gate,blocked_by_gate,blocked_by_gate,"No option-chain, margin, assignment, tail-risk, or realistic fill model.","No option-chain, margin, assignment, tail-risk, or realistic fill model.",not_applicable,False,False,False,False,0,"No option-chain, margin, assignment, tail-risk, or realistic fill model."
20260602_162604,futures_trend_following,Futures Trend Following,blocked_family,futures_trend_following,trend_following,blocked,blocked_by_gate,3000.0,True,False,standard,False,False,,,,,,,,,,,,,,,,,,,,,,blocked_by_gate,blocked_by_gate,blocked_by_gate,"No continuous contract, roll, margin, leverage, or gap model.","No continuous contract, roll, margin, leverage, or gap model.",not_applicable,False,False,False,False,0,"No continuous contract, roll, margin, leverage, or gap model."
20260602_162604,forex_momentum_carry,Forex Momentum Carry,blocked_family,forex_momentum_carry,momentum_carry,blocked,blocked_by_gate,3000.0,True,False,standard,False,False,,,,,,,,,,,,,,,,,,,,,,blocked_by_gate,blocked_by_gate,blocked_by_gate,"No spread, financing, leverage, or broker execution model.","No spread, financing, leverage, or broker execution model.",not_applicable,False,False,False,False,0,"No spread, financing, leverage, or broker execution model."
20260602_162604,intraday_orb,Intraday ORB,blocked_family,intraday_opening_range_breakout,opening_range_breakout,blocked,blocked_by_gate,3000.0,True,False,standard,False,False,,,,,,,,,,,,,,,,,,,,,,blocked_by_gate,blocked_by_gate,blocked_by_gate,"Current daily bars cannot model intraday fills, spreads, queue, or stop behavior.","Current daily bars cannot model intraday fills, spreads, queue, or stop behavior.",not_applicable,False,False,False,False,0,"Current daily bars cannot model intraday fills, spreads, queue, or stop behavior."
20260602_162604,volatility_products,Volatility Products,blocked_family,volatility_products,volatility_products,blocked,blocked_by_gate,3000.0,True,False,standard,False,False,,,,,,,,,,,,,,,,,,,,,,blocked_by_gate,blocked_by_gate,blocked_by_gate,"No product mechanics, decay, roll-yield, path-dependency, or event-risk model.","No product mechanics, decay, roll-yield, path-dependency, or event-risk model.",not_applicable,False,False,False,False,0,"No product mechanics, decay, roll-yield, path-dependency, or event-risk model."
20260602_162604,event_news_momentum,Event News Momentum,blocked_family,event_news_momentum,event_news_momentum,blocked,blocked_by_gate,3000.0,True,False,standard,False,False,,,,,,,,,,,,,,,,,,,,,,blocked_by_gate,blocked_by_gate,blocked_by_gate,No point-in-time event timestamps or reliable historical event data.,No point-in-time event timestamps or reliable historical event data.,not_applicable,False,False,False,False,0,No point-in-time event timestamps or reliable historical event data.
